SERIALNO,POVPIP,has_pap,has_ssip,has_hins4,has_snap,PUMA_person,WGTP,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well
2021HU0000007,350,0,0,0,0,7200801,35,0,0,0,0,0,0,35,35,35,35,35
2021HU0000212,239,0,0,1,1,7200403,50,0,0,50,0,0,50,50,0,50,0,0
2021HU0000775,477,0,0,0,0,7200501,100,0,0,0,0,0,100,100,100,100,100,100
2021HU0000779,101,0,0,1,1,7200302,107,0,0,0,0,0,107,107,0,107,107,107
2021HU0000854,190,0,0,1,1,7200602,101,0,0,0,0,0,101,101,0,101,101,101
2021HU0000934,70,0,0,1,0,7200401,128,0,0,0,0,0,128,128,0,0,0,128
2021HU0001054,61,0,0,1,1,7200402,69,0,0,0,0,0,69,69,0,69,0,69
2021HU0001079,60,0,0,1,1,7200401,112,0,0,0,0,0,112,112,0,0,0,112
2021HU0001165,501,0,0,0,0,7200802,60,0,0,0,0,0,60,60,0,60,0,60
2021HU0001337,440,0,0,0,0,7201001,432,0,0,0,0,0,0,432,0,0,0,432
2021HU0001455,250,0,0,0,0,7200802,35,0,0,0,0,0,35,35,35,35,0,35
2021HU0001474,82,0,0,0,0,7200101,36,0,0,0,0,0,36,36,0,36,0,36
2021HU0001514,110,0,0,1,1,7200201,80,0,0,0,0,0,80,80,0,80,80,80
2021HU0001582,120,0,0,0,0,7200403,44,0,0,0,0,0,0,44,0,44,44,44
2021HU0001696,61,0,0,1,1,7201102,88,0,0,0,0,0,0,88,0,88,0,88
2021HU0001713,119,0,0,1,1,7200102,128,0,0,0,0,0,128,128,0,128,128,128
2021HU0001784,75,0,0,1,0,7200901,50,0,0,0,0,0,50,50,0,50,0,50
2021HU0001880,43,0,0,1,1,7200401,129,0,0,0,0,0,129,129,0,0,0,129
2021HU0001936,62,0,0,1,0,7200901,74,0,0,0,0,0,74,74,0,0,0,74
2021HU0001965,116,0,0,1,0,7200101,74,0,0,0,0,0,74,74,0,0,0,74
2021HU0002009,150,0,0,0,0,7201101,59,0,0,0,0,0,59,59,0,59,0,59
2021HU0002469,148,0,0,1,0,7200503,51,0,0,0,0,0,0,51,0,51,0,51
2021HU0002513,106,0,0,0,0,7200201,106,0,0,0,0,0,106,106,0,106,0,106
2021HU0002566,69,0,0,1,1,7201102,133,0,0,0,0,0,0,133,0,0,0,133
2021HU0002808,58,0,0,1,0,7200801,111,0,0,0,0,0,111,111,0,111,0,111
2021HU0002856,61,1,0,1,0,7200402,26,0,0,0,0,0,26,26,0,26,26,26
