SERIALNO,POVPIP,has_pap,has_ssip,has_hins4,has_snap,PUMA_person,WGTP,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well
2021HU0000019,420,0,0,0,0,4203501,97,0,0,0,0,0,97,0,0,0,0,0
2021HU0000035,501,0,0,0,0,4201806,87,0,0,0,0,0,87,0,0,87,0,0
2021HU0000055,501,0,0,0,0,4200200,26,0,0,0,0,0,26,0,0,26,0,0
2021HU0000126,501,0,0,0,0,4202401,63,0,0,0,0,0,63,0,0,63,0,0
2021HU0000144,308,0,0,0,0,4201300,18,0,0,0,0,0,18,0,0,18,18,0
2021HU0000152,501,0,0,0,0,4201805,134,134,0,134,0,0,134,0,0,0,134,0
2021HU0000153,77,0,0,1,1,4200102,81,0,81,0,0,0,81,0,0,81,81,0
2021HU0000165,27,0,1,1,1,4202803,125,0,0,125,0,0,0,0,0,0,125,0
2021HU0000168,501,0,0,0,0,4202002,115,0,0,0,0,0,115,0,0,0,0,0
2021HU0000193,183,0,0,0,1,4203004,88,0,0,0,0,0,88,0,0,88,0,88
2021HU0000215,478,0,0,1,0,4201900,48,0,0,0,0,0,48,0,0,48,48,0
2021HU0000244,225,0,0,0,0,4200200,55,0,0,0,0,0,55,0,0,0,0,0
2021HU0000336,93,0,0,0,0,4202901,265,0,0,0,0,0,265,0,0,265,0,265
2021HU0000406,501,0,0,0,0,4201802,174,0,174,0,0,0,0,0,0,0,0,174
2021HU0000411,99,0,0,0,0,4203603,228,0,0,0,0,0,228,0,228,228,0,0
2021HU0000429,285,0,0,0,0,4200900,66,0,0,0,0,0,66,0,0,0,66,0
2021HU0000438,493,0,0,0,0,4202100,27,0,0,0,0,0,27,0,0,0,0,0
2021HU0000445,501,0,0,0,0,4203303,158,0,0,158,0,0,0,0,0,158,0,0
2021HU0000527,216,0,0,1,0,4202302,89,0,0,0,0,0,89,0,0,0,0,0
2021HU0000544,206,0,0,0,0,4200900,24,0,0,0,0,0,24,0,24,24,24,0
2021HU0000548,54,0,0,1,0,4203003,188,0,0,0,0,0,188,0,0,0,0,188
2021HU0000560,94,0,0,0,0,4201802,76,0,0,76,0,0,76,0,0,0,0,0
2021HU0000599,117,0,0,0,0,4203207,141,0,0,141,0,0,0,0,0,141,0,0
2021HU0000616,58,0,0,0,0,4202902,63,0,0,0,0,0,63,0,0,0,0,0
2021HU0000633,501,0,0,0,0,4204002,13,0,0,0,0,0,13,0,0,0,0,0
2021HU0000638,501,0,0,0,0,4200600,154,0,0,0,0,0,154,154,0,154,0,0
2021HU0000667,186,0,0,1,1,4202803,165,0,0,165,0,0,0,165,0,0,165,0
2021HU0000722,501,0,0,0,0,4204001,297,0,297,0,0,0,297,0,0,0,0,0
2021HU0000741,218,0,0,0,0,4200200,28,0,0,0,0,0,28,0,0,28,28,0
2021HU0000793,501,0,0,0,0,4203004,140,0,0,0,0,0,140,0,0,0,0,0
2021HU0000802,315,0,0,0,0,4201400,15,0,0,0,0,0,15,0,0,15,0,0
2021HU0000851,501,0,0,0,0,4202002,67,0,0,0,0,0,67,0,0,67,67,0
2021HU0000852,496,0,0,0,0,4203104,95,0,0,95,0,0,0,0,0,95,0,0
