SERIALNO,POVPIP,has_pap,has_ssip,has_hins4,has_snap,PUMA_person,WGTP,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well
2021HU0000117,501,0,0,0,0,3501200,103,0,0,0,0,0,103,0,0,103,103,0
2021HU0000663,501,0,0,0,0,3500801,116,0,0,0,0,0,116,116,0,0,0,0
2021HU0000742,273,0,0,0,0,3500400,31,0,0,0,0,0,31,31,0,0,0,0
2021HU0000897,501,0,0,0,0,3500100,97,97,0,0,0,0,0,0,97,97,97,0
2021HU0000975,0,0,0,0,0,3501100,110,0,0,0,0,0,110,0,0,0,0,0
2021HU0001209,501,0,0,0,0,3500804,53,0,0,0,0,0,53,0,0,53,53,0
2021HU0001218,501,0,0,0,0,3500804,110,0,110,0,0,0,110,110,0,0,0,0
2021HU0001253,501,0,1,1,0,3500801,55,0,0,0,0,0,55,55,0,55,55,0
2021HU0001437,501,0,0,0,0,3500700,118,0,0,0,0,0,118,0,118,0,0,0
2021HU0001769,245,0,0,0,0,3500500,236,0,0,0,0,0,0,236,0,0,0,0
2021HU0001879,501,0,0,0,0,3500801,49,0,0,0,0,0,49,49,0,49,49,0
2021HU0001994,117,0,0,1,0,3500300,103,0,0,0,0,0,103,0,0,103,0,0
2021HU0002018,244,0,0,0,0,3500805,419,0,0,0,0,0,419,419,0,0,0,0
2021HU0002196,344,0,0,0,0,3500300,18,0,0,0,0,0,0,18,0,18,0,0
2021HU0002401,408,0,0,0,0,3500803,68,0,0,0,0,0,68,0,68,0,0,0
2021HU0002457,284,0,0,0,0,3500600,169,0,0,0,0,0,169,0,0,169,0,0
2021HU0002714,3,0,0,1,1,3500200,162,0,0,0,0,0,0,162,0,0,0,0
2021HU0003219,238,0,0,0,1,3500100,33,33,0,0,0,0,0,0,0,0,0,0
2021HU0003237,77,0,0,0,0,3500600,154,0,0,0,0,0,154,0,0,0,0,0
2021HU0003653,173,1,0,1,1,3500100,132,132,0,0,0,0,0,0,0,0,132,0
2021HU0003662,107,0,0,0,0,3501200,56,0,0,0,0,0,56,56,0,56,56,0
2021HU0003802,208,0,0,0,0,3500600,21,21,0,0,0,0,21,0,21,21,21,0
2021HU0004164,501,0,0,0,0,3500806,145,145,0,0,0,0,145,0,0,145,0,0
2021HU0004217,144,0,0,0,0,3501001,40,0,0,0,0,0,40,0,0,40,0,0
2021HU0004359,432,0,0,0,0,3500600,11,0,0,0,0,0,11,0,0,11,0,0
2021HU0004605,399,0,0,0,0,3501001,85,0,0,0,0,0,85,0,0,85,0,0
2021HU0004784,221,0,0,0,1,3500500,158,0,0,0,0,0,0,158,0,0,0,0
2021HU0004842,501,0,0,0,0,3500500,33,0,0,0,0,0,33,0,0,33,33,0
2021HU0005179,103,0,0,0,0,3500100,27,27,0,0,0,0,0,0,0,27,0,0
2021HU0005241,70,0,1,1,0,3500100,30,30,0,0,0,0,0,0,0,0,30,30
2021HU0005912,501,0,0,1,0,3500900,37,0,0,0,0,0,37,37,0,0,37,37
2021HU0006005,429,0,0,1,0,3500600,25,0,0,0,0,0,25,25,0,0,0,0
2021HU0006329,501,0,0,0,0,3500300,54,0,0,0,0,0,54,54,54,54,0,0
2021HU0006413,501,0,0,1,0,3501100,124,0,0,0,0,0,124,0,0,124,124,0
2021HU0006566,106,0,0,0,1,3500700,43,0,0,0,0,0,43,0,0,43,0,0
2021HU0006710,501,0,0,0,0,3500400,97,0,0,0,0,0,97,0,0,97,0,0
2021HU0006724,249,0,0,1,1,3500900,204,0,0,0,0,0,204,204,204,0,204,0
2021HU0006739,151,0,0,0,0,3500803,61,0,0,0,0,0,61,0,61,61,61,0
2021HU0006784,373,0,0,0,0,3500804,92,0,0,0,0,0,92,0,92,0,92,0
2021HU0006854,329,0,0,0,0,3500805,69,0,0,0,0,0,69,69,69,69,69,0
2021HU0007136,116,0,0,1,1,3500400,60,0,0,0,0,0,60,60,0,0,60,0
2021HU0007245,239,0,0,0,0,3500100,56,56,0,0,0,0,0,0,0,56,0,0
2021HU0007493,98,0,0,1,1,3500500,46,0,0,46,0,0,46,0,46,46,0,0
2021HU0007557,53,0,0,1,0,3500300,40,40,0,0,0,0,0,0,40,40,0,0
2021HU0007861,13,0,0,1,1,3500804,171,171,0,171,0,0,0,171,0,0,0,0
2021HU0007897,142,0,0,0,0,3500803,260,0,0,260,0,0,0,0,0,0,0,0
2021HU0008028,255,0,0,1,0,3500300,21,0,0,0,0,0,0,21,21,21,21,0
2021HU0008226,175,0,0,1,0,3501100,48,0,0,0,0,0,48,0,0,48,0,0
2021HU0008662,328,0,0,0,0,3501100,580,0,0,0,0,0,580,0,580,0,0,0
2021HU0008846,344,0,0,0,0,3501200,69,0,69,0,0,0,0,0,0,0,0,0
2021HU0008919,501,0,0,0,0,3500500,104,0,0,0,0,0,104,0,0,0,0,0
2021HU0008993,74,0,1,1,0,3500700,110,0,0,0,0,0,110,110,110,110,110,0
2021HU0009032,87,0,0,1,0,3500500,7,0,0,0,0,0,7,7,0,7,0,0
2021HU0009166,285,0,0,1,1,3500900,184,0,0,0,0,0,184,184,0,0,184,0
2021HU0009368,409,0,0,0,0,3500805,41,0,0,0,0,0,41,0,0,0,0,0
2021HU0009627,344,0,0,0,0,3500100,39,39,0,0,0,0,0,0,0,39,0,0
2021HU0009666,335,0,0,0,0,3501001,193,0,0,193,0,0,0,193,0,0,0,0
2021HU0009741,0,0,0,0,0,3501002,98,0,0,0,0,0,98,0,0,98,98,0
2021HU0009785,170,0,0,0,0,3500300,15,0,0,0,0,0,15,0,15,15,0,0
2021HU0009905,175,0,0,0,0,3500801,135,0,0,0,0,0,135,0,0,135,0,0
2021HU0010014,48,0,0,1,1,3500900,68,0,0,0,0,0,68,0,0,68,0,0
2021HU0010076,258,0,0,1,1,3500500,438,438,0,0,0,0,438,438,0,0,438,0
2021HU0010493,3,0,0,1,0,3500801,69,0,0,0,0,0,69,69,0,0,0,69
2021HU0010595,322,0,0,0,0,3500400,58,58,0,0,0,0,58,58,58,58,58,0
2021HU0010683,60,0,0,1,0,3501200,40,0,0,0,0,0,40,40,0,40,40,0
2021HU0010813,475,0,0,0,0,3501200,75,75,0,0,0,0,75,0,0,0,0,0
2021HU0010927,501,0,0,0,0,3500100,55,55,0,0,0,0,0,0,0,55,55,0
2021HU0011452,501,0,0,0,0,3500802,49,0,0,0,0,0,49,49,0,49,0,0
2021HU0011833,501,0,0,0,0,3500700,57,0,0,0,0,0,57,0,0,0,0,0
2021HU0011862,501,0,0,0,0,3500300,133,0,133,0,0,0,0,0,0,133,0,133
