county,POVPIP,has_pap,has_ssip,has_hins4,has_snap,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well,WGTP
54001,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16
54001,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,7
54001,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3
54001,0,0,0,0,0,0,0,0,0,0,6,0,6,6,6,0,6
54001,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2
54001,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,5
54001,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
54001,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,22
54001,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,3
54001,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,3
54001,0,0,0,1,1,0,0,0,0,0,26,0,0,0,0,0,26
54001,0,0,0,1,1,0,0,0,0,0,7,0,0,0,7,0,7
54001,0,0,0,1,1,0,0,0,0,0,6,0,6,6,0,0,6
54001,0,0,0,1,1,0,0,5,0,0,5,0,0,0,0,0,5
54001,0,0,1,1,1,0,0,0,0,0,6,0,6,6,6,0,6
54001,1,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,4
54001,1,1,0,1,1,0,0,0,0,0,4,0,0,0,4,0,4
54001,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1
54001,2,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,3
54001,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2
54001,4,0,0,1,1,0,0,0,0,0,7,0,0,7,0,0,7
54001,5,0,0,1,1,0,0,0,0,0,20,0,0,0,0,0,20
54001,6,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3
54001,6,0,0,1,0,0,0,5,0,0,0,0,0,0,5,0,5
54001,6,0,0,1,1,2,0,0,0,0,2,0,0,0,2,0,2
54001,8,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,4
54001,9,0,0,0,1,0,0,0,0,0,4,0,0,0,4,0,4
54001,10,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3
54001,11,0,1,1,0,0,0,3,0,0,0,0,0,3,3,0,3
54001,11,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,9
54001,11,1,1,1,0,0,0,0,0,0,2,0,0,2,2,0,2
54001,13,0,0,1,1,0,0,0,0,0,2,0,0,0,2,0,2
54001,14,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3
54001,14,0,0,1,0,0,0,0,0,0,4,0,0,0,4,0,4
54001,14,1,0,1,1,0,0,0,0,0,2,0,2,0,0,0,2
54001,15,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6
54001,18,1,0,1,1,0,0,0,0,0,5,0,0,0,0,0,5
54001,19,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5
54001,21,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2
54001,23,0,0,1,0,0,0,0,0,0,12,0,0,12,0,0,12
54001,25,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4
54001,27,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,2
54001,28,1,0,1,1,0,0,0,0,0,6,0,0,0,6,0,6
54001,29,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1
