SERIALNO,POVPIP,has_pap,has_ssip,has_hins4,has_snap,PUMA_person,WGTP,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well
2021HU0000036,501,0,0,0,0,4100400,82,0,0,0,0,0,82,82,0,0,0,0
2021HU0000176,501,0,0,0,0,4101301,52,0,0,0,0,0,52,0,0,52,52,0
2021HU0000198,289,0,0,0,0,4101103,38,0,0,0,0,0,38,0,38,38,0,0
2021HU0000230,466,0,0,0,0,4101200,232,0,0,0,0,0,232,0,0,0,0,0
2021HU0000237,419,0,0,0,0,4100400,113,0,0,0,0,0,113,0,0,113,0,0
2021HU0000263,391,0,0,0,0,4101314,70,0,70,0,0,0,0,0,0,0,0,0
2021HU0000265,501,0,0,0,0,4100703,55,0,0,0,0,0,55,0,0,0,0,0
2021HU0000268,501,0,0,0,0,4100100,70,0,0,0,0,0,70,0,70,70,0,0
2021HU0000394,361,0,0,0,0,4101302,56,0,0,0,0,0,56,0,0,0,0,0
2021HU0000398,385,0,1,1,0,4100800,124,0,124,0,0,0,124,0,0,124,124,124
2021HU0000481,501,0,0,0,0,4100800,94,0,0,0,0,0,94,0,0,0,0,0
2021HU0000687,237,0,0,0,0,4101323,239,0,0,0,0,0,239,0,0,0,0,0
2021HU0000707,258,0,0,0,0,4100703,60,0,0,0,0,0,60,0,0,0,0,0
2021HU0000832,501,0,0,0,0,4101105,432,0,0,0,0,0,432,432,432,432,0,0
2021HU0000968,77,0,0,0,0,4100200,42,0,0,0,0,0,42,0,0,42,42,0
2021HU0001027,501,0,0,0,0,4101314,34,0,0,0,0,0,34,0,0,0,0,0
2021HU0001424,231,0,0,0,0,4101321,76,0,0,0,0,0,76,0,76,76,0,0
2021HU0001427,501,0,0,0,0,4100400,47,0,0,0,0,0,47,0,0,0,0,0
2021HU0001477,233,1,0,1,0,4100800,166,0,0,0,0,0,166,0,0,0,0,0
2021HU0001548,202,0,0,1,0,4101314,100,0,0,0,0,0,100,0,0,100,0,0
2021HU0001644,501,0,0,0,0,4101301,100,0,0,0,0,0,100,0,0,0,0,0
2021HU0001838,216,0,0,0,0,4101318,216,0,0,0,0,0,216,0,0,0,0,0
2021HU0001984,102,0,0,1,1,4100200,29,29,0,0,0,0,29,0,0,29,29,0
2021HU0001989,29,0,0,1,0,4100901,273,0,0,0,0,0,273,0,0,0,273,0
2021HU0002173,501,0,0,0,0,4101301,77,0,0,0,0,0,77,0,0,0,0,0
2021HU0002193,236,0,0,0,0,4101103,346,0,0,0,0,0,0,346,0,0,0,346
2021HU0002205,501,0,0,0,0,4101320,46,0,0,0,0,0,46,0,0,46,0,0
2021HU0002357,501,0,0,0,0,4101324,120,0,0,0,0,0,120,0,120,120,0,0
2021HU0002635,438,0,0,0,0,4100703,58,0,0,0,0,0,58,0,0,58,0,0
2021HU0002654,243,0,0,0,0,4100705,64,0,0,0,0,0,64,0,0,64,0,0
2021HU0002733,82,0,0,1,0,4100800,67,67,0,0,0,0,67,0,0,0,67,0
2021HU0002735,242,0,0,1,0,4101320,55,0,0,0,0,0,0,55,0,0,0,55
2021HU0002811,501,0,0,0,0,4100500,9,0,0,0,0,0,9,0,0,0,0,0
2021HU0002829,335,0,0,0,0,4101323,220,0,0,0,0,0,220,0,0,220,220,0
2021HU0002855,501,0,0,1,0,4101103,81,0,0,0,0,0,81,0,0,0,81,0
2021HU0002871,275,0,0,0,0,4100901,94,0,0,0,0,0,94,0,0,94,0,0
2021HU0003028,216,0,0,0,0,4101322,101,0,0,0,0,0,101,0,0,101,101,0
2021HU0003213,501,0,0,0,0,4101320,105,0,0,0,0,0,105,0,0,105,0,0
2021HU0003233,356,0,0,0,0,4101314,58,0,0,0,0,0,58,0,0,0,0,0
2021HU0003370,266,0,0,0,0,4101104,94,0,0,0,0,0,94,0,94,94,94,0
2021HU0003451,501,0,0,0,0,4100300,182,0,0,0,0,0,182,0,0,182,0,0
2021HU0003520,409,0,0,1,1,4100500,110,0,0,0,0,0,110,0,0,0,110,0
2021HU0003700,390,0,0,0,0,4100703,65,0,0,0,0,0,65,65,0,0,0,65
2021HU0003912,142,0,0,0,0,4100704,97,0,0,0,0,0,97,0,0,0,0,0
2021HU0003922,394,1,0,0,0,4101305,152,0,0,0,0,0,152,0,0,0,0,0
2021HU0003979,297,0,0,0,0,4100703,55,0,0,0,0,0,55,0,55,55,0,0
2021HU0003994,501,0,0,0,0,4101321,54,0,54,0,0,0,0,0,0,0,0,0
2021HU0004073,501,0,0,0,0,4100600,212,0,0,0,0,0,212,0,212,212,0,0
2021HU0004139,33,1,0,1,1,4101103,136,0,0,0,0,0,136,0,0,0,136,0
2021HU0004181,475,0,0,0,0,4101105,427,0,0,0,0,0,427,0,0,0,0,0
2021HU0004517,470,0,0,0,0,4100200,199,0,0,0,0,0,199,0,0,0,0,0
2021HU0004529,162,1,0,1,1,4100100,29,0,0,0,0,0,29,0,0,0,0,0
2021HU0004642,501,0,0,1,0,4101316,48,0,0,0,0,0,48,0,0,0,0,0
2021HU0004649,0,0,0,1,0,4101322,92,0,0,0,0,0,92,0,92,0,0,0
2021HU0004651,120,0,0,1,1,4101105,118,0,0,0,0,0,118,0,0,0,0,0
2021HU0004671,313,0,0,1,0,4100600,96,0,0,0,0,0,96,0,0,96,96,0
2021HU0004685,252,0,1,1,0,4101200,82,82,0,0,0,0,82,0,82,82,82,0
2021HU0004687,300,1,0,1,1,4101105,33,0,0,0,0,0,33,0,0,0,0,0
2021HU0004813,404,0,0,0,0,4100500,14,14,0,0,0,0,14,0,0,0,0,0
2021HU0005054,147,0,0,0,0,4100800,85,85,0,0,0,0,85,0,85,85,85,0
2021HU0005108,274,0,0,1,0,4101314,55,0,0,0,0,0,55,0,0,0,55,0
2021HU0005296,501,0,0,0,0,4101303,32,0,0,0,0,0,32,0,0,0,0,0
2021HU0005328,199,0,0,0,0,4100200,76,0,0,0,0,0,76,76,76,0,0,0
2021HU0005365,501,0,0,0,0,4101317,67,0,0,0,0,0,67,0,0,67,0,0
2021HU0005679,501,0,0,0,0,4101305,52,0,0,0,0,0,52,0,0,0,0,0
2021HU0005706,0,0,0,1,1,4100200,54,0,0,0,0,0,54,0,0,0,54,0
2021HU0005760,266,0,0,0,0,4101000,23,23,0,0,0,0,23,0,23,23,23,0
2021HU0005765,501,0,0,0,0,4101318,124,0,0,0,0,0,124,0,0,124,124,0
2021HU0005812,111,0,0,0,0,4100703,135,0,0,0,0,0,135,0,0,0,0,0
2021HU0005878,236,0,0,0,0,4100100,86,0,0,0,0,0,86,0,0,86,0,0
2021HU0005885,501,0,0,0,0,4100400,152,0,0,0,0,0,152,0,0,0,0,0
2021HU0005913,310,0,0,0,1,4100500,184,0,0,0,0,0,184,0,0,0,0,0
2021HU0005995,17,0,0,0,0,4100400,33,0,0,0,0,0,33,0,33,33,0,0
2021HU0006025,357,0,0,0,0,4100500,88,0,0,0,0,0,88,0,0,0,0,0
2021HU0006047,501,0,0,0,0,4101314,36,0,0,0,0,0,36,0,0,0,0,0
2021HU0006085,501,0,0,0,0,4100500,58,0,58,0,0,0,58,0,58,58,0,0
2021HU0006097,261,0,0,1,0,4101301,56,0,0,56,0,0,0,0,0,56,56,56
2021HU0006294,501,0,0,0,0,4101319,96,0,0,0,0,0,96,0,0,96,0,0
2021HU0006315,170,1,0,1,1,4101103,305,0,0,0,0,0,305,0,0,0,0,0
2021HU0006582,422,0,0,1,1,4101200,24,0,0,0,0,0,24,0,0,0,24,24
2021HU0006625,501,0,0,0,0,4101105,57,57,0,0,0,0,57,0,0,0,0,0
2021HU0006667,501,0,0,0,0,4100100,50,0,0,0,0,0,50,0,0,50,0,0
2021HU0006715,138,0,1,1,0,4101200,77,0,0,0,0,0,77,0,77,77,77,0
2021HU0006748,377,0,0,0,1,4101104,103,0,0,0,0,0,103,0,0,0,103,0
2021HU0006954,304,0,0,0,0,4100600,72,0,0,0,0,0,72,0,0,72,0,0
2021HU0007180,501,1,0,1,1,4101322,390,390,0,0,0,0,0,390,390,390,0,390
2021HU0007215,501,0,0,0,0,4100600,150,0,0,0,0,0,150,0,150,150,150,0
2021HU0007350,501,0,0,0,0,4101317,103,0,0,0,0,0,103,0,0,0,0,0
2021HU0007405,164,0,0,1,0,4101103,75,0,0,0,0,0,0,75,0,0,0,0
2021HU0007459,501,0,0,0,1,4100902,213,0,0,0,0,0,213,0,0,0,0,0
2021HU0007499,501,0,0,0,0,4101320,172,0,172,0,0,0,172,172,0,0,0,0
2021HU0007686,501,0,0,0,0,4101301,63,0,0,0,0,0,63,0,63,63,0,0
2021HU0007746,90,1,0,1,1,4101103,91,0,91,0,0,0,91,0,0,0,0,0
2021HU0007747,210,0,0,1,0,4101318,374,0,0,374,0,0,374,0,0,0,0,0
2021HU0007972,233,0,0,0,0,4101318,111,0,0,0,0,0,111,0,0,0,0,0
2021HU0008280,90,0,0,1,0,4101316,127,0,0,0,0,0,127,0,0,0,0,0
2021HU0008353,501,0,1,1,0,4101301,24,0,0,24,0,0,0,0,0,24,0,0
2021HU0008390,441,0,0,0,0,4100500,92,0,0,0,0,0,92,0,0,0,0,0
2021HU0008725,275,0,1,1,0,4100902,774,0,0,0,0,0,774,0,0,0,0,0
2021HU0008929,501,0,0,0,0,4101323,53,0,53,0,0,0,0,0,0,0,0,0
2021HU0008938,501,0,0,1,1,4100600,35,0,0,0,0,0,35,0,35,0,0,0
2021HU0008997,360,0,0,0,0,4101318,85,0,0,85,0,0,85,0,85,85,0,0
2021HU0009073,501,0,0,0,0,4100705,141,0,0,0,0,0,141,0,0,141,0,0
2021HU0009113,106,0,0,0,1,4100400,434,0,0,0,0,0,434,0,0,434,434,0
2021HU0009124,501,0,0,0,0,4101319,30,0,0,0,0,0,30,0,0,30,0,0
2021HU0009233,336,0,0,0,0,4100100,88,0,0,0,0,0,88,88,0,0,0,0
2021HU0009388,301,0,1,1,0,4101321,118,118,0,0,0,0,118,0,0,0,118,0
2021HU0009406,365,0,0,1,1,4100400,115,0,0,0,0,0,115,0,0,0,115,0
2021HU0009471,274,0,0,0,0,4101321,27,27,0,0,0,0,27,0,0,27,0,0
2021HU0009496,182,0,0,1,0,4101316,213,0,0,0,0,0,213,213,0,0,0,0
2021HU0009697,156,0,0,1,1,4100100,133,133,0,0,0,0,133,0,0,0,133,0
2021HU0009733,408,0,0,0,0,4100800,95,0,0,0,0,0,95,0,95,95,0,0
2021HU0009747,501,0,0,0,0,4100500,49,0,0,0,0,0,49,0,0,49,49,0
2021HU0009819,187,0,0,0,0,4100500,57,57,0,0,0,0,57,0,57,57,57,0
2021HU0009820,501,0,0,1,0,4100703,305,0,0,0,0,0,305,0,0,0,0,0
2021HU0009903,501,0,0,0,0,4101323,104,0,104,0,0,0,0,0,0,0,0,104
2021HU0010046,325,0,0,0,0,4100600,138,0,0,0,0,0,138,0,0,138,0,0
2021HU0010103,118,0,0,1,1,4100800,105,0,0,0,0,0,105,0,0,0,0,0
2021HU0010256,123,0,0,0,0,4100100,13,0,0,0,0,0,13,0,13,13,13,0
2021HU0010320,302,0,0,0,0,4100902,64,0,0,0,0,0,64,0,64,64,0,0
2021HU0010367,307,0,0,0,0,4101318,87,0,0,0,0,0,87,87,0,0,0,0
2021HU0010405,184,0,0,0,0,4100902,50,0,0,0,0,0,50,0,0,50,50,50
2021HU0010478,501,0,0,0,0,4101324,98,0,0,0,0,0,98,0,0,0,0,0
2021HU0010505,499,0,0,0,0,4100800,86,0,0,0,0,0,86,0,0,86,86,0
2021HU0010596,465,0,0,0,0,4100600,53,0,0,0,0,0,53,0,0,0,0,0
2021HU0010624,501,0,0,0,0,4100703,64,0,0,0,0,0,64,0,0,0,0,0
2021HU0010778,501,0,0,0,0,4101319,297,0,0,0,0,0,297,0,0,0,0,0
2021HU0010965,247,0,0,1,1,4101104,134,0,0,0,0,0,134,0,0,134,0,0
2021HU0011035,0,0,0,1,1,4100500,190,0,0,0,0,0,190,0,0,190,0,0
2021HU0011096,48,0,0,0,1,4100600,100,0,0,0,0,0,100,0,0,0,0,0
2021HU0011224,501,0,0,1,0,4100703,70,0,0,0,0,0,70,0,0,0,0,0
2021HU0011295,224,0,0,1,0,4101321,43,0,0,0,0,0,43,0,0,0,0,0
2021HU0011421,501,0,0,0,0,4101318,80,0,0,0,0,0,80,0,0,80,0,0
2021HU0011594,299,0,1,1,0,4100200,43,43,0,0,0,0,43,0,0,0,0,0
2021HU0011709,501,0,0,0,0,4101319,66,0,0,0,0,66,66,66,0,0,0,0
2021HU0011729,501,0,0,0,0,4100704,81,0,0,0,0,0,81,0,81,81,0,0
2021HU0011845,501,0,0,0,0,4101200,81,0,0,0,0,0,81,0,0,0,0,0
2021HU0011884,499,0,0,0,0,4100600,38,0,0,0,0,0,38,0,0,38,0,0
2021HU0011889,159,0,0,0,0,4101320,54,0,54,0,0,0,0,0,0,54,0,54
2021HU0012088,179,0,0,0,0,4100600,65,0,0,0,0,0,65,0,0,65,0,0
2021HU0012122,308,0,0,0,0,4101302,58,0,0,0,0,0,58,0,0,58,58,0
2021HU0012193,84,0,0,0,0,4100500,110,0,0,0,0,0,110,0,0,110,0,0
2021HU0012324,501,0,0,0,0,4101319,104,0,0,0,0,0,104,0,0,104,104,0
2021HU0012340,98,0,0,1,1,4100100,6,6,0,0,0,0,0,0,0,6,0,0
2021HU0012387,140,0,0,0,0,4101322,248,0,0,0,0,0,248,0,0,248,0,0
2021HU0012433,501,0,0,0,0,4101321,67,0,0,0,0,0,67,0,0,67,67,0
2021HU0012460,327,1,0,0,0,4101301,87,0,0,0,0,0,87,0,0,0,0,0
2021HU0012481,501,0,0,0,0,4101104,167,0,0,0,0,0,167,0,0,0,0,0
2021HU0012627,88,0,0,0,1,4100500,84,0,0,0,0,0,84,0,0,84,84,0
2021HU0012641,252,1,0,0,1,4101320,51,0,0,0,0,0,0,0,0,0,0,0
2021HU0012767,454,0,0,0,0,4101321,94,0,0,0,0,0,94,0,0,0,0,0
2021HU0012870,52,1,0,0,1,4100703,46,0,46,0,0,0,46,46,0,0,0,0
