zcta,Num Eligible,Num Ineligible
25544,13,7
25545,1041,889
25547,129,77
25550,1877,1602
25555,488,290
25557,308,184
25559,465,397
25560,2051,1751
25564,283,169
25565,158,94
25567,208,124
25570,1384,824
25571,467,278
25573,188,112
25601,1088,648
25606,250,149
25607,200,119
25608,233,139
25611,163,97
25612,50,30
25617,58,35
25621,492,293
25624,92,55
25625,359,213
25628,113,67
25630,121,72
25632,175,104
25634,342,203
25635,283,169
25637,229,136
25638,179,107
25639,138,82
25644,104,62
25646,158,94
25647,142,84
25649,300,179
25650,21,12
25651,225,134
25652,346,206
25653,54,32
25654,33,20
25661,1209,720
25666,46,27
25667,129,77
25669,163,97
25670,800,476
25671,342,203
25672,63,37
25674,621,370
25676,263,156
25678,258,154
25685,125,74
25688,88,52
25690,113,67
25692,288,171
25696,304,181
25699,29,17
25701,4991,4156
25702,1609,1374
25703,1100,939
25704,3457,2319
25705,4575,3905
25755,355,303
25801,7000,5757
25810,17,10
25811,32,23
25812,354,291
25813,1566,1288
25817,116,95
25818,108,89
25820,99,84
25823,234,192
25825,455,376
25826,79,47
25827,462,380
25831,326,268
25832,1001,824
25836,182,150
25837,85,70
25839,218,180
25840,1625,1337
25841,117,99
25843,208,171
25844,272,224
25845,158,94
25846,28,23
25848,75,45
25849,59,49
25851,10,8
25853,49,40
25854,193,158
25855,77,63
25857,39,32
25862,54,44
25864,26,21
25865,367,302
25866,72,59
25868,90,74
25870,50,30
25871,205,169
25873,131,108
25875,133,79
25876,17,10
25878,267,220
25879,46,38
25880,1191,980
25882,409,243
25901,2306,1896
25902,79,66
25904,152,125
25907,26,21
25908,18,15
25909,110,91
25911,56,46
25913,67,40
25915,62,51
25916,29,17
25917,421,346
25918,1009,830
25920,46,38
25921,593,488
25922,47,39
25928,96,57
25932,49,40
25936,8,6
25938,313,258
25942,39,32
25943,8,5
25951,1103,930
25958,140,118
25962,722,605
25966,26,22
25969,257,217
25971,234,197
25972,76,64
25976,451,375
25977,15,12
25978,134,113
25979,164,138
25981,160,137
25984,363,306
25985,85,72
25986,80,65
25989,72,59
26003,8808,8464
26030,119,114
26031,390,374
26032,216,208
26033,563,541
26034,966,928
26035,498,478
26036,95,91
26037,1382,1328
26038,606,582
26039,184,177
26040,384,369
26041,3287,3158
26047,1242,1193
26050,289,278
26055,323,317
26056,68,65
26058,14,13
26059,687,660
26060,352,338
26062,4583,4404
26070,1696,1630
26074,287,276
26075,108,104
26101,5673,5851
26104,3356,3461
26105,2453,2531
26133,278,287
26134,150,155
26136,87,76
26137,167,147
26138,27,27
26141,80,76
26142,491,506
26143,810,833
26146,221,228
26147,353,308
26148,33,34
26149,428,441
26150,1164,1201
26151,95,83
26152,26,24
26155,1622,1672
26159,521,537
26160,180,186
26161,74,76
26162,8,8
26164,1583,1385
26167,147,152
26169,155,160
26170,1259,1299
26175,616,635
26178,82,84
26180,442,455
26181,1189,1226
26184,447,461
26187,1243,1282
26201,3698,3864
26202,116,102
26203,72,62
26205,689,602
26206,576,486
26208,186,157
26209,44,37
26210,19,20
26215,29,25
26217,61,52
26218,523,546
26222,105,89
26224,36,37
26228,23,24
26230,16,17
26234,218,227
26236,10,10
26237,110,115
26238,156,163
26241,2711,2833
26250,1058,1106
26253,630,658
26254,66,69
26257,136,142
26259,62,64
26260,224,275
26261,475,414
26263,76,87
26264,120,101
26266,53,44
26267,107,112
26268,6,7
26269,178,217
26270,130,136
26271,43,53
26273,383,400
26275,117,122
26276,74,81
26278,117,122
26280,289,302
26282,29,31
26283,320,339
26285,94,98
26287,517,634
26288,754,636
26289,9,11
26291,38,32
26292,144,176
26293,104,109
26294,107,111
26296,23,24
26298,15,12
26301,5561,5811
26320,144,149
26321,65,67
26323,71,75
26325,52,53
26327,11,11
26330,3091,3229
26335,226,198
26337,202,208
26338,123,129
26339,41,42
26342,95,83
26343,104,109
26346,136,141
26347,458,478
26348,41,42
26349,36,37
26351,880,769
26354,2026,2119
26361,39,41
26362,583,602
26366,16,17
26369,117,122
26372,136,142
26374,253,335
26376,93,89
26377,117,121
26378,825,862
26384,83,73
26385,659,689
26386,383,400
26404,42,44
26405,221,239
26408,532,556
26410,167,227
26411,142,146
26412,116,111
26415,720,742
26416,1367,1428
26419,153,157
26421,46,48
26422,65,68
26424,39,41
26425,167,227
26426,1347,1401
26430,81,71
26431,1120,1170
26435,16,17
26436,33,34
26437,85,87
26438,49,51
26440,233,267
26443,47,41
26444,547,743
26447,227,236
26448,226,240
26451,88,92
26452,1919,2005
26456,627,647
26463,81,85
26501,3262,4432
26505,6636,9019
26506,227,308
26508,6273,8525
26519,310,421
26520,133,181
26521,40,54
26524,30,41
26525,1451,1971
26534,147,199
26537,934,1269
26541,567,770
26542,414,562
26543,20,27
26544,23,32
26546,20,27
26547,447,607
26554,7185,9704
26559,233,317
26560,27,36
26562,118,132
26563,63,86
26568,91,95
26570,557,757
26571,307,417
26572,73,100
26574,113,154
26575,116,121
26576,103,140
26581,164,169
26582,783,1061
26585,92,116
26586,13,18
26587,50,68
26588,470,639
26590,120,163
26591,226,303
26601,872,762
26610,228,200
26611,44,38
26615,33,29
26617,48,42
26619,114,100
26621,143,125
26623,216,189
26624,517,452
26627,77,67
26629,83,73
26631,46,40
26636,75,65
26638,46,40
26651,1812,1583
26656,101,87
26660,68,60
26662,135,118
26667,19,16
26671,64,56
26676,85,74
26678,249,218
26679,361,316
26680,96,80
26681,384,335
26684,37,33
26690,103,86
26691,98,85
26704,981,1201
26705,163,222
26707,39,48
26710,349,428
26711,449,549
26714,101,124
26716,110,150
26717,189,231
26719,422,517
26720,34,41
26722,125,153
26726,2332,2855
26731,45,55
26739,133,162
26743,254,311
26750,129,158
26753,1063,1302
26755,101,124
26757,1105,1352
26761,114,140
26763,280,343
26764,694,943
26767,114,140
26801,232,284
26802,166,204
26804,86,105
26807,430,526
26808,144,176
26810,65,80
26812,318,389
26814,73,89
26815,103,126
26817,71,87
26818,176,215
26823,26,32
26833,400,490
26836,1123,1375
26838,9,11
26845,146,178
26847,1067,1306
26851,357,437
26852,164,201
26855,116,142
26865,80,98
26866,138,169
26884,49,59
26886,34,41
27006,2604,3584
27007,464,381
27009,436,746
27011,907,1247
27012,4770,7465
27013,1067,1362
27014,139,191
27016,369,361
27017,2039,1671
27018,1314,1808
27019,725,870
27020,1098,1453
27021,3768,3700
27022,304,297
27023,1998,3452
27024,589,483
27025,2345,2292
27027,871,851
27028,4609,6343
27030,8398,6892
27040,1877,3243
27041,1693,1425
27042,145,141
27043,1403,1276
27045,1459,2482
27046,431,421
27047,266,218
27048,1723,1684
27050,639,997
27051,1351,2008
27052,2073,2152
27053,629,608
27054,488,524
27055,2456,3380
27101,4616,4133
27103,7481,7182
27104,6407,5911
27105,7995,8133
27106,9970,9815
27107,10122,9974
27109,659,595
27110,459,408
27127,8440,7677
27201,14,21
27202,6,8
27203,3770,4730
27205,5786,7259
27207,615,864
27208,302,412
27209,690,1028
27212,488,525
27213,14,19
27214,1493,3145
27215,7058,10938
27217,6379,9618
27229,557,818
27231,254,476
27233,610,717
27235,556,1247
27239,1636,1826
27242,310,462
27243,601,1139
27244,2696,4015
27247,19,29
27248,783,982
27249,1787,3377
27252,260,366
27253,5139,7827
27256,16,23
27258,1137,1732
27259,22,32
27260,4443,4723
27262,4589,4873
27263,3787,4499
27265,9149,10611
27268,291,309
27278,3809,7048
27281,571,836
27282,2991,3066
27283,540,602
27284,9100,14112
27288,5092,4976
27291,285,308
27292,7472,7986
27295,7419,7926
27298,1799,2331
27299,960,1026
27301,1224,2745
27302,5086,8100
27305,261,281
27306,1113,1604
27310,950,2128
27311,622,660
27312,3560,5003
27313,1210,1361
27314,189,203
27315,346,373
27316,1148,1441
27317,3031,3782
27320,8167,8032
27325,992,1477
27326,760,765
27330,6520,9158
27332,6066,7889
27340,25,38
27341,899,1201
27342,5,11
27343,303,327
27344,2946,4130
27349,1013,1537
27350,1128,1416
27351,13,14
27355,460,591
27356,513,764
27357,1557,2139
27358,1983,3778
27360,8889,9632
27370,2607,3271
27371,1252,1854
27374,71,75
27376,1601,2386
27377,1300,2887
27379,816,879
27401,4166,4826
27403,5032,4815
27405,7187,13472
27406,11561,12766
27407,10655,9739
27408,2705,4728
27409,3194,3764
27410,8052,14312
27411,268,468
27412,749,644
27455,4413,8110
27501,3562,4305
27502,2648,13070
27503,1031,1251
27504,2806,3514
27505,1206,1439
27506,200,228
27507,336,355
27508,408,379
27509,1400,1509
27510,1922,3643
27511,2879,9989
27513,4086,14177
27514,4392,8326
27516,6240,11171
27517,4172,7573
27518,1827,6590
27519,4779,19527
27520,7817,9880
27521,1103,1260
27522,2444,2745
27523,1327,4876
27524,2249,2807
27525,3208,3120
27526,6977,14528
27527,5821,7098
27529,7518,13308
27530,7766,7220
27531,122,113
27533,75,70
27534,6395,5945
27536,3143,2917
27537,4674,4299
27539,1864,7500
27540,3099,12460
27541,659,865
27542,1952,1808
27544,745,707
27545,4438,7455
27546,3588,4100
27549,4825,4478
27551,522,323
27553,444,327
27555,93,87
27556,28,26
27557,1685,1592
27559,399,560
27560,3362,12386
27562,323,1035
27563,1257,785
27565,4525,4856
27568,241,223
27569,1805,1675
27570,5,3
27571,742,2455
27572,1096,1425
27573,2016,2172
27574,2621,2824
27576,3563,3303
27577,4269,5259
27581,668,719
27582,56,61
27583,1310,1429
27584,20,18
27587,7052,21635
27589,1748,1098
27591,3651,5472
27592,2547,4446
27593,6,7
27594,16,10
27596,3647,3551
27597,4403,5748
27599,2,4
27601,1567,2448
27603,7419,14142
27604,6717,12145
27605,1009,1576
27606,6319,12916
27607,4143,6968
27608,1891,2954
27609,5642,10714
27610,10984,17795
27612,5507,12045
27613,4383,14773
27614,2885,10483
27615,6016,13238
27616,5862,16275
27617,1557,6683
27695,164,257
27701,4063,6159
27703,9564,16214
27704,6779,8224
27705,7717,13270
27707,6820,16330
27708,469,1124
27709,0,0
27712,3705,4520
27713,7561,17996
27801,3837,3680
27803,4207,4030
27804,5781,5545
27805,687,646
27806,360,482
27807,1359,1301
27808,427,572
27809,875,839
27810,632,847
27812,502,537
27813,133,123
27814,301,403
27815,3,3
27816,525,496
27817,1256,1682
27818,295,183
27819,49,47
27820,632,392
27821,39,53
27822,1689,1581
27823,1616,1001
27824,205,275
27825,17,23
27826,208,278
27827,7,8
27828,1846,1944
27829,375,388
27830,905,841
27831,765,474
27832,667,414
27834,11800,12628
27837,1248,1353
27839,892,553
27840,84,113
27841,8,11
27842,373,231
27843,212,168
27844,740,462
27845,378,234
27846,503,674
27847,132,177
27849,188,252
27850,1643,1018
27851,1020,944
27852,541,520
27853,100,62
27855,1502,931
27856,3431,3291
27857,197,263
27858,11334,12129
27860,323,433
27861,14,19
27862,208,129
27863,2592,2410
27864,832,798
27865,354,474
27866,192,119
27869,465,293
27870,6544,4056
27871,745,967
27872,42,56
27873,60,56
27874,1024,635
27875,73,98
27876,286,177
27877,0,0
27878,267,253
27879,58,63
27880,677,628
27881,6,6
27882,1534,1463
27883,693,642
27884,248,266
27885,149,199
27886,3785,3636
27888,428,400
27889,4851,6390
27890,546,338
27891,941,889
27892,2552,3417
27893,7533,6975
27896,4196,3889
27897,349,216
27909,7539,9561
27910,2631,1779
27915,155,207
27916,170,216
27917,123,156
27919,207,263
27920,216,290
27921,924,1171
27922,200,124
27923,101,129
27924,489,638
27925,556,745
27926,298,378
27927,270,342
27928,306,410
27929,460,583
27932,2216,2810
27935,276,350
27936,183,245
27937,654,829
27938,246,312
27939,505,640
27941,125,159
27942,159,99
27943,107,143
27944,2117,2684
27946,214,271
27947,211,268
27948,2226,2980
27949,1501,2010
27950,356,451
27953,174,233
27954,1197,1603
27956,47,60
27957,230,309
27958,2242,2843
27959,585,783
27960,146,196
27962,1251,1675
27964,82,104
27965,104,131
27966,220,279
27967,79,105
27968,39,53
27969,30,38
27970,514,689
27972,62,83
27973,300,380
27974,164,208
27976,727,922
27978,39,53
27979,259,328
27980,356,451
27981,284,380
27982,25,34
27983,1647,2205
27985,32,41
27986,565,350
28001,4007,5464
28006,171,197
28007,91,132
28009,179,244
28012,5190,5818
28016,2614,2739
28017,120,106
28018,1153,1017
28019,9,8
28020,446,570
28021,2613,2957
28023,2841,3051
28024,3,3
28025,8004,11904
28027,9610,15931
28031,2618,9500
28032,650,732
28033,533,647
28034,3796,4091
28036,2024,6053
28037,4631,6035
28039,11,12
28040,1616,1435
28041,6,6
28042,20,26
28043,4370,3855
28052,6977,7636
28054,8028,8968
28056,6779,7408
28071,552,634
28072,163,175
28073,1036,1180
28074,3,3
28075,2780,4419
28076,79,70
28077,72,75
28078,5905,20555
28079,4017,9516
28080,1443,1883
28081,4282,5878
28083,3659,5322
28086,5073,6409
28088,628,675
28089,32,28
28090,1424,1864
28091,256,373
28092,7037,9116
28097,1014,1383
28098,766,860
28101,145,163
28102,13,20
28103,1480,2152
28104,3470,8511
28105,5151,12613
28107,1368,1906
28108,6,11
28109,80,109
28110,6900,11936
28112,3951,5746
28114,1591,1403
28115,5624,11094
28117,5904,12153
28119,297,432
28120,4720,4973
28124,1019,1390
28125,479,562
28127,1165,1615
28128,1050,1431
28129,858,1170
28133,371,540
28134,1197,3720
28135,697,1013
28136,7,10
28137,441,564
28138,2000,2186
28139,4041,3564
28144,4927,5291
28146,5547,5956
28147,4993,5362
28150,5861,5855
28152,5553,4898
28159,576,618
28160,838,739
28163,785,1071
28164,2844,3233
28166,1304,2683
28167,521,468
28168,1826,2343
28169,29,38
28170,1505,2188
28173,6876,15421
28174,1350,1963
28202,2793,5272
28203,2972,5620
28204,1596,3013
28205,8497,14848
28206,2789,2629
28207,1501,2835
28208,7271,8205
28209,3597,7417
28210,5853,14492
28211,2689,10737
28212,7041,12019
28213,7896,10204
28214,6761,9460
28215,9581,14535
28216,7477,14415
28217,4442,8486
28223,921,1102
28226,3313,13531
28227,8354,14845
28262,6922,11137
28269,13160,18073
28270,2881,11482
28273,5003,12293
28274,127,240
28277,6657,23818
28278,3225,10024
28280,4,8
28301,4076,3844
28303,7116,6709
28304,7501,6989
28305,1349,1272
28306,8373,8144
28307,2272,2630
28308,53,61
28310,1356,1551
28311,7509,7480
28312,3122,3588
28314,11390,10661
28315,2374,3317
28318,933,675
28320,1905,1054
28323,801,915
28325,75,49
28326,4511,5481
28327,3112,4637
28328,5860,3857
28330,82,62
28331,24,27
28332,110,61
28333,2189,2035
28334,4502,4405
28337,2265,1253
28338,809,610
28339,1119,1279
28340,2068,1144
28341,809,532
28342,27,32
28343,291,219
28344,632,478
28345,2450,1849
28347,330,252
28348,6409,6828
28349,711,468
28350,58,87
28351,907,685
28352,5290,3992
28355,2,3
28356,903,1040
28357,634,398
28358,8013,4432
28359,264,146
28360,2937,1624
28362,10,5
28363,266,201
28364,3005,1687
28365,3154,2630
28366,1080,815
28367,22,17
28368,14,16
28369,518,287
28371,1589,1156
28372,3359,1858
28373,401,597
28374,3232,4817
28375,43,24
28376,9157,6910
28377,2590,1582
28378,19,11
28379,5218,3938
28382,1462,1013
28383,1732,958
28384,2682,1529
28385,661,435
28386,1364,811
28387,2818,4200
28390,3972,4562
28391,867,996
28392,326,180
28393,397,261
28394,955,1423
28395,409,473
28396,485,366
28398,1530,1007
28399,407,227
28401,3766,6629
28403,6617,11543
28405,5099,9169
28409,6017,10496
28411,5179,9954
28412,7421,12944
28420,577,1083
28421,208,400
28422,1369,2570
28423,489,271
28424,14,8
28425,1407,2704
28428,1189,2074
28429,1205,2317
28430,369,204
28431,1526,844
28432,441,244
28433,1046,579
28434,235,130
28435,307,591
28436,446,247
28438,374,207
28439,283,157
28441,698,435
28442,365,202
28443,3432,6596
28444,460,284
28445,1483,2202
28447,210,177
28448,233,138
28449,333,582
28450,504,279
28451,6482,12169
28452,95,179
28453,754,496
28454,609,670
28455,408,226
28456,827,529
28457,1508,2898
28458,1295,852
28460,1857,2499
28461,3678,6905
28462,2105,3951
28463,2073,1146
28464,484,319
28465,1333,2502
28466,1968,1415
28467,1955,3670
28468,838,1573
28469,1358,2549
28470,1850,3474
28472,4223,2335
28478,615,1092
28479,1010,1897
28480,429,749
28501,3794,3509
28504,4262,3941
28508,444,292
28509,0,0
28510,267,358
28511,106,129
28512,576,701
28513,2141,2279
28515,503,674
28516,2140,2605
28518,1779,1279
28519,74,90
28520,48,59
28521,449,306
28523,454,552
28524,61,74
28525,695,624
28526,432,494
28527,232,282
28528,113,137
28529,377,504
28530,1430,1464
28531,216,263
28532,3888,4733
28533,341,415
28537,20,26
28538,438,405
28539,2540,3380
28540,8414,9816
28542,521,701
28543,739,995
28544,632,851
28546,7357,9625
28547,3348,4504
28551,2768,2563
28552,25,34
28553,74,90
28554,33,31
28555,1110,1027
28556,160,215
28557,2848,3467
28560,5336,6545
28562,7531,9142
28570,4136,5035
28571,461,617
28572,1454,1132
28573,420,401
28574,3949,3643
28575,32,39
28577,58,71
28578,1129,1005
28579,122,149
28580,2573,2383
28581,35,43
28582,334,416
28584,2326,2948
28585,764,706
28586,1504,1834
28587,51,68
28589,6,8
28590,6074,6500
28594,737,897
28601,9792,11851
28602,5281,6452
28604,1464,1474
28605,800,807
28606,457,391
28607,7367,7416
28609,1101,1355
28610,1813,2232
28611,125,134
28612,2261,2628
28613,4122,5074
28615,397,399
28616,33,33
28617,487,490
28618,464,465
28619,99,114
28621,2258,1851
28622,498,501
28623,367,301
28624,314,259
28625,5495,9670
28626,520,523
28627,303,248
28628,23,26
28629,11,11
28630,3788,4075
28631,137,135
28634,899,1237
28635,787,645
28636,953,1038
28637,280,326
28638,2277,2449
28640,958,964
28641,10,12
28642,943,1262
28643,670,675
28644,346,314
28645,8814,9481
28646,115,116
28649,212,174
28650,2335,2917
28651,1430,1172
28652,16,17
28653,8,8
28654,756,627
28655,10580,12281
28657,1876,1907
28658,4748,5844
28659,4674,3831
28660,398,548
28662,27,28
28663,158,130
28664,19,19
28665,579,474
28666,23,26
28667,70,76
28668,61,50
28669,649,532
28670,623,510
28671,96,111
28672,8,8
28673,1214,1495
28675,1393,1142
28676,787,645
28677,4521,9306
28678,914,1111
28679,397,399
28681,4822,5187
28682,202,248
28683,394,323
28684,430,433
28685,417,342
28689,335,431
28690,1743,2025
28692,865,871
28693,296,298
28694,1612,1623
28697,2877,2358
28698,443,446
28701,616,918
28702,93,92
28704,3357,5372
28705,1292,1300
28707,68,71
28708,112,164
28709,310,471
28710,15,22
28711,1981,3003
28712,3220,4721
28713,1943,1914
28714,3404,3427
28715,3879,5903
28716,4024,3961
28717,371,390
28718,102,149
28719,1808,1833
28720,26,23
28721,2357,2320
28722,1349,1190
28723,2774,2915
28725,24,26
28726,645,946
28729,498,730
28730,1376,2263
28731,1500,2189
28732,3104,4689
28733,14,14
28734,6607,6942
28735,56,82
28736,233,245
28739,3616,5302
28740,471,474
28741,842,884
28742,508,745
28743,450,443
28745,158,156
28746,590,520
28747,361,529
28748,1847,2768
28749,31,34
28751,901,889
28752,5673,6586
28753,2489,2521
28754,1830,1802
28755,5,6
28756,899,793
28757,125,190
28758,3,4
28759,1304,1915
28761,1589,1846
28762,1273,1479
28763,642,674
28766,244,357
28768,1160,1701
28770,6,9
28771,1722,1695
28772,231,339
28773,636,687
28774,324,381
28775,130,137
28777,2207,2224
28778,1440,2191
28779,3741,3930
28781,171,179
28782,1276,1125
28783,333,350
28785,1870,1842
28786,4816,4742
28787,3111,4674
28788,38,40
28789,1311,1360
28790,533,782
28791,2534,3716
28792,6116,8969
28801,2148,3532
28803,4837,7953
28804,3378,5403
28805,2616,4191
28806,6287,10036
28901,1175,1234
28902,317,333
28904,2030,2133
28905,739,776
28906,4488,4715
28909,238,250
29001,435,328
29003,1159,1171
29006,1619,2282
29009,450,524
29010,2657,1914
29014,317,370
29015,247,289
29016,4569,5833
29018,770,469
29020,4250,4949
29030,446,252
29031,215,256
29032,805,928
29033,2082,3066
29036,4447,6710
29037,153,190
29038,565,319
29039,896,506
29040,1980,1418
29042,911,921
29044,953,1024
29045,4929,6038
29046,17,12
29047,806,455
29048,1052,594
29051,177,131
29052,312,336
29053,3277,4552
29054,1771,2689
29055,767,896
29056,483,367
29058,871,1019
29059,1359,801
29061,2615,2809
29062,14,10
29063,6184,8300
29065,119,140
29067,1874,2196
29069,898,881
29070,2608,3859
29072,10611,16661
29073,8036,11934
29074,62,73
29075,566,731
29078,2979,3518
29079,16,16
29080,596,427
29081,242,244
29082,101,102
29101,562,568
29102,3650,2772
29104,315,226
29105,249,313
29107,687,388
29108,3698,4473
29111,320,243
29112,1063,632
29113,336,190
29114,414,341
29115,6876,3882
29117,67,38
29118,3765,2126
29122,10,12
29123,1202,1759
29125,613,450
29126,430,520
29127,1631,1979
29128,1101,814
29129,510,647
29130,1180,1384
29133,226,128
29135,1968,1111
29137,477,541
29138,1737,2242
29142,1081,611
29145,129,156
29146,325,230
29148,1308,994
29150,9088,6512
29152,478,342
29153,3459,2478
29154,6842,4902
29160,1459,1726
29161,2225,1967
29162,792,601
29163,449,254
29164,739,924
29166,155,201
29168,709,508
29169,3719,5805
29170,3710,5467
29172,1485,2173
29175,65,76
29177,35,48
29178,579,700
29180,2313,2712
29201,4899,5141
29203,7282,8408
29204,3500,3676
29205,4623,4770
29206,3715,3943
29207,1344,1443
29208,458,472
29209,6828,7332
29210,7360,8521
29212,5054,7260
29223,9034,11775
29225,103,107
29229,9252,11135
29301,6149,7295
29302,3374,3305
29303,4762,5687
29306,3283,3192
29307,3678,3664
29316,4725,6925
29320,144,216
29321,479,579
29322,1567,2300
29323,2676,3871
29324,31,30
29325,2623,3173
29329,56,55
29330,1509,1790
29331,17,26
29332,442,535
29333,100,97
29334,2597,3911
29335,859,1249
29338,20,29
29340,3706,4824
29341,3574,4653
29346,48,47
29349,5846,8568
29351,287,347
29353,715,865
29355,143,173
29356,1383,2114
29360,3897,4714
29364,85,103
29365,2194,3291
29368,25,37
29369,2787,3461
29370,197,238
29372,841,877
29373,52,51
29374,604,819
29375,15,23
29376,1477,1574
29377,130,196
29378,56,55
29379,3316,4011
29384,727,879
29385,1424,2135
29388,2533,3801
29401,1202,2589
29403,2826,6017
29404,314,542
29405,3725,6453
29406,4762,8224
29407,4890,9476
29409,258,556
29410,2937,4852
29412,5215,11236
29414,6337,11871
29418,3480,5958
29420,3322,5570
29424,101,218
29426,219,454
29429,540,1069
29431,837,1588
29432,624,408
29434,91,172
29435,755,763
29436,605,1075
29437,332,551
29438,496,785
29439,248,535
29440,6138,4661
29445,8768,14616
29446,220,222
29448,325,540
29449,1055,2272
29450,471,896
29451,613,1211
29452,67,68
29453,160,304
29455,3742,7988
29456,5356,8963
29458,345,682
29461,5876,11153
29464,7116,14072
29466,5871,11611
29468,238,452
29469,115,218
29470,635,1219
29471,213,344
29472,1474,2432
29474,477,482
29475,514,519
29477,884,1458
29479,915,1736
29481,336,340
29482,262,518
29483,7906,13248
29485,7976,13274
29486,5814,10432
29487,373,804
29488,4308,4353
29492,2844,4716
29493,21,22
29501,9720,8434
29505,5302,4549
29506,4189,3595
29510,2325,1765
29511,1097,1043
29512,3532,3569
29516,146,148
29518,250,190
29519,32,30
29520,2568,2594
29525,351,355
29526,9428,12064
29527,4970,5636
29530,633,543
29532,3851,3892
29536,3011,2864
29540,928,938
29541,1964,1685
29543,122,116
29544,1339,1273
29545,318,303
29546,458,435
29547,512,487
29550,5915,5963
29554,1866,1420
29555,1236,1058
29556,2578,1957
29560,2686,2259
29563,451,429
29564,194,147
29565,1277,1215
29566,3971,5345
29567,112,106
29568,2787,3751
29569,3335,3320
29570,724,732
29571,2847,2707
29572,1952,2628
29574,2020,1921
29575,3286,4292
29576,6313,7011
29577,6196,8205
29579,9165,12230
29580,261,198
29581,765,728
29582,3442,4634
29583,1018,873
29584,478,483
29585,3706,2814
29588,8719,11389
29589,17,16
29590,764,580
29591,946,812
29592,224,213
29593,322,325
29594,21,21
29596,463,468
29601,2211,3710
29605,6060,9166
29607,7329,12176
29609,5024,8013
29611,5254,7358
29613,328,525
29614,285,482
29615,6108,9369
29617,4490,6529
29620,2108,2824
29621,7482,10101
29624,2504,3369
29625,4826,6489
29626,2219,2974
29627,3196,4299
29628,418,559
29630,3073,3460
29631,3404,3759
29634,1223,1350
29635,225,304
29638,508,675
29639,290,388
29640,6377,7121
29642,6595,7968
29643,552,636
29644,3776,5187
29645,1940,2347
29646,4621,5965
29649,4738,6119
29650,6024,8990
29651,7817,12090
29653,785,1014
29654,1739,2329
29655,1247,1671
29657,3027,3463
29658,55,61
29659,16,21
29661,953,1410
29662,2445,4019
29664,340,376
29665,39,43
29666,1153,1489
29667,49,54
29669,2276,3136
29670,1584,2140
29671,3688,4118
29672,2501,2761
29673,4921,6745
29676,1111,1226
29678,4668,5153
29680,5563,8257
29681,10094,15143
29682,802,895
29683,48,77
29684,805,1079
29685,359,400
29686,220,243
29687,6739,10439
29689,751,984
29690,3440,5508
29691,2193,2421
29692,813,1025
29693,2878,3177
29696,938,1035
29697,2235,3019
29702,1756,2286
29704,544,897
29706,3601,4211
29707,6100,7129
29708,5855,10246
29709,1163,1176
29710,6543,9468
29712,418,519
29714,547,640
29715,6038,10567
29717,244,318
29718,749,764
29720,9532,11141
29724,8,10
29726,314,430
29727,290,293
29728,1937,1958
29729,406,474
29730,8172,14372
29732,8531,14941
29733,243,429
29741,371,375
29742,428,552
29743,248,323
29745,5678,7699
29801,4801,5998
29803,6964,8701
29805,1027,1283
29809,393,491
29810,770,778
29812,2705,1528
29816,123,154
29817,1002,583
29819,250,323
29821,236,305
29824,1302,1681
29826,32,18
29827,700,707
29828,129,161
29829,2183,2728
29831,643,803
29832,805,1040
29834,88,110
29835,1075,1387
29836,82,78
29838,94,121
29840,32,41
29841,5722,7150
29842,1403,1753
29843,246,209
29844,17,22
29845,192,247
29847,917,1175
29848,132,170
29849,58,54
29851,1485,1855
29853,1417,941
29856,470,587
29860,2973,3775
29899,155,201
29902,3302,3336
29904,391,395
29905,495,500
29906,4470,4516
29907,2779,2808
29909,3436,6375
29910,7149,13263
29911,260,263
29912,2,4
29915,81,151
29916,238,313
29918,957,967
29920,1822,1841
29921,40,40
29922,174,227
29923,70,71
29924,798,806
29926,3613,6703
29927,1322,2453
29928,2260,4193
29929,208,210
29932,43,43
29934,150,264
29935,764,772
29936,2065,3831
29939,40,40
29940,749,757
29941,61,62
29943,57,106
29944,897,920
29945,811,869
30002,800,1484
30004,5909,19971
30005,2667,11521
30008,4643,8333
30009,1398,5721
30011,2569,3863
30012,4763,6207
30013,4591,5981
30014,6217,8022
30016,9194,11978
30017,3062,5225
30018,13,16
30019,5945,11063
30021,3660,5359
30022,4710,19813
30024,8285,20767
30025,1733,2096
30028,2102,8339
30030,4072,8574
30032,5741,10055
30033,4476,7439
30034,5931,9807
30035,2972,4713
30038,5997,8860
30039,7384,9289
30040,5615,22328
30041,5013,19935
30043,12359,17082
30044,13450,17662
30045,5493,8704
30046,5645,7910
30047,10599,12186
30052,11262,15019
30054,2019,2581
30055,598,735
30056,443,544
30058,8209,12044
30060,6199,10736
30062,6435,18117
30064,6270,12410
30066,5900,16807
30067,5946,12770
30068,3032,9473
30070,13,17
30071,3876,5864
30072,89,131
30075,4990,16397
30076,4029,12997
30078,5760,7259
30079,503,808
30080,7950,14220
30082,4266,7794
30083,8221,12355
30084,6154,8172
30087,5594,7711
30088,3800,6027
30092,5419,8322
30093,8550,9419
30094,5298,6916
30096,10496,15525
30097,5331,13275
30101,7444,14839
30102,4368,11400
30103,2191,3440
30104,828,963
30105,389,448
30106,2685,5770
30107,1522,4454
30108,1292,1667
30110,2432,2803
30111,2,3
30113,1049,1202
30114,5458,16845
30115,4559,14156
30116,3919,5098
30117,6022,7833
30118,212,275
30120,5601,9522
30121,3291,5594
30122,3365,5210
