zcta,Num Eligible,Num Ineligible
41557,462,209
41558,193,87
41559,76,34
41560,102,46
41562,583,264
41563,102,46
41564,220,99
41566,117,53
41567,76,34
41568,205,92
41571,125,57
41572,913,413
41601,223,101
41602,227,103
41603,402,182
41604,152,68
41605,186,84
41606,129,58
41607,72,33
41612,38,17
41615,205,92
41616,152,68
41619,129,58
41621,80,36
41622,68,31
41630,276,113
41631,242,110
41632,110,50
41635,773,349
41636,205,92
41640,322,137
41642,174,79
41643,27,7
41645,314,142
41647,307,139
41649,610,276
41650,167,75
41651,91,41
41653,2955,1336
41655,231,104
41659,163,74
41660,193,87
41663,76,34
41666,239,108
41667,102,46
41669,167,75
41701,4670,1299
41712,62,17
41713,9,2
41714,104,29
41719,326,91
41721,187,52
41722,386,107
41723,365,101
41725,83,23
41727,273,76
41729,59,16
41731,297,82
41735,68,19
41739,47,13
41740,249,69
41745,83,23
41746,169,47
41749,884,246
41751,86,24
41754,128,35
41759,160,45
41760,68,19
41762,42,12
41763,151,42
41764,163,45
41766,77,21
41772,68,19
41773,362,101
41774,774,215
41775,33,9
41776,383,106
41777,246,68
41778,47,13
41804,208,58
41810,101,28
41812,71,20
41815,199,55
41817,175,49
41819,89,25
41821,136,38
41822,469,130
41824,163,45
41825,128,35
41826,237,66
41828,178,50
41831,303,84
41832,136,38
41833,104,29
41834,116,32
41835,211,59
41836,231,64
41837,223,62
41838,151,42
41839,184,51
41840,291,81
41843,178,50
41844,329,92
41845,95,26
41847,134,37
41848,15,4
41849,53,15
41855,172,48
41858,1991,554
41859,77,21
41861,59,16
41862,220,61
42001,5962,6456
42003,5397,5844
42020,427,463
42021,249,270
42022,19,20
42023,453,491
42024,275,298
42025,3702,4009
42027,416,451
42028,130,95
42029,1152,1248
42031,576,624
42032,37,40
42035,182,197
42036,238,258
42037,10,7
42038,1175,965
42039,320,346
42040,193,209
42041,807,873
42044,639,692
42045,501,368
42047,42,31
42048,413,447
42049,282,306
42050,610,660
42051,546,592
42053,914,990
42054,193,209
42055,549,451
42056,323,350
42058,521,383
42060,15,16
42061,7,8
42064,1893,1391
42066,4356,4717
42069,178,193
42071,5609,6074
42076,208,225
42078,412,302
42079,260,282
42081,461,339
42082,349,378
42083,75,55
42085,156,169
42086,762,825
42087,424,459
42088,517,559
42101,12035,13389
42103,4112,4611
42104,6948,7777
42120,543,435
42122,953,1059
42123,176,141
42124,31,24
42127,1375,1102
42129,1522,1214
42130,31,24
42131,31,24
42133,332,266
42134,4065,3258
42140,275,220
42141,6931,5554
42151,122,98
42153,15,12
42154,141,113
42156,80,64
42157,107,86
42159,230,258
42160,451,361
42163,8,6
42164,3687,2954
42166,504,404
42167,1733,1389
42170,319,317
42171,1537,1412
42202,489,392
42204,147,119
42206,1291,1035
42207,244,197
42210,906,726
42211,2726,2239
42214,167,130
42215,289,237
42217,778,639
42220,1380,1133
42223,3896,3717
42232,149,122
42234,478,392
42236,198,162
42240,8618,7076
42252,15,12
42254,62,51
42256,1059,850
42259,225,181
42261,2185,1751
42262,1817,1492
42265,179,144
42266,535,440
42273,88,70
42274,439,478
42275,206,165
42276,3206,2569
42280,111,91
42285,80,64
42286,291,239
42301,7344,10719
42303,6850,10000
42320,1419,1875
42321,135,99
42322,13,18
42323,202,148
42324,262,192
42325,417,306
42326,100,73
42327,660,877
42328,209,277
42330,2218,1629
42332,35,26
42333,184,237
42337,414,304
42338,15,20
42339,211,156
42343,299,395
42344,195,143
42345,2639,1939
42347,1028,1362
42348,809,1079
42349,229,301
42350,225,298
42351,718,967
42352,333,441
42354,55,73
42355,297,434
42356,12,17
42361,97,128
42366,1015,1478
42367,205,150
42368,225,298
42369,51,68
42370,10,13
42371,89,119
42372,324,358
42374,25,18
42376,1099,1573
42378,539,765
42404,383,507
42406,463,613
42408,1448,1068
42409,409,542
42410,307,225
42411,353,260
42413,683,502
42420,6318,8373
42431,6201,4556
42436,302,222
42437,1245,1650
42440,170,125
42441,337,252
42442,722,531
42444,6,8
42445,2563,1888
42450,679,849
42451,116,154
42452,394,522
42453,114,84
42455,554,734
42456,320,347
42458,147,194
42459,701,904
42461,244,323
42462,228,303
42463,19,25
42464,419,309
42501,4390,2445
42503,6002,3343
42516,94,65
42518,728,406
42519,721,402
42528,361,252
42533,207,115
42539,2320,1619
42541,111,77
42544,1399,796
42553,1338,745
42565,181,126
42566,140,97
42567,1355,795
42602,2080,1452
42603,172,103
42629,1143,798
42631,35,19
42633,4452,2479
42634,331,184
42635,1190,663
42638,32,18
42642,2963,2065
42647,906,505
42649,531,296
42653,1022,569
42701,8907,10964
42712,313,400
42713,405,325
42715,87,61
42716,274,337
42717,1341,935
42718,5905,4235
42721,617,785
42722,176,141
42724,862,1061
42726,862,1122
42728,3768,2629
42729,340,272
42732,324,398
42733,351,245
42740,318,391
42741,72,50
42742,12,8
42743,2039,1422
42746,426,337
42748,1497,1948
42749,1123,900
42753,144,101
42754,2593,3363
42757,574,568
42758,29,20
42759,10,7
42762,73,96
42764,147,132
42765,1364,1093
42776,463,579
42782,186,131
42784,503,561
42788,50,62
43001,380,646
43002,235,599
43003,278,765
43004,3027,9300
43005,45,59
43006,115,156
43007,10,21
43008,333,565
43009,320,518
43010,49,54
43011,1158,1690
43013,170,291
43014,630,825
43015,4440,17237
43016,5063,12988
43017,4733,12839
43018,53,89
43019,1538,2014
43021,1126,4378
43022,674,882
43023,2025,3444
43025,775,1318
43026,8653,19071
43027,8,13
43028,1270,1663
43029,73,157
43030,48,81
43031,1819,3168
43032,3,12
43033,50,85
43035,2545,9894
43036,31,66
43037,53,70
43040,4179,8980
43044,845,1315
43045,226,483
43046,479,722
43047,4,7
43050,4832,6329
43054,2772,8642
43055,8766,14905
43056,2457,4161
43060,409,664
43061,381,1341
43062,4502,7650
43064,2021,4336
43065,3715,13394
43066,98,379
43067,164,351
43068,10982,13053
43070,24,39
43071,343,582
43072,845,1366
43074,1187,4571
43076,1563,1949
43077,29,62
43078,3086,4985
43080,776,1231
43081,9592,16744
43082,2501,9725
43084,129,209
43085,3531,7286
43101,63,63
43102,703,1036
43103,1435,3075
43105,1278,1905
43106,291,338
43107,495,724
43109,19,22
43110,7535,9356
43111,35,35
43112,764,1139
43113,2826,6050
43115,239,257
43116,318,682
43117,4,8
43119,4728,7922
43123,11046,16199
43125,2738,3279
43126,51,82
43127,56,56
43128,414,482
43130,9370,13969
43135,789,881
43136,298,444
43137,420,649
43138,3653,3646
43140,2830,6021
43142,17,19
43143,739,1461
43144,75,75
43145,275,450
43146,1559,3178
43147,6863,10203
43148,375,543
43149,462,462
43150,382,492
43151,31,66
43152,192,191
43153,108,212
43154,432,697
43155,423,546
43156,23,50
43157,91,136
43158,35,35
43160,4054,4705
43162,812,1741
43164,265,552
43201,6181,10177
43202,3037,5733
43203,1814,1783
43204,7976,7822
43205,2318,2752
43206,3894,5343
43207,8931,10840
43209,5735,5832
43210,2287,3892
43211,4816,4734
43212,3835,6712
43213,7095,7524
43214,3765,7612
43215,3385,5646
43217,464,553
43219,6169,6389
43220,3780,8033
43221,4555,9970
43222,779,761
43223,5272,5154
43224,9054,8900
43227,5210,5225
43228,9576,14212
43229,8786,13373
43230,6459,17493
43231,3639,5345
43232,8787,10047
43235,5679,13246
43240,591,2297
43302,8838,11574
43310,486,801
43311,3076,4976
43314,506,661
43315,1158,1517
43316,1120,1353
43317,29,38
43318,554,897
43319,163,264
43320,234,307
43321,40,52
43322,51,66
43323,115,140
43324,423,685
43325,24,31
43326,1980,3453
43330,23,27
43331,680,1101
43332,347,466
43333,127,205
43334,1083,1455
43336,14,23
43337,165,214
43338,1701,2228
43340,252,451
43341,149,195
43342,523,705
43343,189,307
43344,665,1432
43345,130,223
43346,8,14
43347,229,371
43348,288,466
43350,21,28
43351,1919,2310
43356,180,254
43357,744,1203
43358,353,646
43359,137,165
43360,244,395
43402,4675,8061
43403,806,1389
43406,260,446
43407,102,165
43408,41,67
43410,1652,2645
43412,650,1047
43413,212,366
43414,12,20
43416,447,720
43420,4726,7617
43430,742,1201
43431,725,1169
43432,219,352
43433,16,25
43434,14,22
43435,238,384
43436,2,3
43437,67,115
43438,44,60
43439,10,16
43440,752,1212
43442,163,263
43443,275,474
43445,191,308
43446,20,32
43447,503,857
43449,1298,2092
43450,513,884
43451,167,288
43452,2166,3491
43456,108,175
43457,221,370
43458,51,83
43460,926,1596
43462,163,281
43463,37,64
43464,219,339
43465,831,1433
43466,318,549
43467,20,34
43468,91,146
43469,486,784
43501,117,228
43502,1070,1796
43504,135,310
43505,14,27
43506,2082,4049
43510,24,40
43511,128,219
43512,3912,7606
43515,1240,2078
43516,420,707
43517,485,943
43518,356,693
43519,21,40
43520,11,22
43521,407,683
43522,442,869
43523,21,35
43524,188,314
43525,177,305
43526,832,1618
43527,325,548
43528,2020,4675
43529,33,58
43530,2,4
43531,21,40
43532,572,961
43533,229,384
43534,253,424
43535,110,184
43536,53,103
43537,3705,8011
43540,221,370
43541,20,34
43542,534,1240
43543,1023,1989
43545,2117,3547
43547,45,105
43548,108,182
43549,188,366
43551,6425,11076
43553,49,83
43554,336,652
43555,51,85
43556,244,474
43557,440,852
43558,1843,3437
43560,4114,9555
43565,51,88
43566,1008,2340
43567,2009,3365
43569,391,674
43570,439,851
43571,933,2166
43604,2531,1518
43605,6795,4139
43606,5775,5658
43607,5035,4179
43608,3544,2125
43609,5247,3886
43610,1137,682
43611,5063,3035
43612,7842,5294
43613,7613,6947
43614,7080,6461
43615,7838,9346
43616,3301,5319
43617,921,2139
43619,1108,1911
43620,1373,823
43623,3812,4939
43701,10856,10712
43711,16,20
43713,1276,1572
43716,318,391
43717,28,35
43718,537,662
43719,409,504
43720,255,252
43721,20,34
43722,56,69
43723,825,1016
43724,1567,1928
43725,3444,4243
43727,298,294
43728,210,208
43730,447,441
43731,1019,1005
43732,291,356
43733,9,12
43734,237,234
43735,74,73
43736,2,3
43738,13,13
43739,424,498
43740,36,50
43746,242,247
43747,217,268
43748,532,525
43749,404,504
43750,26,32
43754,234,288
43755,306,377
43756,963,950
43758,588,580
43759,42,52
43760,377,384
43761,11,10
43762,1030,1058
43764,1604,1582
43766,293,290
43767,279,276
43768,40,49
43771,351,346
43772,320,394
43773,523,645
43777,896,884
43778,252,311
43779,157,193
43780,395,486
43782,144,142
43783,931,918
43786,9,12
43787,551,544
43788,145,178
43791,27,26
43793,853,1051
43802,261,257
43804,662,927
43805,11,15
43811,123,168
43812,3017,4132
43821,870,901
43822,828,973
43824,646,889
43830,1249,1312
43832,1226,1769
43836,17,24
43837,302,436
43840,214,313
43842,66,66
43843,236,315
43844,610,835
43845,776,1062
43901,387,451
43902,35,43
43903,350,426
43905,84,104
43906,1402,1727
43907,908,1317
43908,252,278
43909,14,17
43910,646,717
43912,1070,1318
43913,254,279
43914,12,14
43915,243,299
43917,503,560
43920,4172,4575
43925,23,25
43926,48,53
43928,42,52
43930,132,145
43931,30,37
43932,187,205
43933,348,429
43934,40,49
43935,1407,1733
43938,1001,1098
43939,84,92
43940,56,69
43942,400,492
43943,662,730
43944,447,491
43945,562,639
43946,325,400
43947,883,1088
43948,100,109
43950,2860,3526
43951,30,37
43952,3464,3799
43953,2240,2457
43961,45,49
43962,13,14
43963,241,265
43964,1751,1920
43967,7,9
43968,1262,1384
43971,194,223
43972,16,20
43973,333,454
43974,16,24
43976,259,379
43977,384,478
43981,29,42
43983,76,97
43985,47,58
43986,290,424
43988,397,573
44001,2150,5684
44003,678,1007
44004,5015,7445
44010,263,390
44011,2486,6824
44012,2522,6923
44017,3078,5882
44021,1005,1493
44022,2055,4924
44023,3019,4483
44024,3764,5600
44026,1723,2559
44028,894,2452
44030,2512,3729
44032,238,354
44035,13425,13220
44039,3565,9785
44040,307,948
44041,2203,3278
44044,1492,4095
44045,61,108
44046,345,513
44047,1448,2151
44048,345,513
44049,20,54
44050,672,1845
44052,6625,6096
44053,4665,4335
44054,1250,3429
44055,4379,4030
44056,1011,3708
44057,2861,5068
44060,8778,16098
44062,2393,3584
44064,257,381
44065,642,953
44067,1663,6103
44068,37,54
44070,3484,9851
44072,724,1075
44074,1196,3281
44076,842,1258
44077,8329,16037
44080,24,36
44081,1019,1811
44082,238,354
44084,587,871
44085,510,758
44086,347,526
44087,1882,6905
44089,3081,3595
44090,1110,3046
44092,2187,5365
44093,229,340
44094,4908,12018
44095,4250,10427
44099,400,594
44101,193,102
44102,10747,9564
44103,4657,1870
44104,6495,2642
44105,10431,5124
44106,7949,3896
44107,8467,16140
44108,6455,2485
44109,12152,6438
44110,5708,2172
44111,9799,9393
44112,4816,3444
44113,6269,3368
44114,2366,1253
44115,2791,1478
44116,3611,6900
44117,2556,2092
44118,9600,8112
44119,3507,1885
44120,8273,6754
44121,8114,6393
44122,4513,10577
44123,4269,3500
44124,4125,12628
44125,6822,5777
44126,2851,5448
44127,1299,687
44128,7926,4373
44129,5392,7188
44130,9173,13743
44131,3298,5409
44132,3516,2883
44133,3227,9229
44134,7320,9662
44135,6371,6107
44136,2661,7616
44137,5451,4631
44138,2480,7011
44139,2690,7791
44140,1736,4908
44141,1446,4164
44142,3076,5878
44143,2921,7620
44144,5233,4480
44145,3675,10391
44146,6830,5804
44147,2042,5845
44149,2126,6083
44201,1057,1546
44202,3203,5436
44203,5790,10599
44212,5062,13048
44214,319,498
44215,252,651
44216,1392,2517
44217,620,956
44221,5080,7651
44223,3179,4735
44224,6641,10003
44230,1212,1843
44231,1331,1950
44232,5,9
44233,888,2290
44234,595,873
44235,218,556
44236,2194,7984
44240,6074,8892
44241,2794,4090
44243,896,1312
44250,214,392
44251,103,265
44253,377,978
44254,529,1364
44255,1196,1751
44256,7171,18487
44260,2056,3149
44262,862,1299
44264,434,948
44266,5160,7553
44270,1249,1932
44272,848,1241
44273,766,1963
44274,30,78
44275,360,930
44276,308,457
44278,3196,4812
44280,591,1524
44281,3687,9480
44285,26,37
44286,520,1909
44287,1158,1714
44288,545,798
44301,3860,2573
44302,1252,835
44303,1889,1259
44304,1123,748
44305,5702,3800
44306,5611,3814
44307,1868,1245
44308,279,186
44310,6693,4493
44311,1878,1252
44312,6259,6866
44313,6838,4646
44314,4750,3166
44319,3711,5474
44320,4880,3597
44321,1805,4603
44325,336,224
44333,1698,5879
44401,425,659
44402,473,733
44403,592,918
44404,208,323
44405,1826,1564
44406,5095,4670
44408,1951,2316
44410,2709,4187
44411,366,536
44412,393,580
44413,1384,1518
44415,84,92
44417,248,384
44418,196,304
44420,3435,3135
44423,431,473
44424,21,32
44425,2379,3509
44427,286,341
44428,500,774
44429,391,606
44430,1038,1008
44431,892,978
44432,2366,2595
44436,788,675
44437,933,844
44438,765,1186
44439,92,142
44440,1064,961
44441,299,328
44442,658,1021
44443,281,431
44444,1611,2485
44445,608,667
44446,4621,4193
44449,196,296
44450,294,456
44451,515,798
44452,500,775
44454,153,230
44455,299,328
44460,4745,5536
44470,592,918
44471,2430,2082
44473,598,927
44481,1786,2472
44483,5306,5395
44484,5111,4636
44485,3479,3156
44490,128,165
44491,631,971
44493,42,46
44502,2163,1853
44503,447,383
44504,1064,913
44505,3948,3458
44506,490,420
44507,1068,915
44509,2544,2179
44510,473,405
44511,4361,3736
44512,7746,6636
44514,5064,4640
44515,6397,5481
44555,48,41
44601,5737,7761
44606,1252,1855
44607,11,14
44608,427,677
44609,625,844
44610,62,86
44611,342,471
44612,912,1340
44613,322,519
44614,2073,3348
44615,1793,2434
44618,1094,1630
44619,41,62
44620,243,329
44621,775,1132
44622,3179,4650
44624,952,1351
44625,250,283
44626,482,775
44627,1204,1722
44628,182,247
44629,357,522
44630,4,6
44632,1699,2315
44633,414,567
44634,373,430
44637,394,540
44638,249,343
44639,21,29
44640,25,34
44641,3663,4657
44643,541,776
44644,742,1008
44645,407,606
44646,7707,12423
44647,2951,4757
44651,131,178
44652,118,120
44653,107,156
44654,3331,4563
44656,441,643
44657,1726,2248
44659,25,37
44660,22,30
44661,41,56
44662,1532,2457
44663,4302,6292
44665,10,11
44666,467,745
44667,2091,3098
44669,247,335
44670,25,34
44671,58,85
44672,738,1144
44675,319,439
44676,736,1072
44677,427,633
44678,47,69
44680,715,1046
44681,1334,1906
44682,176,257
44683,1398,2044
44685,4563,7265
44687,73,100
44688,502,682
44689,95,142
44690,24,32
44691,6806,10085
44693,13,19
44695,205,292
44697,43,64
44699,152,222
44702,235,240
44703,1730,1764
44704,783,826
44705,3839,3914
44706,3083,4145
44707,1763,2141
44708,5100,5857
44709,3998,4076
44710,1853,2159
44714,1927,1965
44718,2142,3183
44720,7835,9492
44721,2829,2970
44730,1015,1362
44802,161,229
44804,168,293
44805,5057,6916
44807,425,518
44809,54,65
44811,2148,3141
44813,1400,1772
44814,477,653
44815,128,155
44817,204,351
44818,455,548
44820,3238,3898
44822,590,753
44824,673,923
44825,29,35
44826,282,385
44827,1310,1583
44828,36,43
44830,3250,4377
44833,3099,3781
44836,452,610
44837,749,1009
44838,41,56
44839,2163,2957
44840,507,696
44841,148,193
44842,911,1247
44843,432,545
44844,135,163
44846,577,789
44847,605,828
44849,409,493
44850,26,35
44851,872,1277
44853,275,331
44854,318,382
44855,224,306
44856,18,22
44857,4098,5603
44859,283,400
44861,20,24
44864,524,704
44865,553,725
44866,384,525
44867,432,520
44870,7013,9588
44874,45,62
44875,2440,3073
44878,562,713
44880,457,657
44881,23,27
44882,495,596
44883,5430,6536
44887,182,220
44889,1108,1614
44890,1867,2553
44902,857,1080
44903,4487,5661
44904,2506,3168
44905,2952,3720
44906,2906,3662
44907,2635,3320
45001,95,231
45002,1592,3860
45003,134,191
45005,2779,8582
45011,10585,17260
45013,10066,10912
45014,8629,9612
45015,2264,2531
45030,2185,5299
45032,48,127
45033,34,82
45034,107,318
45036,4070,11268
45039,2737,7559
45040,5031,15549
45041,18,44
45042,4961,5118
45044,7528,12885
45050,842,3431
45051,41,99
45052,395,957
45053,629,631
45054,258,687
45055,14,14
45056,5381,5405
45062,144,145
45064,530,674
45065,697,1851
45066,2706,7226
45067,2795,2807
45068,1246,3272
45069,3716,15133
45070,24,38
45101,374,425
45102,3735,6566
45103,5627,8408
45105,3,2
45106,2080,2373
45107,1660,2167
45111,33,111
45112,12,14
45113,620,931
45115,38,43
45118,653,745
45119,4,5
45120,551,628
45121,1566,1786
45122,1845,2199
45123,1627,1850
45130,628,717
45131,38,43
45132,42,49
45133,4338,5020
45135,873,1014
45140,6956,15122
45142,799,927
45144,824,670
45146,255,297
45147,16,31
45148,280,325
45150,4914,9208
45152,1411,3749
45153,321,366
45154,1660,1895
45155,71,83
45156,12,14
45157,1527,2374
45158,136,155
45159,645,749
45160,110,125
45162,357,675
45164,42,49
45166,15,17
45167,604,689
45168,235,268
45169,853,1002
45171,1093,1252
45172,21,24
45174,200,676
45176,1596,1820
45177,4093,4757
45202,4247,3485
45203,595,487
45204,1624,1106
45205,5652,3620
45206,2690,2201
45207,1769,1706
45208,3259,6049
45209,1821,3436
45211,8952,8143
45212,3730,7018
45213,2007,3800
45214,2373,1767
45215,4639,8362
45216,2342,2041
45217,1558,1274
45218,621,1026
45219,5201,4255
45220,3896,3187
45223,3817,2446
45224,5109,4164
45225,2260,1520
45226,1036,1731
45227,2598,5696
45229,3160,2585
45230,3637,8462
45231,6435,10860
45232,1791,1465
45233,2298,3702
45236,3323,6685
45237,3933,5975
45238,8861,10488
45239,5162,7017
45240,4051,7520
45241,2861,6763
45242,2533,6539
45243,1347,4554
45244,3255,8160
45245,2927,5583
45246,2075,4203
45247,3073,5940
45248,3233,6345
45249,1410,3961
45251,3294,5698
45252,468,1135
45255,2417,6311
45301,19,35
45302,665,1068
45303,341,548
45304,1159,1862
45305,1611,3021
45306,338,544
45307,38,71
45308,668,1139
45309,2047,3107
45310,39,71
45311,882,1416
45312,199,374
45314,883,1650
45315,864,1195
45316,20,31
45317,149,260
45318,760,1432
45319,57,63
45320,2391,3841
45321,132,213
45322,4042,4994
45323,1022,1127
45324,5785,10578
45325,435,659
45326,164,310
45327,1595,2407
45328,72,115
45330,128,206
45331,3419,5491
45332,98,157
45333,213,342
45334,314,505
45335,1001,1849
45336,15,24
45337,217,399
45338,762,1225
45339,163,307
45340,130,209
45341,745,822
45342,6329,9742
45344,3281,3828
45345,1013,1536
45346,321,516
45347,656,1054
45348,150,241
45349,62,69
45350,13,21
45351,43,70
45352,28,45
45353,24,38
45354,97,147
45356,3521,6605
45358,56,91
45359,279,525
45360,46,73
45361,32,60
45362,167,269
45363,285,457
45365,4507,7239
45368,955,1062
45369,711,790
45370,335,628
45371,3254,6115
45372,70,78
45373,5158,9718
45377,2934,3498
45378,63,101
45380,858,1378
45381,841,1346
45382,182,293
45383,963,1815
45384,316,593
45385,5539,10386
45387,761,1391
45388,134,217
45389,77,124
45390,504,809
45402,2465,1789
45403,3473,2520
45404,2465,1789
45405,3939,3437
45406,4640,3622
45409,2307,2882
45410,3618,2626
45414,4134,4602
45415,2493,2973
45416,1092,1302
45417,6308,4887
45419,2490,4573
45420,4663,5820
45423,0,0
45424,10309,11007
45426,2745,3398
45428,69,50
45429,3633,8126
45430,1073,2013
45431,4906,5762
45432,2731,3321
45433,219,411
45434,1774,3326
45435,17,31
45439,1845,3245
45440,3141,6529
45449,3228,4894
45458,4865,11044
45459,4039,8451
45469,50,36
45502,3328,3696
45503,6552,7228
45504,3456,3813
45505,3928,4333
45506,2657,2931
45601,11264,11225
45612,1006,983
45613,752,603
45614,1039,784
45616,250,202
45617,14,14
45618,5,4
45619,1589,1200
45620,188,145
45621,88,67
45622,96,96
45623,699,527
45624,5,4
45628,1074,1073
45629,683,551
45630,46,37
45631,3069,2318
45634,376,375
45636,33,26
45638,4346,3290
45640,3436,2594
45642,8,7
45644,780,905
45645,595,449
45646,76,62
45647,477,476
45648,2374,1916
45650,74,59
45651,1128,1126
45652,664,536
45653,828,668
45654,166,166
45656,1412,1067
45657,531,428
45658,548,414
45659,567,427
45660,1690,1377
45661,1487,1200
45662,5870,4737
45663,1342,1083
45669,2210,1669
45671,82,66
45672,348,303
45673,79,79
45674,148,112
45677,16,13
45678,247,186
45679,651,537
45680,2664,2012
45681,315,315
45682,421,340
45684,389,314
45685,226,171
45686,714,578
45688,88,67
45690,2845,2349
45692,1831,1383
45693,1862,1503
45694,2494,2012
45695,117,117
45696,270,204
45697,963,879
45698,51,51
45699,261,211
45701,6559,6373
45710,1082,1054
45711,208,202
45714,1976,1920
45715,467,460
45716,96,93
45719,188,183
45720,3,3
45721,8,8
45723,691,672
45724,348,339
45727,85,104
45729,284,276
45732,882,860
45734,72,89
45735,315,306
45739,31,30
45740,79,76
45741,157,153
45742,587,571
45743,270,262
45744,517,506
45745,205,221
45746,66,66
45750,5123,4978
45760,643,624
45761,304,295
45764,1533,1496
45766,255,248
45767,440,450
45768,312,303
45769,1158,1125
45770,110,106
45771,663,644
45772,332,322
45773,59,57
45775,264,257
45776,143,139
45778,163,158
45779,152,147
45780,646,628
45782,62,60
45783,37,35
45784,644,625
45786,614,597
45788,188,183
45789,36,36
45801,4701,4459
45804,3002,2848
45805,4684,4443
45806,2178,2336
45807,2442,2316
45808,59,56
45809,36,34
45810,1176,2016
45812,272,473
45813,496,965
45814,393,687
45815,8,13
45816,39,68
45817,1253,1329
45819,36,59
45820,107,102
45821,175,340
45822,2767,5381
45826,51,98
45827,337,571
45828,901,1752
45830,946,1402
45831,457,767
45832,395,769
45833,1885,2440
45835,72,126
45836,198,345
45838,5,9
45840,8148,14220
45841,140,243
45843,588,954
45844,498,822
45845,504,809
45846,623,1198
45848,10,16
45849,159,309
45850,728,725
45851,94,183
45853,219,368
45854,95,90
45855,23,45
45856,773,1294
45858,451,788
45859,69,120
45860,340,661
45861,30,58
45862,197,381
45863,159,308
45864,24,40
45865,807,1304
45866,21,40
45867,171,295
45868,105,184
45869,701,1139
45870,18,29
45871,311,503
45872,613,1058
45873,310,602
45874,290,563
45875,1710,2864
45876,145,242
45877,344,561
45879,827,1609
45880,331,644
45881,221,386
45882,416,809
45883,558,1084
45884,22,36
45885,1974,3196
45886,64,125
45887,917,968
45888,28,46
45889,219,383
45890,97,170
45891,2169,4219
45893,40,67
45894,90,174
45895,2761,4465
45896,315,486
45897,16,27
45898,175,340
45899,23,45
46001,2247,2176
46011,3591,3482
46012,4022,3896
46013,3845,3729
46016,3719,3607
46017,1247,1208
46030,300,965
46031,243,643
46032,3321,17280
46033,2646,13279
46034,714,2262
46035,167,276
46036,2351,2318
46037,3117,12905
46038,2737,13608
46039,111,174
46040,1887,4250
46041,3684,5794
46044,613,595
46045,23,29
46047,5,7
46048,427,414
46049,156,198
46050,240,422
46051,591,573
46052,2266,7103
46055,2001,3834
46056,487,490
46057,153,240
46058,345,539
46060,2988,12059
46062,2980,10890
46063,63,61
46064,3535,3465
46065,522,822
46068,487,616
46069,705,2176
46070,465,451
46071,335,1052
46072,1712,2166
46074,3922,13568
46075,769,2411
46076,289,365
46077,3327,10645
46102,50,156
46103,32,100
46104,176,171
46105,268,406
46106,924,2407
46107,2566,2784
46110,76,127
46111,79,119
46112,3768,11876
46113,2590,3640
46115,389,392
46117,107,174
46118,448,1395
46120,927,1328
46121,655,1274
46122,1490,4697
46123,3696,11650
46124,1014,2076
46125,6,9
46126,701,1169
46127,62,61
46128,319,483
46130,378,631
46131,3496,9134
46133,162,157
46135,3003,4548
46140,6347,10578
46142,3396,8909
46143,6636,17409
46144,32,54
46146,30,29
46147,265,831
46148,941,1010
46149,171,539
46150,147,155
46151,4891,7409
46154,19,32
46155,16,16
46156,304,297
46157,616,934
46158,3531,5541
46160,924,1515
46161,397,649
46162,65,139
46163,2053,3422
46164,558,1096
46165,143,445
46166,365,541
46167,637,2007
46168,3414,10761
46170,6,9
46171,269,407
46172,360,546
46173,2130,2108
46175,85,127
46176,4319,7206
46180,110,262
46181,587,1434
46182,313,501
46183,23,26
46184,1380,3620
46186,260,432
46201,7183,6852
46202,5083,4848
46203,8176,8161
46204,2079,1984
46205,4536,7484
46206,0,0
46208,4335,6204
46214,5290,4613
46216,426,542
46217,6582,7441
46218,6377,6464
46219,5871,7183
46220,4875,10606
46221,5516,5853
46222,7551,6636
46224,7805,6806
46225,1479,1417
46226,7659,10136
46227,11779,13316
46228,2254,4491
46229,4659,5869
46231,1765,2330
46234,4153,6409
46235,6056,7638
46236,5008,6381
46237,7556,8990
46239,5322,6537
46240,2644,6032
46241,6697,6058
46250,2943,5134
46254,6551,10286
46256,3965,5262
46259,2163,2748
46260,5313,9111
46268,4259,6785
46278,1417,2295
46280,496,2713
46290,12,65
46301,78,147
46302,19,36
46303,1850,4530
46304,3667,6906
46307,7669,18364
46310,2364,3222
46311,2897,5690
46312,6368,4103
46319,4017,2882
46320,3505,2258
46321,3744,5666
46322,3757,5686
46323,5435,3502
46324,5459,3518
46327,2674,1723
46340,180,242
46341,1401,2720
46342,6119,6496
46345,17,22
46346,217,292
46347,656,1235
46348,185,249
46349,538,734
46350,7332,9873
46356,2029,4967
46360,7249,9840
46365,170,229
46366,975,1329
46368,5445,10254
46371,605,815
46373,1938,4745
46374,169,230
46375,3343,5960
46376,41,99
46377,21,52
46379,50,68
46381,48,66
46382,344,464
46383,5739,10806
46385,5717,10766
46390,465,627
46391,1442,2085
46392,1315,1792
46393,52,98
46394,2832,1825
46402,1241,851
46403,2627,1802
46404,3532,2422
46405,2675,1835
46406,1979,1358
46407,2224,1525
46408,3408,2338
46409,1574,1079
46410,5932,9453
46501,587,898
46502,6,9
46504,489,748
46506,1507,2367
46507,1336,1791
46508,21,32
46510,512,783
46511,619,921
46513,10,15
46514,5984,8027
46516,4793,6428
46517,3416,4582
46524,358,547
46526,4726,6333
46528,3879,5199
46530,4481,8366
46531,231,316
46532,291,395
46534,1882,2565
46536,462,861
