metdiv20,POVPIP,has_pap,has_ssip,has_hins4,has_snap,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well,WGTP
29404,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,186
29404,0,0,0,0,0,0,0,0,0,0,114,0,0,114,114,0,114
29404,0,0,0,0,1,0,0,0,0,0,0,298,0,0,0,298,298
29404,0,0,0,1,0,0,0,0,0,0,286,0,0,0,0,0,286
29404,0,0,0,1,0,0,0,0,0,0,175,0,175,175,0,0,175
29404,0,0,0,1,1,0,0,0,0,0,95,0,0,0,95,0,95
29404,0,0,0,1,1,0,0,0,0,0,195,195,0,0,195,0,195
29404,0,0,0,1,1,0,0,347,0,0,0,0,0,347,347,0,347
29404,0,0,0,1,1,0,0,327,0,0,327,327,0,0,327,0,327
29404,0,0,1,1,1,0,0,0,0,0,478,0,478,0,478,0,478
29404,3,0,0,1,1,0,0,157,0,0,0,157,0,0,157,157,157
29404,5,1,0,1,1,0,0,156,0,0,156,156,0,0,156,0,156
29404,13,0,0,0,0,0,0,0,0,0,99,0,0,99,0,0,99
29404,23,0,0,0,0,0,0,0,0,0,82,0,0,82,0,0,82
29404,38,0,0,1,0,0,0,0,0,0,134,0,0,134,134,0,134
29404,40,0,0,0,0,0,0,0,0,0,385,385,0,0,0,385,385
29404,47,0,0,0,0,0,0,0,0,0,102,0,0,0,102,0,102
29404,50,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,356
29404,51,0,0,0,0,0,0,0,0,0,889,0,0,0,0,0,889
29404,54,0,0,1,0,0,0,0,0,0,95,0,0,95,0,0,95
29404,55,0,0,0,0,0,0,0,0,0,102,0,0,102,0,0,102
29404,62,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,168
29404,66,0,0,1,1,0,0,0,0,0,259,0,0,259,259,259,259
29404,69,0,1,1,1,263,0,0,0,0,0,263,0,0,263,0,263
29404,75,0,0,0,0,0,0,0,0,0,158,0,0,158,158,0,158
29404,82,0,0,0,0,0,0,0,0,0,36,0,0,36,0,0,36
29404,87,0,0,0,0,0,0,0,0,0,281,0,0,281,0,0,281
29404,89,0,0,0,0,0,0,127,0,0,0,0,0,127,0,0,127
29404,92,0,0,1,1,0,0,0,0,0,72,0,0,72,72,0,72
29404,92,0,1,1,1,0,0,0,0,0,194,0,0,0,0,0,194
29404,95,0,0,0,0,0,0,0,0,0,86,0,0,86,86,0,86
29404,96,0,0,0,0,0,0,0,0,0,43,0,43,43,0,0,43
29404,108,0,0,1,1,0,0,0,0,0,45,0,0,45,0,0,45
29404,110,0,0,1,0,44,0,0,0,0,44,0,44,44,0,0,44
29404,110,0,0,1,1,0,0,156,0,0,156,0,0,0,0,0,156
29404,113,0,0,1,0,0,0,0,0,0,287,287,0,0,287,0,287
29404,115,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,185
29404,115,0,0,1,0,0,0,0,0,0,413,0,0,0,0,0,413
29404,116,0,0,1,1,0,0,89,0,0,89,89,0,0,0,0,89
29404,120,0,0,0,0,0,0,0,0,0,160,0,0,160,0,0,160
29404,120,0,0,1,1,0,0,0,0,0,244,0,0,0,0,0,244
29404,123,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,145
29404,125,0,0,0,0,0,0,0,0,0,1005,0,0,0,0,0,1005
29404,127,0,0,0,0,0,0,0,0,0,261,0,0,261,261,0,261
29404,130,0,0,0,1,0,0,0,0,0,157,0,0,157,0,0,157
29404,132,0,0,1,1,0,0,0,0,0,116,0,0,116,0,0,116
29404,133,0,0,0,0,0,46,0,0,0,0,0,0,46,0,46,46
29404,133,0,0,1,1,0,0,155,0,0,0,0,0,0,0,0,155
29404,134,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,159
29404,134,0,0,0,0,0,0,0,0,0,437,0,437,437,0,0,437
29404,136,0,0,0,0,0,0,0,0,0,173,0,0,173,0,0,173
29404,136,0,0,1,0,0,0,0,0,0,224,0,224,0,0,0,224
29404,142,0,0,0,1,0,0,0,0,0,412,0,0,412,412,0,412
29404,143,0,0,0,0,0,217,0,0,0,0,0,0,217,0,217,217
29404,144,0,0,0,0,0,0,0,0,0,93,0,0,93,0,0,93
29404,145,0,0,0,0,0,0,0,0,0,0,230,0,230,0,0,230
29404,147,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,110
29404,152,0,1,1,0,0,0,0,0,0,194,194,0,0,0,194,194
29404,154,0,0,1,0,0,0,0,0,0,133,0,0,133,0,0,133
29404,158,0,0,1,1,0,0,0,0,0,118,0,0,0,118,0,118
