SERIALNO,POVPIP,has_pap,has_ssip,has_hins4,has_snap,PUMA_person,WGTP,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well
2021HU0000061,501,0,0,0,0,2901901,60,0,0,0,0,0,60,0,60,60,0,0
2021HU0000066,223,0,0,0,0,2901500,359,0,0,0,0,0,359,0,0,0,0,0
2021HU0000073,111,0,0,0,0,2902200,135,0,0,0,0,0,135,0,0,0,0,0
2021HU0000096,140,0,0,0,0,2901100,75,0,0,0,0,0,75,0,0,75,0,0
2021HU0000121,229,0,0,0,0,2901805,69,0,0,69,0,0,69,0,0,69,0,0
2021HU0000130,501,0,0,0,0,2901808,115,0,0,0,0,0,115,0,0,115,0,0
2021HU0000134,254,0,0,0,0,2901801,60,0,0,60,0,0,0,0,0,0,0,0
2021HU0000155,107,0,0,0,0,2901803,16,0,0,0,0,0,16,0,0,16,0,0
2021HU0000211,341,0,0,0,0,2900903,58,0,0,0,0,0,58,0,0,0,0,0
2021HU0000219,354,0,0,0,0,2902002,66,0,0,0,0,0,66,0,0,0,0,0
2021HU0000306,362,0,0,0,0,2901702,239,0,0,0,0,0,0,239,0,0,0,239
2021HU0000345,98,0,0,1,1,2902500,35,0,0,0,0,0,35,0,0,35,35,0
2021HU0000367,459,0,1,0,0,2901005,42,0,0,42,0,0,0,0,42,42,42,0
2021HU0000373,177,0,0,0,0,2900100,46,0,0,0,0,0,46,0,0,0,46,0
2021HU0000453,106,0,0,0,0,2900200,27,0,0,0,0,0,27,0,0,27,0,0
2021HU0000508,501,0,0,0,0,2901901,94,0,0,94,0,0,0,0,0,94,0,0
2021HU0000589,86,0,0,0,0,2900300,13,0,0,0,0,0,13,0,0,13,13,0
2021HU0000737,228,0,0,0,0,2900800,34,0,0,0,0,0,34,0,0,0,0,0
2021HU0000792,29,0,0,0,0,2902300,21,0,0,0,0,0,21,0,0,21,0,0
2021HU0000814,501,0,0,0,0,2901500,118,0,0,0,0,0,118,0,0,0,0,0
2021HU0000836,52,0,0,1,1,2901901,126,0,0,126,0,0,0,0,0,126,126,0
2021HU0000894,259,0,0,0,0,2901500,33,0,0,0,0,0,33,0,0,0,0,0
2021HU0001022,206,0,0,0,0,2900901,121,0,0,0,0,0,121,0,0,121,0,0
2021HU0001049,501,0,0,0,0,2901005,68,0,0,0,0,0,68,0,0,0,0,0
2021HU0001096,358,0,0,0,0,2902002,70,0,0,0,0,0,70,0,70,70,70,0
2021HU0001451,284,0,0,0,0,2900500,11,0,0,0,0,0,11,0,11,11,0,0
2021HU0001473,501,0,0,0,0,2902601,245,0,0,0,0,0,245,0,0,0,0,0
2021HU0001499,113,0,0,0,0,2901500,82,0,0,0,0,0,82,0,0,82,82,0
2021HU0001600,78,0,0,0,0,2900600,16,0,0,0,0,0,16,0,0,16,0,0
2021HU0001746,262,0,0,1,0,2901300,25,0,0,0,0,0,25,0,0,0,0,0
2021HU0001749,298,0,0,0,0,2902700,120,0,0,0,0,0,120,0,0,120,120,0
2021HU0001765,210,0,0,1,0,2901300,24,0,0,0,0,0,24,0,0,0,0,0
2021HU0001894,282,0,0,0,0,2900800,23,0,0,0,0,0,23,0,0,23,0,0
2021HU0001967,501,0,0,1,0,2901808,141,0,0,0,0,0,141,0,0,0,0,0
2021HU0002008,501,0,0,0,0,2902603,105,0,0,0,0,0,105,105,0,0,0,0
2021HU0002042,112,0,0,0,0,2901200,70,0,0,0,0,0,70,0,0,70,70,0
2021HU0002049,223,0,0,0,0,2901902,83,0,0,0,0,0,83,0,0,83,0,0
2021HU0002080,268,0,0,0,0,2901400,56,0,0,0,0,0,56,0,56,56,0,0
2021HU0002190,190,0,0,0,0,2901002,77,0,0,77,0,0,0,0,0,0,0,0
2021HU0002208,313,0,0,1,0,2901807,106,106,0,0,0,0,106,0,0,0,0,0
2021HU0002312,383,0,0,0,0,2900500,19,0,0,0,0,0,19,0,19,0,0,0
2021HU0002333,230,0,0,0,0,2900700,115,0,0,0,0,0,115,0,0,115,115,0
2021HU0002339,166,0,0,0,0,2901100,9,0,0,0,0,0,9,0,0,9,0,0
2021HU0002387,376,0,0,0,0,2901005,54,0,0,54,0,0,0,0,0,54,0,0
2021HU0002452,106,0,1,1,0,2900300,28,0,0,0,0,0,28,0,0,28,28,0
2021HU0002496,501,0,0,0,0,2900100,30,0,0,0,0,0,30,0,30,30,30,0
2021HU0002700,501,0,0,0,0,2901702,99,0,0,0,0,0,99,0,0,0,0,0
2021HU0002711,419,0,0,0,0,2902100,403,0,0,0,0,0,403,0,0,0,0,0
2021HU0002766,469,0,0,0,0,2901703,90,0,0,0,0,0,90,0,90,0,90,0
2021HU0002773,501,0,0,0,0,2900500,197,0,0,0,0,0,197,0,197,197,0,0
2021HU0002778,501,0,0,0,0,2901702,108,0,0,108,0,0,0,0,0,0,0,0
2021HU0002815,219,0,0,0,0,2902300,39,0,0,0,0,0,39,0,0,0,39,0
2021HU0002844,501,0,0,0,0,2900902,108,0,0,0,0,0,108,0,0,0,0,0
2021HU0002864,219,0,0,0,0,2901001,63,0,0,0,0,0,63,0,0,0,0,0
2021HU0002868,501,0,0,0,0,2901100,21,0,0,0,0,0,21,0,0,0,0,0
2021HU0003011,22,0,0,1,1,2901902,92,0,0,92,0,0,0,0,0,0,0,0
2021HU0003016,146,0,0,0,0,2901300,74,0,0,0,0,0,74,0,0,74,74,0
2021HU0003104,471,0,0,0,0,2900500,58,0,0,0,0,0,58,0,0,0,0,0
2021HU0003228,501,0,0,1,0,2901400,238,0,0,0,0,0,238,0,238,238,0,0
2021HU0003268,208,0,0,0,0,2901002,351,0,0,351,0,0,0,0,0,0,0,0
2021HU0003271,171,1,1,1,1,2900800,44,0,0,0,0,0,44,0,0,0,0,0
2021HU0003285,501,0,0,0,0,2902001,127,0,0,0,0,0,127,0,127,127,127,0
2021HU0003332,179,0,0,0,0,2901806,101,0,0,0,0,0,101,0,0,101,0,0
2021HU0003419,501,0,0,0,0,2900903,95,0,0,0,0,0,95,0,0,0,0,0
2021HU0003449,365,0,0,0,0,2900100,45,45,0,0,0,0,45,0,0,45,0,0
2021HU0003555,88,0,0,1,0,2902300,50,0,0,0,0,0,50,0,0,50,50,0
2021HU0003567,347,0,0,0,0,2900700,46,0,0,0,0,0,46,0,0,0,0,0
2021HU0003618,198,0,1,1,0,2902800,16,0,0,0,0,0,16,0,0,16,16,0
2021HU0003661,454,0,0,0,0,2900100,20,0,0,0,0,0,20,0,0,0,0,0
2021HU0003682,244,0,0,0,0,2901003,237,0,0,237,0,0,237,0,0,0,0,0
2021HU0003788,361,0,0,0,0,2900903,31,0,0,0,0,0,31,0,0,31,0,0
2021HU0003798,411,0,0,0,0,2901500,71,0,0,0,0,0,71,0,71,0,71,0
2021HU0003881,501,0,0,0,0,2901701,191,0,0,0,0,0,191,0,0,0,0,0
2021HU0003928,501,0,0,0,0,2901901,46,0,0,46,0,0,0,0,46,46,0,0
2021HU0003953,291,0,0,0,0,2902601,111,0,0,0,0,0,111,0,0,111,111,0
2021HU0004004,169,0,0,0,0,2901200,87,0,0,0,0,0,87,0,0,87,87,0
2021HU0004014,167,0,0,0,0,2901801,150,0,0,150,0,0,0,0,0,150,150,0
2021HU0004080,115,0,0,0,0,2900200,87,0,0,0,0,0,87,0,0,87,87,0
2021HU0004435,313,0,0,0,0,2901004,101,0,0,0,0,0,101,0,0,0,101,0
2021HU0004480,133,0,0,0,0,2900300,41,0,0,0,0,0,41,0,41,41,0,0
