puma22,Num Eligible,Num Ineligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible,English less than very well Eligible,Percentage Eligible
2101600,15682,23305,906,18,758,0,15466,688,1649,7858,7739,400,40.22
2101701,41095,17486,3022,567,26262,9,16002,1985,6278,15804,16965,1829,70.15
2101702,16519,33533,820,763,2635,58,14139,1205,1529,6835,4234,1027,33.0
2101703,14624,38153,1220,1276,3888,133,11524,587,1194,5911,4254,812,27.71
2101704,17381,37492,110,977,2162,0,15094,1001,1777,7091,4822,1890,31.67
2101705,27940,28349,892,913,9589,0,19553,4085,3278,9962,8373,4015,49.64
2101706,31732,26774,2588,1125,9294,0,24481,4360,2507,11740,12941,5749,54.24
2101800,15750,33916,1639,754,716,64,15312,1446,1218,6918,6507,809,31.71
2101901,26362,25446,1607,2041,5237,86,21066,3315,1464,6776,8035,2459,50.88
2101902,16572,28408,775,992,3965,98,12132,1317,1906,5403,6071,1558,36.84
2101903,15678,26835,731,937,3747,93,11482,1249,1804,5108,5747,1474,36.88
2102000,23364,29514,563,64,2674,0,20956,1140,2498,9753,8185,478,44.18
2102100,24707,23011,782,167,1374,0,23643,1017,2998,9183,10449,822,51.78
2102200,28971,17757,637,249,2078,0,28583,1158,2536,8605,12254,417,62.0
2102300,24752,30567,1262,382,2350,0,22872,1781,1784,9817,10466,694,44.74
2102400,25579,42170,748,766,2146,0,23826,1514,2699,9174,9580,996,37.76
2102500,15325,35697,1370,44,105,0,14898,765,2049,6422,5378,912,30.04
2102600,27708,37084,1058,914,1484,0,26650,876,3280,12650,11086,631,42.76
2102700,29552,22664,693,312,1098,0,29308,456,3334,12989,12500,405,56.6
2102800,28879,23533,512,247,659,32,28274,569,2887,13095,15162,182,55.1
2200101,31741,16889,720,335,20499,0,11793,752,3344,13608,13950,350,65.27
2200102,25228,22639,629,306,15396,124,10337,101,4008,9031,10275,367,52.7
2200200,31016,32287,762,901,12633,0,19066,1872,4406,12252,11895,1435,49.0
2200300,39834,23823,3237,96,19810,0,20375,736,3188,15213,14169,531,62.58
2200400,35756,25848,1029,722,16592,0,18893,1257,4525,14590,12720,394,58.04
2200500,32986,18366,1127,341,14281,0,19106,956,3091,15523,13134,97,64.24
2200600,23045,17582,774,384,7456,0,16236,316,3106,10998,10487,83,56.72
2200700,38019,28060,1411,924,14640,30,24667,2585,5794,15564,16604,1276,57.54
2200801,24202,25466,986,305,4209,42,20958,321,4207,11060,9796,171,48.73
2200901,30907,24051,1208,710,13788,0,18658,2257,3831,13282,9636,1585,56.24
2201000,30853,13791,1884,787,13087,0,18592,814,2707,13977,16433,942,69.11
2201100,23758,20475,851,742,6977,0,17637,557,1971,8969,10706,899,53.71
2201201,24058,23550,201,472,14465,186,9674,1379,1973,10713,6319,1561,50.53
2201202,16393,33929,680,844,3224,0,12872,1043,2587,4557,4295,913,32.58
2201300,26261,18526,1055,609,10831,59,15934,1429,2589,12511,11377,1058,58.64
2201400,20470,20251,1057,68,9775,0,10803,810,1398,9202,7613,0,50.27
2201501,22057,15317,518,124,16009,0,6818,712,2935,9806,12195,137,59.02
2201502,24073,16059,676,624,15863,0,7978,1023,2025,8492,10530,1217,59.98
2201503,31333,24769,821,1277,18895,33,11571,1821,1999,9579,11472,2202,55.85
2201504,17711,24418,161,1171,8638,98,8717,1864,1247,4915,4933,1246,42.04
2201600,23244,24888,334,359,9735,0,13745,3150,2581,9256,7989,1461,48.29
2201700,25102,30965,2418,92,4385,0,21232,1082,1217,10129,10757,822,44.77
2201800,38748,28421,1970,888,15385,0,24196,1725,3783,15193,19134,662,57.69
2201900,19578,21841,161,134,11977,0,6978,1081,1496,8997,8169,839,47.27
2202000,23944,22607,1304,370,5613,0,18516,851,1522,11396,8640,372,51.44
2202100,31556,30367,3166,887,9730,24,21355,2164,2895,14163,13065,943,50.96
2202201,20321,37358,1394,621,2474,96,17436,1972,3178,11722,9474,862,35.23
2202202,21455,24403,1096,776,7118,0,14358,2263,3574,8657,7543,1414,46.79
2202301,21128,23522,1076,528,5943,49,14250,4725,2171,9252,7236,3505,47.32
2202302,25942,36109,1087,1525,4602,1,20749,4980,1761,12182,10027,4647,41.81
2202303,34799,17535,656,1849,18289,0,15443,4985,3906,15136,14603,5728,66.49
2202401,34872,23814,500,1303,28790,0,5629,1383,2313,16208,10301,1142,59.42
2202402,31606,19017,1008,674,23616,36,8200,1775,2246,11862,10584,759,62.43
2202403,21835,27682,427,1075,12582,72,9244,1645,1905,8565,5764,621,44.1
2202501,24279,20890,824,994,9468,0,14882,3616,2660,10062,9469,1448,53.75
2300100,28328,25314,2154,241,739,53,27909,742,3721,14338,14603,1996,52.81
2300200,36728,31821,1015,336,569,0,36667,269,4644,17833,17161,64,53.58
2300300,27423,29052,1417,344,644,0,26781,674,3667,12064,13387,632,48.56
2300400,22595,31208,1224,79,254,0,22595,481,2723,10624,10534,291,42.0
2300500,30592,47062,1080,481,305,0,29871,1142,3893,15934,10889,150,39.4
2300600,18301,28022,884,522,978,0,17153,900,1856,8333,8260,512,39.51
2300700,12835,33023,713,701,624,0,11863,154,1363,6877,4072,526,27.99
2300800,23825,52608,1107,219,310,107,23093,466,3528,15138,10684,487,31.17
2300900,15195,44498,382,140,689,0,14966,345,1302,8123,6897,438,25.46
2301000,20314,34864,382,1669,3121,0,16010,717,2369,9527,7845,3564,36.82
2400101,21079,25466,330,649,1097,0,20125,485,2696,8837,9219,791,45.29
2400201,25468,29241,1140,1136,4564,0,22458,2576,2418,10452,9530,2046,46.55
2400301,17759,37255,774,1804,3673,175,14108,4692,2383,6291,5000,3453,32.28
2400302,10679,37992,407,706,976,9,9268,1973,1832,6406,4474,1280,21.94
2400400,16139,48023,484,772,1576,0,14681,1594,2409,8260,6091,1379,25.15
2400501,11211,31320,294,521,3572,118,7621,547,1676,4733,4391,515,26.36
2400502,24001,37510,398,1224,15741,0,7437,2003,2693,11154,7862,3388,39.02
2400503,15340,31939,319,860,6807,0,7529,1642,2018,6217,4703,2168,32.45
2400504,14451,28657,189,1309,4664,0,10174,420,2111,6829,5116,1072,33.52
2400505,15982,24862,604,1216,6757,8,9715,840,1093,7197,6048,1861,39.13
2400506,26573,24852,2110,712,8118,22,19355,3199,3020,13031,9999,2174,51.67
2400507,19373,26458,836,3612,7861,0,8004,1590,1511,8128,6199,3353,42.27
2400601,13606,38038,172,562,1040,0,12116,1390,2266,7436,5195,1401,26.35
2400602,17419,32131,1154,938,7627,0,10618,1791,2253,6079,5951,1387,35.15
2400700,16149,24851,461,290,2427,0,13898,2002,1721,7568,5976,984,39.39
2400801,37928,20725,1040,180,34273,0,5384,502,4050,18598,20280,620,64.67
2400802,24977,27210,1061,1337,17643,1,8004,1667,724,10375,10096,1079,47.86
2400803,24959,21674,580,315,19876,1,5707,676,2754,11346,10175,1321,53.52
2400804,22211,24969,598,1376,14285,11,6835,2289,1261,8479,9137,2658,47.08
2400805,28572,21114,941,980,21120,1,7451,2131,2632,11769,12597,987,57.51
2400901,9425,34636,154,1967,3162,6,4389,1330,635,4701,3037,2863,21.39
2400902,8851,28865,224,1667,3247,12,3748,1377,521,3944,2529,2446,23.47
2400903,10232,28486,365,1697,4122,22,3823,1768,503,3926,2500,2510,26.43
2401001,8247,29130,113,1731,1663,0,4497,1981,1087,4703,2690,2661,22.06
2401002,18750,38841,412,4122,6534,0,6362,6341,887,7625,5399,8276,32.56
2401003,19514,44234,335,6012,4863,0,7178,5387,761,8407,6081,8829,30.61
2401004,10403,39091,61,2454,1791,0,5912,2069,411,5147,2971,3725,21.02
2401005,19845,30578,112,2502,4691,0,7258,9305,1928,8216,5443,11019,39.36
2401006,14173,25517,243,1892,7734,0,4412,2999,726,5499,4480,4754,35.71
2401007,18602,29289,1422,1921,9533,0,5163,4591,587,6702,3483,7981,38.84
2401008,7512,34377,0,1463,987,0,5098,1185,297,3981,2035,2299,17.93
2401101,22004,16512,1381,2027,9535,105,5314,9957,1205,5484,4341,11242,57.13
2401102,21702,32595,539,1736,11702,0,5116,6855,1356,7736,4880,7453,39.97
2401103,18376,18213,768,1373,10434,0,2886,7116,1164,5844,4923,7892,50.22
2401104,24207,21388,594,389,21977,0,1682,1967,2128,9034,7867,2326,53.09
2401105,21112,50801,662,1205,17067,0,4028,1223,3180,10551,8997,1973,29.36
2401106,14269,33517,124,1056,9949,0,3415,1835,2917,9542,4913,2709,29.86
2401107,23638,27943,932,823,19600,0,2622,2603,2160,9064,8542,2539,45.83
2401201,10595,35684,387,1276,4035,0,5620,1602,2205,4534,2820,1796,22.89
2401202,18788,27531,642,1351,4030,0,12306,2700,2224,8961,7504,2866,40.56
2401203,9862,31239,308,849,3193,0,6662,1150,1998,3719,3788,731,23.99
2401204,10320,32886,299,1073,3465,0,6166,1531,2024,4139,3224,1471,23.89
2401205,12455,35427,154,1129,3211,0,8057,2206,2041,4671,4081,2020,26.01
2401300,26856,42643,1324,257,6587,0,20790,2464,3300,11424,10301,1460,38.64
2401400,34618,37653,2141,1159,11774,0,22526,2693,2660,13697,10948,1820,47.9
2401501,10071,28356,299,391,3432,0,7417,844,1962,4895,3684,688,26.21
2401601,9921,27970,293,382,3385,0,7314,821,1938,4834,3632,669,26.18
2401700,18820,40661,1237,1061,11767,0,7762,713,4263,7846,7274,1563,31.64
2500100,26938,30803,335,564,2449,0,25824,1207,3510,14035,11283,889,46.65
2500201,19192,26490,591,1513,928,4,17847,1106,1548,8778,8077,1079,42.01
2500301,18873,27067,591,1202,720,8,17564,1382,1702,8613,7947,1112,41.08
2500400,0,7,0,0,0,0,0,0,0,0,0,0,0.0
2500401,31644,30126,653,2144,3207,1,27957,7886,4042,13926,15046,6409,51.23
2500402,39954,17852,1048,1074,12381,0,24975,22706,1697,14527,17006,14802,69.12
2500403,25582,38975,183,1746,901,3,23429,4509,2939,12872,9560,3337,39.63
2500501,16364,27589,506,839,859,16,14567,2448,1480,8228,6508,1826,37.23
2500502,22375,27927,1092,611,1350,0,19862,5010,2007,10905,9226,3133,44.48
2500503,17434,40434,315,2375,860,0,13714,1356,979,9563,5979,4144,30.13
2500504,22761,16186,356,1818,5411,55,15913,9141,1142,7544,8616,7639,58.44
2500505,21751,15496,339,1740,5163,55,15205,8720,1097,7215,8229,7299,58.4
2500506,15360,28984,404,526,562,200,14145,1721,1597,8348,6661,1794,34.64
2500507,21749,39376,314,475,1441,0,19937,4240,3785,9867,8955,1868,35.58
2500601,14954,33354,431,1140,836,0,13447,1405,1424,7600,5667,1999,30.96
2500602,22563,20014,475,4235,3260,0,15429,4847,1872,10163,9408,6682,52.99
2500603,9003,30434,154,512,453,0,8131,1039,786,5415,3415,1339,22.83
2500604,9277,34452,420,596,1035,0,8674,817,455,5010,3713,1152,21.21
2500605,17146,26819,442,1829,1504,0,12655,4490,264,5136,4567,5755,39.0
2500606,12347,27178,191,1164,827,0,9975,1941,482,5123,3580,3472,31.24
2500607,12655,40622,281,2050,909,17,9730,2228,891,6754,4257,2635,23.75
2500608,22469,43162,655,1755,2062,0,19077,2113,1820,11839,8480,4274,34.24
2500609,23568,28064,109,5713,4473,0,14144,3062,1219,10850,8456,9384,45.65
2500610,24357,28910,514,2152,3075,0,19211,5806,1361,10641,8288,8544,45.73
2500611,16042,35356,211,3799,3871,0,10082,2279,869,4686,5010,2740,31.21
2500612,11592,33081,51,2278,768,81,9200,843,888,6568,3579,2679,25.95
2500613,12845,45088,249,2422,907,0,9743,1862,1161,6716,4253,2978,22.17
2500701,27008,15806,596,523,3749,0,14331,18272,1066,10383,10362,13666,63.08
2500702,22519,22550,450,476,2869,0,12982,13766,1002,9397,8633,10381,49.97
2500703,15135,31642,344,647,734,0,13952,1795,1677,8396,5263,1984,32.36
2500704,22780,42844,759,1006,1634,0,20838,2654,2671,12546,8743,4138,34.71
2500705,21767,18196,908,1621,3504,0,13441,9282,963,10321,9539,8694,54.47
2500706,25248,43897,605,1094,1980,0,22169,4692,2267,13464,8743,4241,36.51
2500801,19532,21131,446,5710,2103,0,12143,4173,434,4553,4182,5382,48.03
2500802,30085,45592,818,6035,5971,0,18176,10382,886,12047,8276,12740,39.75
2500803,20609,29996,202,2775,9078,0,9674,3959,516,7842,8310,6656,40.73
2500804,37779,13790,1374,2646,25755,0,11973,15048,842,14000,17198,16353,73.26
2500805,20738,32770,118,1208,8043,0,12654,6300,772,10474,7403,7460,38.76
2500806,26612,16777,744,1053,4715,0,20307,10693,897,12517,10668,13848,61.33
2500901,8677,32621,30,882,416,0,7340,710,343,4700,2408,1539,21.01
2500902,13944,30969,225,2523,2272,14,9629,1052,1234,7328,4317,3494,31.05
2500903,17135,22802,561,4729,2174,49,10892,1326,1401,8164,4520,5401,42.91
2500904,18962,37980,406,2226,2817,0,15099,1023,1830,10425,6291,2897,33.3
2500905,20563,25383,189,962,7153,1,12397,1778,1510,10658,7134,4875,44.75
2500906,11906,35253,239,438,527,0,11038,569,1061,5871,4829,1261,25.25
2501001,17311,29831,270,841,379,0,16445,2043,792,8620,7057,2014,36.72
2501002,24704,36168,365,839,3018,25,20974,2597,1678,10194,10014,3830,40.58
2501003,30920,24817,302,868,5387,0,25864,5006,2289,13796,14587,8558,55.47
2501004,39024,30585,1830,963,5088,0,29549,8153,2844,15789,14200,9099,56.06
2501101,22700,15661,182,519,10714,0,10504,2458,1500,10726,7471,7641,59.17
2501102,15154,33446,206,493,1178,125,14059,643,1656,8238,4798,1414,31.18
2501103,16832,39589,243,967,990,52,15716,548,2053,9837,5857,1314,29.83
2501104,18840,40037,174,354,690,53,18023,569,2251,11939,7130,1250,32.0
2501201,21695,40411,1056,102,1752,0,19481,1981,3167,10736,7858,3191,34.93
2501301,19254,37194,234,547,1350,0,18136,481,2628,11661,7628,594,34.11
2600100,34465,38630,2233,714,1400,100,33742,954,5598,16706,12473,419,47.15
2600200,25696,26436,4754,109,174,176,23844,436,3371,12881,11106,300,49.29
2600300,31147,32515,1696,241,648,0,30630,1110,5093,15837,14522,142,48.93
2600400,28983,38256,1326,593,358,18,28632,598,3618,13677,11067,760,43.1
2600500,24630,42597,1601,318,560,0,24042,1454,4022,11147,9735,288,36.64
2600600,20594,25898,954,271,545,0,19946,2060,3300,10896,9856,696,44.3
2600700,33870,33838,1100,356,7999,0,25910,2673,5197,15314,14790,387,50.02
2600801,21663,39529,561,972,1652,115,19885,4614,1822,9623,9109,2931,35.4
2600802,15529,33324,284,1190,453,0,14200,1623,966,4643,4714,696,31.79
2600900,16751,27727,932,736,480,0,15878,2416,2034,7865,5669,1635,37.66
2601001,23559,33803,825,1358,4541,0,18868,5693,1810,8820,6876,3046,41.07
2601002,33495,47856,776,1172,11558,0,20767,6226,2033,10031,9069,4356,41.17
2601003,18183,47834,221,1330,3230,0,16064,1398,1634,7759,8927,1955,27.54
2601004,17162,31159,788,511,137,72,16793,956,1257,7303,6046,320,35.52
2601100,33762,39244,1014,180,1230,25,33100,2106,4074,14427,12412,719,46.25
2601200,26964,25492,1933,695,1360,0,26565,2150,2538,10450,10278,397,51.4
2601300,25199,26075,1432,305,163,98,24889,700,3314,13614,12012,146,49.15
2601400,34112,46828,1187,565,1765,137,32242,2632,3813,15481,14118,529,42.14
2601500,40597,39549,1618,177,13271,0,28780,4665,3753,16363,16962,1269,50.65
2601600,23172,29773,910,195,301,0,22597,1662,3024,11341,10003,288,43.77
2601701,23462,32786,907,531,1404,70,23113,1181,2879,10961,9874,703,41.71
2601702,29291,25318,932,179,8716,23,22968,2078,3191,12227,11272,688,53.64
2601703,28897,13768,696,88,16225,0,14414,2083,2469,9873,11595,750,67.73
2601704,29221,47780,521,682,924,0,28574,1950,3748,11784,11463,219,37.95
2601801,26234,38547,1346,3478,3534,77,21882,2008,1412,7894,8903,2113,40.5
2601802,25696,25255,662,1230,10193,0,18390,5287,2139,8839,12220,2303,50.43
2601900,26661,49436,739,815,3363,126,23320,3448,2926,11234,11956,1292,35.04
2602000,31873,45914,1265,459,4815,0,28409,2233,3852,14949,12257,918,40.97
2602101,20697,33874,888,258,4598,0,16649,418,2435,8102,8218,435,37.93
2602102,24900,26171,168,802,7109,158,18884,1350,1338,5941,8771,1314,48.76
2602200,16822,23191,583,27,441,133,16583,1073,1883,7950,6533,1566,42.04
2602300,24948,25210,1271,874,1924,16,22893,3417,3205,10554,8310,2449,49.74
2602400,30118,35646,766,1111,7446,0,22852,2167,2836,14654,11304,1036,45.8
2602500,26913,29387,978,253,1044,69,25564,3095,2492,12366,10684,1760,47.8
2602600,24206,37731,485,284,5319,0,20636,1764,1562,9969,9826,243,39.08
2602701,10854,32636,584,284,1552,0,9374,1492,1351,5097,3888,131,24.96
2602702,19471,32225,159,4717,3561,0,14394,2222,1011,4749,2917,1936,37.66
2602703,22194,31756,1107,2413,9131,0,13331,1387,2091,6226,7767,2685,41.14
2602800,18701,56670,381,530,163,0,18089,752,1984,10697,6582,443,24.81
2602901,14822,40291,398,458,911,0,14481,843,1191,5582,6093,271,26.89
2602902,13937,40241,213,290,639,77,13579,447,1463,7264,5140,372,25.72
2602903,17349,50615,1226,2583,1988,0,13156,731,714,8744,6729,4354,25.53
2602904,33197,33059,965,2253,12265,0,21680,6409,2424,10366,12207,3523,50.1
2602905,14677,42729,885,883,2104,0,12493,1262,1255,6208,4520,2089,25.57
2602906,13658,48563,144,633,1845,0,12067,397,934,6737,4654,1327,21.95
2602907,29126,48631,595,1066,15223,0,13221,458,2394,16003,9904,3154,37.46
2602908,33637,55587,1320,2449,7126,104,26515,2221,2080,13985,13544,3008,37.7
2603001,15918,30918,351,171,2562,0,14128,1406,1587,6423,6810,821,33.99
2603002,18923,46902,268,961,2610,0,16350,1206,1136,7881,9419,3541,28.75
2603003,25194,26611,475,2163,2270,0,21414,1158,1460,12944,9642,11495,48.63
2603004,31549,36662,1218,2310,9227,0,23489,1535,3226,12320,10538,1743,46.25
2603005,26517,36171,588,653,7411,0,19800,561,2820,12719,11245,1607,42.3
2603006,30245,32475,675,2134,9239,0,20927,1434,3511,13936,11127,3617,48.22
2603100,27458,38866,1164,275,2347,0,26779,1545,3353,11445,11038,140,41.4
2603201,21378,59496,1058,2446,4341,388,16348,1492,3278,11303,6634,2238,26.43
2603202,19574,39218,574,591,7849,0,12317,1067,1773,11054,6605,1115,33.29
2603203,30563,26482,318,595,3292,0,28569,862,1197,10730,10162,13180,53.58
2603204,33211,30826,1264,1806,12160,0,21009,2215,2095,13977,14128,3092,51.86
2603205,19201,22315,707,171,6547,0,13429,530,1497,6515,6589,696,46.25
2603206,17788,39133,523,206,1692,0,16551,1455,1860,9092,6157,796,31.25
2603207,25610,24699,629,0,6060,0,19844,5196,1468,10162,8240,3341,50.91
2603208,46775,13697,1791,114,41980,0,6105,2137,3143,17527,23026,1388,77.35
2603209,36441,13260,808,0,34889,0,2841,362,3021,15872,12966,65,73.32
2603210,30355,9291,181,1446,26922,0,3088,188,2233,11267,11403,1944,76.57
2603211,35849,21023,846,1243,29155,257,6973,483,2825,15047,14636,458,63.03
2603212,28722,8867,1231,78,16127,84,8939,7949,1033,10986,13117,5073,76.41
2603213,22684,18385,297,1661,11817,101,9449,409,596,9666,6500,3576,55.23
2603300,24470,37102,368,400,1811,0,23096,1428,2684,11841,8533,245,39.74
2700101,23188,36110,3088,429,383,0,21928,1598,2574,9673,9215,698,39.1
2700200,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2700201,24024,35246,4092,326,345,0,22489,970,3570,11240,9508,369,40.53
2700301,18809,27545,2018,265,821,0,18185,414,3400,9010,7706,282,40.58
2700401,18251,24505,1147,405,852,0,17404,283,2062,5945,6904,283,42.69
2700501,16870,26701,1856,194,287,0,16320,698,2924,8161,6774,246,38.72
2700600,24283,32975,433,128,938,0,23887,385,3653,12702,10763,413,42.41
2700700,21791,33206,957,636,349,0,21421,1512,1973,9358,8513,728,39.62
2700800,19955,28312,871,815,411,0,19340,1259,1935,8678,7764,518,41.34
2700901,15186,25744,823,634,2559,0,13630,1120,805,4742,4693,238,37.1
2701001,14700,25901,775,530,2220,0,13333,1150,897,4738,4576,200,36.21
2701101,11686,26622,479,72,539,0,11266,1118,1368,4668,3855,68,30.51
2701200,17520,31036,1585,90,245,0,17262,841,3593,8240,7323,82,36.08
2701301,10472,32924,149,528,1486,0,9289,520,1711,4475,3956,959,24.13
2701302,21144,33996,548,2239,4822,0,14956,2714,2224,9419,10242,4796,38.35
2701303,10634,26092,44,483,1306,0,9360,1199,1763,3810,1553,1265,28.95
2701401,13988,38792,431,467,1121,0,11835,1322,638,8137,6411,2042,26.5
2701402,13486,36168,67,1821,2245,42,9821,1481,876,5295,5027,1423,27.16
2701501,14695,38574,577,861,2855,0,11126,1894,1268,5949,6036,2854,27.59
2701502,18026,25499,416,3249,3969,0,10646,1801,1749,7827,5686,3342,41.42
2701503,16526,25126,346,2933,4933,0,9821,1278,707,6038,6200,4326,39.68
2701504,17465,23643,407,3576,4874,0,9865,1729,796,6060,6843,5029,42.49
2701505,21091,18120,634,6042,4664,0,10066,3413,1153,6159,9321,7718,53.79
2701601,9077,34870,49,865,1065,0,8252,99,659,5612,3761,232,20.65
2701602,10467,38578,473,291,3949,0,6505,665,884,3751,2991,921,21.34
2701603,15472,28497,460,2150,7565,0,8314,1843,893,6082,4082,2283,35.19
2701604,19677,26446,1262,1929,6245,0,12604,749,1377,8316,6117,1891,42.66
2701605,12234,36150,157,1519,1507,0,9834,1244,696,5570,4143,858,25.29
2701606,14857,40031,500,1712,2654,0,11412,383,1112,7199,4458,2509,27.07
2701607,16252,38507,627,2052,3080,0,10590,2238,1460,9046,8892,3728,29.68
2701608,22799,20055,1303,4174,6897,0,14942,2134,1764,7351,6824,3001,53.2
2701609,20966,27526,1283,2276,7007,0,12722,2434,1234,6694,7860,4112,43.24
2701610,18404,32459,1040,1403,6046,0,11014,2011,856,5694,7356,3952,36.18
2701611,18671,29571,1201,1128,6638,0,10732,2451,881,5934,7916,4447,38.7
2701701,13877,26870,653,849,2591,0,12217,2229,1340,5700,5592,1936,34.06
2701702,12132,29794,783,649,1644,0,11026,1818,1573,5447,4965,1318,28.94
2701703,16501,31474,496,1597,3726,0,13233,2334,1108,6519,5921,2936,34.39
2701704,8944,30318,857,361,392,0,8579,1166,1685,4622,3763,479,22.78
2701800,16346,39936,667,2012,1826,0,11654,2592,2370,7350,4957,4338,29.04
2701900,11942,28210,1275,716,148,0,10805,1872,695,4730,3558,964,29.74
2702001,12027,34320,386,558,1388,0,11164,221,1636,5569,4181,528,25.95
2702100,20269,34850,681,185,1646,14,16912,3588,2390,9831,8089,3400,36.77
2702200,19013,29344,1111,730,966,9,17294,2024,2204,8708,6846,939,39.32
2702300,16517,25200,779,701,1020,12,15121,1982,1851,7955,6178,1236,39.59
2702400,15328,25577,653,959,748,0,14684,1043,1071,5251,4503,416,37.47
2702500,23061,35934,1215,785,1508,8,21559,2295,2200,9777,8068,2343,39.09
2702600,18473,29345,959,987,519,0,17787,1387,1688,7914,5256,875,38.63
