county,CountyName,rural,Num Eligible,Num Ineligible,Percentage Eligible
22081,Red River Parish LA,1.0,1769,1071,62.29
22083,Richland Parish LA,1.0,4633,2576,64.27
22085,Sabine Parish LA,1.0,5186,3112,62.5
22087,St. Bernard Parish LA,0.0,8670,7450,53.78
22089,St. Charles Parish LA,0.0,8924,9958,47.26
22091,St. Helena Parish LA,1.0,1787,2206,44.75
22093,St. James Parish LA,1.0,3424,3826,47.23
22095,St. John the Baptist Parish LA,0.0,7212,8051,47.25
22097,St. Landry Parish LA,0.0,22134,9893,69.11
22099,St. Martin Parish LA,0.0,11167,7874,58.65
22101,St. Mary Parish LA,1.0,9800,9429,50.96
22103,St. Tammany Parish LA,0.0,41776,61761,40.35
22105,Tangipahoa Parish LA,0.0,28854,21178,57.67
22107,Tensas Parish LA,1.0,946,526,64.27
22109,Terrebonne Parish LA,0.0,21747,20920,50.97
22111,Union Parish LA,1.0,4871,2719,64.18
22113,Vermilion Parish LA,0.0,11817,10198,53.68
22115,Vernon Parish LA,1.0,10353,7643,57.53
22117,Washington Parish LA,1.0,9858,7224,57.71
22119,Webster Parish LA,1.0,6892,7198,48.91
22121,West Baton Rouge Parish LA,0.0,4920,4869,50.26
22123,West Carroll Parish LA,1.0,2258,1250,64.37
22125,West Feliciana Parish LA,1.0,2770,2742,50.25
22127,Winn Parish LA,1.0,2684,2052,56.67
23001,Androscoggin ME,0.0,18301,28022,39.51
23003,Aroostook ME,1.0,15957,14261,52.81
23005,Cumberland ME,0.0,41743,92192,31.17
23007,Franklin ME,1.0,7001,6073,53.55
23009,Hancock ME,1.0,9922,15272,39.38
23011,Kennebec ME,1.0,22595,31208,42.0
23013,Knox ME,1.0,7264,11185,39.37
23015,Lincoln ME,1.0,6304,9698,39.4
23017,Oxford ME,1.0,13725,11900,53.56
23019,Penobscot ME,0.0,32382,33488,49.16
23021,Piscataquis ME,1.0,3984,3458,53.53
23023,Sagadahoc ME,1.0,4318,11119,27.97
23025,Somerset ME,1.0,11987,10398,53.55
23027,Waldo ME,1.0,7086,10906,39.38
23029,Washington ME,1.0,7397,6617,52.78
23031,York ME,0.0,26105,61673,29.74
24001,Allegany MD,1.0,12926,15615,45.29
24003,Anne Arundel MD,0.0,62029,162782,27.59
24005,Baltimore MD,0.0,126950,205579,38.18
24009,Calvert MD,1.0,8974,25287,26.19
24011,Caroline MD,1.0,5178,8241,38.59
24013,Carroll MD,0.0,16139,48023,25.15
24015,Cecil MD,0.0,16149,24851,39.39
24017,Charles MD,0.0,18820,40661,31.64
24019,Dorchester MD,1.0,5065,8047,38.63
24021,Frederick MD,0.0,28438,75247,27.43
24023,Garrett MD,1.0,5459,6603,45.26
24025,Harford MD,0.0,31026,70170,30.66
24027,Howard MD,0.0,28534,92012,23.67
24029,Kent MD,1.0,2986,4754,38.58
24031,Montgomery MD,0.0,117123,271120,30.17
24033,Prince Georges MD,0.0,145309,200966,41.96
24035,Queen Annes MD,0.0,7775,12343,38.65
24037,St. Marys MD,1.0,11003,31018,26.18
24039,Somerset MD,1.0,4706,5133,47.83
24041,Talbot MD,1.0,5845,9279,38.65
24043,Washington MD,0.0,28159,32492,46.43
24045,Wicomico MD,0.0,19857,21593,47.91
24047,Worcester MD,1.0,10059,10936,47.91
24510,Baltimore city MD,0.0,138663,115707,54.51
25001,Barnstable MA,0.0,35663,67377,34.61
25003,Berkshire MA,0.0,26938,30803,46.65
25005,Bristol MA,0.0,112002,121428,47.98
25007,Dukes MA,1.0,3131,6041,34.14
25009,Essex MA,0.0,134533,175006,43.46
25011,Franklin MA,1.0,11444,15845,41.94
25013,Hampden MA,0.0,97175,86931,52.78
25015,Hampshire MA,0.0,26543,37708,41.31
25017,Middlesex MA,0.0,209035,426686,32.88
25019,Nantucket MA,1.0,2170,4189,34.12
25021,Norfolk MA,0.0,91242,185070,33.02
25023,Plymouth MA,0.0,73557,128739,36.36
25025,Suffolk MA,0.0,155387,160076,49.26
25027,Worcester MA,0.0,137916,196048,41.3
26001,Alcona MI,1.0,2396,2486,49.08
26003,Alger MI,1.0,1747,1794,49.34
26005,Allegan MI,0.0,16751,27727,37.66
26007,Alpena MI,1.0,6770,7071,48.91
26009,Antrim MI,1.0,4506,5967,43.02
26011,Arenac MI,1.0,3443,3563,49.14
26013,Baraga MI,1.0,1653,1847,47.23
26015,Barry MI,1.0,10107,14561,40.97
26017,Bay MI,0.0,18913,25958,42.15
26019,Benzie MI,1.0,2751,4760,36.63
26021,Berrien MI,0.0,30118,35646,45.8
26023,Branch MI,1.0,7125,9837,42.01
26025,Calhoun MI,0.0,21738,31330,40.96
26027,Cass MI,0.0,10121,10235,49.72
26029,Charlevoix MI,1.0,5029,6625,43.15
26031,Cheboygan MI,1.0,5979,6258,48.86
26033,Chippewa MI,1.0,7238,7461,49.24
26035,Clare MI,1.0,6080,5733,51.47
26037,Clinton MI,0.0,11196,20769,35.03
26039,Crawford MI,1.0,3042,3168,48.99
26041,Delta MI,1.0,7271,7490,49.26
26043,Dickinson MI,1.0,5217,5848,47.15
26045,Eaton MI,0.0,15465,28670,35.04
26047,Emmet MI,1.0,6579,8676,43.13
26049,Genesee MI,0.0,85640,81819,51.14
26051,Gladwin MI,1.0,5813,6025,49.1
26053,Gogebic MI,1.0,2892,3240,47.16
26055,Grand Traverse MI,1.0,14613,25269,36.64
26057,Gratiot MI,1.0,8219,7763,51.43
26059,Hillsdale MI,1.0,8488,9267,47.81
26061,Houghton MI,1.0,7507,8414,47.15
26063,Huron MI,1.0,5859,7503,43.85
26065,Ingham MI,0.0,51936,63815,44.87
26067,Ionia MI,1.0,11509,13380,46.24
26069,Iosco MI,1.0,5781,5987,49.12
26071,Iron MI,1.0,2332,2623,47.06
26073,Isabella MI,0.0,12679,11987,51.4
26075,Jackson MI,0.0,24206,37731,39.08
26077,Kalamazoo MI,0.0,45598,60044,43.16
26079,Kalkaska MI,1.0,3464,4577,43.08
26081,Kent MI,0.0,92416,160675,36.51
26083,Keweenaw MI,1.0,381,425,47.27
26085,Lake MI,1.0,2107,2664,44.16
26087,Lapeer MI,0.0,14577,20369,41.71
26089,Leelanau MI,1.0,3416,5910,36.63
26091,Lenawee MI,0.0,18426,20123,47.8
26093,Livingston MI,0.0,18701,56670,24.81
26095,Luce MI,1.0,1060,1080,49.53
26097,Mackinac MI,1.0,2125,2192,49.22
26099,Macomb MI,0.0,148385,209776,41.43
26101,Manistee MI,1.0,3840,6645,36.62
26103,Marquette MI,0.0,13283,14882,47.16
26105,Mason MI,1.0,5070,6384,44.26
26107,Mecosta MI,1.0,6817,7949,46.17
26109,Menominee MI,1.0,4640,4775,49.28
26111,Midland MI,0.0,15201,20871,42.14
26113,Missaukee MI,1.0,2922,3836,43.24
26115,Monroe MI,0.0,24470,37102,39.74
26117,Montcalm MI,1.0,11468,13335,46.24
26119,Montmorency MI,1.0,2139,2247,48.77
26121,Muskegon MI,0.0,33870,33838,50.02
26123,Newaygo MI,1.0,8727,10976,44.29
26125,Oakland MI,0.0,170500,359815,32.15
26127,Oceana MI,1.0,4653,5855,44.28
26129,Ogemaw MI,1.0,4765,4925,49.17
26131,Ontonagon MI,1.0,1168,1317,47.0
26133,Osceola MI,1.0,3958,4579,46.36
26135,Oscoda MI,1.0,1925,2010,48.92
26137,Otsego MI,1.0,5876,6133,48.93
26139,Ottawa MI,0.0,37192,72853,33.8
26141,Presque Isle MI,1.0,3042,3166,49.0
26143,Roscommon MI,1.0,5386,5564,49.19
26145,Saginaw MI,0.0,40597,39549,50.65
26147,St. Clair MI,0.0,27458,38866,41.4
26149,St. Joseph MI,1.0,9692,13347,42.07
26151,Sanilac MI,1.0,7502,9651,43.74
26153,Schoolcraft MI,1.0,1582,1636,49.16
26155,Shiawassee MI,0.0,10675,17472,37.93
26157,Tuscola MI,1.0,9858,12663,43.77
26159,Van Buren MI,0.0,14831,14982,49.75
26161,Washtenaw MI,0.0,52519,96616,35.22
26163,Wayne MI,0.0,368235,326719,52.99
26165,Wexford MI,1.0,6498,8578,43.1
27001,Aitkin MN,1.0,2469,3900,38.77
27003,Anoka MN,0.0,42251,93015,31.24
27005,Becker MN,1.0,5547,8631,39.12
27007,Beltrami MN,1.0,7598,11281,40.25
27009,Benton MN,0.0,5875,10174,36.61
27011,Big Stone MN,1.0,896,1274,41.29
27013,Blue Earth MN,0.0,10228,17068,37.47
27015,Brown MN,1.0,4191,6408,39.54
27017,Carlton MN,1.0,5735,9050,38.79
27019,Carver MN,0.0,11942,28210,29.74
27021,Cass MN,1.0,4980,7321,40.48
27023,Chippewa MN,1.0,2221,3144,41.4
27025,Chisago MN,1.0,7974,14134,36.07
27027,Clay MN,0.0,10794,16438,39.64
27029,Clearwater MN,1.0,1364,2127,39.07
27031,Cook MN,1.0,1025,1498,40.63
27033,Cottonwood MN,1.0,1880,2895,39.37
27035,Crow Wing MN,1.0,11505,15626,42.41
27037,Dakota MN,0.0,51460,118490,30.28
27039,Dodge MN,1.0,3404,5151,39.79
27041,Douglas MN,1.0,6860,9743,41.32
27043,Faribault MN,1.0,2276,3465,39.64
27045,Fillmore MN,1.0,3449,5233,39.73
27047,Freeborn MN,1.0,5000,7633,39.58
27049,Goodhue MN,1.0,7402,11771,38.61
27051,Grant MN,1.0,1071,1529,41.19
27053,Hennepin MN,0.0,178960,352802,33.65
27055,Houston MN,0.0,3062,4632,39.8
27057,Hubbard MN,1.0,3523,5182,40.47
27059,Isanti MN,1.0,5815,10288,36.11
27061,Itasca MN,1.0,7481,10978,40.53
27063,Jackson MN,1.0,1637,2518,39.4
27065,Kanabec MN,1.0,2512,3980,38.69
27067,Kandiyohi MN,1.0,6635,11424,36.74
27069,Kittson MN,1.0,609,1007,37.69
27071,Koochiching MN,1.0,1973,2935,40.2
27073,Lac qui Parle MN,1.0,1192,1689,41.37
27075,Lake MN,1.0,1973,2897,40.51
27077,Lake of the Woods MN,1.0,540,880,38.03
27079,Le Sueur MN,1.0,4356,6785,39.1
27081,Lincoln MN,1.0,916,1395,39.64
27083,Lyon MN,1.0,4088,6310,39.32
27085,McLeod MN,1.0,5587,9604,36.78
27087,Mahnomen MN,1.0,832,1318,38.7
27089,Marshall MN,1.0,1440,2247,39.06
27091,Martin MN,1.0,3261,4957,39.68
27093,Meeker MN,1.0,3552,6114,36.75
27095,Mille Lacs MN,1.0,3728,6607,36.07
27097,Morrison MN,1.0,5923,8040,42.42
27099,Mower MN,0.0,6514,9878,39.74
27101,Murray MN,1.0,1348,2076,39.37
27103,Nicollet MN,1.0,5088,8496,37.46
27105,Nobles MN,1.0,3603,5565,39.3
27107,Norman MN,1.0,1009,1584,38.91
27109,Olmsted MN,0.0,19057,46147,29.23
27111,Otter Tail MN,1.0,9907,15125,39.58
27113,Pennington MN,1.0,2202,3438,39.04
27115,Pine MN,1.0,4555,7216,38.7
27117,Pipestone MN,1.0,1536,2374,39.28
27119,Polk MN,0.0,4930,7655,39.17
27121,Pope MN,1.0,1987,2828,41.27
27123,Ramsey MN,0.0,87828,130986,40.14
27125,Red Lake MN,1.0,561,920,37.88
27127,Redwood MN,1.0,2493,3841,39.36
27129,Renville MN,1.0,2237,3847,36.77
27131,Rice MN,0.0,10163,15842,39.08
27133,Rock MN,1.0,1584,2441,39.35
27135,Roseau MN,1.0,2416,3768,39.07
27137,St. Louis MN,0.0,35742,50293,41.54
27139,Scott MN,0.0,16346,39936,29.04
27141,Sherburne MN,0.0,11326,25042,31.14
27143,Sibley MN,1.0,2253,3878,36.75
27145,Stearns MN,0.0,22540,38872,36.7
27147,Steele MN,0.0,5674,8829,39.12
27149,Stevens MN,1.0,1698,2411,41.32
27151,Swift MN,1.0,1729,2458,41.29
27153,Todd MN,1.0,4393,5973,42.38
27155,Traverse MN,1.0,523,787,39.92
27157,Wabasha MN,1.0,3337,5285,38.7
27159,Wadena MN,1.0,2450,3328,42.4
27161,Waseca MN,1.0,2880,4491,39.07
27163,Washington MN,0.0,27474,74961,26.82
27165,Watonwan MN,1.0,1857,2798,39.89
27167,Wilkin MN,1.0,1067,1616,39.77
27169,Winona MN,0.0,7749,12276,38.7
27171,Wright MN,0.0,13877,38516,26.49
27173,Yellow Medicine MN,1.0,1667,2371,41.28
28001,Adams MS,1.0,6450,4632,58.2
28003,Alcorn MS,1.0,7893,6234,55.87
28005,Amite MS,1.0,2776,1995,58.18
28007,Attala MS,1.0,4006,2494,61.63
28009,Benton MS,1.0,1746,1370,56.03
28011,Bolivar MS,1.0,7194,3989,64.33
28013,Calhoun MS,1.0,2568,2517,50.5
28015,Carroll MS,1.0,2240,1395,61.62
28017,Chickasaw MS,1.0,3310,3233,50.59
28019,Choctaw MS,1.0,1757,1582,52.62
28021,Claiborne MS,1.0,2000,1439,58.16
28023,Clarke MS,1.0,3549,2472,58.94
28025,Clay MS,1.0,3955,3605,52.31
28027,Coahoma MS,1.0,4719,3188,59.68
28029,Copiah MS,1.0,5598,5041,52.62
28031,Covington MS,1.0,3685,2711,57.61
28033,DeSoto MS,0.0,27132,41835,39.34
28035,Forrest MS,0.0,15140,15571,49.3
28037,Franklin MS,1.0,1673,1204,58.15
28039,George MS,1.0,4431,4904,47.47
28041,Greene MS,1.0,2717,1999,57.61
28043,Grenada MS,1.0,4840,3018,61.59
28045,Hancock MS,0.0,8377,9278,47.45
28047,Harrison MS,0.0,38343,42880,47.21
28049,Hinds MS,0.0,51966,40502,56.2
28051,Holmes MS,1.0,3803,2368,61.63
28053,Humphreys MS,1.0,1812,1006,64.3
28055,Issaquena MS,1.0,291,164,63.96
28057,Itawamba MS,1.0,4623,4514,50.6
28059,Jackson MS,0.0,26306,30678,46.16
28061,Jasper MS,1.0,3052,2525,54.72
28063,Jefferson MS,1.0,1592,1144,58.19
28065,Jefferson Davis MS,1.0,2286,1672,57.76
28067,Jones MS,1.0,13538,9945,57.65
28069,Kemper MS,1.0,1669,1384,54.67
28071,Lafayette MS,0.0,10806,10557,50.58
28073,Lamar MS,0.0,12438,12780,49.32
28075,Lauderdale MS,0.0,16586,11566,58.92
28077,Lawrence MS,1.0,2628,1882,58.27
28079,Leake MS,1.0,3964,3289,54.65
28081,Lee MS,0.0,15640,16408,48.8
28083,Leflore MS,1.0,6330,3946,61.6
28085,Lincoln MS,1.0,7621,5474,58.2
28087,Lowndes MS,0.0,12477,11371,52.32
28089,Madison MS,0.0,15942,24289,39.63
28091,Marion MS,1.0,4738,4869,49.32
28093,Marshall MS,1.0,7677,6069,55.85
28095,Monroe MS,1.0,6618,6465,50.58
28097,Montgomery MS,1.0,2201,1368,61.67
28099,Neshoba MS,1.0,5424,4498,54.67
28101,Newton MS,1.0,4844,3379,58.91
28103,Noxubee MS,1.0,2184,1992,52.3
28105,Oktibbeha MS,0.0,10988,10005,52.34
28107,Panola MS,1.0,7338,4952,59.71
28109,Pearl River MS,1.0,10215,11310,47.46
28111,Perry MS,1.0,2223,2294,49.21
28113,Pike MS,1.0,8809,6319,58.23
28115,Pontotoc MS,1.0,5857,6136,48.84
28117,Prentiss MS,1.0,5683,4490,55.86
28119,Quitman MS,1.0,1361,923,59.59
28121,Rankin MS,0.0,21214,37960,35.85
28123,Scott MS,1.0,5225,4331,54.68
28125,Sharkey MS,1.0,879,487,64.35
28127,Simpson MS,1.0,3506,6272,35.86
28129,Smith MS,1.0,2652,2195,54.71
28131,Stone MS,1.0,3333,3688,47.47
28133,Sunflower MS,1.0,6017,3342,64.29
28135,Tallahatchie MS,1.0,2804,1899,59.62
28137,Tate MS,1.0,6208,4195,59.68
28139,Tippah MS,1.0,4963,3917,55.89
28141,Tishomingo MS,1.0,4285,3378,55.92
28143,Tunica MS,1.0,2160,1454,59.77
28145,Union MS,1.0,5211,5462,48.82
28147,Walthall MS,1.0,3028,2175,58.2
28149,Warren MS,0.0,8807,7939,52.59
28151,Washington MS,0.0,10406,5764,64.35
28153,Wayne MS,1.0,3987,2932,57.62
28155,Webster MS,1.0,2111,1918,52.4
28157,Wilkinson MS,1.0,1876,1349,58.17
28159,Winston MS,1.0,3757,3419,52.36
28161,Yalobusha MS,1.0,2788,1747,61.48
28163,Yazoo MS,1.0,3902,5957,39.58
29001,Adair MO,1.0,3868,5291,42.23
29003,Andrew MO,0.0,3163,3826,45.26
29005,Atchison MO,1.0,859,1146,42.84
29007,Audrain MO,1.0,3496,5888,37.25
29009,Barry MO,1.0,6759,6612,50.55
29011,Barton MO,1.0,2489,2354,51.39
29013,Bates MO,1.0,1728,4493,27.78
29015,Benton MO,1.0,4049,3684,52.36
29017,Bollinger MO,1.0,2240,1833,55.0
29019,Boone MO,0.0,27652,46239,37.42
29021,Buchanan MO,0.0,14824,17906,45.29
29023,Butler MO,1.0,8745,7182,54.91
29025,Caldwell MO,1.0,1289,2188,37.07
29027,Callaway MO,1.0,6491,10370,38.5
29029,Camden MO,1.0,6998,8013,46.62
29031,Cape Girardeau MO,0.0,16305,16173,50.2
29033,Carroll MO,1.0,1363,1779,43.38
29035,Carter MO,1.0,1030,854,54.67
29037,Cass MO,0.0,11623,30232,27.77
29039,Cedar MO,1.0,3033,2868,51.4
29041,Chariton MO,1.0,1173,1534,43.33
29043,Christian MO,0.0,12182,21563,36.1
29045,Clark MO,1.0,1031,1396,42.48
29047,Clay MO,0.0,30409,69309,30.49
29049,Clinton MO,1.0,3093,5255,37.05
29051,Cole MO,0.0,11318,18100,38.47
29053,Cooper MO,1.0,2726,3568,43.31
29055,Crawford MO,1.0,3744,5339,41.22
29057,Dade MO,1.0,1615,1533,51.3
29059,Dallas MO,1.0,3551,3234,52.34
29061,Daviess MO,1.0,1385,1841,42.93
29063,DeKalb MO,1.0,1932,2342,45.2
29065,Dent MO,1.0,2950,2448,54.65
29067,Douglas MO,1.0,2588,1942,57.13
29069,Dunklin MO,1.0,6008,4917,54.99
29071,Franklin MO,1.0,17057,24231,41.31
29073,Gasconade MO,1.0,2609,2893,47.42
29075,Gentry MO,1.0,999,1339,42.73
29077,Greene MO,0.0,55480,73665,42.96
29079,Grundy MO,1.0,1604,2132,42.93
29081,Harrison MO,1.0,1340,1774,43.03
29083,Henry MO,1.0,4695,4448,51.35
29085,Hickory MO,1.0,1722,1574,52.25
29087,Holt MO,1.0,674,902,42.77
29089,Howard MO,1.0,1616,2116,43.3
29091,Howell MO,1.0,8889,6671,57.13
29093,Iron MO,1.0,1953,1609,54.83
29095,Jackson MO,0.0,115187,187737,38.03
29097,Jasper MO,0.0,21626,25505,45.88
29099,Jefferson MO,0.0,27932,60874,31.45
29101,Johnson MO,0.0,7870,13393,37.01
29103,Knox MO,1.0,583,785,42.62
29105,Laclede MO,1.0,7511,6844,52.32
29107,Lafayette MO,0.0,4804,8174,37.02
29109,Lawrence MO,1.0,8109,7684,51.35
29111,Lewis MO,1.0,1542,2110,42.22
29113,Lincoln MO,1.0,8322,14042,37.21
29115,Linn MO,1.0,1932,2578,42.84
29117,Livingston MO,1.0,2387,3173,42.93
29119,McDonald MO,1.0,4563,4465,50.54
29121,Macon MO,1.0,2327,3174,42.3
29123,Madison MO,1.0,2578,2135,54.7
29125,Maries MO,1.0,1488,1626,47.78
29127,Marion MO,1.0,4363,5966,42.24
29129,Mercer MO,1.0,559,763,42.28
29131,Miller MO,1.0,4024,4623,46.54
29133,Mississippi MO,1.0,2649,2190,54.74
29135,Moniteau MO,1.0,2513,2888,46.53
29137,Monroe MO,1.0,1325,1809,42.28
29139,Montgomery MO,1.0,1584,2675,37.19
29141,Morgan MO,1.0,3418,3933,46.5
29143,New Madrid MO,1.0,3489,2856,54.99
29145,Newton MO,0.0,10338,12185,45.9
29147,Nodaway MO,1.0,3498,4647,42.95
29149,Oregon MO,1.0,1936,1460,57.01
29151,Osage MO,1.0,2349,2595,47.51
29153,Ozark MO,1.0,1922,1445,57.08
29155,Pemiscot MO,1.0,3323,2729,54.91
29157,Perry MO,1.0,3563,3613,49.65
29159,Pettis MO,0.0,6857,8974,43.31
29161,Phelps MO,0.0,7927,8730,47.59
29163,Pike MO,1.0,2459,4146,37.23
29165,Platte MO,0.0,13223,30996,29.9
29167,Polk MO,1.0,6561,5983,52.3
29169,Pulaski MO,1.0,9595,10560,47.61
29171,Putnam MO,1.0,759,1017,42.74
29173,Ralls MO,1.0,1581,2170,42.15
29175,Randolph MO,1.0,3940,5156,43.32
29177,Ray MO,1.0,3362,5742,36.93
29179,Reynolds MO,1.0,1207,1006,54.54
29181,Ripley MO,1.0,2182,1803,54.76
29183,St. Charles MO,0.0,33248,124653,21.06
29185,St. Clair MO,1.0,1986,1877,51.41
29186,Ste. Genevieve MO,1.0,3472,3522,49.64
29187,St. Francois MO,1.0,12590,12767,49.65
29189,St. Louis MO,0.0,134680,277184,32.7
29195,Saline MO,1.0,3712,4868,43.26
29197,Schuyler MO,1.0,649,862,42.95
29199,Scotland MO,1.0,727,977,42.66
29201,Scott MO,1.0,7594,7529,50.21
29203,Shannon MO,1.0,1424,1174,54.81
29205,Shelby MO,1.0,944,1283,42.39
29207,Stoddard MO,1.0,6076,4991,54.9
29209,Stone MO,1.0,6086,5956,50.54
29211,Sullivan MO,1.0,973,1296,42.88
29213,Taney MO,1.0,11000,10745,50.59
29215,Texas MO,1.0,5478,4111,57.13
29217,Vernon MO,1.0,4210,3987,51.36
29219,Warren MO,1.0,4959,8366,37.22
29221,Washington MO,1.0,4416,4481,49.63
29223,Wayne MO,1.0,2236,1850,54.72
29225,Webster MO,1.0,5363,9481,36.13
29227,Worth MO,1.0,272,393,40.9
29229,Wright MO,1.0,4069,3048,57.17
29510,St. Louis city MO,0.0,67015,73674,47.63
30001,Beaverhead MT,1.0,1603,2397,40.08
30003,Big Horn MT,1.0,1981,3097,39.01
30005,Blaine MT,1.0,1118,1659,40.26
30007,Broadwater MT,1.0,1073,1591,40.28
30009,Carbon MT,1.0,1709,2497,40.63
30011,Carter MT,1.0,197,305,39.24
30013,Cascade MT,0.0,14419,20085,41.79
30015,Chouteau MT,1.0,900,1383,39.42
30017,Custer MT,1.0,1789,2800,38.98
30019,Daniels MT,1.0,238,379,38.57
30021,Dawson MT,1.0,1357,2115,39.08
30023,Deer Lodge MT,1.0,1608,2409,40.03
30025,Fallon MT,1.0,449,703,38.98
30027,Fergus MT,1.0,1872,2746,40.54
30029,Flathead MT,0.0,17596,24916,41.39
30031,Gallatin MT,0.0,18046,32376,35.79
30033,Garfield MT,1.0,154,250,38.12
30035,Glacier MT,1.0,2324,3288,41.41
30037,Golden Valley MT,1.0,41,123,25.0
30039,Granite MT,1.0,550,837,39.65
30041,Hill MT,1.0,2661,3910,40.5
30043,Jefferson MT,1.0,1988,2884,40.8
30045,Judith Basin MT,1.0,257,433,37.25
30047,Lake MT,1.0,5687,7653,42.63
30049,Lewis and Clark MT,0.0,12126,16889,41.79
30051,Liberty MT,1.0,245,417,37.01
30053,Lincoln MT,1.0,3320,4697,41.41
30055,McCone MT,1.0,247,388,38.9
30057,Madison MT,1.0,1471,2209,39.97
30059,Meagher MT,1.0,239,412,36.71
30061,Mineral MT,1.0,813,1112,42.23
30063,Missoula MT,0.0,21532,28980,42.63
30065,Musselshell MT,1.0,713,1116,38.98
30067,Park MT,1.0,2805,4125,40.48
30069,Petroleum MT,1.0,8,62,11.43
30071,Phillips MT,1.0,623,955,39.48
30073,Pondera MT,1.0,900,1383,39.42
30075,Powder River MT,1.0,241,382,38.68
30077,Powell MT,1.0,1183,1770,40.06
30079,Prairie MT,1.0,138,234,37.1
30081,Ravalli MT,1.0,7595,11308,40.18
30083,Richland MT,1.0,1729,2705,38.99
30085,Roosevelt MT,1.0,1637,2549,39.11
30087,Rosebud MT,1.0,1266,1970,39.12
30089,Sanders MT,1.0,2261,3046,42.6
30091,Sheridan MT,1.0,530,815,39.41
30093,Silver Bow MT,0.0,6043,8991,40.2
30095,Stillwater MT,1.0,1457,2128,40.64
30097,Sweet Grass MT,1.0,532,821,39.32
30099,Teton MT,1.0,965,1458,39.83
30101,Toole MT,1.0,746,1153,39.28
30103,Treasure MT,1.0,78,146,34.82
30105,Valley MT,1.0,1146,1795,38.97
30107,Wheatland MT,1.0,267,440,37.77
30109,Wibaux MT,1.0,115,192,37.46
30111,Yellowstone MT,0.0,28684,39436,42.11
31001,Adams NE,0.0,4444,8157,35.27
31003,Antelope NE,1.0,879,1555,36.11
31005,Arthur NE,1.0,41,80,33.88
31007,Banner NE,1.0,103,133,43.64
31009,Blaine NE,1.0,41,83,33.06
31011,Boone NE,1.0,751,1324,36.19
31013,Box Butte NE,1.0,1992,2422,45.13
31015,Boyd NE,1.0,322,394,44.97
31017,Brown NE,1.0,539,650,45.33
31019,Buffalo NE,0.0,7118,13095,35.21
31021,Burt NE,1.0,932,1656,36.01
31023,Butler NE,1.0,1228,2213,35.69
31025,Cass NE,0.0,3565,6871,34.16
31027,Cedar NE,1.0,1155,2056,35.97
31029,Chase NE,1.0,651,967,40.23
31031,Cherry NE,1.0,1004,1221,45.12
31033,Cheyenne NE,1.0,1740,2110,45.19
31035,Clay NE,1.0,872,1598,35.3
31037,Colfax NE,1.0,1470,2602,36.1
31039,Cuming NE,1.0,1263,2221,36.25
31041,Custer NE,1.0,1588,2650,37.47
31043,Dakota NE,0.0,3001,5303,36.14
31045,Dawes NE,1.0,1515,1836,45.21
31047,Dawson NE,1.0,4012,5973,40.18
31049,Deuel NE,1.0,328,399,45.12
31051,Dixon NE,1.0,775,1384,35.9
31053,Dodge NE,0.0,4993,9608,34.2
31055,Douglas NE,0.0,86681,149431,36.71
31057,Dundy NE,1.0,258,397,39.39
31059,Fillmore NE,1.0,814,1482,35.45
31061,Franklin NE,1.0,407,764,34.76
31063,Frontier NE,1.0,415,620,40.1
31065,Furnas NE,1.0,773,1152,40.16
31067,Gage NE,1.0,3150,5741,35.43
31069,Garden NE,1.0,337,407,45.3
31071,Garfield NE,1.0,264,447,37.13
31073,Gosper NE,1.0,310,462,40.16
31075,Grant NE,1.0,85,129,39.72
31077,Greeley NE,1.0,320,535,37.43
31079,Hall NE,0.0,9459,15783,37.47
31081,Hamilton NE,1.0,1416,2360,37.5
31083,Harlan NE,1.0,435,814,34.83
31085,Hayes NE,1.0,127,193,39.69
31087,Hitchcock NE,1.0,435,644,40.32
31089,Holt NE,1.0,1859,2255,45.19
31091,Hooker NE,1.0,107,164,39.48
31093,Howard NE,1.0,971,1623,37.43
31095,Jefferson NE,1.0,1056,1916,35.53
31097,Johnson NE,1.0,768,1403,35.38
31099,Kearney NE,1.0,954,1745,35.35
31101,Keith NE,1.0,1388,2067,40.17
31103,Keya Paha NE,1.0,122,154,44.2
31105,Kimball NE,1.0,630,761,45.29
31107,Knox NE,1.0,1163,2062,36.06
31109,Lancaster NE,0.0,47467,83950,36.12
31111,Lincoln NE,0.0,5763,8590,40.15
31113,Logan NE,1.0,107,164,39.48
31115,Loup NE,1.0,73,139,34.43
31117,McPherson NE,1.0,33,71,31.73
31119,Madison NE,0.0,4948,8742,36.14
31121,Merrick NE,0.0,1142,1926,37.22
31123,Morrill NE,1.0,847,1026,45.22
31125,Nance NE,1.0,473,814,36.75
31127,Nemaha NE,1.0,1032,1871,35.55
31129,Nuckolls NE,1.0,588,1073,35.4
31131,Otoe NE,1.0,2308,4201,35.46
31133,Pawnee NE,1.0,352,650,35.13
31135,Perkins NE,1.0,473,706,40.12
31137,Phelps NE,1.0,1270,2353,35.05
31139,Pierce NE,1.0,1019,1804,36.1
31141,Platte NE,0.0,4762,8452,36.04
31143,Polk NE,1.0,755,1388,35.23
31145,Red Willow NE,1.0,1786,2657,40.2
31147,Richardson NE,1.0,1143,2087,35.39
31149,Rock NE,1.0,214,262,44.96
31151,Saline NE,1.0,2069,3770,35.43
31153,Sarpy NE,0.0,17689,54733,24.42
31155,Saunders NE,1.0,2993,5762,34.19
