county,CountyName,rural,Num Eligible,Num Ineligible,Percentage Eligible
16043,Fremont ID,1.0,1897,2186,46.46
16045,Gem ID,1.0,2888,4198,40.76
16047,Gooding ID,1.0,2447,3208,43.27
16049,Idaho ID,1.0,3003,3618,45.36
16051,Jefferson ID,1.0,4375,5049,46.42
16053,Jerome ID,1.0,3815,4988,43.34
16055,Kootenai ID,0.0,25669,42618,37.59
16057,Latah ID,0.0,7105,9437,42.95
16059,Lemhi ID,1.0,1429,1741,45.08
16061,Lewis ID,1.0,630,764,45.19
16063,Lincoln ID,1.0,801,1058,43.09
16065,Madison ID,0.0,7500,8660,46.41
16067,Minidoka ID,1.0,3408,4455,43.34
16069,Nez Perce ID,0.0,7574,9213,45.12
16071,Oneida ID,1.0,793,914,46.46
16073,Owyhee ID,1.0,2093,2177,49.02
16075,Payette ID,1.0,3824,5569,40.71
16077,Power ID,0.0,1375,1568,46.72
16079,Shoshone ID,1.0,2365,3144,42.93
16081,Teton ID,1.0,1653,1903,46.48
16083,Twin Falls ID,0.0,16031,17686,47.55
16085,Valley ID,1.0,2110,2575,45.04
16087,Washington ID,1.0,1585,2308,40.71
17001,Adams IL,0.0,12063,15719,43.42
17003,Alexander IL,1.0,958,1125,45.99
17005,Bond IL,1.0,2694,3936,40.63
17007,Boone IL,0.0,8077,12392,39.46
17009,Brown IL,1.0,1100,1473,42.75
17011,Bureau IL,1.0,5632,8325,40.35
17013,Calhoun IL,1.0,703,936,42.89
17015,Carroll IL,1.0,2604,3900,40.04
17017,Cass IL,1.0,2104,2788,43.01
17019,Champaign IL,0.0,36918,47283,43.85
17021,Christian IL,1.0,6602,7672,46.25
17023,Clark IL,1.0,2910,3551,45.04
17025,Clay IL,1.0,2272,2919,43.77
17027,Clinton IL,1.0,5942,8653,40.71
17029,Coles IL,0.0,8847,10733,45.18
17031,Cook IL,0.0,905140,1166566,43.69
17033,Crawford IL,1.0,3525,4285,45.13
17035,Cumberland IL,1.0,1969,2391,45.16
17037,DeKalb IL,0.0,16266,23527,40.88
17039,De Witt IL,1.0,2490,3778,39.73
17041,Douglas IL,1.0,3743,4519,45.3
17043,DuPage IL,0.0,97334,253136,27.77
17045,Edgar IL,1.0,3193,3869,45.21
17047,Edwards IL,1.0,1152,1336,46.3
17049,Effingham IL,1.0,5894,7630,43.58
17051,Fayette IL,1.0,3650,4738,43.51
17053,Ford IL,1.0,2568,2919,46.8
17055,Franklin IL,1.0,8427,7610,52.55
17057,Fulton IL,1.0,6175,8041,43.44
17059,Gallatin IL,1.0,897,1053,46.0
17061,Greene IL,1.0,1936,2560,43.06
17063,Grundy IL,0.0,7623,11920,39.01
17065,Hamilton IL,1.0,1463,1702,46.22
17067,Hancock IL,1.0,3246,4244,43.34
17069,Hardin IL,1.0,649,765,45.9
17071,Henderson IL,1.0,1175,1534,43.37
17073,Henry IL,0.0,9067,11868,43.31
17075,Iroquois IL,1.0,5185,5876,46.88
17077,Jackson IL,0.0,11822,10664,52.57
17079,Jasper IL,1.0,1588,2038,43.79
17081,Jefferson IL,1.0,5994,8723,40.73
17083,Jersey IL,1.0,3451,4584,42.95
17085,Jo Daviess IL,0.0,3663,5458,40.16
17087,Johnson IL,1.0,2425,2834,46.11
17089,Kane IL,0.0,66310,116631,36.25
17091,Kankakee IL,0.0,15598,24404,38.99
17093,Kendall IL,0.0,14719,31711,31.7
17095,Knox IL,0.0,8456,12490,40.37
17097,Lake IL,0.0,79425,174636,31.26
17099,La Salle IL,1.0,18896,26020,42.07
17101,Lawrence IL,1.0,2610,3362,43.7
17103,Lee IL,1.0,5678,8472,40.13
17105,Livingston IL,1.0,6181,8493,42.12
17107,Logan IL,1.0,4524,6846,39.79
17109,McDonough IL,1.0,5020,6554,43.37
17111,McHenry IL,0.0,35098,82841,29.76
17113,McLean IL,0.0,24206,45057,34.95
17115,Macon IL,0.0,20170,23436,46.26
17117,Macoupin IL,1.0,7225,9582,42.99
17119,Madison IL,0.0,42087,67533,38.39
17121,Marion IL,1.0,6097,8871,40.73
17123,Marshall IL,1.0,1991,2940,40.38
17125,Mason IL,1.0,2375,3115,43.26
17127,Massac IL,1.0,2601,3023,46.25
17129,Menard IL,1.0,1974,2985,39.81
17131,Mercer IL,1.0,2901,3783,43.4
17133,Monroe IL,0.0,5461,8361,39.51
17135,Montgomery IL,1.0,4582,6921,39.83
17137,Morgan IL,1.0,5290,7011,43.0
17139,Moultrie IL,1.0,2319,3532,39.63
17141,Ogle IL,1.0,8383,12122,40.88
17143,Peoria IL,0.0,34633,44681,43.67
17145,Perry IL,1.0,4677,4218,52.58
17147,Piatt IL,1.0,2668,4075,39.57
17149,Pike IL,1.0,2673,3513,43.21
17151,Pope IL,1.0,678,794,46.06
17153,Pulaski IL,1.0,947,1113,45.97
17155,Putnam IL,1.0,958,1411,40.44
17157,Randolph IL,1.0,4885,7081,40.82
17159,Richland IL,1.0,2714,3486,43.77
17161,Rock Island IL,0.0,24676,35511,41.0
17163,St. Clair IL,0.0,41011,58083,41.39
17165,Saline IL,1.0,4345,5058,46.21
17167,Sangamon IL,0.0,32442,51972,38.43
17169,Schuyler IL,1.0,1226,1632,42.9
17171,Scott IL,1.0,792,1052,42.95
17173,Shelby IL,1.0,3401,5137,39.83
17175,Stark IL,1.0,914,1352,40.34
17177,Stephenson IL,0.0,7402,11083,40.04
17179,Tazewell IL,0.0,20616,34593,37.34
17181,Union IL,1.0,3154,3671,46.21
17183,Vermilion IL,0.0,14136,16096,46.76
17185,Wabash IL,1.0,2071,2419,46.12
17187,Warren IL,1.0,3093,4059,43.25
17189,Washington IL,1.0,2213,3230,40.66
17191,Wayne IL,1.0,2759,3568,43.61
17193,White IL,1.0,2545,2945,46.36
17195,Whiteside IL,1.0,9236,13823,40.05
17197,Will IL,0.0,73283,169421,30.19
17199,Williamson IL,1.0,15002,13519,52.6
17201,Winnebago IL,0.0,53323,60212,46.97
17203,Woodford IL,0.0,6505,9604,40.38
18001,Adams IN,1.0,5483,8710,38.63
18003,Allen IN,0.0,65797,89069,42.49
18005,Bartholomew IN,0.0,13177,19199,40.7
18007,Benton IN,1.0,1337,2100,38.9
18009,Blackford IN,1.0,2342,2547,47.9
18011,Boone IN,0.0,7036,22077,24.17
18013,Brown IN,1.0,2328,3534,39.71
18015,Carroll IN,1.0,3095,4875,38.83
18017,Cass IN,1.0,7139,9019,44.18
18019,Clark IN,0.0,21507,28088,43.37
18021,Clay IN,0.0,4565,5923,43.53
18023,Clinton IN,1.0,5070,7979,38.85
18025,Crawford IN,1.0,1747,2606,40.13
18027,Daviess IN,1.0,6592,6833,49.1
18029,Dearborn IN,0.0,7403,13047,36.2
18031,Decatur IN,1.0,3990,6211,39.11
18033,De Kalb IN,1.0,6864,9349,42.34
18035,Delaware IN,0.0,24344,21633,52.95
18037,Dubois IN,1.0,7238,10785,40.16
18039,Elkhart IN,0.0,29483,39531,42.72
18041,Fayette IN,1.0,4757,4611,50.78
18043,Floyd IN,0.0,11816,19278,38.0
18045,Fountain IN,1.0,2850,3683,43.62
18047,Franklin IN,1.0,3328,5865,36.2
18049,Fulton IN,1.0,3434,4669,42.38
18051,Gibson IN,1.0,4261,8960,32.23
18053,Grant IN,0.0,11661,14297,44.92
18055,Greene IN,1.0,6081,6290,49.16
18057,Hamilton IN,0.0,24994,106194,19.05
18059,Hancock IN,0.0,12129,20248,37.46
18061,Harrison IN,0.0,5792,9488,37.91
18063,Hendricks IN,0.0,15837,49914,24.09
18065,Henry IN,1.0,9436,10244,47.95
18067,Howard IN,0.0,15748,19936,44.13
18069,Huntington IN,1.0,5612,8921,38.62
18071,Jackson IN,1.0,7445,10847,40.7
18073,Jasper IN,1.0,5509,7501,42.34
18075,Jay IN,1.0,3946,4286,47.93
18077,Jefferson IN,1.0,4996,7777,39.11
18079,Jennings IN,1.0,4160,6481,39.09
18081,Johnson IN,0.0,17143,44973,27.6
18083,Knox IN,1.0,6017,8978,40.13
18085,Kosciusko IN,1.0,12085,18483,39.53
18087,Lagrange IN,1.0,6390,8722,42.28
18089,Lake IN,0.0,88392,103876,45.97
18091,La Porte IN,0.0,18514,24931,42.61
18093,Lawrence IN,1.0,8895,9211,49.13
18095,Madison IN,0.0,27368,26541,50.77
18097,Marion IN,0.0,177343,217296,44.94
18099,Marshall IN,1.0,6945,10623,39.53
18101,Martin IN,1.0,1932,2006,49.06
18103,Miami IN,0.0,6316,7735,44.95
18105,Monroe IN,0.0,27026,29688,47.65
18107,Montgomery IN,1.0,5793,9116,38.86
18109,Morgan IN,0.0,10849,16438,39.76
18111,Newton IN,1.0,2319,3152,42.39
18113,Noble IN,1.0,7509,10250,42.28
18115,Ohio IN,1.0,866,1527,36.19
18117,Orange IN,1.0,3917,4059,49.11
18119,Owen IN,1.0,4215,4358,49.17
18121,Parke IN,1.0,2788,3608,43.59
18123,Perry IN,1.0,3188,4731,40.26
18125,Pike IN,1.0,2029,3025,40.15
18127,Porter IN,0.0,23674,44581,34.68
18129,Posey IN,0.0,3259,6848,32.24
18131,Pulaski IN,1.0,2095,2848,42.38
18133,Putnam IN,1.0,5549,8416,39.74
18135,Randolph IN,0.0,4725,5122,47.98
18137,Ripley IN,1.0,4241,7466,36.23
18139,Rush IN,1.0,3401,3301,50.75
18141,St. Joseph IN,0.0,42866,64209,40.03
18143,Scott IN,1.0,3673,5723,39.09
18145,Shelby IN,0.0,6841,11424,37.45
18147,Spencer IN,1.0,3287,4900,40.15
18149,Starke IN,1.0,3909,5338,42.27
18151,Steuben IN,1.0,5450,7421,42.34
18153,Sullivan IN,1.0,3579,4655,43.47
18155,Switzerland IN,1.0,1416,2514,36.03
18157,Tippecanoe IN,0.0,33359,40165,45.37
18159,Tipton IN,0.0,2906,3658,44.27
18161,Union IN,1.0,1436,1398,50.67
18163,Vanderburgh IN,0.0,34226,45089,43.15
18165,Vermillion IN,1.0,2664,3450,43.57
18167,Vigo IN,0.0,22127,20012,52.51
18169,Wabash IN,1.0,5442,6661,44.96
18171,Warren IN,1.0,1462,1883,43.71
18173,Warrick IN,0.0,8234,17341,32.2
18175,Washington IN,1.0,4113,6726,37.95
18177,Wayne IN,0.0,13532,13130,50.75
18179,Wells IN,1.0,4311,6855,38.61
18181,White IN,1.0,3771,5931,38.87
18183,Whitley IN,0.0,5239,8321,38.64
19001,Adair IA,1.0,1270,1750,42.05
19003,Adams IA,1.0,627,818,43.39
19005,Allamakee IA,1.0,2165,3681,37.03
19007,Appanoose IA,1.0,2188,2822,43.67
19009,Audubon IA,1.0,967,1305,42.56
19011,Benton IA,1.0,4140,6048,40.64
19013,Black Hawk IA,0.0,23939,30012,44.37
19015,Boone IA,0.0,4077,6524,38.46
19017,Bremer IA,1.0,3841,6537,37.01
19019,Buchanan IA,1.0,3195,5163,38.23
19021,Buena Vista IA,1.0,3775,4785,44.1
19023,Butler IA,1.0,2381,3658,39.43
19025,Calhoun IA,1.0,1800,2287,44.04
19027,Carroll IA,1.0,3766,4768,44.13
19029,Cass IA,1.0,2274,3099,42.32
19031,Cedar IA,1.0,3177,4390,41.98
19033,Cerro Gordo IA,0.0,7934,10475,43.1
19035,Cherokee IA,1.0,2115,2672,44.18
19037,Chickasaw IA,1.0,1852,3145,37.06
19039,Clarke IA,1.0,1722,2216,43.73
19041,Clay IA,1.0,2220,4235,34.39
19043,Clayton IA,1.0,2626,4454,37.09
19045,Clinton IA,0.0,7989,11018,42.03
19047,Crawford IA,1.0,2997,3794,44.13
19049,Dallas IA,0.0,11657,29777,28.13
19051,Davis IA,1.0,1601,1918,45.5
19053,Decatur IA,1.0,1355,1757,43.54
19055,Delaware IA,1.0,2707,4390,38.14
19057,Des Moines IA,0.0,7630,8432,47.5
19059,Dickinson IA,1.0,2395,4592,34.28
19061,Dubuque IA,0.0,15411,24955,38.18
19063,Emmet IA,1.0,1270,2425,34.37
19065,Fayette IA,1.0,2990,5089,37.01
19067,Floyd IA,1.0,2874,3800,43.06
19069,Franklin IA,1.0,1662,2557,39.39
19071,Fremont IA,1.0,1184,1518,43.82
19073,Greene IA,1.0,1594,2018,44.13
19075,Grundy IA,1.0,2048,3141,39.47
19077,Guthrie IA,1.0,1828,2496,42.28
19079,Hamilton IA,1.0,2511,3842,39.52
19081,Hancock IA,1.0,1982,2623,43.04
19083,Hardin IA,1.0,2807,4296,39.52
19085,Harrison IA,1.0,2530,3418,42.54
19087,Henry IA,1.0,4021,4444,47.5
19089,Howard IA,1.0,1454,2472,37.04
19091,Humboldt IA,1.0,1602,2445,39.58
19093,Ida IA,1.0,1282,1617,44.22
19095,Iowa IA,1.0,2695,3938,40.63
19097,Jackson IA,1.0,3019,4903,38.11
19099,Jasper IA,1.0,4524,9999,31.15
19101,Jefferson IA,1.0,2749,3299,45.45
19103,Johnson IA,0.0,20118,41183,32.82
19105,Jones IA,1.0,3548,4898,42.01
19107,Keokuk IA,1.0,1761,2113,45.46
19109,Kossuth IA,1.0,2728,3601,43.1
19111,Lee IA,1.0,6593,7275,47.54
19113,Linn IA,0.0,30335,64544,31.97
19115,Louisa IA,1.0,2118,2353,47.37
19117,Lucas IA,1.0,1519,1982,43.39
19119,Lyon IA,1.0,1615,3091,34.32
19121,Madison IA,1.0,1943,4951,28.18
19123,Mahaska IA,1.0,3896,4682,45.42
19125,Marion IA,1.0,3992,8833,31.13
19127,Marshall IA,0.0,6496,9498,40.62
19129,Mills IA,1.0,2514,3399,42.52
19131,Mitchell IA,1.0,1940,2565,43.06
19133,Monona IA,1.0,1593,2016,44.14
19135,Monroe IA,1.0,1345,1743,43.56
19137,Montgomery IA,1.0,1829,2368,43.58
19139,Muscatine IA,0.0,7436,10253,42.04
19141,OBrien IA,1.0,1920,3678,34.3
19143,Osceola IA,1.0,838,1606,34.29
19145,Page IA,1.0,2701,3497,43.58
19147,Palo Alto IA,1.0,1220,2322,34.44
19149,Plymouth IA,0.0,4248,5792,42.31
19151,Pocahontas IA,1.0,1290,1634,44.12
19153,Polk IA,0.0,69676,134100,34.19
19155,Pottawattamie IA,0.0,16309,22007,42.56
19157,Poweshiek IA,1.0,3017,4424,40.55
19159,Ringgold IA,1.0,805,1047,43.47
19161,Sac IA,1.0,1782,2253,44.16
19163,Scott IA,0.0,28589,43535,39.64
19165,Shelby IA,1.0,2033,2767,42.35
19167,Sioux IA,1.0,4863,9296,34.35
19169,Story IA,0.0,15014,24079,38.41
19171,Tama IA,1.0,2777,4048,40.69
19173,Taylor IA,1.0,1051,1350,43.77
19175,Union IA,1.0,2155,2785,43.62
19177,Van Buren IA,1.0,1265,1515,45.5
19179,Wapello IA,0.0,6223,7479,45.42
19181,Warren IA,0.0,6266,13847,31.15
19183,Washington IA,1.0,3968,4766,45.43
19185,Wayne IA,1.0,1161,1492,43.76
19187,Webster IA,0.0,6159,9432,39.5
19189,Winnebago IA,1.0,1969,2605,43.05
19191,Winneshiek IA,1.0,3087,5248,37.04
19193,Woodbury IA,0.0,17499,23895,42.27
19195,Worth IA,1.0,1368,1809,43.06
19197,Wright IA,1.0,2155,3295,39.54
20001,Allen KS,1.0,2327,2646,46.79
20003,Anderson KS,1.0,1439,1648,46.61
20005,Atchison KS,1.0,1930,4324,30.86
20007,Barber KS,1.0,688,963,41.67
20009,Barton KS,1.0,4205,5801,42.02
20011,Bourbon KS,1.0,2666,3043,46.7
20013,Brown KS,1.0,1109,2511,30.64
20015,Butler KS,0.0,8543,17222,33.16
20017,Chase KS,1.0,464,500,48.13
20019,Chautauqua KS,1.0,641,659,49.31
20021,Cherokee KS,1.0,3592,4100,46.7
20023,Cheyenne KS,1.0,456,637,41.72
20025,Clark KS,1.0,272,408,40.0
20027,Clay KS,1.0,1410,1974,41.67
20029,Cloud KS,1.0,1563,2200,41.54
20031,Coffey KS,1.0,1675,1716,49.4
20033,Comanche KS,1.0,263,365,41.88
20035,Cowley KS,1.0,6394,7443,46.21
20037,Crawford KS,0.0,7215,8222,46.74
20039,Decatur KS,1.0,481,668,41.86
20041,Dickinson KS,1.0,3193,4470,41.67
20043,Doniphan KS,0.0,882,1985,30.76
20045,Douglas KS,0.0,20742,29017,41.68
20047,Edwards KS,1.0,478,658,42.08
20049,Elk KS,1.0,450,491,47.82
20051,Ellis KS,0.0,5230,7100,42.42
20053,Ellsworth KS,1.0,1116,1561,41.69
20055,Finney KS,0.0,5283,8022,39.71
20057,Ford KS,0.0,4712,7135,39.77
20059,Franklin KS,1.0,4807,5489,46.69
20061,Geary KS,0.0,6392,7586,45.73
20063,Gove KS,1.0,471,655,41.83
20065,Graham KS,1.0,417,585,41.62
20067,Grant KS,1.0,1006,1534,39.61
20069,Gray KS,1.0,776,1177,39.73
20071,Greeley KS,1.0,208,284,42.28
20073,Greenwood KS,1.0,1214,1240,49.47
20075,Hamilton KS,1.0,340,513,39.86
20077,Harper KS,1.0,908,1247,42.13
20079,Harvey KS,1.0,4129,8432,32.87
20081,Haskell KS,1.0,521,784,39.92
20083,Hodgeman KS,1.0,225,360,38.46
20085,Jackson KS,1.0,1543,3509,30.54
20087,Jefferson KS,0.0,2180,4864,30.95
20089,Jewell KS,1.0,486,690,41.33
20091,Johnson KS,0.0,60009,185634,24.43
20093,Kearny KS,1.0,545,827,39.72
20095,Kingman KS,1.0,1234,1703,42.02
20097,Kiowa KS,1.0,395,547,41.93
20099,Labette KS,1.0,3737,4258,46.74
20101,Lane KS,1.0,261,361,41.96
20103,Leavenworth KS,0.0,10335,20252,33.79
20105,Lincoln KS,1.0,486,694,41.19
20107,Linn KS,1.0,1220,2373,33.95
20109,Logan KS,1.0,481,668,41.86
20111,Lyon KS,0.0,6452,6648,49.25
20113,McPherson KS,1.0,4869,7498,39.37
20115,Marion KS,1.0,2355,2436,49.15
20117,Marshall KS,1.0,1733,2433,41.6
20119,Meade KS,1.0,554,845,39.6
20121,Miami KS,1.0,4308,8460,33.74
20123,Mitchell KS,1.0,1014,1414,41.76
20125,Montgomery KS,1.0,6293,6494,49.21
20127,Morris KS,1.0,1075,1125,48.86
20129,Morton KS,1.0,360,563,39.0
20131,Nemaha KS,1.0,1778,2491,41.65
20133,Neosho KS,1.0,2952,3381,46.61
20135,Ness KS,1.0,466,646,41.91
20137,Norton KS,1.0,994,1347,42.46
20139,Osage KS,1.0,1866,4187,30.83
20141,Osborne KS,1.0,632,857,42.44
20143,Ottawa KS,1.0,1007,1404,41.77
20145,Pawnee KS,1.0,1029,1431,41.83
20147,Phillips KS,1.0,912,1218,42.82
20149,Pottawatomie KS,0.0,4413,5239,45.72
20151,Pratt KS,1.0,1512,2082,42.07
20153,Rawlins KS,1.0,439,626,41.22
20155,Reno KS,0.0,9972,15371,39.35
20157,Republic KS,1.0,821,1128,42.12
20159,Rice KS,1.0,1512,2335,39.3
20161,Riley KS,0.0,12518,14859,45.72
20163,Rooks KS,1.0,892,1203,42.58
20165,Rush KS,1.0,484,667,42.05
20167,Russell KS,1.0,1212,1638,42.53
20169,Saline KS,0.0,9405,13208,41.59
20171,Scott KS,1.0,942,1264,42.7
20173,Sedgwick KS,0.0,84274,118657,41.53
20175,Seward KS,0.0,3019,4573,39.77
20177,Shawnee KS,0.0,33397,41488,44.6
20179,Sheridan KS,1.0,420,596,41.34
20181,Sherman KS,1.0,1076,1460,42.43
20183,Smith KS,1.0,646,877,42.42
20185,Stafford KS,1.0,668,927,41.88
20187,Stanton KS,1.0,286,423,40.34
20189,Stevens KS,1.0,725,1099,39.75
20191,Sumner KS,0.0,3687,5091,42.0
20193,Thomas KS,1.0,1433,1954,42.31
20195,Trego KS,1.0,494,684,41.94
20197,Wabaunsee KS,1.0,804,1819,30.65
20199,Wallace KS,1.0,249,343,42.06
20201,Washington KS,1.0,964,1349,41.68
20203,Wichita KS,1.0,372,521,41.66
20205,Wilson KS,1.0,1721,1772,49.27
20207,Woodson KS,1.0,574,612,48.4
20209,Wyandotte KS,0.0,35892,26647,57.39
21001,Adair KY,1.0,4322,3016,58.9
21003,Allen KY,1.0,4433,3550,55.53
21005,Anderson KY,1.0,4459,5642,44.14
21007,Ballard KY,1.0,1466,1585,48.05
21009,Barren KY,1.0,9601,7691,55.52
21011,Bath KY,1.0,2672,2048,56.61
21013,Bell KY,1.0,6285,2787,69.28
21015,Boone KY,0.0,15325,35697,30.04
21017,Bourbon KY,1.0,3561,4401,44.72
21019,Boyd KY,0.0,10358,8442,55.1
21021,Boyle KY,1.0,6044,5638,51.74
21023,Bracken KY,1.0,1749,1349,56.46
21025,Breathitt KY,1.0,3816,1065,78.18
21027,Breckinridge KY,1.0,3390,4417,43.42
21029,Bullitt KY,0.0,12675,18843,40.22
21031,Butler KY,1.0,2662,2137,55.47
21033,Caldwell KY,1.0,2954,2162,57.74
21035,Calloway KY,1.0,7009,7588,48.02
21037,Campbell KY,0.0,15777,21117,42.76
21039,Carlisle KY,1.0,914,984,48.16
21041,Carroll KY,1.0,1831,2458,42.69
21043,Carter KY,1.0,5717,4654,55.12
21045,Casey KY,1.0,3655,2545,58.95
21047,Christian KY,0.0,15002,12317,54.91
21049,Clark KY,1.0,6507,8037,44.74
21051,Clay KY,1.0,5101,2809,64.49
21053,Clinton KY,1.0,2112,1474,58.9
21055,Crittenden KY,1.0,2101,1535,57.78
21057,Cumberland KY,1.0,1346,939,58.91
21059,Daviess KY,0.0,16901,24673,40.65
21061,Edmonson KY,1.0,2618,2098,55.51
21063,Elliott KY,1.0,1585,1293,55.07
21065,Estill KY,1.0,3426,2097,62.03
21067,Fayette KY,0.0,58613,80690,42.08
21069,Fleming KY,1.0,3157,2422,56.59
21071,Floyd KY,1.0,9699,4381,68.88
21073,Franklin KY,0.0,9644,12183,44.18
21075,Fulton KY,1.0,1222,1324,48.0
21077,Gallatin KY,1.0,1484,1970,42.96
21079,Garrard KY,1.0,3358,3128,51.77
21081,Grant KY,1.0,4230,5657,42.78
21083,Graves KY,1.0,6932,7497,48.04
21085,Grayson KY,1.0,4384,5715,43.41
21087,Green KY,1.0,2539,1778,58.81
21089,Greenup KY,1.0,7726,6298,55.09
21091,Hancock KY,1.0,1517,2021,42.88
21093,Hardin KY,0.0,18700,23019,44.82
21095,Harlan KY,1.0,6994,3101,69.28
21097,Harrison KY,1.0,3284,4064,44.69
21099,Hart KY,1.0,4153,3324,55.54
21101,Henderson KY,0.0,7519,9975,42.98
21103,Henry KY,1.0,1761,3784,31.76
21105,Hickman KY,1.0,858,930,47.99
21107,Hopkins KY,1.0,10597,7788,57.64
21109,Jackson KY,1.0,3242,1788,64.45
21111,Jefferson KY,0.0,149309,181795,45.09
21113,Jessamine KY,0.0,10488,9763,51.79
21115,Johnson KY,1.0,6116,2770,68.83
21117,Kenton KY,0.0,25579,42170,37.76
21119,Knott KY,1.0,3969,1100,78.3
21121,Knox KY,1.0,7879,3489,69.31
21123,Larue KY,1.0,2475,3214,43.51
21125,Laurel KY,1.0,15681,8639,64.48
21127,Lawrence KY,1.0,3493,2846,55.1
21129,Lee KY,1.0,2056,573,78.2
21131,Leslie KY,1.0,2930,811,78.32
21133,Letcher KY,1.0,6001,1670,78.23
21135,Lewis KY,1.0,2733,2092,56.64
21137,Lincoln KY,1.0,4809,4474,51.8
21139,Livingston KY,1.0,2075,1520,57.72
21141,Logan KY,1.0,5897,4728,55.5
21143,Lyon KY,1.0,1786,1476,54.75
21145,McCracken KY,0.0,12806,13876,47.99
21147,McCreary KY,1.0,4099,2279,64.27
21149,McLean KY,1.0,1528,2031,42.93
21151,Madison KY,0.0,22391,13719,62.01
21153,Magoffin KY,1.0,3135,1418,68.86
21155,Marion KY,1.0,3245,4237,43.37
21157,Marshall KY,1.0,5974,6470,48.01
21159,Martin KY,1.0,3054,1372,69.0
21161,Mason KY,1.0,3580,2745,56.6
21163,Meade KY,1.0,4981,6481,43.46
21165,Menifee KY,1.0,1276,973,56.74
21167,Mercer KY,1.0,4238,5349,44.21
21169,Metcalfe KY,1.0,2217,1776,55.52
21171,Monroe KY,1.0,2444,1956,55.55
21173,Montgomery KY,1.0,5885,4518,56.57
21175,Morgan KY,1.0,2870,2202,56.59
21177,Muhlenberg KY,1.0,7224,5299,57.69
21179,Nelson KY,1.0,7755,10103,43.43
21181,Nicholas KY,1.0,1335,1643,44.83
21183,Ohio KY,1.0,3980,5289,42.94
21185,Oldham KY,0.0,7628,16402,31.74
21187,Owen KY,1.0,1911,2559,42.75
21189,Owsley KY,1.0,1128,311,78.39
21191,Pendleton KY,1.0,2489,3327,42.8
21193,Perry KY,1.0,7924,2205,78.23
21195,Pike KY,1.0,15831,7154,68.88
21197,Powell KY,1.0,3173,1941,62.05
21199,Pulaski KY,1.0,15824,8813,64.23
21201,Robertson KY,1.0,456,352,56.44
21203,Rockcastle KY,1.0,4017,2210,64.51
21205,Rowan KY,1.0,5165,3960,56.6
21207,Russell KY,1.0,4120,2874,58.91
21209,Scott KY,0.0,10059,12427,44.73
21211,Shelby KY,0.0,5415,11664,31.71
21213,Simpson KY,1.0,4222,3380,55.54
21215,Spencer KY,1.0,3000,4466,40.18
21217,Taylor KY,1.0,5969,4157,58.95
21219,Todd KY,1.0,2525,2074,54.9
21221,Trigg KY,1.0,2898,2382,54.89
21223,Trimble KY,1.0,948,2053,31.59
21225,Union KY,1.0,2292,3044,42.95
21227,Warren KY,0.0,25029,28064,47.14
21229,Washington KY,1.0,2007,2599,43.57
21231,Wayne KY,1.0,4757,2650,64.22
21233,Webster KY,1.0,2190,2897,43.05
21235,Whitley KY,1.0,9582,4243,69.31
21237,Wolfe KY,1.0,1825,507,78.26
21239,Woodford KY,1.0,5022,6347,44.17
22001,Acadia Parish LA,0.0,11921,10270,53.72
22003,Allen Parish LA,1.0,3698,3878,48.81
22005,Ascension Parish LA,0.0,23244,24888,48.29
22007,Assumption Parish LA,1.0,4224,3992,51.41
22009,Avoyelles Parish LA,1.0,7743,5910,56.71
22011,Beauregard Parish LA,1.0,5929,6233,48.75
22013,Bienville Parish LA,1.0,3068,1830,62.64
22015,Bossier Parish LA,0.0,24064,25058,48.99
22017,Caddo Parish LA,0.0,56969,39527,59.04
22019,Calcasieu Parish LA,0.0,38361,33851,53.12
22021,Caldwell Parish LA,1.0,2236,1237,64.38
22023,Cameron Parish LA,1.0,1054,824,56.12
22025,Catahoula Parish LA,1.0,1738,1333,56.59
22027,Claiborne Parish LA,1.0,3341,1996,62.6
22029,Concordia Parish LA,1.0,3639,2782,56.67
22031,De Soto Parish LA,1.0,6299,3760,62.62
22033,East Baton Rouge Parish LA,0.0,95178,80556,54.16
22035,East Carroll Parish LA,1.0,1721,958,64.24
22037,East Feliciana Parish LA,1.0,3540,3498,50.3
22039,Evangeline Parish LA,1.0,8672,3876,69.11
22041,Franklin Parish LA,1.0,4568,2541,64.26
22043,Grant Parish LA,1.0,4338,3299,56.8
22045,Iberia Parish LA,0.0,15078,10641,58.63
22047,Iberville Parish LA,0.0,5475,5410,50.3
22049,Jackson Parish LA,1.0,3472,1933,64.24
22051,Jefferson Parish LA,0.0,92820,86593,51.74
22053,Jefferson Davis Parish LA,1.0,6040,4703,56.22
22055,Lafayette Parish LA,0.0,40475,57486,41.32
22057,Lafourche Parish LA,0.0,19672,18582,51.42
22059,La Salle Parish LA,1.0,2891,2205,56.73
22061,Lincoln Parish LA,0.0,11373,6792,62.61
22063,Livingston Parish LA,0.0,23316,28758,44.77
22065,Madison Parish LA,1.0,2314,1283,64.33
22067,Morehouse Parish LA,1.0,5923,3306,64.18
22069,Natchitoches Parish LA,1.0,8815,5275,62.56
22071,Orleans Parish LA,0.0,88313,70513,55.6
22073,Ouachita Parish LA,0.0,35756,25848,58.04
22075,Plaquemines Parish LA,0.0,4653,4004,53.75
22077,Pointe Coupee Parish LA,1.0,3750,3713,50.25
22079,Rapides Parish LA,0.0,27604,20381,57.53
