zcta,Num Eligible,Num Ineligible,Percentage Eligible
15711,65,75,46.43
15712,15,15,50.0
15713,53,51,50.96
15714,1065,1207,46.88
15715,116,132,46.77
15716,102,98,51.0
15717,1909,2009,48.72
15720,46,45,50.55
15721,36,39,48.0
15722,471,549,46.18
15723,9,9,50.0
15724,397,396,50.06
15725,247,238,50.93
15727,43,42,50.59
15728,711,685,50.93
15729,272,262,50.94
15730,23,26,46.94
15731,53,51,50.96
15732,325,313,50.94
15733,18,20,47.37
15734,62,60,50.82
15736,83,80,50.92
15737,36,42,46.15
15738,51,60,45.95
15739,87,83,51.18
15741,12,12,50.0
15742,205,199,50.74
15744,13,14,48.15
15745,68,66,50.75
15746,40,39,50.63
15747,408,393,50.94
15748,1385,1335,50.92
15750,59,57,50.86
15752,12,12,50.0
15753,100,107,48.31
15754,102,98,51.0
15756,43,42,50.59
15757,285,305,48.31
15759,554,533,50.97
15760,23,27,46.0
15761,15,15,50.0
15762,169,197,46.17
15763,3,3,50.0
15764,25,29,46.3
15765,322,310,50.95
15767,2644,2990,46.93
15770,40,46,46.51
15771,186,179,50.96
15772,334,322,50.91
15773,79,92,46.2
15774,622,599,50.94
15775,79,92,46.2
15776,10,11,47.62
15777,25,24,51.02
15778,25,29,46.3
15779,73,103,41.48
15780,23,26,46.94
15781,20,23,46.51
15783,22,21,51.16
15784,15,17,46.88
15801,3884,4170,48.22
15821,30,32,48.39
15823,259,281,47.96
15824,974,1110,46.74
15825,1742,1989,46.69
15827,50,53,48.54
15828,53,60,46.9
15829,206,236,46.61
15831,36,39,48.0
15832,60,64,48.39
15834,783,841,48.21
15840,343,391,46.73
15841,40,43,48.19
15845,594,638,48.21
15846,617,662,48.24
15847,10,11,47.62
15848,182,196,48.15
15849,229,246,48.21
15851,1183,1351,46.69
15853,1236,1327,48.22
15856,169,182,48.15
15857,2474,2657,48.22
15860,204,232,46.79
15861,27,28,49.09
15863,40,46,46.51
15864,327,374,46.65
15865,214,245,46.62
15866,43,46,48.31
15868,302,324,48.24
15870,242,260,48.21
15901,648,754,46.22
15902,2129,2480,46.19
15904,3082,3589,46.2
15905,3772,4358,46.4
15906,1930,2248,46.19
15909,980,1142,46.18
15920,161,155,50.95
15921,90,104,46.39
15922,15,18,45.45
15923,278,392,41.49
15924,190,205,48.1
15925,31,36,46.27
15926,470,507,48.11
15927,210,244,46.26
15928,388,418,48.14
15929,12,12,50.0
15930,56,66,45.9
15931,1756,2045,46.2
15934,18,21,46.15
15935,436,470,48.12
15936,290,313,48.09
15937,174,188,48.07
15938,473,552,46.15
15940,712,829,46.2
15942,358,417,46.19
15943,691,805,46.19
15944,602,732,45.13
15945,41,48,46.07
15946,1269,1479,46.18
15948,100,116,46.3
15949,130,125,50.98
15951,110,128,46.22
15952,235,274,46.17
15953,16,17,48.48
15954,419,482,46.5
15955,407,474,46.2
15956,504,587,46.2
15957,77,81,48.73
15958,410,477,46.22
15960,54,63,46.15
15961,183,196,48.28
15962,38,45,45.78
15963,2074,2282,47.61
16001,5674,11178,33.67
16002,2178,4290,33.67
16020,165,324,33.74
16022,41,81,33.61
16023,565,1113,33.67
16024,30,59,33.71
16025,762,1427,34.81
16027,52,103,33.55
16028,344,358,49.0
16029,107,211,33.65
16030,44,86,33.85
16033,943,1859,33.65
16034,250,492,33.69
16035,19,38,33.33
16036,33,37,47.14
16037,718,1388,34.09
16038,490,800,37.98
16040,137,270,33.66
16041,285,462,38.15
16045,170,335,33.66
16046,2546,5467,31.77
16048,25,49,33.78
16049,540,709,43.23
16050,178,351,33.65
16051,446,776,36.5
16052,324,638,33.68
16053,570,1124,33.65
16054,76,86,46.91
16055,1277,2453,34.24
16056,677,1334,33.66
16057,2059,3974,34.13
16059,1335,2662,33.4
16061,354,697,33.68
16063,1093,2106,34.17
16066,4660,9179,33.67
16101,5650,8081,41.15
16102,967,1383,41.15
16105,2726,3899,41.15
16110,66,79,45.52
16111,235,267,46.81
16112,269,384,41.19
16113,62,79,43.97
16114,113,144,43.97
16115,588,840,41.18
16116,454,649,41.16
16117,2910,4162,41.15
16120,393,562,41.15
16121,790,1008,43.94
16123,381,545,41.14
16124,357,455,43.97
16125,3189,4065,43.96
16127,2834,3616,43.94
16130,363,463,43.95
16131,182,207,46.79
16132,67,96,41.1
16133,252,322,43.9
16134,654,783,45.51
16136,132,189,41.12
16137,2348,2995,43.95
16140,41,58,41.41
16141,293,419,41.15
16142,1067,1454,42.32
16143,429,598,41.77
16145,480,613,43.92
16146,2444,3118,43.94
16148,3093,3945,43.95
16150,1330,1696,43.95
16151,12,16,42.86
16153,454,576,44.08
16154,437,558,43.92
16155,18,26,40.91
16156,576,800,41.86
16157,550,786,41.17
16159,788,1013,43.75
16160,140,201,41.06
16161,111,141,44.05
16172,124,178,41.06
16201,3581,3450,50.93
16210,201,194,50.89
16211,25,24,51.02
16212,68,66,50.75
16213,23,26,46.94
16214,1503,1716,46.69
16217,10,11,47.62
16218,216,209,50.82
16220,8,9,47.06
16222,533,514,50.91
16223,31,30,50.82
16224,199,225,46.93
16226,1639,1579,50.93
16228,74,71,51.03
16229,973,1067,47.7
16230,86,98,46.74
16232,811,926,46.69
16233,209,239,46.65
16235,222,253,46.74
16236,53,51,50.96
16238,80,77,50.96
16239,760,868,46.68
16240,288,311,48.08
16242,895,943,48.69
16244,53,51,50.96
16245,40,39,50.63
16246,46,45,50.55
16248,569,650,46.68
16249,356,343,50.93
16250,83,80,50.92
16253,34,33,50.75
16254,574,655,46.7
16255,350,400,46.67
16256,433,417,50.94
16258,320,365,46.72
16259,359,346,50.92
16260,40,46,46.51
16262,578,557,50.93
16263,68,66,50.75
16301,2701,3084,46.69
16311,95,121,43.98
16312,2,3,40.0
16313,318,361,46.83
16314,994,1137,46.64
16316,952,1081,46.83
16317,236,270,46.64
16319,254,290,46.69
16321,8,9,47.06
16322,23,26,46.94
16323,2734,3121,46.7
16326,68,78,46.58
16327,483,548,46.85
16328,35,39,47.3
16329,71,81,46.71
16331,15,17,46.88
16332,23,26,46.94
16333,60,64,48.39
16334,76,86,46.91
16335,5167,5868,46.82
16340,334,380,46.78
16341,357,408,46.67
16342,379,435,46.56
16343,73,83,46.79
16344,83,95,46.63
16345,671,762,46.82
16346,516,589,46.7
16347,361,410,46.82
16350,503,571,46.83
16351,281,320,46.76
16352,46,52,46.94
16353,486,555,46.69
16354,1912,2174,46.79
16360,237,270,46.75
16361,10,11,47.62
16362,196,227,46.34
16364,247,282,46.69
16365,3279,3723,46.83
16370,28,32,46.67
16371,606,689,46.8
16372,78,89,46.71
16373,597,716,45.47
16374,325,371,46.7
16401,677,1031,39.64
16402,138,157,46.78
16403,1239,1428,46.46
16404,586,665,46.84
16405,122,139,46.74
16406,636,723,46.8
16407,1725,2545,40.4
16410,288,441,39.51
16411,212,325,39.48
16412,1511,2266,40.01
16415,1656,2373,41.1
16416,32,37,46.38
16417,1304,1996,39.52
16420,113,128,46.89
16421,379,580,39.52
16422,58,65,47.15
16423,663,1015,39.51
16424,830,943,46.81
16426,608,930,39.53
16427,39,59,39.8
16428,2013,3082,39.51
16430,17,25,40.48
16433,938,1066,46.81
16434,586,665,46.84
16435,331,377,46.75
16436,134,152,46.85
16438,1250,1797,41.02
16440,154,175,46.81
16441,1649,2514,39.61
16442,441,676,39.48
16443,214,328,39.48
16444,194,297,39.51
16475,366,560,39.52
16501,443,476,48.2
16502,3043,3274,48.17
16503,3022,3251,48.17
16504,3182,3423,48.18
16505,3161,3560,47.03
16506,4692,5096,47.94
16507,1860,2001,48.17
16508,2991,3218,48.17
16509,5243,6202,45.81
16510,4485,5524,44.81
16511,2061,2576,44.45
16546,231,248,48.23
16563,236,362,39.46
16601,5763,6922,45.43
16602,4923,5914,45.43
16611,417,501,45.42
16613,292,341,46.13
16616,20,21,48.78
16617,467,561,45.43
16619,67,78,46.21
16620,80,85,48.48
16621,114,138,45.24
16622,21,25,45.65
16623,85,102,45.45
16624,51,60,45.95
16625,613,718,46.06
16627,423,457,48.07
16630,898,1046,46.19
16631,15,18,45.45
16633,34,37,47.89
16634,50,60,45.45
16635,2052,2465,45.43
16636,138,161,46.15
16637,434,522,45.4
16638,12,14,46.15
16639,232,268,46.4
16640,205,238,46.28
16641,484,565,46.14
16645,23,25,47.92
16646,469,547,46.16
16647,135,162,45.45
16648,2666,3202,45.43
16650,354,381,48.16
16651,1111,1193,48.22
16652,2807,3371,45.44
16654,352,423,45.42
16655,279,303,47.94
16656,219,235,48.24
16657,222,265,45.59
16659,50,54,48.08
16661,192,207,48.12
16662,987,1177,45.61
16664,404,435,48.15
16665,56,67,45.53
16666,494,546,47.5
16667,264,285,48.09
16668,653,760,46.21
16669,358,430,45.43
16670,26,28,48.15
16671,93,100,48.19
16672,37,40,48.05
16673,952,1122,45.9
16674,85,102,45.45
16675,20,24,45.45
16677,63,86,42.28
16678,486,535,47.6
16679,143,154,48.15
16680,80,85,48.48
16682,35,42,45.45
16683,70,85,45.16
16684,12,14,46.15
16685,50,60,45.45
16686,2433,2929,45.37
16689,74,80,48.05
16691,69,74,48.25
16692,156,167,48.3
16693,713,857,45.41
16694,56,65,46.28
16695,187,202,48.07
16701,3239,3477,48.23
16720,216,231,48.32
16724,17,18,48.57
16725,23,25,47.92
16726,96,103,48.24
16727,36,39,48.0
16729,143,153,48.31
16730,33,36,47.83
16731,501,538,48.22
16732,50,53,48.54
16733,36,39,48.0
16734,40,43,48.19
16735,1191,1279,48.22
16738,381,410,48.17
16740,179,192,48.25
16743,753,808,48.24
16744,43,46,48.31
16745,106,114,48.18
16746,212,228,48.18
16748,544,584,48.23
16749,740,794,48.24
16750,86,93,48.04
16801,6517,8921,42.21
16802,1991,2725,42.22
16803,3800,5202,42.21
16820,170,233,42.18
16821,46,50,47.92
16822,366,510,41.78
16823,4504,6165,42.22
16825,50,53,48.54
16826,90,123,42.25
16827,767,1050,42.21
16828,673,921,42.22
16829,104,143,42.11
16830,2518,2703,48.23
16832,73,100,42.2
16833,1018,1093,48.22
16834,50,53,48.54
16835,34,47,41.98
16836,222,239,48.16
16837,36,39,48.0
16838,328,353,48.16
16839,90,96,48.39
16840,70,75,48.28
16841,863,1182,42.2
16843,136,146,48.23
16844,405,555,42.19
16845,189,216,46.67
16847,60,64,48.39
16848,43,61,41.35
16849,60,64,48.39
16851,146,199,42.32
16852,53,73,42.06
16853,63,86,42.28
16854,136,186,42.24
16855,60,64,48.39
16856,24,33,42.11
16858,736,791,48.2
16859,70,96,42.17
16860,67,79,45.89
16861,60,64,48.39
16863,139,150,48.1
16864,10,13,43.48
16865,243,330,42.41
16866,1676,2050,44.98
16868,97,133,42.17
16870,1144,1565,42.23
16871,6,8,42.86
16872,243,332,42.26
16874,194,266,42.17
16875,619,848,42.19
16876,56,61,47.86
16877,284,356,44.38
16878,358,385,48.18
16879,66,71,48.18
16881,368,395,48.23
16882,73,100,42.2
16901,1884,2365,44.34
16910,13,16,44.83
16911,29,36,44.62
16912,368,462,44.34
16914,402,504,44.37
16915,1105,1186,48.23
16917,262,329,44.33
16920,352,442,44.33
16921,103,127,44.78
16922,342,367,48.24
16923,262,281,48.25
16925,593,745,44.32
16926,156,195,44.44
16927,113,121,48.29
16928,236,296,44.36
16929,446,559,44.38
16930,220,281,43.91
16932,119,150,44.24
16933,1184,1486,44.34
16935,213,267,44.38
16936,376,472,44.34
16937,30,32,48.39
16938,124,159,43.82
16939,36,46,43.9
16940,10,13,43.48
16941,10,11,47.62
16942,127,159,44.41
16943,85,101,45.7
16946,451,566,44.35
16947,850,1067,44.34
16948,322,345,48.28
16950,621,770,44.64
17002,102,143,41.63
17003,1847,2881,39.07
17004,799,1159,40.81
17005,45,90,33.33
17006,155,267,36.73
17007,812,1553,34.33
17009,283,410,40.84
17010,17,27,38.64
17011,4151,10667,28.01
17013,5174,9259,35.85
17014,31,46,40.26
17015,3057,5804,34.5
17016,75,117,39.06
17017,309,415,42.68
17018,629,1261,33.28
17019,2032,5421,27.26
17020,1237,2137,36.66
17021,129,190,40.44
17022,4142,8355,33.14
17023,481,964,33.29
17024,283,489,36.66
17025,2033,5217,28.04
17026,542,860,38.66
17027,393,1007,28.07
17028,505,955,34.59
17029,52,75,40.94
17030,77,153,33.48
17032,1139,2282,33.29
17033,2390,4777,33.35
17034,534,596,47.26
17035,107,157,40.53
17036,3603,6905,34.29
17037,142,246,36.6
17038,1173,1830,39.06
17039,4,7,36.36
17040,368,636,36.65
17041,30,47,38.96
17042,6080,9486,39.06
17043,712,1826,28.05
17044,3051,4426,40.81
17045,482,786,38.01
17046,4682,7304,39.06
17047,387,668,36.68
17048,583,1168,33.3
17049,460,667,40.82
17050,4917,12613,28.05
17051,653,947,40.81
17052,267,321,45.41
17053,736,1281,36.49
17054,22,33,40.0
17055,4637,11907,28.03
17056,9,13,40.91
17057,3366,6746,33.29
17058,262,381,40.75
17059,1128,1637,40.8
17060,202,243,45.39
17061,1014,2032,33.29
17062,591,988,37.43
17063,514,745,40.83
17064,127,197,39.2
17065,615,1062,36.67
17066,825,1033,44.4
17067,2315,3705,38.46
17068,621,1072,36.68
17069,45,77,36.89
17070,1810,4738,27.64
17071,22,39,36.07
17073,883,1390,38.85
17074,1089,1881,36.67
17075,18,26,40.91
17076,4,7,36.36
17077,15,23,39.47
17078,3511,5589,38.58
17080,43,87,33.08
17081,63,109,36.63
17082,485,703,40.82
17084,639,927,40.8
17086,345,501,40.78
17087,404,671,37.58
17088,101,157,39.15
17090,735,1269,36.68
17093,81,208,28.03
17094,345,501,40.78
17097,123,247,33.24
17098,350,701,33.3
17099,170,247,40.77
17101,564,626,47.39
17102,1548,1719,47.38
17103,2369,2631,47.38
17104,3890,4320,47.38
17109,4891,5432,47.38
17110,5274,5875,47.3
17111,7038,7952,46.95
17112,6607,8936,42.51
17113,2259,2508,47.39
17120,0,0,0.0
17201,4052,6926,36.91
17202,4531,7744,36.91
17210,36,62,36.73
17211,79,85,48.17
17212,124,134,48.06
17213,94,113,45.41
17214,134,288,31.75
17215,47,53,47.0
17217,21,36,36.84
17219,77,131,37.02
17220,84,144,36.84
17221,78,134,36.79
17222,1633,2827,36.61
17223,55,60,47.83
17224,257,438,36.98
17225,2971,5079,36.91
17228,216,233,48.11
17229,238,260,47.79
17232,4,7,36.36
17233,995,1073,48.11
17235,82,141,36.77
17236,1278,2159,37.18
17237,260,445,36.88
17238,338,364,48.15
17239,47,56,45.63
17240,521,897,36.74
17241,1712,2957,36.67
17243,236,285,45.3
17244,348,595,36.9
17246,42,72,36.84
17247,57,98,36.77
17249,68,81,45.64
17250,14,31,31.11
17251,21,36,36.84
17252,587,1004,36.9
17253,56,67,45.53
17254,61,105,36.75
17255,170,204,45.45
17257,4161,7160,36.75
17260,208,250,45.41
17262,151,258,36.92
17263,98,167,36.98
17264,414,493,45.64
17265,65,111,36.93
17266,79,137,36.57
17267,541,583,48.13
17268,3750,7765,32.57
17271,80,137,36.87
17301,502,1155,30.3
17302,425,850,33.33
17303,51,110,31.68
17304,380,820,31.67
17306,70,151,31.67
17307,660,1421,31.72
17309,274,548,33.33
17311,34,68,33.33
17313,1716,2466,41.03
17314,794,1587,33.35
17315,2782,7462,27.16
17316,996,2248,30.7
17317,70,141,33.18
17318,80,115,41.03
17319,1158,3106,27.16
17320,982,2118,31.68
17321,306,612,33.33
17322,794,1587,33.35
17323,10,26,27.78
17324,574,1082,34.66
17325,3419,7376,31.67
17327,1029,2059,33.32
17329,354,709,33.3
17331,7245,14720,32.98
17339,708,1900,27.15
17340,1378,2972,31.68
17342,40,81,33.06
17343,25,55,31.25
17344,450,971,31.67
17345,859,2303,27.17
17347,696,1866,27.17
17349,1074,2147,33.34
17350,1642,3542,31.67
17352,159,318,33.33
17353,391,844,31.66
17355,32,64,33.33
17356,3365,5762,36.87
17360,850,1700,33.33
17361,792,1583,33.35
17362,1688,3809,30.71
17363,1210,2421,33.32
17364,431,1157,27.14
17365,287,769,27.18
17366,749,1499,33.32
17368,882,2044,30.14
17370,682,1829,27.16
17371,34,68,33.33
17372,498,1081,31.54
17401,3000,4293,41.14
17402,5762,8649,39.98
17403,6409,9278,40.86
17404,5828,8836,39.74
17406,3230,6013,34.95
17407,302,604,33.33
17408,3516,5926,37.24
17501,557,1060,34.45
17502,355,716,33.15
17504,27,29,48.21
17505,282,440,39.06
17506,30,57,34.48
17507,9,16,36.0
17508,123,235,34.36
17509,609,1157,34.48
17512,2661,4763,35.84
17516,662,1177,36.0
17517,1937,3687,34.44
17518,160,303,34.56
17519,857,1630,34.46
17520,713,1268,35.99
17522,4072,7741,34.47
17527,782,1514,34.06
17529,548,1018,34.99
17532,487,875,35.76
17534,15,28,34.88
17535,345,655,34.5
17536,343,651,34.51
17538,1034,1840,35.98
17540,1316,2498,34.5
17543,6089,11926,33.8
17545,3013,6004,33.41
17547,1073,2166,33.13
17550,101,204,33.11
17551,1643,2840,36.65
17552,2714,5398,33.46
17554,1177,2094,35.98
17555,897,1707,34.45
17557,1777,3377,34.48
17560,632,1201,34.48
17562,560,1064,34.48
17563,483,918,34.48
17565,386,687,35.97
17566,1530,2908,34.47
17568,15,28,34.88
17569,771,1435,34.95
17570,35,70,33.33
17572,565,861,39.62
17576,27,29,48.21
17578,834,1593,34.36
17579,808,1522,34.68
17581,28,53,34.57
17582,285,507,35.98
17584,1685,2307,42.21
17601,8611,13654,38.68
17602,9565,10323,48.09
17603,11473,14292,44.53
17606,173,308,35.97
17701,7289,10172,41.74
17702,1750,2442,41.75
17720,43,61,41.35
17721,299,418,41.7
17723,8,11,42.11
17724,843,1058,44.35
17727,5,7,41.67
17728,831,1161,41.72
17729,23,28,45.1
17730,36,46,43.9
17731,41,52,44.09
17737,1059,1478,41.74
17739,8,11,42.11
17740,2088,2914,41.74
17742,8,11,42.11
17744,489,682,41.76
17745,2883,4024,41.74
17747,542,757,41.72
17748,64,89,41.83
17749,55,69,44.35
17750,20,29,40.82
17751,1213,1693,41.74
17752,824,1150,41.74
17754,2103,2935,41.74
17756,2118,2932,41.94
17758,169,215,44.01
17760,105,146,41.83
17762,77,107,41.85
17763,51,71,41.8
17764,353,493,41.73
17765,199,255,43.83
17768,54,68,44.26
17769,5,7,41.67
17771,514,718,41.72
17772,449,570,44.06
17774,179,249,41.82
17776,38,54,41.3
17777,1249,1584,44.09
17778,15,21,41.67
17779,28,39,41.79
17801,3012,3820,44.09
17810,804,1155,41.04
17812,229,332,40.82
17813,303,439,40.84
17814,815,1026,44.27
17815,5029,6314,44.34
17820,950,1193,44.33
17821,3437,4358,44.09
17822,4,5,44.44
17823,227,288,44.08
17824,729,923,44.13
17827,105,153,40.7
17829,29,42,40.85
17830,372,472,44.08
17832,107,136,44.03
17834,630,798,44.12
17835,11,16,40.74
17836,34,44,43.59
17837,2764,4009,40.81
17840,55,69,44.35
17841,664,963,40.81
17842,1274,1848,40.81
17844,1474,2138,40.81
17845,325,472,40.78
17846,640,805,44.29
17847,2158,2736,44.09
17850,109,139,43.95
17851,1338,1697,44.09
17853,453,657,40.81
17855,137,199,40.77
17856,511,742,40.78
17857,1427,1810,44.08
17858,13,17,43.33
17859,520,653,44.33
17860,401,508,44.11
17861,31,46,40.26
17862,63,91,40.91
17864,366,530,40.85
17865,10,13,43.48
17866,1862,2362,44.08
17867,32,41,43.84
17868,144,182,44.17
17870,2174,3153,40.81
17872,1700,2156,44.09
17876,249,361,40.82
17878,272,342,44.3
17880,11,16,40.74
17881,273,347,44.03
17884,38,49,43.68
17885,34,49,40.96
17886,114,166,40.71
17887,45,65,40.91
17888,53,66,44.54
17889,440,638,40.82
17901,4231,4967,46.0
17920,48,61,44.04
17921,1317,1546,46.0
17922,902,1059,46.0
17923,67,79,45.89
17925,70,82,46.05
17929,303,355,46.05
17930,75,88,46.01
17931,1647,1933,46.01
17933,27,31,46.55
17934,62,72,46.27
17935,287,336,46.07
17936,145,170,46.03
17938,445,522,46.02
17941,142,171,45.37
17943,29,35,45.31
17944,32,38,45.71
17945,31,38,44.93
17946,54,63,46.15
17948,798,937,45.99
17949,43,50,46.24
17951,56,66,45.9
17952,46,53,46.46
17953,80,94,45.98
17954,862,1012,46.0
17957,67,79,45.89
17959,252,295,46.07
17960,731,858,46.0
17961,1248,1465,46.0
17963,1684,1981,45.95
17964,145,170,46.03
17965,372,437,45.98
17967,442,519,45.99
17968,70,82,46.05
17970,552,648,46.0
17972,2244,2634,46.0
17974,59,69,46.09
17976,1111,1305,45.99
17978,79,131,37.62
17979,19,22,46.34
17980,598,730,45.03
17981,495,582,45.96
17982,70,82,46.05
17983,284,333,46.03
17985,242,286,45.83
18011,780,1487,34.41
18012,6,9,40.0
18013,1845,4982,27.03
18014,1224,3304,27.03
18015,5098,8063,38.74
18017,6273,9541,39.67
18018,5206,7716,40.29
18020,3185,5017,38.83
18030,71,115,38.17
18031,1639,2670,38.04
18032,1138,2513,31.17
18034,1173,2370,33.11
18035,21,57,26.92
18036,1713,3670,31.82
18037,1014,1818,35.81
18038,337,910,27.02
18040,1796,4850,27.02
18041,689,1468,31.94
18042,7074,10499,40.25
18045,3631,8300,30.43
18046,8,16,33.33
18049,2334,4716,33.11
18051,482,784,38.07
18052,3709,7495,33.1
18053,338,551,38.02
18054,545,1225,30.79
18055,1916,2897,39.81
18056,143,237,37.63
18058,1508,2256,40.06
18059,166,271,37.99
18062,3304,6586,33.41
18063,59,159,27.06
18064,2931,7911,27.03
18065,27,44,38.03
18066,843,1372,38.06
18067,2096,5658,27.03
18069,1103,1882,36.95
18070,116,227,33.82
18071,1546,2511,38.11
18072,713,1926,27.02
18073,1343,2894,31.7
18074,659,1460,31.1
18076,353,748,32.06
18077,243,678,26.38
18078,1009,1643,38.05
18079,59,96,38.06
18080,1653,2692,38.04
18081,29,89,24.58
18083,72,194,27.07
18085,110,296,27.09
18086,23,62,27.06
18087,104,180,36.62
18088,910,2456,27.04
18091,610,1648,27.02
18092,421,841,33.36
18101,1143,784,59.31
18102,11530,7918,59.29
18103,9221,9097,50.34
18104,8123,9820,45.27
18106,989,1859,34.73
18109,4052,3093,56.71
18201,6569,5687,53.6
18202,2896,2551,53.17
18210,1297,2063,38.6
18211,239,282,45.87
18212,6,9,40.0
18214,394,462,46.03
18216,201,288,41.1
18218,455,534,46.01
18219,278,241,53.56
18220,67,79,45.89
18221,64,60,51.61
18222,1913,1656,53.6
18223,14,12,53.85
18224,1132,1625,41.06
18225,23,20,53.49
18229,1200,1954,38.05
18230,15,25,37.5
18231,94,110,46.08
18232,610,993,38.05
18234,86,74,53.75
18235,2761,4496,38.05
18237,647,761,45.95
18239,29,25,53.7
18240,576,894,39.18
18241,77,96,44.51
18242,46,53,46.46
18244,46,75,38.02
18245,67,79,45.89
18246,26,33,44.07
18248,96,113,45.93
18249,843,781,51.91
18250,438,713,38.05
18252,2062,2420,46.01
18254,120,196,37.97
18255,630,1024,38.09
18256,42,52,44.68
18301,4606,6822,40.3
18302,2794,4130,40.35
18321,295,437,40.3
18322,396,586,40.33
18323,56,83,40.29
18324,1732,2154,44.57
18325,370,528,41.2
18326,677,1001,40.35
18327,101,150,40.24
18328,1444,1786,44.71
18330,1317,1952,40.29
18331,88,130,40.37
18332,449,665,40.31
18333,35,51,40.7
18334,680,1007,40.31
18335,197,291,40.37
18336,662,819,44.7
18337,2772,3430,44.7
18340,27,34,44.26
18342,77,114,40.31
18343,404,1091,27.02
18344,552,818,40.29
18346,428,633,40.34
18347,518,767,40.31
18349,21,31,40.38
18350,290,429,40.33
18351,52,141,26.94
18353,1891,2801,40.3
18354,175,260,40.23
18355,239,354,40.3
18356,29,43,40.28
18357,19,28,40.43
18360,4590,6799,40.3
18370,130,193,40.25
18371,161,199,44.72
18372,422,626,40.27
18403,1282,1774,41.95
18405,421,521,44.69
18407,2445,3378,41.99
18411,3977,5504,41.95
18413,5,7,41.67
18414,904,1251,41.95
18415,223,276,44.69
18417,186,230,44.71
18419,793,1097,41.96
18420,30,41,42.25
18421,812,1038,43.89
18424,978,1314,42.67
18425,225,279,44.64
18426,693,858,44.68
18428,2200,2722,44.7
18430,13,16,44.83
18431,2251,2785,44.7
18433,1115,1544,41.93
18434,713,986,41.97
18435,188,233,44.66
18436,2408,3068,43.97
18437,29,36,44.62
18438,212,262,44.73
18439,84,104,44.68
18440,9,13,40.91
18441,57,72,44.19
18443,88,109,44.67
18444,2363,3225,42.29
18445,404,499,44.74
18446,605,807,42.85
18447,1803,2496,41.94
18451,69,85,44.81
18452,860,1191,41.93
18453,212,262,44.73
18454,16,19,45.71
18455,24,29,45.28
18456,61,75,44.85
18457,18,22,45.0
18458,552,683,44.7
18460,33,41,44.59
18461,57,70,44.88
18462,79,97,44.89
18463,25,32,43.86
18464,245,303,44.71
18465,248,310,44.44
18466,2683,3972,40.32
18469,72,90,44.44
18470,365,459,44.3
18471,125,173,41.95
18472,1264,1563,44.71
18473,69,85,44.81
18503,357,371,49.04
18504,4236,4420,48.94
18505,4188,4351,49.05
18507,991,1030,49.04
18508,2319,2431,48.82
18509,2739,2846,49.04
18510,2817,2927,49.04
18512,2319,2627,46.89
18517,1049,1090,49.04
18518,1697,1763,49.05
18519,872,1203,42.02
18602,50,79,38.76
18603,3256,4087,44.34
18610,759,1124,40.31
18612,3138,4610,40.5
18614,378,474,44.37
18615,297,415,41.71
18616,130,163,44.37
18617,285,358,44.32
18618,647,836,43.63
18619,34,43,44.16
18621,872,1094,44.35
18622,44,55,44.44
18623,446,589,43.09
18624,78,128,37.86
18625,39,54,41.94
18626,98,124,44.14
18627,2,3,40.0
18628,44,55,44.44
18629,289,400,41.94
18630,530,701,43.05
18631,195,245,44.32
18632,62,78,44.29
18634,2385,2989,44.38
18635,656,824,44.32
18636,245,335,42.24
18640,2807,4390,39.0
18641,1161,1713,40.4
18642,781,1221,39.01
18643,2090,3268,39.01
18644,1259,1969,39.0
18651,1517,1905,44.33
18655,1023,1284,44.34
18656,367,460,44.38
18657,1878,2600,41.94
18660,691,712,49.25
18661,944,1483,38.9
18701,979,846,53.64
18702,8569,8287,50.84
18704,5352,8257,39.33
18705,2847,3303,46.29
18706,3409,3014,53.07
18707,3189,3322,48.98
18708,1548,2273,40.51
18709,477,745,39.03
18801,1397,1753,44.35
18810,1083,1360,44.33
18812,238,299,44.32
18814,26,33,44.07
18816,18,23,43.9
18817,21,26,44.68
18818,210,263,44.4
18820,8,10,44.44
18821,184,231,44.34
18822,570,716,44.32
18823,29,36,44.62
18824,205,257,44.37
18825,31,39,44.29
18826,285,358,44.32
18828,36,46,43.9
18829,140,176,44.3
18830,124,156,44.29
18831,215,270,44.33
18832,288,361,44.38
18833,334,420,44.3
18834,599,751,44.37
18837,524,657,44.37
18840,1874,2352,44.34
18842,34,42,44.74
18843,49,62,44.14
18844,259,325,44.35
18845,70,88,44.3
18846,127,159,44.41
18847,918,1151,44.37
18848,1547,1942,44.34
18850,428,537,44.35
18851,122,153,44.36
18853,728,914,44.34
18854,231,289,44.42
18901,2734,8107,25.22
18902,2141,6348,25.22
18912,31,91,25.41
18913,28,84,25.0
18914,2065,6134,25.19
18915,175,459,27.6
18917,209,638,24.68
18920,45,139,24.46
18921,25,77,24.51
18923,114,343,24.95
18925,655,1895,25.69
18927,16,49,24.62
18929,1034,2326,30.77
18930,221,675,24.67
18932,50,151,24.88
18933,19,57,25.0
18935,24,74,24.49
18936,27,70,27.84
18938,1407,4051,25.78
18940,3569,7985,30.89
18942,293,894,24.68
18944,2486,7576,24.71
18946,59,150,28.23
18947,582,1740,25.06
18950,8,25,24.24
18951,3400,10359,24.71
18954,1122,2521,30.8
18955,157,478,24.72
18960,1277,3892,24.7
18962,30,92,24.59
18964,1745,3773,31.62
18966,4466,10034,30.8
18969,1816,4247,29.95
18970,63,191,24.8
