zcta,Num Eligible,Num Ineligible,Percentage Eligible
38558,1921,1987,49.16
38559,272,277,49.54
38560,287,232,55.3
38562,1382,1116,55.32
38563,542,438,55.31
38564,128,104,55.17
38565,234,242,49.16
38567,190,153,55.39
38568,467,403,53.68
38569,90,73,55.21
38570,2160,1881,53.45
38571,3036,3142,49.14
38572,2578,2669,49.13
38573,469,408,53.48
38574,1945,1759,52.51
38575,256,223,53.44
38577,257,239,51.81
38578,36,38,48.65
38579,222,230,49.12
38580,448,391,53.4
38581,879,826,51.55
38582,321,274,53.95
38583,5369,5503,49.38
38585,860,812,51.44
38587,317,329,49.07
38588,247,202,55.01
38589,63,63,50.0
38601,447,437,50.57
38603,606,479,55.85
38606,3447,2334,59.63
38610,774,631,55.09
38611,3522,3104,53.15
38614,3752,2535,59.68
38617,189,128,59.62
38618,2513,1735,59.16
38619,992,730,57.61
38620,755,510,59.68
38621,317,214,59.7
38622,121,81,59.9
38623,37,25,59.68
38625,248,208,54.39
38626,209,141,59.71
38627,243,251,49.19
38629,371,293,55.87
38631,214,145,59.61
38632,4276,6593,39.34
38633,488,412,54.22
38635,3192,2515,55.93
38637,3915,6037,39.34
38639,148,100,59.68
38641,355,548,39.31
38642,497,392,55.91
38643,431,291,59.7
38644,20,13,60.61
38645,263,178,59.64
38646,541,366,59.65
38647,242,191,55.89
38650,777,810,48.96
38651,1278,1970,39.35
38652,3126,3280,48.8
38654,8325,12794,39.42
38655,8548,8352,50.58
38658,512,346,59.67
38659,571,451,55.87
38661,423,334,55.88
38663,2629,2076,55.88
38664,755,510,59.68
38665,563,381,59.64
38666,1449,979,59.68
38668,3201,2163,59.68
38670,194,131,59.69
38671,5283,8145,39.34
38672,2322,3581,39.34
38673,201,196,50.63
38674,239,188,55.97
38676,1223,826,59.69
38677,913,892,50.58
38680,963,1485,39.34
38683,1126,889,55.88
38685,296,239,55.33
38701,4880,2704,64.35
38703,2951,1635,64.35
38720,101,64,61.21
38721,205,114,64.26
38722,93,52,64.14
38723,8,4,66.67
38725,160,88,64.52
38726,82,46,64.06
38730,359,199,64.34
38731,11,6,64.71
38732,4092,2267,64.35
38733,3,1,75.0
38736,93,52,64.14
38737,648,360,64.29
38738,729,404,64.34
38740,90,50,64.29
38744,165,91,64.45
38745,16,9,64.0
38746,93,52,64.14
38748,785,435,64.34
38751,2475,1371,64.35
38753,287,159,64.35
38754,311,172,64.39
38756,1416,784,64.36
38759,287,159,64.35
38760,162,90,64.29
38761,522,289,64.36
38762,508,282,64.3
38764,61,34,64.21
38765,27,15,64.29
38767,2,2,50.0
38768,24,13,64.86
38769,434,240,64.39
38771,687,380,64.39
38772,27,15,64.29
38773,596,330,64.36
38774,508,282,64.3
38776,3,1,75.0
38778,309,171,64.38
38781,51,28,64.56
38801,5590,5865,48.8
38804,3248,3405,48.82
38821,2293,2240,50.58
38824,1629,1459,52.75
38826,964,1011,48.81
38827,555,438,55.89
38828,862,905,48.78
38829,4177,3298,55.88
38833,535,423,55.85
38834,6328,4997,55.88
38838,339,267,55.94
38839,17,16,51.52
38841,579,608,48.78
38843,2315,2262,50.58
38844,25,25,50.0
38846,455,359,55.9
38847,642,593,51.98
38848,168,164,50.6
38849,1138,1193,48.82
38850,609,603,50.25
38851,1701,1662,50.58
38852,2129,1683,55.85
38855,930,909,50.57
38856,349,306,53.28
38857,691,725,48.8
38858,1325,1328,49.94
38859,158,125,55.83
38860,1069,1049,50.47
38862,427,448,48.8
38863,3789,3974,48.81
38864,306,319,48.96
38865,1081,853,55.89
38866,2355,2470,48.81
38868,924,964,48.94
38869,69,73,48.59
38870,497,486,50.56
38871,397,414,48.95
38873,597,471,55.9
38876,271,265,50.56
38878,494,483,50.56
38879,21,22,48.84
38901,4083,2551,61.55
38913,70,68,50.72
38914,100,95,51.28
38915,704,688,50.57
38916,853,833,50.59
38917,822,513,61.57
38920,160,108,59.7
38921,999,675,59.68
38922,746,466,61.55
38923,264,165,61.54
38924,137,84,61.99
38925,455,287,61.32
38927,249,168,59.71
38928,89,60,59.73
38929,274,181,60.22
38930,5240,3272,61.56
38940,470,297,61.28
38941,896,559,61.58
38943,154,96,61.6
38944,73,46,61.34
38946,55,34,61.8
38947,18,11,62.07
38948,441,281,61.08
38949,47,46,50.54
38950,72,48,60.0
38951,212,207,50.6
38952,89,56,61.38
38953,141,91,60.78
38954,244,152,61.62
38957,113,76,59.79
38961,247,158,60.99
38962,10,7,58.82
38963,726,489,59.75
38964,27,18,60.0
38965,2002,1383,59.14
38966,140,95,59.57
38967,1472,919,61.56
39038,1250,696,64.23
39039,320,487,39.65
39040,439,668,39.66
39041,663,601,52.45
39042,5281,9442,35.87
39044,502,898,35.86
39045,185,281,39.7
39046,4072,6202,39.63
39047,5295,9474,35.85
39051,2923,2427,54.64
39054,90,50,64.29
39056,6327,4865,56.53
39057,534,377,58.62
39058,350,262,57.19
39059,2380,2144,52.61
39061,11,6,64.71
39062,54,97,35.76
39063,697,435,61.57
39066,771,694,52.63
39067,283,177,61.52
39069,1142,820,58.21
39071,833,1260,39.8
39073,2786,4985,35.85
39074,2714,2249,54.68
39078,151,136,52.61
39079,416,261,61.45
39082,171,305,35.92
39083,1875,1689,52.61
39086,406,300,57.51
39088,5,3,62.5
39090,2796,1777,61.14
39092,555,444,55.56
39094,691,651,51.49
39095,1522,956,61.42
39096,504,362,58.2
39097,168,93,64.37
39108,381,289,56.87
39110,7082,10787,39.63
39111,1318,2249,36.95
39113,106,59,64.24
39114,1307,2337,35.87
39115,19,10,65.52
39116,420,348,54.69
39117,1935,1693,53.34
39119,973,834,53.85
39120,6471,4645,58.21
39140,419,361,53.72
39144,211,155,57.65
39145,704,1236,36.29
39146,514,428,54.56
39148,2,4,33.33
39149,225,403,35.83
39150,1111,798,58.2
39152,213,177,54.62
39153,565,468,54.7
39154,1904,1690,52.98
39156,88,79,52.69
39157,3595,5476,39.63
39159,679,376,64.36
39160,578,364,61.36
39162,28,42,40.0
39166,104,57,64.6
39167,7,13,35.0
39168,1143,904,55.84
39169,547,342,61.53
39170,1833,1652,52.6
39173,2,3,40.0
39174,78,109,41.71
39175,871,779,52.79
39176,469,293,61.55
39177,13,7,65.0
39179,171,260,39.68
39180,5986,5394,52.6
39183,2737,2467,52.59
39189,664,550,54.7
39191,1698,1407,54.69
39192,338,211,61.57
39193,69,124,35.75
39194,2940,4455,39.76
39201,136,102,57.14
39202,1763,1318,57.22
39203,1046,782,57.22
39204,3673,2746,57.22
39206,5366,4012,57.22
39208,4625,8276,35.85
39209,5936,4490,56.93
39210,107,80,57.22
39211,5926,4431,57.22
39212,6708,5173,56.46
39213,4625,3472,57.12
39216,968,724,57.21
39217,350,262,57.19
39218,976,1747,35.84
39232,1224,2189,35.86
39272,2762,2489,52.6
39301,5349,3729,58.92
39305,4502,3139,58.92
39307,3688,2571,58.92
39309,37,26,58.73
39320,356,252,58.55
39322,346,254,57.67
39323,280,195,58.95
39324,0,0,0.0
39325,1342,952,58.5
39326,117,87,57.35
39327,964,672,58.92
39328,794,658,54.68
39330,682,477,58.84
39332,367,258,58.72
39335,664,468,58.66
39336,284,198,58.92
39337,400,281,58.74
39338,552,457,54.71
39339,3052,2780,52.33
39341,1403,1278,52.33
39342,372,259,58.95
39345,1333,934,58.8
39346,435,394,52.47
39347,284,220,56.35
39348,108,89,54.82
39350,4572,3792,54.66
39352,130,108,54.62
39354,326,279,53.88
39355,1476,1029,58.92
39356,108,89,54.82
39358,284,235,54.72
39359,44,36,55.0
39360,786,559,58.44
39361,253,231,52.27
39362,517,379,57.7
39363,315,219,58.99
39364,649,453,58.89
39365,1547,1191,56.5
39366,263,204,56.32
39367,2884,2117,57.67
39401,8363,8578,49.37
39402,8642,8883,49.31
39406,518,533,49.29
39421,543,417,56.56
39422,946,784,54.68
39423,447,459,49.34
39425,342,352,49.28
39426,3177,3518,47.45
39427,252,185,57.67
39428,1757,1290,57.66
39429,3113,3200,49.31
39437,2850,2093,57.66
39439,836,668,55.59
39440,3978,2921,57.66
39443,4601,3403,57.48
39451,1340,984,57.66
39452,5258,5701,47.98
39455,1759,1850,48.74
39456,244,203,54.59
39459,726,533,57.66
39461,121,89,57.62
39462,214,220,49.31
39464,454,350,56.47
39465,4453,4576,49.32
39466,5074,5619,47.45
39470,2250,2491,47.46
39474,1080,793,57.66
39475,2507,2578,49.3
39476,1473,1349,52.2
39477,123,91,57.48
39478,403,354,53.24
39479,1151,845,57.67
39480,479,354,57.5
39481,345,286,54.68
39482,2218,2213,50.06
39483,1065,1090,49.42
39501,4160,4648,47.23
39503,9868,11031,47.22
39507,3253,3640,47.19
39520,2721,3014,47.45
39525,1733,1920,47.44
39530,1540,1723,47.2
39531,3664,4100,47.19
39532,6305,7141,46.89
39534,311,348,47.19
39540,2332,2610,47.19
39553,3128,3648,46.16
39556,1346,1491,47.44
39560,3427,3829,47.23
39561,374,414,47.46
39562,3080,3592,46.16
39563,2260,2635,46.17
39564,7813,9111,46.17
39565,3669,4278,46.17
39567,1889,2203,46.16
39571,2740,3062,47.23
39572,219,242,47.51
39573,1718,1904,47.43
39574,2583,2888,47.21
39576,1185,1313,47.44
39577,1890,2072,47.7
39581,2115,2467,46.16
39595,16,18,47.06
39601,4983,3577,58.21
39629,1446,1038,58.21
39630,181,130,58.2
39631,650,466,58.24
39633,181,130,58.2
39635,38,28,57.58
39638,696,500,58.19
39641,892,640,58.22
39643,268,260,50.76
39645,1065,764,58.23
39647,254,182,58.26
39648,4768,3422,58.22
39652,1549,1112,58.21
39653,584,420,58.17
39654,1207,867,58.2
39656,169,124,57.68
39657,504,362,58.2
39661,592,425,58.21
39662,350,251,58.24
39663,602,434,58.11
39664,542,389,58.22
39665,211,152,58.13
39666,2288,1642,58.22
39667,2549,1841,58.06
39668,138,99,58.23
39669,1219,875,58.21
39701,2650,2414,52.33
39702,4805,4377,52.33
39705,2922,2662,52.33
39730,2047,2000,50.58
39735,826,753,52.31
39736,60,54,52.63
39737,52,47,52.53
39739,536,488,52.34
39740,1224,1120,52.22
39741,294,268,52.31
39743,380,346,52.34
39744,1177,1073,52.31
39745,197,165,54.42
39746,575,562,50.57
39747,372,232,61.59
39750,644,587,52.32
39751,272,249,52.21
39752,540,492,52.33
39753,0,0,0.0
39755,205,186,52.43
39756,384,361,51.54
39759,9193,8375,52.33
39762,1053,960,52.31
39766,614,559,52.34
39767,151,124,54.91
39769,387,353,52.3
39771,26,24,52.0
39772,342,311,52.37
39773,3151,2873,52.31
39776,306,297,50.75
39813,380,247,60.61
39815,364,237,60.57
39817,2536,1648,60.61
39819,2701,1755,60.61
39823,1964,1276,60.62
39824,63,54,53.85
39825,340,221,60.61
39826,121,79,60.5
39827,934,606,60.65
39828,3499,2273,60.62
39832,11,7,61.11
39834,502,326,60.63
39836,88,76,53.66
39837,1314,854,60.61
39840,932,803,53.72
39841,165,107,60.66
39842,1805,1173,60.61
39845,1859,1208,60.61
39846,417,274,60.35
39851,424,365,53.74
39854,451,389,53.69
39859,275,179,60.57
39861,213,138,60.68
39862,248,161,60.64
39866,432,280,60.67
39867,79,68,53.74
39870,448,291,60.62
39877,101,73,58.05
39885,11,7,61.11
39886,257,217,54.22
39897,799,519,60.62
40003,225,459,32.89
40004,5133,6683,43.44
40006,567,1206,31.98
40007,20,44,31.25
40008,675,891,43.1
40009,179,201,47.11
40010,66,142,31.73
40011,293,607,32.56
40012,105,137,43.39
40013,981,1299,43.03
40014,2507,5401,31.7
40019,441,950,31.7
40020,23,29,44.23
40022,107,231,31.66
40023,814,1488,35.36
40025,61,160,27.6
40026,696,1499,31.71
40031,2852,6142,31.71
40033,2114,2752,43.44
40036,28,61,31.46
40037,481,626,43.45
40040,90,118,43.27
40041,88,178,33.08
40045,363,723,33.43
40046,291,436,40.03
40047,3637,5408,40.21
40049,17,22,43.59
40050,175,376,31.76
40051,727,945,43.48
40052,102,132,43.59
40055,233,502,31.7
40056,397,855,31.71
40057,394,848,31.72
40058,3,7,30.0
40059,2411,5854,29.17
40060,181,236,43.41
40061,23,29,44.23
40062,51,66,43.59
40065,3688,7938,31.72
40067,616,1326,31.72
40068,310,668,31.7
40069,1396,1818,43.43
40070,63,136,31.66
40071,2480,3693,40.17
40075,159,313,33.69
40076,332,654,33.67
40077,68,146,31.78
40078,393,511,43.47
40104,198,258,43.42
40107,356,464,43.41
40108,2095,2727,43.45
40109,382,564,40.38
40110,44,65,40.37
40111,271,353,43.43
40115,96,125,43.44
40117,447,581,43.48
40118,2148,1813,54.23
40119,348,453,43.45
40121,1302,1629,44.42
40140,151,196,43.52
40142,401,523,43.4
40143,950,1236,43.46
40144,300,390,43.48
40145,161,210,43.4
40146,628,817,43.46
40150,661,976,40.38
40152,136,177,43.45
40155,172,224,43.43
40157,158,206,43.41
40160,3983,4903,44.82
40161,28,37,43.08
40162,1070,1317,44.83
40165,5575,8285,40.22
40170,65,85,43.33
40171,51,66,43.59
40175,2573,3248,44.2
40176,201,261,43.51
40177,282,356,44.2
40178,76,99,43.43
40202,2112,899,70.14
40203,4944,2104,70.15
40204,2541,4493,36.12
40205,3879,7874,33.0
40206,3351,6459,34.16
40207,4849,9846,33.0
40208,5009,2138,70.09
40209,100,70,58.82
40210,4241,1805,70.15
40211,6271,2668,70.15
40212,4812,2048,70.15
40213,3133,4339,41.93
40214,10140,8208,55.26
40215,5693,3044,65.16
40216,11077,6633,62.55
40217,2798,3225,46.46
40218,5774,7832,42.44
40219,8359,8439,49.76
40220,4264,9197,31.68
40221,0,0,0.0
40222,2693,6728,28.59
40223,2878,7150,28.7
40228,3864,3921,49.63
40229,7480,8516,46.76
40241,3835,9990,27.74
40242,1322,3449,27.71
40243,1430,3177,31.04
40245,4661,11709,28.47
40258,5750,4851,54.24
40272,8088,6840,54.18
40280,28,57,32.94
40291,6711,9410,41.63
40299,5355,11527,31.72
40310,107,136,44.03
40311,1262,1553,44.83
40312,1451,890,61.98
40313,600,460,56.6
40316,68,52,56.67
40322,659,505,56.62
40324,8976,11110,44.69
40328,237,259,47.78
40330,3810,4816,44.17
40334,18,14,56.25
40336,3037,1856,62.07
40337,1173,900,56.58
40339,20,18,52.63
40342,4345,5490,44.18
40346,177,136,56.55
40347,578,727,44.29
40348,101,125,44.69
40350,47,58,44.76
40351,4670,3586,56.56
40353,4672,3606,56.44
40355,47,63,42.73
40356,8783,8180,51.78
40357,20,24,45.45
40358,171,131,56.62
40359,1214,1624,42.78
40360,1599,1226,56.6
40361,3205,3959,44.74
40363,6,7,46.15
40370,505,624,44.73
40371,582,446,56.61
40372,439,555,44.16
40374,406,330,55.16
40376,26,16,61.9
40379,669,827,44.72
40380,1706,1046,61.99
40383,4608,5774,44.38
40385,765,469,61.99
40387,411,315,56.61
40390,1477,1376,51.77
40391,6418,7926,44.74
40402,752,414,64.49
40403,6481,4021,61.71
40404,185,114,61.87
40409,908,506,64.21
40419,972,814,54.42
40422,5129,4777,51.78
40434,8,5,61.54
40437,901,791,53.25
40440,442,412,51.76
40442,254,206,55.22
40444,2787,2596,51.77
40445,205,113,64.47
40447,1857,1022,64.5
40448,7,7,50.0
40456,2241,1234,64.49
40460,227,125,64.49
40461,578,438,56.89
40464,212,192,52.48
40468,361,346,51.06
40472,385,236,62.0
40475,15097,9253,62.0
40481,90,49,64.75
40484,2384,2218,51.8
40486,567,309,64.73
40489,789,721,52.25
40502,6053,5842,50.89
40503,5632,6746,45.5
40504,6045,5835,50.88
40505,4787,6569,42.15
40507,475,458,50.91
40508,5937,5730,50.89
40509,6879,11781,36.86
40510,240,412,36.81
40511,5979,9331,39.05
40513,1733,2971,36.84
40514,2537,4342,36.88
40515,5615,9549,37.03
40516,437,721,37.74
40517,5831,9980,36.88
40526,604,583,50.88
40601,9699,12324,44.04
40701,8005,3786,67.89
40729,1455,802,64.47
40734,1011,452,69.1
40737,362,199,64.53
40740,774,426,64.5
40741,5844,3219,64.48
40744,5070,2793,64.48
40759,670,297,69.29
40763,108,48,69.23
40769,4814,2142,69.21
40771,264,117,69.29
40801,15,7,68.18
40803,24,7,77.42
40806,578,256,69.3
40807,123,54,69.49
40808,30,10,75.0
40810,337,141,70.5
40813,132,59,69.11
40815,307,136,69.3
40816,3,1,75.0
40818,25,11,69.44
40819,200,89,69.2
40820,129,57,69.35
40823,921,406,69.4
40824,126,56,69.23
40826,178,50,78.07
40827,184,51,78.3
40828,1121,497,69.28
40829,46,20,69.7
40830,46,20,69.7
40831,1352,599,69.3
40840,125,35,78.12
40843,46,20,69.7
40844,59,16,78.67
40845,104,46,69.33
40847,37,16,69.81
40849,28,12,70.0
40854,304,135,69.25
40855,203,90,69.28
40856,135,60,69.23
40858,59,16,78.67
40862,148,41,78.31
40863,117,52,69.23
40865,98,44,69.01
40868,285,79,78.3
40870,126,56,69.23
40873,584,259,69.28
40874,88,27,76.52
40902,190,84,69.34
40903,187,83,69.26
40906,2916,1293,69.28
40913,67,34,66.34
40914,143,78,64.71
40915,187,83,69.26
40921,71,31,69.61
40923,243,108,69.23
40927,123,54,69.49
40935,528,234,69.29
40939,46,20,69.7
40940,135,60,69.23
40941,39,22,63.93
40943,166,74,69.17
40946,15,7,68.18
40949,126,56,69.23
40953,178,79,69.26
40958,114,50,69.51
40962,4436,2444,64.48
40964,22,10,68.75
40965,3253,1445,69.24
40972,354,191,64.95
40977,2138,948,69.28
40979,27,7,79.41
40981,3,1,75.0
40982,68,30,69.39
40983,55,22,71.43
40988,123,54,69.49
40995,31,14,68.89
40997,77,34,69.37
41001,3272,4380,42.76
41002,491,376,56.63
41003,465,586,44.24
41004,851,653,56.58
41005,2726,6350,30.04
41006,743,994,42.77
41007,684,916,42.75
41008,1289,1728,42.72
41010,540,716,42.99
41011,4006,6604,37.76
41014,1067,1758,37.77
41015,3269,5389,37.76
41016,859,1417,37.74
41017,6103,10062,37.75
41018,4387,7327,37.45
41030,1052,1499,41.24
41031,2879,3554,44.75
41033,348,491,41.48
41034,231,177,56.62
41035,1879,2514,42.77
41039,610,480,55.96
41040,1263,1667,43.11
41041,1551,1190,56.59
41042,6173,14202,30.3
41043,349,315,52.56
41044,213,163,56.65
41045,224,300,42.75
41046,294,393,42.79
41048,1862,4337,30.04
41049,502,385,56.6
41051,4778,7877,37.76
41052,55,74,42.64
41055,366,281,56.57
41056,2932,2248,56.6
41059,457,612,42.75
41063,445,734,37.74
41064,414,317,56.63
41071,3355,4491,42.76
41073,939,1257,42.76
41074,967,1294,42.77
41075,2970,3975,42.76
41076,2956,3957,42.76
41080,204,475,30.04
41083,222,297,42.77
41085,144,193,42.73
41086,377,504,42.79
41091,2797,6515,30.04
41092,509,937,35.2
41093,579,444,56.6
41094,1719,3771,31.31
41095,610,816,42.78
41097,1230,1647,42.75
41098,324,434,42.74
41101,3985,3248,55.09
41102,4531,3692,55.1
41121,349,285,55.05
41124,211,172,55.09
41129,2004,1633,55.1
41132,90,73,55.21
41135,47,36,56.63
41139,1796,1464,55.09
41141,468,364,56.25
41142,9,7,56.25
41143,3038,2476,55.1
41144,2117,1725,55.1
41146,84,68,55.26
41149,113,92,55.12
41159,113,92,55.12
41164,2626,2139,55.11
41166,157,120,56.68
41168,644,525,55.09
41169,1201,979,55.09
41171,1011,824,55.1
41174,221,177,55.53
41175,1155,941,55.1
41179,1540,1181,56.6
41180,240,195,55.17
41181,9,7,56.25
41183,323,264,55.03
41189,458,351,56.61
41201,61,49,55.45
41203,129,58,68.98
41204,133,60,68.91
41214,144,65,68.9
41216,375,170,68.81
41219,560,254,68.8
41222,701,317,68.86
41224,1527,690,68.88
41226,64,29,68.82
41230,2744,2196,55.55
41231,284,128,68.93
41232,126,82,60.58
41234,136,62,68.69
41238,307,139,68.83
41240,1697,767,68.87
41250,201,91,68.84
41254,150,70,68.18
41255,277,125,68.91
41256,564,255,68.86
41257,163,74,68.78
41260,208,94,68.87
41262,349,158,68.84
41263,140,63,68.97
41264,116,94,55.24
41265,451,204,68.85
41267,277,125,68.91
41268,163,74,68.78
41271,76,34,69.09
41274,159,72,68.83
41301,1602,446,78.22
41310,6,2,75.0
41311,1884,524,78.24
41314,1187,330,78.25
41317,122,34,78.21
41332,275,127,68.41
41339,2887,803,78.24
41348,377,105,78.22
41351,6,2,75.0
41352,118,91,56.46
41360,95,28,77.24
41364,42,12,77.78
41365,136,38,78.16
41366,21,6,77.78
41367,98,27,78.4
41385,119,33,78.29
41386,9,2,81.82
41390,42,12,77.78
41397,47,13,78.33
41408,65,50,56.52
41421,68,52,56.67
41425,251,191,56.79
41464,121,55,68.75
41465,2898,1310,68.87
41472,2257,1732,56.58
41501,6114,2764,68.87
41503,148,67,68.84
41512,212,96,68.83
41513,114,51,69.09
41514,913,413,68.85
41517,18,5,78.26
41519,265,120,68.83
41522,1318,596,68.86
41524,80,36,68.97
41526,8,3,72.73
41527,152,68,69.09
41528,152,68,69.09
41531,254,115,68.83
41534,61,27,69.32
41535,125,57,68.68
41537,1303,450,74.33
41538,61,27,69.32
41539,428,194,68.81
41540,98,45,68.53
41543,140,63,68.97
41544,197,89,68.88
41547,95,43,68.84
41548,193,87,68.93
41553,595,269,68.87
41554,220,99,68.97
41555,182,82,68.94
41557,462,209,68.85
41558,193,87,68.93
41559,76,34,69.09
41560,102,46,68.92
41562,583,264,68.83
41563,102,46,68.92
41564,220,99,68.97
41566,117,53,68.82
41567,76,34,69.09
41568,205,92,69.02
41571,125,57,68.68
41572,913,413,68.85
41601,223,101,68.83
41602,227,103,68.79
41603,402,182,68.84
41604,152,68,69.09
41605,186,84,68.89
41606,129,58,68.98
41607,72,33,68.57
41612,38,17,69.09
41615,205,92,69.02
41616,152,68,69.09
41619,129,58,68.98
41621,80,36,68.97
41622,68,31,68.69
41630,276,113,70.95
41631,242,110,68.75
41632,110,50,68.75
41635,773,349,68.89
41636,205,92,69.02
41640,322,137,70.15
41642,174,79,68.77
41643,27,7,79.41
41645,314,142,68.86
41647,307,139,68.83
41649,610,276,68.85
41650,167,75,69.01
41651,91,41,68.94
41653,2955,1336,68.87
41655,231,104,68.96
41659,163,74,68.78
41660,193,87,68.93
41663,76,34,69.09
41666,239,108,68.88
41667,102,46,68.92
41669,167,75,69.01
41701,4670,1299,78.24
41712,62,17,78.48
41713,9,2,81.82
41714,104,29,78.2
41719,326,91,78.18
41721,187,52,78.24
41722,386,107,78.3
41723,365,101,78.33
41725,83,23,78.3
41727,273,76,78.22
41729,59,16,78.67
41731,297,82,78.36
41735,68,19,78.16
41739,47,13,78.33
41740,249,69,78.3
41745,83,23,78.3
41746,169,47,78.24
41749,884,246,78.23
41751,86,24,78.18
41754,128,35,78.53
41759,160,45,78.05
41760,68,19,78.16
41762,42,12,77.78
41763,151,42,78.24
41764,163,45,78.37
41766,77,21,78.57
41772,68,19,78.16
41773,362,101,78.19
41774,774,215,78.26
41775,33,9,78.57
41776,383,106,78.32
41777,246,68,78.34
41778,47,13,78.33
41804,208,58,78.2
41810,101,28,78.29
41812,71,20,78.02
41815,199,55,78.35
41817,175,49,78.12
41819,89,25,78.07
41821,136,38,78.16
41822,469,130,78.3
41824,163,45,78.37
41825,128,35,78.53
41826,237,66,78.22
41828,178,50,78.07
41831,303,84,78.29
41832,136,38,78.16
41833,104,29,78.2
41834,116,32,78.38
41835,211,59,78.15
41836,231,64,78.31
41837,223,62,78.25
41838,151,42,78.24
41839,184,51,78.3
41840,291,81,78.23
41843,178,50,78.07
41844,329,92,78.15
41845,95,26,78.51
41847,134,37,78.36
41848,15,4,78.95
41849,53,15,77.94
41855,172,48,78.18
41858,1991,554,78.23
41859,77,21,78.57
41861,59,16,78.67
41862,220,61,78.29
42001,5962,6456,48.01
42003,5397,5844,48.01
42020,427,463,47.98
42021,249,270,47.98
42022,19,20,48.72
42023,453,491,47.99
42024,275,298,47.99
42025,3702,4009,48.01
42027,416,451,47.98
42028,130,95,57.78
42029,1152,1248,48.0
42031,576,624,48.0
42032,37,40,48.05
42035,182,197,48.02
42036,238,258,47.98
42037,10,7,58.82
42038,1175,965,54.91
42039,320,346,48.05
42040,193,209,48.01
42041,807,873,48.04
42044,639,692,48.01
42045,501,368,57.65
42047,42,31,57.53
42048,413,447,48.02
42049,282,306,47.96
42050,610,660,48.03
42051,546,592,47.98
42053,914,990,48.0
42054,193,209,48.01
42055,549,451,54.9
42056,323,350,47.99
42058,521,383,57.63
42060,15,16,48.39
42061,7,8,46.67
42064,1893,1391,57.64
42066,4356,4717,48.01
42069,178,193,47.98
42071,5609,6074,48.01
42076,208,225,48.04
42078,412,302,57.7
42079,260,282,47.97
42081,461,339,57.63
42082,349,378,48.01
42083,75,55,57.69
42085,156,169,48.0
42086,762,825,48.02
42087,424,459,48.02
42088,517,559,48.05
42101,12035,13389,47.34
42103,4112,4611,47.14
42104,6948,7777,47.19
42120,543,435,55.52
42122,953,1059,47.37
42123,176,141,55.52
42124,31,24,56.36
42127,1375,1102,55.51
42129,1522,1214,55.63
42130,31,24,56.36
42131,31,24,56.36
42133,332,266,55.52
42134,4065,3258,55.51
42140,275,220,55.56
42141,6931,5554,55.51
42151,122,98,55.45
42153,15,12,55.56
42154,141,113,55.51
42156,80,64,55.56
42157,107,86,55.44
42159,230,258,47.13
42160,451,361,55.54
42163,8,6,57.14
42164,3687,2954,55.52
42166,504,404,55.51
42167,1733,1389,55.51
42170,319,317,50.16
42171,1537,1412,52.12
42202,489,392,55.51
42204,147,119,55.26
42206,1291,1035,55.5
42207,244,197,55.33
42210,906,726,55.51
42211,2726,2239,54.9
42214,167,130,56.23
42215,289,237,54.94
42217,778,639,54.9
42220,1380,1133,54.91
42223,3896,3717,51.18
42232,149,122,54.98
42234,478,392,54.94
42236,198,162,55.0
42240,8618,7076,54.91
42252,15,12,55.56
42254,62,51,54.87
42256,1059,850,55.47
42259,225,181,55.42
42261,2185,1751,55.51
42262,1817,1492,54.91
42265,179,144,55.42
42266,535,440,54.87
42273,88,70,55.7
42274,439,478,47.87
42275,206,165,55.53
42276,3206,2569,55.52
42280,111,91,54.95
42285,80,64,55.56
42286,291,239,54.91
42301,7344,10719,40.66
42303,6850,10000,40.65
42320,1419,1875,43.08
42321,135,99,57.69
42322,13,18,41.94
42323,202,148,57.71
42324,262,192,57.71
42325,417,306,57.68
42326,100,73,57.8
42327,660,877,42.94
42328,209,277,43.0
42330,2218,1629,57.66
42332,35,26,57.38
42333,184,237,43.71
42337,414,304,57.66
42338,15,20,42.86
42339,211,156,57.49
42343,299,395,43.08
42344,195,143,57.69
42345,2639,1939,57.65
42347,1028,1362,43.01
42348,809,1079,42.85
42349,229,301,43.21
42350,225,298,43.02
42351,718,967,42.61
42352,333,441,43.02
42354,55,73,42.97
42355,297,434,40.63
42356,12,17,41.38
42361,97,128,43.11
42366,1015,1478,40.71
42367,205,150,57.75
42368,225,298,43.02
42369,51,68,42.86
42370,10,13,43.48
42371,89,119,42.79
42372,324,358,47.51
42374,25,18,58.14
42376,1099,1573,41.13
42378,539,765,41.33
42404,383,507,43.03
42406,463,613,43.03
42408,1448,1068,57.55
42409,409,542,43.01
42410,307,225,57.71
42411,353,260,57.59
42413,683,502,57.64
42420,6318,8373,43.01
42431,6201,4556,57.65
42436,302,222,57.63
42437,1245,1650,43.01
42440,170,125,57.63
42441,337,252,57.22
42442,722,531,57.62
42444,6,8,42.86
42445,2563,1888,57.58
42450,679,849,44.44
42451,116,154,42.96
42452,394,522,43.01
42453,114,84,57.58
42455,554,734,43.01
42456,320,347,47.98
42458,147,194,43.11
42459,701,904,43.68
42461,244,323,43.03
42462,228,303,42.94
42463,19,25,43.18
42464,419,309,57.55
42501,4390,2445,64.23
42503,6002,3343,64.23
42516,94,65,59.12
42518,728,406,64.2
42519,721,402,64.2
42528,361,252,58.89
42533,207,115,64.29
42539,2320,1619,58.9
