SERIALNO,POVPIP,has_pap,has_ssip,has_hins4,has_snap,PUMA_person,WGTP,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well
2021HU0000074,89,0,0,1,0,1900100,114,0,0,0,0,0,114,0,114,114,0,0
2021HU0000162,432,0,0,0,0,1902200,348,0,0,0,0,0,348,0,0,0,0,0
2021HU0000257,156,0,0,1,0,1901900,39,0,0,0,0,0,39,0,0,0,0,0
2021HU0000290,111,0,0,1,0,1902100,18,0,0,0,0,0,18,0,0,18,0,0
2021HU0000320,501,0,0,0,0,1900800,36,0,0,0,0,0,36,0,0,0,0,0
2021HU0000337,501,0,0,1,0,1900500,107,0,0,0,0,0,107,0,0,107,0,0
2021HU0000475,501,0,0,0,0,1900200,86,0,0,0,0,0,86,0,0,0,0,0
2021HU0000615,501,0,0,0,0,1901200,76,0,0,0,0,0,76,0,0,76,0,0
2021HU0000752,139,0,0,0,0,1900100,185,0,0,0,0,0,185,0,0,185,0,0
2021HU0000984,427,0,0,0,0,1901300,13,0,0,0,0,0,13,0,0,13,0,0
2021HU0001243,501,0,0,0,0,1902200,169,0,0,0,0,0,169,0,0,0,169,0
2021HU0001287,501,0,0,0,0,1900700,29,0,0,0,0,0,29,0,0,0,0,0
2021HU0001352,89,0,0,0,0,1900700,31,0,0,0,0,0,31,0,0,0,0,0
2021HU0001362,228,0,0,0,0,1901400,49,0,0,0,0,0,49,0,0,0,0,0
2021HU0001557,101,0,0,1,1,1902300,107,0,0,0,0,0,107,0,0,107,0,0
2021HU0001570,28,0,0,1,1,1902100,37,0,0,0,0,0,37,0,0,37,37,0
2021HU0001653,280,0,0,1,0,1900500,428,0,0,428,0,0,0,0,0,0,0,0
2021HU0001706,501,0,0,0,0,1900400,36,0,0,0,0,0,36,0,36,36,0,0
2021HU0001741,440,0,0,0,0,1900700,102,0,0,0,0,0,102,0,0,0,0,0
2021HU0001976,161,0,0,0,0,1900400,104,0,0,0,0,0,104,0,0,104,104,0
2021HU0002039,403,0,0,0,0,1900200,52,0,0,0,0,0,52,0,52,52,0,0
2021HU0002121,501,0,0,0,0,1901400,104,0,0,0,0,0,104,0,0,0,0,0
2021HU0002172,501,0,0,0,0,1901500,288,0,0,0,0,0,288,0,0,0,0,0
2021HU0002365,431,0,0,0,0,1900400,62,0,0,0,0,0,62,0,0,0,0,0
2021HU0002412,501,0,0,0,0,1902200,13,0,0,0,0,0,13,0,0,13,0,0
2021HU0002413,501,0,0,0,0,1900800,78,0,0,0,0,0,78,0,78,78,0,0
2021HU0002598,95,0,1,1,0,1901400,44,44,0,0,0,0,44,0,0,0,44,0
2021HU0002697,66,0,0,1,0,1901900,29,0,0,0,0,0,29,0,0,0,0,0
2021HU0002899,413,0,0,0,0,1901900,32,0,0,0,0,0,32,0,32,32,0,0
2021HU0002957,386,0,0,0,0,1902300,29,0,0,0,0,0,29,0,0,0,0,0
2021HU0003047,43,0,0,0,0,1901500,145,0,0,0,0,0,145,145,0,0,0,0
2021HU0003052,258,0,0,0,0,1900100,16,0,0,0,0,0,16,0,0,0,0,0
2021HU0003102,230,0,0,0,1,1901400,94,0,0,0,0,0,94,0,0,94,94,0
2021HU0003290,159,0,0,0,0,1901500,135,0,0,135,0,0,135,0,0,0,135,0
2021HU0003307,501,0,0,0,0,1900600,13,0,0,0,0,0,13,0,0,0,13,0
2021HU0003352,501,0,0,0,0,1902300,100,0,0,0,0,0,100,0,0,0,0,0
2021HU0003472,501,0,0,0,0,1901100,223,223,0,0,0,0,223,0,0,0,0,0
2021HU0003536,75,1,1,1,1,1901400,92,0,0,0,0,0,92,0,0,92,92,0
2021HU0003863,501,0,0,0,0,1901900,26,0,0,0,0,0,26,0,0,26,0,0
2021HU0003878,423,0,0,0,0,1900400,15,0,0,0,0,0,15,0,0,15,15,0
2021HU0004029,70,0,1,1,1,1902100,176,0,0,0,0,0,176,0,0,176,176,0
2021HU0004167,363,0,0,0,0,1902300,150,0,0,0,0,0,150,0,0,0,0,0
2021HU0004450,213,0,0,0,0,1901400,72,0,0,0,0,0,72,0,0,72,72,0
2021HU0004519,310,0,0,0,0,1901700,66,0,0,0,0,0,66,0,66,66,66,0
2021HU0005130,214,0,0,0,0,1901000,201,201,0,0,0,0,201,0,0,0,0,0
2021HU0005217,88,0,0,0,0,1901700,131,0,0,0,0,0,131,0,0,0,0,0
2021HU0005288,97,0,0,1,1,1900900,119,0,0,119,0,0,119,0,0,0,0,0
2021HU0005806,166,0,0,1,1,1900700,12,0,0,0,0,0,12,0,0,0,0,0
2021HU0005808,296,0,0,0,0,1900700,69,0,0,0,0,0,69,0,0,0,69,0
2021HU0005842,180,0,0,0,0,1900100,22,0,0,0,0,0,22,0,0,22,22,0
2021HU0005927,145,0,0,0,0,1901900,14,0,0,0,0,0,14,0,0,14,14,0
2021HU0006011,120,0,0,1,1,1901200,18,0,0,0,0,0,18,0,18,18,18,0
2021HU0006133,501,0,0,0,0,1901300,400,0,0,0,0,0,400,0,0,400,0,0
2021HU0006171,501,0,0,0,0,1900100,66,0,0,0,0,0,66,0,0,0,0,0
2021HU0006339,212,0,0,0,0,1902100,22,0,0,0,0,0,22,0,0,22,22,0
2021HU0006443,247,0,0,1,0,1900400,68,0,0,0,0,0,68,0,0,0,0,0
2021HU0006541,501,0,0,0,0,1900900,24,0,0,0,0,0,24,0,24,24,0,0
2021HU0006644,501,0,0,0,0,1901900,20,0,0,0,0,0,20,0,0,20,0,0
2021HU0006690,501,0,0,0,0,1901000,440,0,0,0,0,0,440,0,0,0,0,0
2021HU0006760,407,0,0,0,0,1901200,104,0,0,0,0,0,104,0,104,0,0,0
2021HU0006779,501,0,0,0,0,1901500,170,0,0,0,0,0,170,0,0,0,0,0
2021HU0006948,501,0,0,0,0,1900800,64,0,0,0,0,0,64,0,0,64,0,0
2021HU0007013,381,0,0,0,0,1901200,43,0,0,0,0,0,43,0,0,0,0,0
2021HU0007021,322,0,0,0,0,1900900,222,0,0,0,0,0,222,0,0,0,0,0
2021HU0007049,501,0,0,0,0,1900900,79,0,0,0,0,0,79,0,0,0,0,0
2021HU0007150,159,0,0,0,0,1901100,228,0,0,0,0,0,228,0,0,0,0,0
2021HU0007214,501,0,0,0,0,1901900,83,0,0,0,0,0,83,0,0,83,0,0
