metdiv20,POVPIP,has_pap,has_ssip,has_hins4,has_snap,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well,WGTP
99999,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,137
99999,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,146,146
99999,0,0,0,0,0,0,0,0,0,0,0,143,0,143,0,143,143
99999,0,0,0,0,0,0,0,0,0,0,0,76,0,76,76,0,76
99999,0,0,0,0,0,0,0,0,0,0,2595,0,0,0,0,0,2595
99999,0,0,0,0,0,0,0,0,0,0,882,0,0,0,882,0,882
99999,0,0,0,0,0,0,0,0,0,0,1700,0,0,1700,0,0,1700
99999,0,0,0,0,0,0,0,0,0,0,1345,0,0,1345,1345,0,1345
99999,0,0,0,0,0,0,0,0,0,0,514,0,514,0,0,0,514
99999,0,0,0,0,0,0,0,0,0,0,345,0,345,345,345,0,345
99999,0,0,0,0,0,0,0,0,0,0,293,293,0,0,0,0,293
99999,0,0,0,0,0,0,0,0,0,0,159,159,0,0,0,159,159
99999,0,0,0,0,0,0,0,0,0,0,38,38,0,38,0,0,38
99999,0,0,0,0,0,0,0,0,0,0,78,78,0,78,0,78,78
99999,0,0,0,0,0,0,0,0,0,0,117,117,0,117,117,0,117
99999,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,255
99999,0,0,0,0,0,0,0,57,0,0,0,0,0,0,57,0,57
99999,0,0,0,0,0,0,0,331,0,0,0,0,0,331,0,0,331
99999,0,0,0,0,0,0,0,420,0,0,420,0,0,0,0,0,420
99999,0,0,0,0,0,0,0,185,0,0,185,185,0,0,0,0,185
99999,0,0,0,0,0,0,0,67,67,0,0,0,0,0,0,0,67
99999,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,357
99999,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,297,297
99999,0,0,0,0,0,0,761,0,0,0,761,0,0,0,0,0,761
99999,0,0,0,0,0,0,47,0,0,0,47,0,0,0,47,0,47
99999,0,0,0,0,0,0,109,0,0,0,109,0,109,109,0,0,109
99999,0,0,0,0,0,0,55,0,55,55,0,0,0,55,55,55,55
99999,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,196
99999,0,0,0,0,0,193,0,0,0,0,0,0,0,0,193,0,193
99999,0,0,0,0,0,131,0,0,0,0,0,0,0,131,0,0,131
99999,0,0,0,0,0,123,0,0,0,0,0,0,0,123,123,0,123
99999,0,0,0,0,0,914,0,0,0,0,914,0,0,0,0,0,914
99999,0,0,0,0,0,123,0,0,0,0,123,0,0,0,123,0,123
99999,0,0,0,0,0,99,0,0,0,0,99,0,0,99,0,0,99
99999,0,0,0,0,0,202,0,0,0,0,202,0,0,202,202,0,202
99999,0,0,0,0,0,25,0,0,0,0,25,0,25,0,25,0,25
99999,0,0,0,0,0,17,0,0,0,0,17,0,17,17,0,0,17
99999,0,0,0,0,0,207,0,207,0,0,207,207,0,0,0,0,207
99999,0,0,0,0,1,0,0,0,0,0,1630,0,0,0,0,0,1630
99999,0,0,0,0,1,0,0,0,0,0,492,0,0,0,492,0,492
99999,0,0,0,0,1,0,0,0,0,0,174,0,0,174,0,0,174
99999,0,0,0,0,1,0,0,0,0,0,137,0,0,137,0,137,137
99999,0,0,0,0,1,0,0,0,0,0,673,0,0,673,673,0,673
99999,0,0,0,0,1,0,0,0,0,0,17,17,0,17,17,17,17
99999,0,0,0,0,1,0,0,116,0,0,0,0,0,116,0,0,116
99999,0,0,0,0,1,0,0,62,0,0,62,0,0,0,62,0,62
99999,0,0,0,0,1,0,245,245,0,0,245,0,0,0,0,0,245
