county,POVPIP,has_pap,has_ssip,has_hins4,has_snap,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well,WGTP
46003,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2
46003,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
46003,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46003,5,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,8
46003,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46003,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
46003,12,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2
46003,12,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
46003,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
46003,18,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
46003,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
46003,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
46003,28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
46003,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46003,32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
46003,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46003,36,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,4
46003,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46003,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46003,43,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
46003,44,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
46003,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
46003,50,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
46003,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46003,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46003,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46003,61,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
46003,63,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
46003,64,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46003,65,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
46003,66,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
46003,68,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46003,69,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
46003,69,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1
46003,70,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1
46003,70,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46003,71,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,3
46003,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46003,72,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,5
46003,73,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
46003,73,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46003,74,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
46003,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46003,76,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3
46003,76,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
46003,77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
46003,77,1,0,1,0,0,0,0,0,0,2,0,0,2,2,0,2
46003,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46003,81,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
46003,81,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
46003,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46003,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46003,85,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46003,86,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
46003,86,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2
46003,86,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
