SERIALNO,POVPIP,has_pap,has_ssip,has_hins4,has_snap,PUMA_person,WGTP,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well
2021HU0000003,501,0,1,1,0,3402104,48,0,48,0,0,0,0,0,48,48,48,0
2021HU0000004,501,0,0,0,0,3401203,131,0,0,0,0,0,131,0,0,131,0,0
2021HU0000042,171,0,0,0,0,3402003,66,0,0,66,0,0,66,0,66,66,66,0
2021HU0000071,501,0,0,0,0,3401904,53,0,0,0,0,0,53,0,0,53,0,0
2021HU0000086,501,0,0,0,0,3401501,90,0,0,0,0,0,90,0,0,90,0,0
2021HU0000104,72,0,0,1,0,3401301,484,0,0,0,0,0,484,484,0,484,484,484
2021HU0000159,299,0,0,0,0,3402104,379,0,379,0,0,0,379,0,379,0,379,0
2021HU0000201,501,0,0,1,0,3401502,239,0,0,0,0,0,239,239,0,239,0,239
2021HU0000242,501,0,0,0,0,3400302,86,0,86,0,0,0,0,0,0,0,0,0
2021HU0000259,501,0,0,0,0,3400701,59,0,0,0,0,0,59,0,0,0,0,0
2021HU0000304,501,0,0,0,0,3401401,55,0,0,0,0,0,55,0,0,0,0,0
2021HU0000377,501,0,0,0,0,3401700,207,0,0,0,0,0,207,0,0,0,0,0
2021HU0000382,501,0,0,1,0,3402202,53,0,0,0,0,0,53,0,0,0,0,0
2021HU0000470,199,0,0,1,0,3401402,50,0,50,50,0,0,50,0,0,0,0,0
2021HU0000512,501,0,0,0,0,3400800,52,0,0,0,0,0,52,52,0,0,52,0
2021HU0000539,84,0,0,0,0,3402101,187,0,0,0,0,0,0,187,0,0,0,187
2021HU0000692,499,0,0,0,0,3400303,30,0,0,30,0,0,30,0,0,30,30,0
2021HU0000709,501,0,0,0,0,3401002,131,0,0,0,0,0,131,0,0,0,0,0
2021HU0000720,501,0,0,0,0,3402104,84,0,0,0,0,0,84,0,0,0,0,0
2021HU0000757,501,0,0,0,0,3400502,118,0,118,0,0,0,0,0,0,0,0,118
2021HU0000767,461,0,0,0,0,3401002,106,0,0,0,0,0,106,0,0,0,0,0
2021HU0000811,501,0,0,0,0,3400305,31,0,0,0,0,0,31,0,31,31,31,0
2021HU0000839,291,0,0,0,0,3401001,172,0,0,0,0,0,172,0,0,172,172,0
2021HU0000844,371,0,0,0,0,3401002,124,0,0,124,0,0,0,0,0,124,124,0
2021HU0000884,294,0,0,0,0,3402103,67,0,0,0,0,0,67,0,0,0,0,0
2021HU0000907,160,0,0,0,0,3400800,125,0,0,0,0,0,125,0,0,0,0,0
2021HU0000978,501,0,0,0,0,3400304,176,0,0,0,0,0,176,0,0,0,0,176
2021HU0001109,432,0,0,0,0,3401401,200,0,0,0,0,0,200,0,0,200,0,0
2021HU0001136,501,0,0,0,0,3401301,276,0,0,0,0,0,276,276,0,0,0,276
2021HU0001171,75,0,0,0,0,3401302,97,0,0,97,0,0,0,0,0,97,0,0
2021HU0001183,62,0,0,1,1,3401302,99,0,0,99,0,0,0,0,0,0,0,0
2021HU0001184,412,0,0,0,0,3401503,156,0,0,0,0,0,156,0,0,156,156,156
2021HU0001244,94,0,0,0,0,3401402,76,0,0,76,0,0,0,0,0,76,0,0
2021HU0001348,242,0,0,0,0,3402600,17,0,0,0,0,0,17,0,0,17,17,0
2021HU0001351,9,0,0,0,0,3401402,246,0,0,246,0,0,0,246,0,0,246,246
2021HU0001371,501,0,0,0,0,3402303,88,0,88,0,0,0,0,0,0,88,88,88
2021HU0001397,152,0,0,0,0,3402102,81,0,0,81,0,0,0,0,81,81,0,0
2021HU0001419,108,0,0,0,0,3402003,26,0,0,0,0,0,26,0,0,0,0,0
2021HU0001432,203,0,0,0,0,3400101,79,0,0,0,0,0,79,0,0,79,0,0
2021HU0001435,501,0,0,0,0,3401503,68,0,0,0,0,0,68,0,0,68,0,0
2021HU0001452,445,0,0,0,0,3402102,94,0,94,0,0,0,0,0,0,0,0,94
2021HU0001504,501,0,0,0,0,3400907,75,0,0,0,0,0,75,0,0,0,0,0
2021HU0001545,501,0,0,1,0,3400302,225,0,0,0,0,0,225,225,0,225,225,225
2021HU0001575,501,0,0,0,0,3401106,45,0,0,0,0,0,45,0,0,0,0,0
2021HU0001608,208,0,0,0,0,3401101,240,0,0,0,0,0,240,0,0,240,240,0
