county,Num Eligible,Num Ineligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible,English less than very well Eligible,Percentage Eligible
31029,649,966,24,24,31,4,595,91,65,360,249,49,40.19
31031,1005,1219,94,8,4,0,972,187,82,457,357,83,45.19
31033,1743,2114,164,14,7,0,1686,325,143,793,620,145,45.19
31035,868,1596,11,11,37,0,826,85,69,418,339,33,35.23
31037,1468,2600,109,17,83,0,1265,298,138,792,651,321,36.09
31039,1252,2218,93,15,71,0,1080,255,118,676,555,274,36.08
31041,1587,2647,28,35,97,0,1341,361,150,709,500,240,37.48
31043,2997,5309,222,35,169,0,2584,609,281,1617,1329,656,36.08
31045,1510,1832,142,12,6,0,1460,282,124,687,537,125,45.18
31047,4012,5979,146,148,192,24,3680,561,403,2226,1541,304,40.16
31049,338,410,32,3,1,0,327,63,28,154,120,28,45.19
31051,777,1377,58,9,44,0,670,158,73,420,345,170,36.07
31053,4995,9609,257,116,150,0,4789,655,842,2110,1749,355,34.2
31055,86686,149441,3570,5271,19762,301,63928,14436,7066,31096,31906,11076,36.71
31057,276,411,10,10,13,2,253,39,28,153,106,21,40.17
31059,805,1468,24,7,20,6,776,69,108,377,314,9,35.42
31061,411,755,5,5,17,0,391,40,33,198,160,16,35.25
31063,419,624,15,15,20,3,384,59,42,232,161,32,40.17
31065,771,1149,28,29,37,5,707,108,77,428,296,58,40.16
31067,3145,5736,92,27,78,23,3034,271,421,1474,1229,33,35.41
31069,346,420,33,3,1,0,335,65,28,157,123,29,45.17
31071,273,455,5,6,17,0,230,62,26,122,86,41,37.5
31073,315,469,11,12,15,2,289,44,32,175,121,24,40.18
31075,102,152,4,4,5,1,94,14,10,57,39,8,40.16
31077,329,549,6,7,20,0,278,75,31,147,104,50,37.47
31079,9465,15789,168,206,579,0,7998,2155,897,4230,2982,1430,37.48
31081,1418,2366,25,31,87,0,1198,323,134,634,447,214,37.47
31083,437,804,6,5,19,0,416,43,35,210,171,17,35.21
31085,143,213,5,5,7,1,131,20,14,79,55,11,40.17
31087,436,649,16,16,21,3,400,61,44,242,167,33,40.18
31089,1864,2261,175,15,8,0,1803,348,152,848,662,155,45.19
31091,119,178,4,4,6,1,109,17,12,66,46,9,40.07
31093,974,1624,17,21,60,0,823,222,92,435,307,147,37.49
31095,1048,1912,31,9,26,8,1011,90,140,491,410,11,35.41
31097,767,1398,23,7,19,6,740,66,103,359,300,8,35.43
31099,951,1748,12,12,40,0,905,93,75,458,371,37,35.24
31101,1387,2067,51,51,66,8,1273,194,139,770,533,105,40.16
31103,142,172,13,1,1,0,137,26,12,65,50,12,45.22
31105,632,766,59,5,3,0,611,118,52,287,224,52,45.21
31107,1165,2064,86,14,66,0,1004,237,109,629,517,255,36.08
31109,47467,83950,1538,4672,5449,0,43175,4775,3692,14353,18345,4317,36.12
31111,5770,8599,211,214,276,35,5293,807,579,3202,2216,438,40.16
31113,119,178,4,4,6,1,109,17,12,66,46,9,40.07
31115,91,152,2,2,6,0,77,21,9,41,29,14,37.45
31117,66,99,2,2,3,0,61,9,7,37,25,5,40.0
31119,4939,8750,366,58,279,0,4259,1004,464,2665,2191,1081,36.08
31121,1154,1925,21,25,71,0,975,263,109,516,363,174,37.48
31123,840,1018,79,7,3,0,812,157,69,382,298,70,45.21
31125,470,832,35,5,26,0,405,95,44,253,208,103,36.1
31127,1024,1868,30,9,26,8,988,88,137,480,400,11,35.41
31129,582,1069,7,7,25,0,553,57,46,280,227,22,35.25
31131,2305,4203,68,20,57,17,2223,199,308,1080,900,24,35.42
31133,369,674,11,3,9,3,356,32,49,173,144,4,35.38
31135,475,708,17,18,23,3,436,66,48,264,182,36,40.15
31137,1276,2345,16,16,54,0,1214,124,101,614,498,49,35.24
31139,1016,1800,75,12,57,0,876,207,95,548,451,222,36.08
31141,4760,8432,352,55,268,0,4104,968,447,2568,2111,1041,36.08
31143,755,1377,22,7,19,6,728,65,101,354,295,8,35.41
31145,1781,2653,65,66,85,11,1633,249,179,988,684,135,40.17
31147,1140,2079,33,10,28,9,1100,98,152,534,446,12,35.41
31149,233,283,22,2,1,0,226,44,19,106,83,19,45.16
31151,2071,3776,61,18,52,15,1998,179,277,971,809,22,35.42
31153,17684,54723,826,568,1409,0,15258,3008,3217,5607,7850,1590,24.42
31155,2994,5760,154,69,90,0,2871,393,505,1265,1048,213,34.2
31157,6643,8057,624,54,27,0,6424,1239,543,3022,2361,551,45.19
31159,2552,4654,75,22,64,19,2462,220,341,1196,997,27,35.41
31161,944,1146,89,8,4,0,913,176,77,430,336,78,45.17
31163,445,742,8,10,27,0,376,101,42,199,140,67,37.49
31165,210,255,20,2,1,0,203,39,17,95,75,17,45.16
31167,811,1436,60,9,46,0,699,165,76,438,360,177,36.09
31169,729,1329,21,6,18,5,703,63,97,342,285,8,35.42
31171,111,165,4,4,5,1,101,15,11,61,42,8,40.22
31173,939,1664,70,11,53,0,810,191,88,507,417,205,36.07
31175,612,1020,11,13,37,0,517,139,58,273,193,92,37.5
31177,2804,5395,144,65,84,0,2689,368,473,1184,982,199,34.2
31179,1347,2386,100,16,76,0,1162,274,126,727,598,295,36.08
31181,482,886,6,6,21,0,459,47,38,232,188,19,35.23
31183,116,193,2,3,7,0,98,26,11,52,36,17,37.54
31185,2047,3733,60,18,51,15,1975,177,274,959,800,22,35.42
32001,4237,5615,584,176,166,3,3678,1131,1002,2216,1931,300,43.01
32003,397475,456815,18843,58735,93181,4039,237858,140966,46260,157470,129299,99991,46.53
32005,8250,11693,553,331,283,0,7733,1310,1531,4983,3171,629,41.37
32007,8920,11820,1229,370,350,6,7742,2380,2109,4665,4066,631,43.01
32009,120,160,17,5,5,0,104,32,28,63,55,9,42.86
32011,307,407,42,13,12,0,266,82,73,161,140,22,43.0
32013,2871,3804,395,119,113,2,2492,766,679,1502,1309,203,43.01
32015,951,1260,131,39,37,1,825,254,225,497,433,67,43.01
32017,746,989,103,31,29,1,648,199,176,390,340,53,43.0
32019,9876,13999,662,397,339,0,9257,1568,1833,5965,3796,752,41.37
32021,755,1001,104,31,30,1,656,202,179,395,344,53,43.0
32023,8568,11354,1180,356,336,6,7436,2286,2026,4481,3906,606,43.01
32027,1104,1464,152,46,43,1,959,295,261,578,503,78,42.99
32029,683,968,46,27,23,0,640,108,127,413,263,52,41.37
32031,75174,122837,4084,7521,5072,489,57155,22380,9822,33648,23749,7601,37.96
32033,1508,1998,208,63,59,1,1309,402,357,789,687,107,43.01
32510,9776,13857,656,393,336,0,9164,1552,1814,5905,3757,745,41.37
33001,9781,16643,355,261,270,0,9662,362,1708,4680,4971,118,37.02
33003,7695,13093,279,205,212,0,7601,285,1343,3682,3910,92,37.02
33005,10139,18615,179,330,389,14,9913,308,1689,5131,3592,201,35.26
33007,4592,7767,161,40,98,2,4532,79,656,2436,1638,101,37.16
33009,13380,22631,469,118,284,6,13205,229,1911,7099,4774,295,37.16
33011,49710,118319,1020,2622,3269,6,45309,6972,6164,23727,19404,5783,29.58
33013,21598,38146,1277,1430,1008,0,20612,1534,2940,10503,10015,741,36.15
33015,31023,95523,916,1270,748,0,29855,2113,4972,16432,11114,1565,24.52
33017,15512,36830,917,589,517,0,15199,363,2018,7843,5659,355,29.64
33019,6324,10697,222,56,134,3,6242,108,904,3355,2257,140,37.15
34001,46914,65300,2050,6012,12130,0,29197,12499,4186,24111,20071,11800,41.81
34003,102671,249397,2267,17852,12001,70,66677,34383,5314,52682,29376,38995,29.16
34005,51314,124478,1627,3799,13489,97,34947,6880,6530,25614,19990,5514,29.19
34007,84769,116600,2224,5612,24614,63,45905,24243,6393,38202,34877,17489,42.1
34009,16477,32471,406,158,1872,0,14258,2626,1475,7635,6642,1421,33.66
34011,28615,26392,1350,713,8004,0,19648,10556,3208,11519,11984,4784,52.02
34013,154161,167415,3247,6691,80889,0,44519,49285,7537,61197,56088,44016,47.94
34015,37853,74472,813,1943,7720,0,29196,5076,3834,19021,17516,4938,33.7
34017,129509,162438,3422,15106,28627,0,71619,71220,4042,52740,32999,57394,44.36
34019,9958,41120,310,567,932,0,8698,1104,782,7058,3808,882,19.5
34021,53294,90723,1132,4903,18347,0,28028,15534,3252,25237,18686,13658,37.01
34023,108164,200386,3147,21007,17554,0,57905,34694,6056,51309,36371,43179,35.06
34025,70037,180068,2353,4248,10769,0,55192,11836,5719,38371,25795,11691,28.0
34027,43789,149107,617,4788,3090,0,34552,10007,4677,25956,12091,11118,22.7
34029,88948,151857,1292,3005,5295,60,79943,11066,10041,44785,33204,10025,36.94
34031,91417,86478,1982,5856,18808,577,51643,50678,3872,38559,25240,44441,51.39
34033,11064,12757,391,228,2809,0,7499,3515,520,4232,4591,2300,46.45
34035,28896,102272,835,4150,4679,0,17189,7300,2014,15369,9966,8620,22.03
34037,15573,43141,596,269,580,0,14914,2553,1237,7866,6150,884,26.52
34039,78534,122905,2089,3111,21808,0,34333,37188,2971,34883,25486,36868,38.99
34041,16480,29730,933,173,3113,0,14513,3977,1573,7456,6347,1964,35.66
35001,140103,144149,16071,7044,8591,538,109428,87919,16245,56503,52278,21118,49.29
35003,808,517,71,9,36,0,702,450,137,387,370,130,60.98
35005,15909,9681,1455,122,976,0,13183,8602,3197,6185,7874,1575,62.17
35006,6214,2055,5145,52,105,0,1400,1244,687,2534,2593,1510,75.15
35007,3026,1841,277,23,186,0,2507,1636,608,1176,1498,300,62.17
35009,11825,7196,1082,91,726,0,9799,6394,2376,4597,5853,1171,62.17
35011,414,252,38,3,25,0,343,224,83,161,205,41,62.16
35013,51275,33747,3415,2389,3172,62,31677,39792,6233,16795,16914,16530,60.31
35015,11403,10708,435,400,559,0,8912,7296,598,3955,4094,2771,51.57
35017,6376,4078,559,71,286,0,5539,3550,1082,3053,2925,1023,60.99
35019,1086,661,99,8,67,0,900,587,218,422,538,108,62.16
35021,161,98,15,1,10,0,133,87,32,63,80,16,62.16
35023,944,604,83,10,42,0,820,526,160,452,433,151,60.98
35025,13626,12794,520,477,669,0,10649,8717,714,4725,4893,3311,51.57
35027,4584,2932,402,51,205,0,3982,2553,778,2195,2103,735,60.99
35028,4023,4080,494,70,91,0,2498,2484,541,2329,1573,428,49.65
35029,5749,3678,504,64,257,0,4995,3201,976,2753,2637,922,60.98
35031,16672,5515,13803,138,280,0,3756,3338,1843,6799,6956,4050,75.14
35033,867,879,107,15,20,0,538,535,117,502,339,92,49.66
35035,15344,9814,1346,170,687,0,13329,8543,2603,7347,7039,2462,60.99
35037,2136,1300,195,16,131,0,1770,1155,429,831,1057,212,62.17
35039,8363,8483,1028,146,190,0,5193,5165,1124,4841,3271,890,49.64
35041,4687,2853,429,36,288,0,3884,2535,942,1822,2320,464,62.16
35043,24464,32061,5950,1039,2637,0,18332,13174,3881,9999,10153,1339,43.28
35045,25138,15670,10311,400,192,0,12700,7852,2373,9559,10156,5357,61.6
35047,5637,5718,693,98,128,0,3500,3481,758,3263,2205,600,49.64
35049,28074,41094,2945,868,1090,0,21824,16765,3093,13046,9066,3678,40.59
35051,2620,1676,230,29,117,0,2276,1459,444,1254,1202,420,60.99
35053,3753,2400,329,42,168,0,3260,2089,637,1797,1721,602,60.99
35055,7147,7250,878,125,163,0,4438,4414,960,4138,2795,760,49.64
35057,3102,2867,465,52,131,0,2593,1835,491,1585,1417,347,51.97
35059,998,607,91,8,61,0,827,540,201,388,494,99,62.18
35061,15708,14519,2356,262,663,0,13128,9293,2487,8024,7173,1757,51.97
36001,51800,80370,1058,6562,12314,0,36282,6641,3649,20271,19866,3589,39.19
36003,9308,9601,606,44,250,0,9042,194,1484,4569,4331,207,49.23
36005,379146,153928,20352,16024,155954,479,89519,238059,15021,158800,143835,168091,71.12
36007,39671,46501,512,2756,5704,0,34478,3750,2797,15562,17174,2492,46.04
36009,15435,15920,1006,73,414,0,14993,322,2461,7577,7182,342,49.23
36011,13094,18380,615,134,640,0,12604,813,1742,6380,5120,665,41.6
36013,28652,24641,1184,188,2208,0,26482,3739,2449,12459,13671,1868,53.76
36015,16335,19684,255,465,1734,0,14884,1130,2029,7733,6644,582,45.35
36017,9309,11000,262,188,386,0,9024,362,903,4458,3615,194,45.84
36019,15003,18817,1556,347,705,7,14031,614,1580,5677,5815,263,44.36
36021,10567,14053,426,206,940,0,9677,756,1063,5831,3916,436,42.92
36023,7904,10281,367,146,211,0,7599,332,839,4081,3199,165,43.46
36025,8733,10319,246,176,362,0,8465,339,847,4182,3391,182,45.84
36027,40196,77028,725,3180,6774,348,31308,7071,3795,20548,15833,4750,34.29
36029,177042,235829,5490,9300,42298,121,126093,18603,14376,76707,68401,18355,42.88
36031,7023,8808,728,163,330,3,6568,287,740,2657,2722,123,44.36
36033,8935,11206,927,207,420,4,8356,366,941,3381,3463,156,44.36
36035,9481,12175,580,59,353,0,8879,1000,948,5069,3842,522,43.78
36037,9976,13608,354,67,696,10,9537,767,1017,4318,4499,178,42.3
36039,8226,10939,331,161,731,0,7533,589,828,4539,3048,340,42.92
36041,961,1205,100,22,45,0,899,39,101,364,372,17,44.37
36043,11192,13020,343,118,390,0,10887,411,1163,5601,4673,199,46.23
36045,20521,28298,894,854,2167,167,18530,1840,4559,7388,7417,1191,42.03
36047,554479,447382,16125,83485,211351,59,221975,132836,15529,253851,179500,213622,55.34
36049,4674,6445,204,194,493,38,4220,419,1038,1683,1689,271,42.04
36051,9637,15609,319,284,694,13,8906,721,1166,4639,4068,509,38.17
36053,11484,14936,532,212,306,0,11039,482,1218,5928,4648,240,43.47
36055,134380,184497,3278,6496,36752,143,94266,20459,10042,54954,49860,14844,42.14
36057,8808,11311,539,55,327,0,8249,929,880,4710,3570,484,43.78
36059,142173,317249,2457,18938,25308,44,90860,35631,9050,87000,47487,42309,30.95
36061,290089,447487,7350,39938,79911,252,137130,109789,10284,134429,93835,90239,39.33
36063,42206,48768,2634,1025,6809,375,37041,3300,4728,19266,17902,1424,46.39
36065,43829,49998,1464,1696,5533,0,38462,3566,5648,20591,16556,3465,46.71
36067,90608,108443,3313,4296,21183,168,71707,7780,8707,38718,37287,7612,45.52
36069,17526,28384,579,516,1261,23,16195,1311,2121,8437,7399,925,38.17
36071,52618,85065,2309,1905,9906,216,39708,13327,4281,23037,18613,14243,38.22
36073,6893,9402,245,46,481,7,6590,530,703,2983,3108,123,42.3
36075,22523,24421,1015,290,895,62,22023,1043,2369,8282,8884,451,47.98
36077,9976,12487,185,105,266,0,9840,766,1030,4822,3344,296,44.41
36079,11497,24696,276,684,1153,48,9212,1862,1291,6202,4623,1583,31.77
36081,441926,377928,9501,134966,92416,377,164929,146131,15514,222068,124440,229696,53.9
36083,26389,40043,476,1120,4516,0,21596,1878,2672,10001,10829,1887,39.72
36085,71310,99451,1856,11476,11910,393,47732,16645,4390,37467,25209,22340,41.76
36087,40142,62138,1362,2337,6988,0,29962,9413,1927,16766,13307,17141,39.25
36089,21321,21010,1174,370,919,57,21018,1123,2809,9335,8566,484,50.37
36091,29332,70894,1341,884,1307,0,27670,1814,4092,14095,12903,1602,29.27
36093,27044,39866,791,2285,6188,133,20636,3298,3336,12574,9605,2141,40.42
36095,5066,6341,94,53,135,0,4997,389,523,2448,1698,150,44.41
36097,3172,4393,121,52,117,0,3102,143,398,1488,1358,76,41.93
36099,6106,8053,229,154,391,31,5703,528,542,2737,2184,364,43.12
36101,17084,22631,521,348,1027,0,16325,907,2135,8037,7192,476,43.02
36103,158535,354280,4758,8965,22616,0,125725,43682,12330,85573,53562,34696,30.91
36105,14829,18700,1748,519,1029,43,12263,3817,1042,6140,5321,1451,44.23
36107,9276,11422,175,247,892,0,8543,609,1154,4385,3802,315,44.82
36109,17831,26638,101,1953,1160,0,16619,1830,709,4202,5579,966,40.1
36111,28670,45371,1498,1419,3218,19,25738,5033,2575,14068,9081,1393,38.72
36113,12085,16162,275,274,504,0,11914,412,1260,5831,4583,28,42.78
36115,11268,15068,256,256,470,0,11109,385,1174,5437,4273,27,42.79
36117,16485,21742,617,415,1054,83,15399,1426,1463,7389,5898,984,43.12
36119,127083,244519,4368,6654,33956,244,71448,50764,8463,64934,47174,40243,34.2
36121,6923,9444,246,47,483,7,6619,532,706,2996,3122,123,42.3
36123,4474,5900,167,113,286,22,4179,387,397,2005,1601,267,43.13
37001,27569,41952,606,1246,8999,0,18224,3942,3278,10830,8318,3141,39.66
37003,6980,7506,305,125,729,0,6220,334,914,3611,2964,159,48.18
37005,2477,2030,95,20,133,5,2352,318,269,1156,1050,158,54.96
37007,3212,4671,99,9,1030,0,1931,601,229,1611,1215,379,40.75
37009,5525,5560,113,185,167,0,5396,497,560,2615,2115,98,49.84
37011,3702,3726,76,124,112,0,3616,333,375,1753,1417,65,49.84
37013,8217,11006,333,128,2855,0,5396,437,874,4273,3616,225,42.75
37015,3301,4421,134,52,1147,0,2168,176,351,1717,1453,90,42.75
37017,7225,3998,2311,45,2421,0,2737,385,566,3391,2630,265,64.38
37019,22691,42606,1086,328,4334,0,19362,2776,3150,12467,8028,572,34.75
37021,37974,60096,1178,1124,4526,93,33359,3200,4038,18224,16161,2427,38.72
37023,16762,19450,662,685,1383,0,15113,1706,1474,7952,6667,1181,46.29
37025,29638,46624,696,981,8967,88,20915,3921,4925,12193,10172,2903,38.86
37027,15448,16614,676,278,1612,0,13768,738,2023,7991,6561,351,48.18
37029,1923,2438,78,8,646,10,1231,95,402,925,739,37,44.1
37031,12938,15745,502,491,3828,0,9025,770,1992,6229,4629,324,45.11
37033,4167,4488,213,23,1670,17,2415,533,364,2480,1991,269,48.15
37035,28882,35530,1256,1578,3759,299,23928,3696,2138,13398,13676,2547,44.84
37037,12611,17710,365,267,3524,0,8723,2712,1486,5412,3817,2086,41.59
37039,6491,6820,649,86,210,19,6101,452,798,2946,2182,345,48.76
37041,2546,3229,103,11,856,14,1630,125,532,1226,979,49,44.09
37043,2501,2628,250,33,81,7,2351,174,308,1135,841,133,48.76
37045,19819,21235,1170,383,4084,63,17230,811,2120,9783,9420,693,48.28
37047,12353,6836,3951,76,4139,0,4679,659,967,5797,4497,453,64.38
37049,19253,23432,746,730,5697,0,13430,1147,2965,9271,6889,482,45.1
37051,65059,64905,4564,2951,35113,230,29651,9687,18999,22028,22086,4513,50.06
37053,5218,6616,212,22,1753,28,3340,257,1091,2512,2005,100,44.09
37055,6793,9098,276,106,2360,0,4460,361,722,3532,2989,186,42.75
37057,32142,34328,1117,979,6060,0,27572,3176,5012,14235,15340,2377,48.36
37059,7435,10233,826,107,432,0,6550,889,959,3929,3268,659,42.08
37061,11306,7439,511,40,3978,0,5861,2282,1430,4773,4455,1501,60.31
37063,49582,89095,1882,2118,28922,0,17573,8425,4737,17883,12875,6666,35.75
37065,9868,9459,461,193,5752,0,3911,363,1206,5235,3772,289,51.06
37067,72875,82920,2270,2257,31199,0,40992,12186,6769,28327,24799,8735,46.78
37069,13477,12505,321,60,6873,0,6464,1065,1540,6366,5390,656,51.87
37071,44998,48967,2175,1015,12528,0,33068,4996,4001,19208,19002,3400,47.89
37073,1946,2468,79,8,654,11,1246,96,407,937,748,37,44.09
37075,1830,1801,284,46,9,0,1674,91,222,889,720,41,50.4
37077,11178,12040,571,62,4480,46,6480,1431,975,6652,5341,721,48.14
37079,4154,3847,109,99,1948,1,2010,675,304,1775,1693,380,51.92
37081,89773,122798,2775,5341,45821,0,40736,10204,7060,36990,28530,9423,42.23
37083,12360,7662,518,160,8061,0,4031,432,1424,6741,5382,348,61.73
37085,23237,26536,2010,426,6856,0,16001,4013,4194,8712,9790,1834,46.69
37087,14143,13918,2197,358,66,0,12934,701,1715,6872,5563,319,50.4
37089,19792,29014,1118,144,1280,0,18395,2589,2160,8568,8441,1462,40.55
37091,5479,3396,230,71,3573,0,1787,191,631,2988,2386,154,61.74
37093,11044,8339,1533,189,5138,0,5079,1079,1534,4325,4060,627,56.98
37095,846,1133,34,13,294,0,555,45,90,440,372,23,42.75
37097,24674,47841,1498,1205,4551,0,19762,3676,3051,11514,8975,2787,34.03
37099,9726,10219,972,129,315,28,9141,677,1196,4414,3270,517,48.76
37101,38173,44653,992,849,12840,31,23719,6720,3536,16838,14507,4222,46.09
37103,1937,1791,103,39,802,0,1046,226,380,803,928,202,51.96
37105,10461,14690,302,222,2923,0,7235,2250,1233,4489,3167,1731,41.59
37107,11647,10767,617,237,4823,0,6286,1361,2285,4828,5580,1216,51.96
37109,15704,20577,1377,456,2201,112,14647,799,1637,8521,8802,589,43.28
37111,8531,9900,337,349,704,0,7692,869,750,4048,3394,601,46.29
37113,8351,8774,835,111,270,24,7849,582,1027,3790,2808,444,48.76
37115,4827,4750,750,122,23,0,4415,239,585,2346,1899,109,50.4
37117,4054,5429,165,63,1408,0,2662,216,431,2108,1784,111,42.75
37119,148166,309834,2561,10160,75314,124,57537,27371,11342,51963,36999,29433,32.35
37121,3097,3117,63,104,93,0,3025,279,314,1466,1185,55,49.84
37123,4428,6593,215,125,1138,0,3177,744,515,2285,1384,425,40.18
37125,17153,25538,831,483,4406,0,12307,2884,1993,8852,5361,1648,40.18
37127,19165,18371,894,376,11172,0,7595,704,2343,10167,7326,560,51.06
37129,37043,66020,2421,1609,6586,0,28560,3090,3274,15100,13635,2356,35.94
37131,4442,2753,186,58,2897,0,1449,155,512,2422,1934,125,61.74
37133,33171,40453,2384,279,10665,0,23067,5913,9160,9703,12973,2822,45.05
37135,19333,36639,1227,1879,4366,43,14229,3261,2436,7455,5091,2403,34.54
37137,2259,3025,92,35,785,0,1483,120,240,1175,994,62,42.75
37139,7533,9552,306,32,2531,41,4823,370,1575,3626,2895,145,44.09
37141,8254,15846,464,244,1554,0,6536,650,820,4591,3015,442,34.25
37143,2415,3062,98,10,811,13,1546,119,505,1162,928,46,44.09
37145,7165,7717,366,39,2872,29,4153,917,625,4264,3424,462,48.15
37147,36486,39051,659,1013,17396,0,18549,2883,3427,11706,13064,1845,48.3
37149,4183,3689,152,49,1080,0,3427,138,456,1902,1705,138,53.14
37151,24890,31204,1666,442,2432,0,20946,4763,2631,10433,10889,2445,44.37
37153,9107,6876,1264,156,4237,0,4188,890,1265,3567,3348,517,56.98
37155,28431,15734,9094,175,9526,0,10769,1517,2225,13343,10350,1043,64.37
37157,19822,19370,1889,2,4014,1,16077,1547,1969,10188,9071,1145,50.58
37159,27603,29640,2757,487,7226,84,21341,3857,4031,12872,12445,2464,48.22
37161,13949,12304,506,162,3603,0,11428,461,1522,6345,5687,460,53.13
37163,13701,9015,620,48,4821,0,7104,2766,1734,5785,5398,1819,60.31
37165,7247,5471,1006,124,3372,0,3332,708,1007,2838,2664,412,56.98
37167,9218,12571,243,134,1599,0,7820,689,1440,4330,3114,360,42.31
37169,9688,9468,924,1,1962,0,7858,756,962,4980,4434,559,50.57
37171,16228,13298,621,129,872,35,15408,2083,1762,7574,6880,1038,54.96
37173,3216,3165,499,81,15,0,2941,159,390,1563,1265,73,50.4
37175,5615,8231,317,41,363,0,5218,734,613,2431,2395,415,40.55
37177,598,801,24,9,208,0,393,32,64,311,263,16,42.74
37179,28140,55421,1248,1440,6842,0,19552,4720,2547,12344,10003,4223,33.68
37181,8369,7766,200,38,4269,0,4015,662,957,3954,3348,408,51.87
37183,122895,316826,5527,7756,42660,0,73398,20471,10960,43676,42449,20462,27.95
37185,4739,2938,199,61,3090,0,1546,166,546,2585,2064,133,61.73
37187,2026,2713,82,32,704,0,1330,108,215,1053,891,55,42.75
37189,11242,11314,229,377,339,0,10980,1011,1139,5321,4303,199,49.84
37191,24329,22616,623,699,10106,0,13682,2562,3529,10703,7087,1569,51.82
37193,15001,12293,574,119,806,32,14244,1926,1629,7002,6360,960,54.96
37195,16004,14819,421,381,7503,4,7743,2599,1172,6839,6521,1463,51.92
37197,6479,8917,719,93,376,0,5708,774,836,3424,2848,574,42.08
37199,3839,3864,78,129,116,0,3750,345,389,1817,1470,68,49.84
38001,283,567,34,4,24,0,261,31,41,112,112,20,33.29
38003,1784,2686,285,50,70,0,1506,44,201,852,674,29,39.91
38005,981,1477,157,28,38,0,828,24,111,468,371,16,39.91
38007,122,244,15,2,10,0,113,13,18,48,48,8,33.33
38009,836,1638,105,11,68,0,767,86,118,338,332,54,33.79
38011,384,771,46,5,33,0,355,42,55,152,153,27,33.25
38013,289,566,36,4,24,0,265,30,41,117,115,19,33.8
38015,12048,27297,574,296,1836,42,10174,715,957,4786,3607,48,30.62
38017,25376,58385,2003,393,3532,0,21313,3003,2290,6534,7117,3870,30.3
38019,598,963,56,19,31,0,539,35,57,212,205,35,38.31
38021,822,1237,131,23,32,0,694,20,93,392,310,13,39.92
38023,281,564,34,3,24,0,260,31,40,111,112,20,33.25
38025,527,1056,64,7,45,0,486,58,76,208,209,37,33.29
38027,386,582,62,11,15,0,326,10,44,184,146,6,39.88
38029,542,816,87,15,21,0,458,13,61,259,205,9,39.91
38031,559,842,89,16,22,0,472,14,63,267,211,9,39.9
38033,223,448,27,3,19,0,206,25,32,88,89,15,33.23
38035,11807,19017,1099,368,611,0,10653,692,1131,4191,4044,699,38.3
38037,296,594,36,4,26,0,273,33,43,117,118,21,33.26
38039,379,570,61,11,15,0,320,9,43,181,143,6,39.94
38041,321,643,39,4,28,0,296,35,46,127,127,22,33.3
38043,394,593,63,11,15,0,333,10,44,188,149,6,39.92
38045,674,1014,108,19,26,0,569,17,76,321,254,11,39.93
38047,308,463,49,9,12,0,260,8,35,147,116,5,39.95
38049,701,1373,88,10,57,0,643,72,99,283,278,45,33.8
38051,417,627,67,12,16,0,352,10,47,199,157,7,39.94
38053,1890,3791,228,23,163,0,1745,208,272,748,752,131,33.27
38055,1282,2511,160,18,104,0,1175,131,181,517,509,83,33.8
38057,1095,2144,137,15,89,0,1003,112,155,442,434,71,33.81
38059,4074,9230,194,100,621,14,3440,242,324,1619,1220,16,30.62
38061,1287,2520,161,18,105,0,1179,132,182,519,510,83,33.81
38063,487,784,45,15,25,0,439,29,47,173,167,29,38.32
38065,246,482,31,3,20,0,225,25,35,99,98,16,33.79
38067,1105,1780,103,34,57,0,997,65,106,392,379,65,38.3
38069,657,988,105,18,26,0,554,16,74,313,248,11,39.94
38071,1873,3017,174,58,97,0,1690,110,179,665,642,111,38.3
38073,938,1412,150,26,37,0,792,23,106,448,354,15,39.91
38075,300,587,37,4,24,0,275,31,42,121,119,19,33.82
38077,2719,4092,435,76,106,1,2295,68,307,1297,1027,44,39.92
38079,2004,3016,320,56,78,0,1691,50,226,956,757,33,39.92
38081,636,957,102,18,25,0,537,16,72,304,240,10,39.92
38083,166,325,21,2,14,0,152,17,24,67,66,11,33.81
38085,500,1004,60,6,43,0,462,55,72,198,199,35,33.24
38087,91,183,11,1,8,0,84,10,13,36,36,6,33.21
38089,4325,8673,523,54,373,0,3993,476,622,1711,1720,300,33.27
38091,289,466,27,9,15,0,261,17,28,103,99,17,38.28
38093,3552,5346,568,100,139,1,2998,88,401,1695,1342,58,39.92
38095,356,537,57,10,14,0,301,9,40,170,135,6,39.87
38097,1291,2079,120,40,67,0,1165,76,124,458,442,76,38.31
38099,1705,2746,159,53,88,0,1538,100,163,605,584,101,38.31
38101,9173,17964,1147,125,747,0,8407,940,1298,3702,3639,594,33.8
38103,655,986,105,18,26,0,553,16,74,312,247,11,39.91
38105,5263,10555,636,65,454,0,4859,579,757,2082,2093,365,33.27
39001,5820,4695,208,44,288,3,5710,148,636,2622,2968,23,55.35
39003,21052,19969,862,222,4625,0,17066,1785,2177,8687,9165,950,51.32
39005,8477,11616,300,23,332,0,8260,323,994,3950,3784,261,42.19
39007,15453,22936,405,125,1319,0,14675,1177,2383,7661,6236,1105,40.25
39009,12146,11802,661,277,637,0,11836,191,1973,5207,5013,117,50.72
