county,Num Eligible,Num Ineligible,Percentage Eligible
05127,2277,1635,58.21
05129,1823,1482,55.16
05131,27989,22537,55.4
05133,3667,2634,58.2
05135,3662,3022,54.79
05137,2923,1946,60.03
05139,8332,6366,56.69
05141,3735,2487,60.03
05143,43225,50452,46.14
05145,15842,13381,54.21
05147,1292,1091,54.22
05149,4747,3195,59.77
06001,210706,378514,35.76
06003,224,289,43.66
06005,7511,9665,43.73
06007,40192,41161,49.4
06009,8405,10815,43.73
06011,4223,3162,57.18
06013,146962,264666,35.7
06015,5292,5091,50.97
06017,24554,50355,32.78
06019,185742,136899,57.57
06021,5590,4186,57.18
06023,31636,23547,57.33
06025,31686,16164,66.22
06027,3529,4541,43.73
06029,168617,114415,59.58
06031,24053,19090,55.75
06033,14392,11949,54.64
06035,6244,6006,50.97
06037,1702407,1673249,50.43
06039,25645,18410,58.21
06041,29547,73831,28.58
06043,3180,4092,43.73
06045,19344,16061,54.64
06047,53812,31154,63.33
06049,1660,1597,50.97
06051,2447,3148,43.74
06053,63592,72735,46.65
06055,18748,30662,37.94
06057,17281,24896,40.97
06059,425077,651698,39.48
06061,50109,105791,32.14
06063,3777,3633,50.97
06065,372728,393121,48.67
06067,255159,316812,44.61
06069,8146,9058,47.35
06071,360760,315119,53.38
06073,450287,712606,38.72
06075,124988,226238,35.59
06077,122297,119495,50.58
06079,42388,65183,39.4
06081,76363,187388,28.95
06083,68664,81894,45.61
06085,202549,447877,31.14
06087,38046,59308,39.08
06089,33977,37528,47.52
06091,547,789,40.94
06093,8409,8089,50.97
06095,65895,92303,41.65
06097,68722,121857,36.06
06099,87575,86584,50.28
06101,19122,14768,56.42
06103,12727,9531,57.18
06105,3115,2332,57.19
06107,88390,55122,61.59
06109,10321,13280,43.73
06111,105281,174052,37.69
06113,35409,41435,46.08
06115,15658,12093,56.42
08001,74882,108458,40.84
08003,3759,3383,52.63
08005,83078,162812,33.79
08007,2502,3327,42.92
08009,805,725,52.61
08011,1297,1167,52.64
08013,40532,93156,30.32
08014,6464,23326,21.7
08015,3351,4367,43.42
08017,270,391,40.85
08019,914,3025,23.2
08021,1712,1541,52.63
08023,803,723,52.62
08025,916,1327,40.84
08027,809,1055,43.4
08029,6718,6139,52.25
08031,122709,207300,37.18
08033,435,579,42.9
08035,24277,111773,17.84
08037,5883,14486,28.88
08039,4035,5840,40.86
08041,101281,185005,35.38
08043,8419,10972,43.42
08045,9674,15298,38.74
08047,565,1871,23.19
08049,1659,4084,28.89
08051,3168,4214,42.92
08053,147,196,42.86
08055,1173,1528,43.43
08057,146,359,28.91
08059,73325,168563,30.31
08061,224,324,40.88
08063,1097,1588,40.86
08065,1279,1667,43.41
08067,10418,13856,42.92
08069,50025,102096,32.89
08071,3342,3007,52.64
08073,879,1273,40.85
08075,3333,4824,40.86
08077,27775,36393,43.28
08079,198,179,52.52
08081,2085,3296,38.75
08083,4839,6436,42.92
08085,9191,8400,52.25
08087,4508,6525,40.86
08089,4293,3863,52.64
08091,1049,959,52.24
08093,2992,3899,43.42
08095,702,1017,40.84
08097,1833,4512,28.89
08099,2756,2480,52.64
08101,37298,31395,54.3
08103,1024,1619,38.74
08105,2649,2384,52.63
08107,3894,6158,38.74
08109,1463,1317,52.63
08111,132,176,42.86
08113,1738,1588,52.25
08115,373,539,40.9
08117,3278,8070,28.89
08119,3389,5260,39.18
08121,745,1079,40.84
08123,48798,72784,40.14
08125,1546,2238,40.86
09001,132049,226234,36.86
09003,145368,213680,40.49
09005,26361,48790,35.08
09007,20475,49340,29.33
09009,153453,196665,43.83
09011,45550,65326,41.08
09013,23792,35482,40.14
09015,21585,24170,47.18
10001,31079,39218,44.21
10003,77138,143501,34.96
10005,42525,62207,40.6
12001,46458,61729,42.94
12003,4777,6890,40.94
12005,33523,43245,43.67
12007,5593,5112,52.25
12009,102785,151802,40.37
12011,328575,419214,43.94
12013,2554,2448,51.06
12015,35670,53318,40.08
12017,30467,37801,44.63
12019,29978,50502,37.25
12021,54726,109206,33.38
12023,13768,12585,52.24
12027,7681,6252,55.13
12029,3309,3025,52.24
12031,178905,227386,44.03
12033,58459,68520,46.04
12035,17205,29895,36.53
12037,2329,2233,51.05
12039,8201,7863,51.05
12041,3529,3226,52.24
12043,2744,1656,62.36
12045,2655,2546,51.05
12047,2826,2121,57.13
12049,5726,4660,55.13
12051,8967,5412,62.36
12053,37445,44052,45.95
12055,22892,18110,55.83
12057,231660,345904,40.11
12059,3760,4850,43.67
12061,25653,44321,36.66
12063,8855,8489,51.06
12065,2715,2603,51.05
12067,1660,1246,57.12
12069,59268,102188,36.71
12071,130938,189500,40.86
12073,52940,68484,43.6
12075,8478,7750,52.24
12077,1493,1431,51.06
12079,3626,2722,57.12
12081,53734,109786,32.86
12083,71659,85691,45.54
12085,25783,43382,37.28
12086,530574,438106,54.77
12087,12941,18048,41.76
12089,15277,22035,40.94
12091,29785,54712,35.25
12093,8971,5414,62.36
12095,238282,274107,46.5
12097,64109,68940,48.18
12099,236272,359382,39.67
12101,94387,135397,41.08
12103,158302,262488,37.62
12105,137455,139018,49.72
12107,15272,14868,50.67
12109,28897,79868,26.57
12111,56779,74612,43.21
12113,21453,50269,29.91
12115,63822,140197,31.28
12117,65139,122936,34.63
12119,20914,43140,32.65
12121,8771,6585,57.12
12123,4398,3302,57.12
12125,3188,2914,52.25
12127,111392,133039,45.57
12129,6319,6058,51.05
12131,14405,18583,43.67
12133,4843,6248,43.67
13001,3775,2560,59.59
13003,1634,1238,56.89
13005,2198,1666,56.88
13007,642,417,60.62
13009,7710,8472,47.65
13011,3297,3272,50.19
13013,12591,16380,43.46
13015,14283,24285,37.03
13017,3704,2800,56.95
13019,3912,2957,56.95
13021,29596,28268,51.15
13023,2623,1711,60.52
13025,3555,2694,56.89
13027,3512,2655,56.95
13029,7815,8339,48.38
13031,14298,15176,48.51
13033,5023,4074,55.22
13035,4575,4908,48.24
13037,1244,808,60.62
13039,9673,12698,43.24
13043,2287,1492,60.52
13045,19062,24797,43.46
13047,12160,14416,45.76
13049,2469,1871,56.89
13051,52224,68804,43.15
13053,1804,1903,48.66
13055,4474,5305,45.75
13057,24306,75687,24.31
13059,26161,29171,47.28
13061,567,488,53.74
13063,60139,46103,56.61
13065,1333,1010,56.89
13067,93534,199283,31.94
13069,8503,6445,56.88
13071,9324,7780,54.51
13073,15172,35847,29.74
13075,3712,2806,56.95
13077,16433,38976,29.66
13079,2135,2346,47.65
13081,4002,3446,53.73
13083,2910,3450,45.75
13085,4632,6185,42.82
13087,6548,4254,60.62
13089,96790,179497,35.03
13091,4150,2708,60.51
13093,2229,1919,53.74
13095,17995,16171,52.67
13097,20205,31248,39.27
13099,2420,1572,60.62
13101,728,552,56.88
13103,11419,12121,48.51
13105,2812,4863,36.64
13107,4743,3095,60.51
13109,2204,1495,59.58
13111,4253,5509,43.57
13113,12588,31379,28.63
13115,16767,19213,46.6
13117,17375,69113,20.09
13119,4283,4251,50.19
13121,156219,308229,33.64
13123,5267,6822,43.57
13125,588,477,55.21
13127,14926,19592,43.24
13129,9668,12522,43.57
13131,5849,3800,60.62
13133,2709,4686,36.63
13135,129903,194070,40.1
13137,8417,8355,50.18
13139,33021,39337,45.64
13141,1784,1447,55.22
13143,5089,5831,46.6
13145,6895,5937,53.73
13147,4724,4689,50.19
13149,2182,2202,49.77
13151,30245,54740,35.59
13153,25211,34536,42.2
13155,2082,1574,56.95
13157,11447,14892,43.46
13159,2475,2908,45.98
13161,3026,2052,59.59
13163,3208,2602,55.22
13165,1771,1437,55.21
13167,1913,1248,60.52
13169,4989,5482,47.65
13171,3328,3571,48.24
13173,1948,1476,56.89
13175,10328,6739,60.51
13177,6957,6252,52.67
13179,11398,12164,48.37
13181,1570,1274,55.2
13183,2825,3015,48.37
13185,24682,20457,54.68
13187,5788,7729,42.82
13189,4417,3583,55.21
13191,1937,2543,43.24
13193,2401,2068,53.73
13195,4313,7461,36.63
13197,1492,1284,53.75
13199,3941,3978,49.77
13201,1338,869,60.63
13205,4851,3152,60.61
13207,4919,5406,47.64
13209,1761,1194,59.59
13211,3409,4005,45.98
13213,6715,8698,43.57
13215,39018,41143,48.67
13217,17698,23057,43.43
13219,5986,10353,36.64
13221,2123,3671,36.64
13223,20586,37629,35.36
13225,4925,5413,47.64
13227,5579,7226,43.57
13229,3889,2948,56.88
13231,3399,3647,48.24
13233,7289,8353,46.6
13235,1518,2080,42.19
13237,3882,4266,47.64
13239,446,384,53.73
13241,2917,3896,42.82
13243,1277,1099,53.75
13245,39784,34880,53.28
13247,14722,19180,43.43
13249,904,778,53.75
13251,2481,2634,48.5
13253,2040,1325,60.62
13255,12109,12992,48.24
13257,4898,4862,50.18
13259,1058,911,53.73
13261,5888,5070,53.73
13263,1140,982,53.72
13265,317,257,55.23
13267,4674,3170,59.59
13269,1555,1339,53.73
13271,2554,1732,59.59
13273,2048,1330,60.63
13275,9304,7763,54.51
13277,8905,6731,56.95
13279,5533,3752,59.59
13281,2160,2884,42.82
13283,1335,871,60.52
13285,13271,13395,49.77
13287,1941,1467,56.95
13289,1413,1552,47.66
13291,4258,5686,42.82
13293,4984,5347,48.24
13295,12122,14371,45.76
13297,16397,19268,45.98
13299,7153,5422,56.88
13301,1065,864,55.21
13303,4082,3311,55.21
13305,6170,4184,59.59
13307,467,402,53.74
13309,1530,1037,59.6
13311,4841,6464,42.82
13313,17800,17946,49.8
13315,1826,1191,60.52
13317,1955,1585,55.23
13319,1561,1715,47.65
13321,4222,3523,54.51
15001,34847,37347,48.27
15003,134343,203751,39.74
15005,11,13,45.83
15007,11646,12914,47.42
15009,26179,29030,47.42
16001,70527,124873,36.09
16003,789,959,45.14
16005,15192,17344,46.69
16007,1113,1270,46.71
16009,1711,2274,42.94
16011,6911,7966,46.45
16013,3824,5002,43.33
16015,1371,1667,45.13
16017,8462,11249,42.93
16019,17084,25761,39.87
16021,2164,2877,42.93
16023,463,563,45.13
16025,169,221,43.33
16027,37798,47560,44.28
16029,1226,1400,46.69
16031,4390,4844,47.54
16033,143,174,45.11
16035,1574,1914,45.13
16037,771,937,45.14
16039,4516,5907,43.33
16041,2477,2828,46.69
16043,1900,2191,46.44
16045,2896,4209,40.76
16047,2457,3213,43.33
16049,2980,3624,45.12
16051,4384,5057,46.44
16053,3819,4995,43.33
16055,25668,42623,37.59
16057,7098,9436,42.93
16059,1437,1747,45.13
16061,636,773,45.14
16063,807,1056,43.32
16065,7511,8664,46.44
16067,3405,4453,43.33
16069,7586,9225,45.13
16071,797,910,46.69
16073,2100,2185,49.01
16075,3844,5586,40.76
16077,1376,1571,46.69
16079,2365,3144,42.93
16081,1651,1904,46.44
16083,16030,17684,47.55
16085,2116,2573,45.13
16087,1590,2311,40.76
17001,12051,15728,43.38
17003,958,1116,46.19
17005,2700,3927,40.74
17007,8087,12392,39.49
17009,1145,1494,43.39
17011,5625,8305,40.38
17013,719,950,43.08
17015,2605,3897,40.06
17017,2110,2790,43.06
17019,36933,47271,43.86
17021,6600,7670,46.25
17023,2920,3538,45.22
17025,2262,2928,43.58
17027,5956,8663,40.74
17029,8855,10728,45.22
17031,905127,1166580,43.69
17033,3530,4276,45.22
17035,1974,2392,45.21
17037,16262,23526,40.87
17039,2509,3793,39.81
17041,3731,4520,45.22
17043,97342,253151,27.77
17045,3186,3860,45.22
17047,1142,1330,46.2
17049,5899,7635,43.59
17051,3656,4732,43.59
17053,2581,2938,46.77
17055,8442,7608,52.6
17057,6160,8040,43.38
17059,903,1052,46.19
17061,1939,2564,43.06
17063,7624,11926,39.0
17065,1460,1700,46.2
17067,3245,4243,43.34
17069,667,776,46.22
17071,1176,1538,43.33
17073,9079,11869,43.34
17075,5164,5880,46.76
17077,11830,10661,52.6
17079,1580,2046,43.57
17081,5992,8716,40.74
17083,3480,4601,43.06
17085,3656,5469,40.07
17087,2432,2832,46.2
17089,66357,116678,36.25
17091,15600,24402,39.0
17093,14766,31749,31.74
17095,8456,12484,40.38
17097,79422,174623,31.26
17099,18902,26026,42.07
17101,2601,3367,43.58
17103,5664,8473,40.07
17105,6173,8500,42.07
17107,4525,6841,39.81
17109,5017,6560,43.34
17111,35112,82856,29.76
17113,24206,45057,34.95
17115,20164,23432,46.25
17117,7275,9617,43.07
17119,42064,67502,38.39
17121,6092,8862,40.74
17123,1987,2934,40.38
17125,2400,3132,43.38
17127,2590,3016,46.2
17129,1987,3004,39.81
17131,2892,3781,43.34
17133,5451,8345,39.51
17135,4573,6914,39.81
17137,5324,7039,43.06
17139,2348,3550,39.81
17141,8385,12131,40.87
17143,34647,44695,43.67
17145,4678,4216,52.6
17147,2694,4073,39.81
17149,2701,3525,43.38
17151,688,801,46.21
17153,949,1105,46.2
17155,953,1408,40.36
17157,4870,7085,40.74
17159,2691,3483,43.59
17161,24676,35511,41.0
17163,41008,58093,41.38
17165,4344,5058,46.2
17167,32442,51972,38.43
17169,1266,1652,43.39
17171,801,1059,43.06
17173,3392,5129,39.81
17175,914,1350,40.37
17177,7404,11075,40.07
17179,20616,34593,37.34
17181,3152,3670,46.2
17183,14144,16105,46.76
17185,2076,2418,46.19
17187,3101,4054,43.34
17189,2221,3231,40.74
17191,2753,3564,43.58
17193,2535,2952,46.2
17195,9238,13818,40.07
17197,73291,169413,30.2
17199,14998,13516,52.6
17201,53316,60213,46.96
17203,6510,9611,40.38
18001,5483,8711,38.63
18003,65796,89069,42.49
18005,13181,19202,40.7
18007,1331,2093,38.87
18009,2338,2537,47.96
18011,7046,22090,24.18
18013,2339,3543,39.77
18015,3102,4879,38.87
18017,7135,9024,44.15
18019,21526,28110,43.37
18021,4565,5921,43.53
18023,5070,7974,38.87
18025,1746,2604,40.14
18027,6595,6833,49.11
18029,7406,13050,36.2
18031,3988,6210,39.11
18033,6850,9344,42.3
18035,24344,21633,52.95
18037,7238,10794,40.14
18039,29483,39531,42.72
18041,4757,4618,50.74
18043,11817,19279,38.0
18045,2843,3687,43.54
18047,3330,5868,36.2
18049,3427,4671,42.32
18051,4266,8971,32.23
18053,11717,14342,44.96
18055,6085,6305,49.11
18057,24984,106181,19.05
18059,12152,20267,37.48
18061,5824,9501,38.0
18063,15837,49914,24.09
18065,9437,10240,47.96
18067,15757,19930,44.15
18069,5613,8918,38.63
18071,7443,10844,40.7
18073,5508,7507,42.32
18075,3951,4288,47.95
18077,4993,7776,39.1
18079,4159,6477,39.1
18081,17143,44973,27.6
18083,6019,8975,40.14
18085,12087,18486,39.53
18087,6401,8732,42.3
18089,88407,103892,45.97
18091,18514,24931,42.61
18093,8892,9213,49.11
18095,27368,26541,50.77
18097,177324,217276,44.94
18099,6944,10622,39.53
18101,1940,2010,49.11
18103,6321,7737,44.96
18105,27026,29688,47.65
18107,5794,9113,38.87
18109,10849,16437,39.76
18111,2314,3154,42.32
18113,7513,10249,42.3
18115,868,1530,36.2
18117,3924,4066,49.11
18119,4212,4364,49.11
18121,2785,3613,43.53
18123,3180,4742,40.14
18125,2033,3031,40.15
18127,23660,44565,34.68
18129,3259,6853,32.23
18131,2095,2855,42.32
18133,5550,8409,39.76
18135,4726,5129,47.96
18137,4236,7465,36.2
18139,3406,3306,50.74
18141,42866,64209,40.03
18143,3673,5721,39.1
18145,6857,11435,37.49
18147,3285,4899,40.14
18149,3912,5332,42.32
18151,5450,7434,42.3
18153,3591,4658,43.53
18155,1422,2507,36.19
18157,33359,40165,45.37
18159,2893,3659,44.15
18161,1442,1399,50.76
18163,34214,45084,43.15
18165,2662,3453,43.53
18167,22127,20012,52.51
18169,5443,6662,44.96
18171,1455,1888,43.52
18173,8258,17364,32.23
18175,4138,6751,38.0
18177,13534,13136,50.75
18179,4314,6855,38.62
18181,3771,5931,38.87
18183,5235,8318,38.63
19001,1303,1760,42.54
19003,662,853,43.7
19005,2163,3680,37.02
19007,2199,2833,43.7
19009,987,1333,42.54
19011,4141,6056,40.61
19013,23939,30012,44.37
19015,4075,6531,38.42
19017,3845,6541,37.02
19019,3194,5171,38.18
19021,3777,4782,44.13
19023,2387,3656,39.5
19025,1802,2281,44.13
19027,3766,4768,44.13
19029,2284,3085,42.54
19031,3186,4391,42.05
19033,7935,10479,43.09
19035,2116,2679,44.13
19037,1848,3143,37.03
19039,1740,2241,43.71
19041,2221,4243,34.36
19043,2623,4462,37.02
19045,8001,11027,42.05
19047,2997,3794,44.13
19049,11662,29771,28.15
19051,1599,1920,45.44
19053,1365,1759,43.69
19055,2714,4395,38.18
19057,7637,8437,47.51
19059,2399,4583,34.36
19061,15413,24952,38.18
19063,1272,2431,34.35
19065,3002,5106,37.03
19067,2875,3797,43.09
19069,1668,2555,39.5
19071,1179,1519,43.7
19073,1591,2014,44.13
19075,2052,3143,39.5
19077,1849,2497,42.54
19079,2505,3835,39.51
19081,1987,2624,43.09
19083,2810,4302,39.51
19085,2537,3428,42.53
19087,4021,4442,47.51
19089,1457,2478,37.03
19091,1598,2447,39.51
19093,1270,1608,44.13
19095,2697,3944,40.61
19097,3026,4899,38.18
19099,4520,9997,31.14
19101,2751,3303,45.44
19103,20118,41183,32.82
19105,3555,4899,42.05
19107,1762,2116,45.44
19109,2728,3602,43.1
19111,6586,7276,47.51
19113,30337,64539,31.98
19115,2127,2350,47.51
19117,1542,1986,43.71
19119,1617,3090,34.35
19121,1936,4943,28.14
19123,3897,4679,45.44
19125,3994,8834,31.14
19127,6493,9496,40.61
19129,2519,3403,42.54
19131,1943,2566,43.09
19133,1589,2011,44.14
19135,1353,1743,43.7
19137,1845,2376,43.71
19139,7447,10262,42.05
19141,1922,3671,34.36
19143,839,1603,34.36
19145,2716,3499,43.7
19147,1220,2331,34.36
19149,4245,5795,42.28
19151,1283,1624,44.13
19153,69671,134099,34.19
19155,16294,22011,42.54
19157,3022,4420,40.61
19159,832,1072,43.7
19161,1780,2253,44.14
19163,28583,43529,39.64
19165,2042,2759,42.53
19167,4862,9288,34.36
19169,15030,24090,38.42
19171,2773,4056,40.61
19173,1052,1355,43.71
19175,2168,2792,43.71
19177,1264,1518,45.43
19179,6223,7473,45.44
19181,6264,13854,31.14
19183,3963,4759,45.44
19185,1159,1493,43.7
19187,6159,9431,39.51
19189,1966,2596,43.1
19191,3088,5253,37.02
19193,17502,23895,42.28
19195,1369,1808,43.09
19197,2155,3299,39.51
20001,2315,2644,46.68
20003,1449,1654,46.7
20005,1922,4333,30.73
20007,695,961,41.97
20009,4197,5799,41.99
20011,2657,3034,46.69
20013,1118,2521,30.72
20015,8539,17226,33.14
20017,513,529,49.23
20019,675,697,49.2
20021,3580,4088,46.69
20023,473,643,42.38
20025,274,416,39.71
20027,1406,1973,41.61
20029,1566,2197,41.62
20031,1671,1725,49.2
20033,277,383,41.97
20035,6382,7442,46.17
20037,7206,8229,46.69
20039,498,677,42.38
20041,3189,4474,41.62
20043,883,1990,30.73
20045,20742,29017,41.68
20047,479,662,41.98
20049,497,513,49.21
20051,5220,7103,42.36
20053,1104,1549,41.61
20055,5287,8013,39.75
20057,4712,7141,39.75
20059,4808,5491,46.68
20061,6395,7588,45.73
20063,490,667,42.35
20065,436,593,42.37
20067,1010,1530,39.76
20069,776,1177,39.73
20071,232,316,42.34
20073,1201,1240,49.2
20075,345,523,39.75
20077,902,1247,41.97
20079,4133,8438,32.88
20081,519,786,39.77
20083,237,359,39.77
20085,1557,3509,30.73
20087,2159,4868,30.72
20089,507,711,41.63
20091,60005,185628,24.43
20093,547,829,39.75
20095,1230,1700,41.98
20097,405,560,41.97
20099,3732,4262,46.69
20101,285,387,42.41
20103,10340,20255,33.8
20105,509,715,41.58
20107,1211,2372,33.8
20109,498,677,42.38
20111,6430,6637,49.21
20113,4866,7504,39.34
20115,2362,2438,49.21
20117,1738,2439,41.61
20119,558,846,39.74
20121,4318,8458,33.8
20123,1004,1408,41.63
20125,6290,6492,49.21
20127,1077,1112,49.2
20129,371,563,39.72
20131,1780,2498,41.61
20133,2941,3358,46.69
20135,484,659,42.34
20137,984,1339,42.36
20139,1854,4180,30.73
20141,631,859,42.35
20143,994,1394,41.62
20145,1030,1424,41.97
20147,899,1223,42.37
20149,4412,5235,45.73
20151,1508,2083,41.99
20153,463,630,42.36
20155,9965,15369,39.33
20157,809,1135,41.62
20159,1517,2340,39.33
20161,12524,14861,45.73
20163,887,1207,42.36
20165,486,672,41.97
20167,1207,1642,42.37
20169,9406,13198,41.61
20171,930,1265,42.37
20173,84271,118651,41.53
20175,3017,4573,39.75
20177,33394,41502,44.59
20179,442,601,42.38
20181,1069,1455,42.35
20183,645,878,42.35
20185,670,926,41.98
20187,286,433,39.78
20189,722,1095,39.74
20191,3685,5092,41.98
20193,1431,1948,42.35
20195,507,691,42.32
20197,808,1822,30.72
20199,273,372,42.33
20201,959,1345,41.62
20203,387,527,42.34
20205,1722,1778,49.2
20207,624,644,49.21
20209,35892,26647,57.39
21001,4329,3020,58.91
21003,4432,3551,55.52
21005,4464,5638,44.19
21007,1461,1582,48.01
21009,9575,7672,55.52
21011,2669,2047,56.59
21013,6283,2786,69.28
21015,15334,35695,30.05
21017,3564,4402,44.74
21019,10362,8444,55.1
21021,6056,5641,51.77
21023,1758,1349,56.58
21025,3824,1064,78.23
21027,3395,4419,43.45
21029,12676,18842,40.22
21031,2663,2134,55.51
21033,2951,2168,57.65
21035,7007,7587,48.01
21037,15785,21128,42.76
21039,911,986,48.02
21041,1832,2452,42.76
21043,5718,4660,55.1
21045,3653,2548,58.91
21047,15003,12319,54.91
21049,6507,8036,44.74
21051,5095,2807,64.48
21053,2119,1478,58.91
21055,2098,1541,57.65
21057,1348,941,58.89
21059,16897,24659,40.66
21061,2610,2091,55.52
21063,1580,1287,55.11
21065,3419,2095,62.01
21067,58613,80690,42.08
21069,3156,2421,56.59
21071,9704,4386,68.87
21073,9642,12180,44.18
21075,1230,1332,48.01
21077,1475,1974,42.77
21079,3354,3124,51.78
21081,4230,5661,42.77
21083,6921,7495,48.01
21085,4390,5714,43.45
21087,2545,1775,58.91
21089,7722,6293,55.1
21091,1525,2022,42.99
21093,18699,23023,44.82
21095,6996,3102,69.28
21097,3290,4062,44.75
21099,4153,3328,55.51
21101,7515,9962,43.0
21103,1766,3802,31.72
21105,855,926,48.01
21107,10602,7789,57.65
21109,3245,1787,64.49
21111,149308,181794,45.09
21113,10484,9765,51.78
21115,6126,2769,68.87
21117,25571,42171,37.75
21119,3973,1105,78.24
21121,7872,3490,69.28
21123,2471,3216,43.45
21125,15684,8639,64.48
21127,3497,2850,55.1
21129,2060,573,78.24
21131,2930,815,78.24
21133,6006,1671,78.23
21135,2737,2099,56.6
21137,4804,4474,51.78
21139,2075,1525,57.64
21141,5903,4730,55.52
21143,1791,1470,54.92
21145,12816,13879,48.01
21147,4109,2288,64.23
21149,1535,2034,43.01
21151,22383,13719,62.0
21153,3143,1420,68.88
21155,3254,4235,43.45
21157,5977,6472,48.01
21159,3048,1378,68.87
21161,3582,2747,56.6
21163,4987,6490,43.45
21165,1280,981,56.61
21167,4237,5352,44.19
21169,2212,1773,55.51
21171,2441,1956,55.52
21173,5884,4512,56.6
21175,2872,2203,56.59
21177,7219,5304,57.65
21179,7768,10111,43.45
21181,1327,1638,44.76
21183,3989,5288,43.0
21185,7618,16397,31.72
21187,1912,2560,42.75
21189,1128,314,78.22
21191,2483,3324,42.76
21193,7936,2208,78.23
21195,15841,7160,68.87
21197,3169,1943,61.99
21199,15824,8812,64.23
21201,458,351,56.61
21203,4019,2213,64.49
21205,5160,3957,56.6
21207,4122,2876,58.9
21209,10062,12425,44.75
21211,5417,11659,31.72
21213,4218,3380,55.51
21215,3004,4466,40.21
21217,5962,4159,58.91
21219,2524,2072,54.92
21221,2899,2381,54.91
21223,955,2055,31.73
21225,2292,3039,42.99
21227,25029,28064,47.14
21229,1999,2601,43.46
21231,4758,2650,64.23
21233,2184,2895,43.0
21235,9574,4245,69.28
21237,1829,509,78.23
21239,5027,6350,44.19
22001,11917,10259,53.74
22003,3693,3885,48.73
22005,23256,24897,48.3
22007,4247,4010,51.44
22009,7779,5926,56.76
22011,5932,6242,48.73
22013,3048,1824,62.56
22015,24105,25078,49.01
22017,56968,39536,59.03
22019,38394,33864,53.13
22021,2228,1241,64.23
22023,1055,821,56.24
22025,1746,1330,56.76
22027,3327,1990,62.57
22029,3663,2790,56.76
22031,6296,3766,62.57
22033,95194,80568,54.16
22035,1724,960,64.23
22037,3534,3497,50.26
22039,8676,3880,69.1
22041,4572,2546,64.23
22043,4345,3310,56.76
22045,15099,10650,58.64
22047,5470,5413,50.26
22049,3474,1935,64.23
22051,92824,86591,51.74
22053,6049,4706,56.24
22055,40502,57505,41.33
22057,19692,18593,51.44
22059,2898,2207,56.77
22061,11369,6801,62.57
22063,23337,28769,44.79
22065,2314,1289,64.22
22067,5923,3299,64.23
22069,8811,5271,62.57
22071,88313,70513,55.6
22073,35795,25863,58.05
22075,4657,4007,53.75
22077,3755,3715,50.27
22079,27643,20410,57.53
22081,1789,1070,62.57
22083,4634,2581,64.23
22085,5204,3113,62.57
22087,8668,7458,53.75
22089,8923,9957,47.26
22091,1792,2209,44.79
22093,3430,3827,47.26
22095,7213,8049,47.26
22097,22132,9898,69.1
22099,11178,7885,58.64
22101,9814,9441,50.97
22103,41784,61756,40.36
22105,28878,21188,57.68
22107,959,534,64.23
22109,21764,20935,50.97
22111,4878,2717,64.23
22113,11875,10222,53.74
22115,10365,7653,57.53
22117,9858,7233,57.68
22119,6922,7202,49.01
22121,4920,4869,50.26
22123,2255,1256,64.23
22125,2769,2740,50.26
22127,2696,2054,56.76
23001,18301,28022,39.51
23003,15965,14267,52.81
23005,41735,92195,31.16
23007,7000,6065,53.58
23009,9930,15276,39.4
23011,22595,31208,42.0
23013,7269,11182,39.4
23015,6305,9699,39.4
23017,13733,11898,53.58
23019,32386,33487,49.16
23021,3992,3459,53.58
23023,4323,11124,27.99
23025,11999,10396,53.58
23027,7088,10904,39.4
23029,7397,6611,52.81
23031,26122,61688,29.75
24001,12927,15618,45.29
24003,62031,162772,27.59
24005,126949,205576,38.18
24009,8984,25317,26.19
24011,5186,8234,38.64
24013,16139,48023,25.15
24015,16149,24851,39.39
24017,18820,40661,31.64
24019,5068,8047,38.64
24021,28438,75247,27.43
24023,5466,6604,45.29
24025,31026,70170,30.66
24027,28533,92012,23.67
24029,2989,4746,38.64
24031,117105,271104,30.17
24033,145326,200979,41.96
24035,7769,12337,38.64
24037,11011,31021,26.2
24039,4718,5132,47.9
24041,5844,9279,38.64
24043,28156,32485,46.43
24045,19850,21590,47.9
24047,10053,10934,47.9
24510,138663,115707,54.51
25001,35648,67370,34.6
25003,26909,30786,46.64
25005,111978,121413,47.98
25007,3129,6047,34.1
25009,134550,175003,43.47
25011,11522,15883,42.04
25013,97159,86922,52.78
25015,26608,37737,41.35
25017,209028,426666,32.88
25019,2165,4185,34.09
25021,91327,185106,33.04
25023,73590,128777,36.36
25025,155403,160104,49.26
25027,137905,196049,41.29
26001,2381,2485,48.93
26003,1744,1794,49.29
26005,16748,27723,37.66
26007,6768,7065,48.93
26009,4518,5964,43.1
26011,3442,3562,49.14
26013,1641,1839,47.16
26015,10106,14561,40.97
26017,18908,25957,42.14
26019,2756,4767,36.63
26021,30118,35646,45.8
26023,7132,9833,42.04
26025,21743,31328,40.97
26027,10125,10232,49.74
26029,5025,6633,43.1
26031,5989,6251,48.93
26033,7253,7463,49.29
26035,6072,5741,51.4
26037,11211,20781,35.04
26039,3041,3175,48.92
26041,7276,7486,49.29
26043,5220,5850,47.15
26045,15469,28675,35.04
26047,6579,8684,43.1
26049,85629,81813,51.14
26051,5823,6026,49.14
26053,2893,3242,47.16
26055,14612,25270,36.64
26057,8219,7770,51.4
26059,8480,9260,47.8
26061,7516,8424,47.15
26063,5807,7461,43.77
26065,51935,63814,44.87
