sduni20,Num Eligible,Num Ineligible,Percentage Eligible
4650850,340,559,37.82
4651750,213,470,31.19
4652770,60,70,46.15
4654270,249,624,28.52
4654300,446,719,38.28
4655260,2617,3060,46.1
4655710,196,316,38.28
4659820,15930,26153,37.85
4660450,427,933,31.4
4663360,110,243,31.16
4664140,92,148,38.33
4665180,243,427,36.27
4665460,2131,2492,46.1
4666270,19828,50577,28.16
4666300,553,890,38.32
4666930,2780,4564,37.85
4669930,3166,5197,37.86
4670140,83,183,31.2
4671880,219,256,46.11
4672090,1453,1698,46.11
4672450,203,316,39.11
4674370,1461,3664,28.51
4674520,255,640,28.49
4675420,632,738,46.13
4675600,78,92,45.88
4675660,238,391,37.84
4676020,135,299,31.11
4676620,3343,7382,31.17
4676680,140,310,31.11
4676740,127,280,31.2
4676990,453,1000,31.18
4677460,232,366,38.8
4678300,287,513,35.88
4678510,106,171,38.27
4678570,252,295,46.07
4679350,169,360,31.95
4679710,724,846,46.11
4680100,204,329,38.27
4680190,178,287,38.28
4680430,2310,5792,28.51
4680437,475,555,46.12
4680438,510,624,44.97
4680439,221,554,28.52
4680440,262,306,46.13
4680441,531,1172,31.18
4680445,296,477,38.29
4700001,13301,11200,54.29
4700060,1528,2963,34.02
4700078,1246,1539,44.74
4700090,7033,8772,44.5
4700148,155024,139122,52.7
4700149,4658,15665,22.92
4700150,2396,3204,42.79
4700151,3885,12485,23.73
4700152,2183,3089,41.41
4700153,9874,10275,49.0
4700180,8223,11711,41.25
4700240,3225,3166,50.46
4700270,2782,3017,47.97
4700300,12891,24989,34.03
4700330,11238,12603,47.14
4700360,5757,5760,49.99
4700420,9260,7022,56.87
4700450,3182,2571,55.31
4700510,9180,8048,53.29
4700570,6405,9294,40.8
4700600,3381,3539,48.86
4700630,7556,5730,56.87
4700660,1691,1473,53.45
4700690,8934,10020,47.14
4700750,5633,5404,51.04
4700780,4946,5756,46.22
4700850,1194,1181,50.27
4700900,12961,13409,49.15
4700960,2507,1967,56.03
4700990,4406,3560,55.31
4701020,8470,12291,40.8
4701050,4169,4019,50.92
4701080,3256,3139,50.91
4701110,3193,2799,53.29
4701170,7090,8806,44.6
4701200,1158,1649,41.25
4701230,3919,4054,49.15
4701290,7576,8817,46.21
4701390,644,637,50.27
4701400,3858,3818,50.26
4701410,5314,6284,45.82
4701440,4853,4086,54.29
4701470,12272,10199,54.61
4701500,3492,2902,54.61
4701530,2722,2569,51.45
4701590,58699,93070,38.68
4701620,1571,1191,56.88
4701650,5581,4377,56.05
4701680,5883,4613,56.05
4701740,11084,9211,54.61
4701770,3491,3455,50.26
4701800,4358,3418,56.04
4701830,4154,4078,50.46
4701860,3887,5640,40.8
4701890,773,759,50.46
4701920,1683,1652,50.46
4701950,1521,1505,50.26
4701980,3860,3790,50.46
4702010,1585,1556,50.46
4702070,2550,2060,55.31
4702100,11277,9495,54.29
4702130,12003,15779,43.2
4702160,3941,3455,53.29
4702190,11780,11682,50.21
4702220,76302,122765,38.33
4702280,1414,1364,50.9
4702310,4914,4862,50.27
4702340,7733,9145,45.82
4702400,1622,2427,40.06
4702430,2204,2607,45.81
4702490,4624,6586,41.25
4702520,7376,11042,40.05
4702550,5533,4470,55.31
4702580,19265,20166,48.86
4702640,5602,5287,51.45
4702670,5617,8000,41.25
4702700,4449,8625,34.03
4702760,15685,24355,39.17
4702790,1540,1512,50.46
4702820,6640,7201,47.97
4702880,5671,4448,56.04
4702910,2380,2582,47.96
4702970,2157,2134,50.27
4703000,5508,8245,40.05
4703030,36401,44946,44.75
4703060,1185,1380,46.2
4703090,3763,4694,44.5
4703180,118563,197130,37.56
4703240,5618,7006,44.5
4703270,3976,3833,50.92
4703300,691,524,56.87
4703330,5016,4370,53.44
4703390,1465,1732,45.82
4703420,1114,971,53.43
4703450,3259,3655,47.14
4703480,17798,15504,53.44
4703510,4814,5221,47.97
4703540,197,186,51.44
4703590,8901,11101,44.5
4703600,10821,17528,38.17
4703690,24284,41690,36.81
4703720,4462,3384,56.87
4703750,3184,3004,51.45
4703780,19022,18250,51.04
4703870,4368,3529,55.31
4703900,482,473,50.47
4703960,2776,2726,50.45
4703990,16879,16888,49.99
4704020,28330,48910,36.68
4704080,10295,12788,44.6
4704100,1676,1659,50.25
4704170,2548,2058,55.32
4704200,3733,4345,46.21
4704230,3936,3451,53.28
4704260,2236,2156,50.91
4704290,4668,3540,56.87
4704320,1241,1171,51.45
4704350,8237,7774,51.45
4704380,12979,15792,45.11
4704440,2842,3360,45.82
4704470,6639,6401,50.91
4704490,1399,1373,50.47
4704500,5799,5999,49.15
4704530,13939,62834,18.16
4704550,11576,29126,28.44
4799999,45451,83802,35.16
4800001,371,323,53.46
4800002,280,243,53.54
4800003,243,152,61.52
4800005,168,174,49.12
4800006,234,238,49.58
4800007,198,201,49.62
4800008,6358,8060,44.1
4800009,2676,3385,44.15
4800010,19900,25233,44.09
4800011,2396,5105,31.94
4800012,1048,919,53.28
4807350,23101,24487,48.54
4807380,179,196,47.73
4807410,636,647,49.57
4807440,18913,21762,46.5
4807470,1246,1966,38.79
4807500,38,48,44.19
4807530,244,269,47.56
4807590,4847,7291,39.93
4807650,1062,1224,46.46
4807680,458,464,49.67
4807710,56170,39338,58.81
4807780,3807,8286,31.48
4807800,5033,3175,61.32
4807830,59133,43184,57.79
4807890,7600,30613,19.89
4807950,1458,1484,49.56
4807980,560,574,49.38
4808090,13819,32358,29.93
4808100,719,866,45.36
4808130,29538,35417,45.47
4808160,176,153,53.5
4808190,1027,1233,45.44
4808230,705,774,47.67
4808280,3345,3403,49.57
4808310,5622,8743,39.14
4808340,1726,5548,23.73
4808400,714,723,49.69
4808430,585,781,42.83
4808460,222,193,53.49
4808490,215,181,54.29
4808520,252,278,47.55
4808550,3895,3968,49.54
4808580,1990,2027,49.54
4808610,452,544,45.38
4808670,1076,4817,18.26
4808700,55493,78922,41.28
4808730,751,1205,38.39
4808870,4177,3909,51.66
4808880,1750,2059,45.94
4808910,1354,3777,26.39
4808940,103047,238959,30.13
4809000,132,134,49.62
4809030,98,222,30.63
4809060,289,253,53.32
4809090,199,231,46.28
4809150,414,773,34.88
4809200,4872,11228,30.26
4809280,465,471,49.68
4809300,995,1008,49.68
4809330,107,108,49.77
4809360,2776,3286,45.79
4809390,1157,1173,49.66
4809410,625,888,41.31
4809450,3804,4566,45.45
4809540,389,692,35.99
4809570,9596,14254,40.23
4809630,3576,4197,46.01
4809670,24556,26489,48.11
4809690,411,421,49.4
4809720,4743,4832,49.54
4809750,123,148,45.39
4809780,656,982,40.05
4809810,2298,2698,46.0
4809860,9486,14964,38.8
4809870,488,308,61.31
4809980,50,51,49.5
4810140,800,711,52.95
4810170,464,389,54.4
4810200,5258,5527,48.75
4810230,17890,33267,34.97
4810260,759,1079,41.29
4810320,1127,2085,35.09
4810350,549,994,35.58
4810380,216,219,49.66
4810440,225,265,45.92
4810470,817,898,47.64
4810500,708,759,48.26
4810590,395,1237,24.2
4810620,244,287,45.95
4810650,301,331,47.63
4810710,7026,15181,31.64
4810740,92,161,36.36
4810780,764,897,46.0
4810800,2650,3970,40.03
4810830,256,328,43.84
4810860,117,123,48.75
4810890,2124,2720,43.85
4810910,296,582,33.71
4810950,315,404,43.81
4810990,1871,2253,45.37
4811010,1173,1413,45.36
4811040,19,24,44.19
4811070,640,399,61.6
4811110,1233,1296,48.75
4811190,9025,13255,40.51
4811220,1712,1736,49.65
4811250,403,444,47.58
4811280,5927,6510,47.66
4811310,2599,3427,43.13
4811340,2186,2632,45.37
4811400,119,152,43.91
4811430,599,434,57.99
4811460,837,1878,30.83
4811490,268,282,48.73
4811520,464,337,57.93
4811550,168,173,49.27
4811580,1474,930,61.31
4811610,1923,1670,53.52
4811640,3129,2917,51.75
4811680,39770,19821,66.74
4811700,4102,4158,49.66
4811730,500,924,35.11
4811790,18473,19582,48.54
4811820,198,238,45.41
4811850,129,141,47.78
4811910,82,86,48.81
4811990,885,972,47.66
4812060,2031,2785,42.17
4812090,1719,1247,57.96
4812120,3441,4317,44.35
4812150,457,332,57.92
4812180,7786,14782,34.5
4812220,3920,5729,40.63
4812240,585,642,47.68
4812360,142,156,47.65
4812390,1146,1995,36.49
4812420,3112,4423,41.3
4812460,1838,2018,47.67
4812480,3920,4199,48.28
4812510,1233,1848,40.02
4812540,255,280,47.66
4812640,1508,1656,47.66
4812660,314,546,36.51
4812700,574,735,43.85
4812750,2519,2904,46.45
4812780,5626,7507,42.84
4812810,8565,18898,31.19
4812870,381,390,49.42
4812990,1816,761,70.47
4813020,1872,9957,15.83
4813050,20375,59899,25.38
4813110,2699,2765,49.4
4813170,3378,4694,41.85
4813200,1769,1643,51.85
4813230,5727,9481,37.66
4813260,350,610,36.46
4813290,962,4416,17.89
4813320,2525,1832,57.95
4813350,602,1136,34.64
4813380,148,125,54.21
4813410,761,836,47.65
4813440,751,638,54.07
4813500,1778,1510,54.08
4813530,3548,4678,43.13
4813590,5869,7946,42.48
4813620,92,117,44.02
4813650,2977,4590,39.34
4813680,604,529,53.31
4813710,344,407,45.81
4813740,88,128,40.74
4813770,245,189,56.45
4813800,658,792,45.38
4813860,1027,1315,43.85
4813890,160,193,45.33
4813920,357,393,47.6
4813960,1843,3561,34.1
4813980,347,289,54.56
4814010,398,539,42.48
4814070,995,1008,49.68
4814130,740,928,44.36
4814160,447,573,43.82
4814190,1136,996,53.28
4814250,275,352,43.86
4814280,30097,64321,31.88
4814310,4527,9644,31.95
4814370,4942,5704,46.42
4814400,1175,1296,47.55
4814430,8202,6100,57.35
4814450,2428,2470,49.57
4814490,690,725,48.76
4814520,2728,2288,54.39
4814550,970,983,49.67
4814580,544,814,40.06
4814600,522,379,57.94
4814640,1388,1407,49.66
4814670,2820,4138,40.53
4814700,1798,2110,46.01
4814730,18126,46715,27.95
4814760,1362,1381,49.65
4814790,1177,2220,34.65
4814820,1630,2828,36.56
4814850,1260,4035,23.8
4814880,745,654,53.25
4814920,81,51,61.36
4814970,2032,3699,35.46
4815000,46175,85181,35.15
4815120,213,234,47.65
4815150,978,866,53.04
4815180,6108,8869,40.78
4815210,4884,18188,21.17
4815240,6282,9176,40.64
4815270,41983,47464,46.94
4815300,868,729,54.35
4815330,5365,5901,47.62
4815360,57,50,53.27
4815400,1379,578,70.46
4815420,133,323,29.17
4815480,258,284,47.6
4815510,2447,4504,35.2
4815540,839,854,49.56
4815570,146,167,46.65
4815600,344,663,34.16
4815690,574,604,48.73
4815720,1685,1414,54.37
4815750,3711,6980,34.71
4815810,472,479,49.63
4815840,521,484,51.84
4815870,193,231,45.52
4815910,16041,23774,40.29
4815930,1502,936,61.61
4815960,1930,2128,47.56
4815990,397,404,49.56
4816020,434,405,51.73
4816080,628,535,54.0
4816110,86427,129051,40.11
4816140,242,287,45.75
4816180,1626,1425,53.29
4816200,1609,2061,43.84
4816230,200452,239347,45.58
4816260,150,221,40.43
4816290,609,970,38.57
4816320,70,90,43.75
4816350,66,68,49.25
4816380,482,530,47.63
4816410,4807,5779,45.41
4816440,810,823,49.6
4816500,3066,3691,45.38
4816530,6808,9961,40.6
4816570,760,894,45.95
4816620,10695,21724,32.99
4816650,79,80,49.69
4816710,4726,7080,40.03
4816740,28791,57270,33.45
4816770,1089,946,53.51
4816860,9677,11677,45.32
4816890,435,381,53.31
4816920,132,158,45.52
4816950,1525,1806,45.78
4816980,128,140,47.76
4817010,693,503,57.94
4817040,1756,1492,54.06
4817070,9699,17929,35.11
4817100,922,1071,46.26
4817130,203,302,40.2
4817160,787,1008,43.84
4817190,32,60,34.78
4817280,170,254,40.09
4817390,14226,6262,69.44
4817400,44,79,35.77
4817460,435,370,54.04
4817550,182,259,41.27
4817580,1241,1453,46.07
4817610,2989,3828,43.85
4817640,10120,14163,41.68
4817700,10417,30827,25.26
4817730,11826,7374,61.59
4817760,2896,12990,18.23
4817790,1056,1071,49.65
4817830,712,836,45.99
4817850,11595,9874,54.01
4817880,947,1137,45.44
4817960,1193,1209,49.67
4818000,29397,34772,45.81
4818030,197,295,40.04
4818060,3233,1375,70.16
4818070,482,507,48.74
4818120,1057,1218,46.46
4818150,13550,4714,74.19
4818180,37067,19710,65.29
4818210,1584,1747,47.55
4818280,3218,3778,46.0
4818300,64102,52190,55.12
4818330,446,560,44.33
4818360,3541,5861,37.66
4818390,1111,1031,51.87
4818480,877,815,51.83
4818540,3216,7230,30.79
4818600,299,448,40.03
4818660,254,215,54.16
4818690,553,574,49.07
4818720,1575,1465,51.81
4818750,302,219,57.97
4818780,256,372,40.76
4818810,3687,5431,40.44
4818840,101,74,57.71
4818890,158,174,47.59
4818900,1291,990,56.6
4818940,1645,1809,47.63
4819020,297,327,47.6
4819050,242,315,43.45
4819080,833,2677,23.73
4819110,359,450,44.38
4819140,220,327,40.22
4819170,1240,2718,31.33
4819280,543,806,40.25
4819320,761,1671,31.29
4819350,4510,4969,47.58
4819380,4597,6535,41.3
4819440,642,557,53.54
4819500,78,100,43.82
4819530,179,216,45.32
4819560,6800,12515,35.21
4819620,463,487,48.74
4819650,54819,98846,35.67
4819700,90525,99685,47.59
4819740,1035,1137,47.65
4819770,783,727,51.85
4819820,609,255,70.49
4819830,10273,13325,43.53
4819840,3440,6488,34.65
4819950,3193,8299,27.78
4819980,776,994,43.84
4820010,17763,83157,17.6
4820040,314,348,47.43
4820070,327,377,46.45
4820100,310,316,49.52
4820130,252,256,49.61
4820160,1163,1732,40.17
4820190,2472,2598,48.76
4820220,3109,4657,40.03
4820250,17415,10151,63.18
4820280,12309,13164,48.32
4820310,615,678,47.56
4820340,43207,59166,42.21
4820370,207,465,30.8
4820400,629,548,53.44
4820460,319,326,49.46
4820500,3654,5318,40.73
4820520,162,178,47.65
4820550,1352,853,61.32
4820600,10325,26826,27.79
4820610,201,394,33.78
4820640,1543,2278,40.38
4820700,3381,2949,53.41
4820760,2035,2140,48.74
4820790,208,218,48.83
4820850,1660,1953,45.95
4820960,1181,2438,32.63
4820970,139,167,45.42
4821000,511,744,40.72
4821030,1304,1437,47.57
4821060,2460,2736,47.34
4821090,375,314,54.43
4821150,18942,19222,49.63
4821180,239,281,45.96
4821270,332,336,49.7
4821300,103,108,48.82
4821330,451,531,45.93
4821360,2264,2726,45.37
4821390,10599,12623,45.64
4821420,20491,20341,50.18
4821450,1291,1489,46.44
4821480,86,88,49.43
4821540,625,1317,32.18
4821560,22,28,44.0
4821590,295,714,29.24
4821600,1183,1603,42.46
4821630,783,657,54.37
4821660,4829,25204,16.08
4821720,4605,8013,36.5
4821750,1408,2779,33.63
4821780,4132,4209,49.54
4821810,1580,1737,47.63
4821840,111,142,43.87
4821900,969,813,54.38
4821930,256,328,43.84
4821960,602,904,39.97
4821990,198,201,49.62
4822020,48,42,53.33
4822050,488,424,53.51
4822120,1367,1506,47.58
4822140,142,279,33.73
4822170,4626,4036,53.41
4822230,795,1140,41.09
4822260,422,428,49.65
4822320,1402,1950,41.83
4822350,151,226,40.05
4822380,1037,1245,45.44
4822410,1936,2620,42.49
4822470,13697,6903,66.49
4822500,661,577,53.39
4822530,18726,12584,59.81
4822560,1294,1304,49.81
4822590,610,1095,35.78
4822620,21,26,44.68
4822650,181,231,43.93
4822680,86,110,43.88
4822710,633,555,53.28
4822740,768,778,49.68
4822770,981,1131,46.45
4822800,595,603,49.67
4822830,1323,1453,47.66
4822850,70,90,43.75
4822890,1525,1107,57.94
4822920,1586,1862,46.0
4822970,3994,4091,49.4
4822980,930,1120,45.37
4823010,2822,3614,43.85
4823040,148,150,49.66
4823070,506,690,42.31
4823100,1587,660,70.63
4823160,105,113,48.17
4823190,68,69,49.64
4823250,5277,10477,33.5
4823280,1815,1996,47.63
4823310,2359,2523,48.32
4823370,347,541,39.08
4823400,825,997,45.28
4823430,1938,2295,45.78
4823460,570,851,40.11
4823490,741,872,45.94
4823640,288185,313280,47.91
4823670,972,1456,40.03
4823700,114,134,45.97
4823730,343,377,47.64
4823760,291,342,45.97
4823790,2598,2207,54.07
4823820,1502,4469,25.15
4823850,778,905,46.23
4823880,410,492,45.45
4823910,25518,46950,35.21
4823970,238,448,34.69
4824000,1740,1478,54.07
4824030,13891,11654,54.38
4824060,25934,43950,37.11
4824100,4801,12522,27.71
4824120,601,873,40.77
4824150,872,948,47.91
4824180,1832,1867,49.53
4824210,1241,2340,34.66
4824240,565,621,47.64
4824260,2325,2917,44.35
4824300,115,117,49.57
4824330,262,275,48.79
4824360,161,177,47.63
4824420,30201,39850,43.11
4824450,338,762,30.73
4824480,655,720,47.64
4824530,1072,1290,45.39
4824590,4269,4374,49.39
4824600,1874,4535,29.24
4824630,3298,2393,57.95
4824660,133,135,49.63
4824730,1812,1581,53.4
4824750,1018,427,70.45
4824780,1252,1441,46.49
4824810,731,537,57.65
4824840,875,1584,35.58
4824900,209,304,40.74
4824930,3332,7098,31.95
4824960,1008,1194,45.78
4824990,20446,33423,37.96
4825020,725,762,48.76
4825110,439,383,53.41
4825140,1001,1104,47.55
4825170,48976,86491,36.15
4825200,2327,4282,35.21
4825230,597,1271,31.96
4825260,13181,50435,20.72
4825290,27,35,43.55
4825320,1515,2240,40.35
4825410,73,46,61.34
4825440,1187,1308,47.58
4825470,393,330,54.36
4825500,2427,4906,33.1
4825530,649,714,47.62
4825560,1225,1246,49.58
4825590,5271,9941,34.65
4825620,3819,3953,49.14
4825660,39663,44812,46.95
4825680,5315,3352,61.32
4825710,1617,1173,57.96
4825740,38091,59502,39.03
4825790,103,108,48.82
4825800,174,109,61.48
4825870,270,274,49.63
4825890,352,387,47.63
4825920,1277,1685,43.11
4825950,164,211,43.73
4825980,1026,2858,26.42
4826040,3041,2044,59.8
4826070,61,39,61.0
4826100,1804,2680,40.23
4826130,21083,7498,73.77
4826190,5305,9456,35.94
4826220,475,441,51.86
4826250,303,189,61.59
4826280,1856,3360,35.58
4826310,3285,3732,46.81
4826340,698,182,79.32
4826370,2445,862,73.93
4826400,1294,3592,26.48
4826430,3098,6629,31.85
4826470,6556,18265,26.41
4826490,3050,4134,42.46
4826580,23936,43726,35.38
4826610,2094,2201,48.75
4826640,3263,4756,40.69
4826670,6642,7919,45.61
4826700,267,274,49.35
4826790,18197,7443,70.97
4826850,261,165,61.27
4826910,390,327,54.39
4826970,94,121,43.72
4827000,403,251,61.62
4827030,18794,67944,21.67
4827060,147,173,45.94
4827090,84,107,43.98
4827120,252,212,54.31
4827180,660,725,47.65
4827210,630,991,38.86
4827240,2895,2515,53.51
4827270,150,153,49.5
4827300,28839,97244,22.87
4827330,931,1382,40.25
4827390,2599,3057,45.95
4827420,2709,7585,26.32
4827450,1710,2053,45.44
4827510,3024,4837,38.47
4827540,893,1050,45.96
4827570,347,519,40.07
4827600,235,276,45.99
4827630,386,461,45.57
4827690,3078,4059,43.13
4827720,3007,15130,16.58
4827750,1233,1071,53.52
4827780,6216,5215,54.38
4827810,2872,4180,40.73
4827870,4755,7063,40.24
4827890,364,317,53.45
4827930,42,44,48.84
4827960,229,334,40.67
4827990,444,632,41.26
4828020,715,1228,36.8
4828110,10636,11082,48.97
4828140,68,69,49.64
4828170,159,161,49.69
4828200,993,1922,34.07
4828230,249,225,52.53
4828290,9526,6091,61.0
4828350,393,462,45.96
4828380,1315,4245,23.65
4828410,1035,869,54.36
4828500,36879,38371,49.01
4828530,148,150,49.66
4828550,9466,8041,54.07
4828590,1203,1810,39.93
4828620,1219,764,61.47
4828650,1227,1452,45.8
4828680,3635,4050,47.3
4828710,2358,2590,47.66
4828740,7883,20995,27.3
4828780,1726,1602,51.86
4828800,96,106,47.52
4828830,101,119,45.91
4828890,8603,17371,33.12
4828920,18212,40025,31.27
4828980,88,90,49.44
4829010,3937,5951,39.82
4829040,417,424,49.58
4829100,1135,1925,37.09
4829130,1497,1647,47.61
4829160,6752,5890,53.41
4829190,417,744,35.92
4829220,408,470,46.47
4829250,241,205,54.04
4829280,755,798,48.62
4829370,137,160,46.13
4829400,1531,1501,50.49
4829460,371,436,45.97
4829520,425,431,49.65
4829580,650,1466,30.72
4829670,21506,19295,52.71
4829700,415,436,48.77
4829760,276,409,40.29
4829820,769,1512,33.71
4829850,13297,37162,26.35
4829880,146,186,43.98
4829910,122,144,45.86
4829940,126,53,70.39
4830000,158,137,53.56
4830030,309,370,45.51
4830060,5484,6219,46.86
4830120,1479,4756,23.72
4830180,377,483,43.84
4830210,354,372,48.76
4830250,4382,1718,71.84
4830300,434,477,47.64
4830340,1188,1348,46.85
4830360,281,295,48.78
4830390,29722,30352,49.48
4830420,1877,2065,47.62
4830450,230,252,47.72
4830480,121,155,43.84
4830570,20805,41060,33.63
4830600,5430,12257,30.7
4830640,6127,11918,33.95
4830660,144,174,45.28
4830690,352,387,47.63
4830720,638,702,47.61
4830750,314,350,47.29
4830780,172,333,34.06
4830810,324,287,53.03
4830870,540,1192,31.18
4830930,1844,2125,46.46
4830950,3607,4252,45.9
4831040,13730,7635,64.26
4831170,1947,1981,49.57
4831200,88,106,45.36
4831230,843,226,78.86
4831260,6479,13123,33.05
4831290,596,1066,35.86
4831320,87,88,49.71
4831380,170,187,47.62
4831410,179,211,45.9
4831470,360,313,53.49
4831500,202,175,53.58
4831560,378,417,47.55
4831620,136,150,47.55
4831650,289,296,49.4
4831760,4881,4278,53.29
4831770,1814,1590,53.29
4831860,462,692,40.03
4831890,1249,1085,53.51
4831920,119,170,41.18
4831950,39,43,47.56
4831970,332,336,49.7
4832010,159,148,51.79
4832090,9619,8171,54.07
4832130,950,1124,45.81
4832160,1309,2219,37.1
4832190,3873,4244,47.71
4832220,116,148,43.94
4832250,277,258,51.78
4832280,4315,6003,41.82
4832310,1589,3642,30.38
4832340,1253,1474,45.95
4832370,7418,16867,30.55
4832400,10286,15787,39.45
4832430,581,844,40.77
4832460,965,842,53.4
4832490,227,197,53.54
4832610,295,302,49.41
4832640,894,750,54.38
4832700,168,203,45.28
4832730,1410,1023,57.95
4832740,900,1004,47.27
4832790,783,943,45.37
4832880,147,162,47.57
4832910,649,713,47.65
4832940,60289,111004,35.2
4832970,490,430,53.26
4833010,3729,3269,53.29
4833030,330,362,47.69
4833090,35,42,45.45
4833120,100824,147074,40.67
4833180,10963,35460,23.62
4833240,258,161,61.58
4833270,295,317,48.2
4833340,188,206,47.72
4833360,867,883,49.54
4833390,189,170,52.65
4833420,178,261,40.55
4833570,18,18,50.0
4833630,672,808,45.41
4833660,561,488,53.48
4833690,1536,1289,54.37
4833720,1529,964,61.33
4833780,1398,1843,43.13
4833840,883,771,53.39
4833870,541,554,49.41
4833900,233,280,45.42
4833960,72,73,49.66
4833980,119,126,48.57
4834020,1200,1397,46.21
4834050,3855,3579,51.86
4834110,697,1573,30.7
4834140,179,211,45.9
4834170,3021,3869,43.85
4834230,499,639,43.85
4834260,986,1187,45.38
4834290,4375,3835,53.29
4834320,47074,39392,54.44
4834380,55,48,53.4
4834410,113,117,49.13
4834440,8086,28844,21.9
4834470,1848,2187,45.8
4834500,668,1498,30.84
4834550,2601,2646,49.57
4834560,105,115,47.73
4834630,332,501,39.86
4834650,1517,1943,43.84
4834680,234,203,53.55
4834710,473,570,45.35
4834770,279,288,49.21
4834800,1075,993,51.98
4834830,22245,47723,31.79
4834860,27865,12101,69.72
4834920,1035,2436,29.82
4834980,4702,4899,48.97
4835010,2374,2717,46.63
4835040,360,313,53.49
4835070,4875,4235,53.51
4835100,39275,103759,27.46
4835130,1837,2160,45.96
4835190,2903,3437,45.79
4835250,2412,1540,61.03
4835310,744,2075,26.39
4835340,468,836,35.89
4835370,448,636,41.33
4835400,7698,10709,41.82
4835430,3927,5463,41.82
4835490,1066,926,53.51
4835520,1441,1706,45.79
4835550,708,780,47.58
4835560,1784,1373,56.51
4835570,1395,1344,50.93
4835580,1468,2199,40.03
4835700,197,293,40.2
4835730,120,145,45.28
4835740,1220,1070,53.28
4835760,679,421,61.73
4835800,685,697,49.57
4835820,50,73,40.65
4835850,2170,6978,23.72
4835890,54,69,43.9
4835910,1489,584,71.83
4836000,5195,22917,18.48
4836180,486,586,45.34
4836210,849,998,45.97
4836240,2541,4427,36.47
4836300,1576,1816,46.46
4836360,2154,2483,46.45
4836390,369,321,53.48
4836420,40,17,70.18
4836450,138,347,28.45
4836480,537,544,49.68
4836510,197,207,48.76
4836540,2561,1615,61.33
4836570,627,659,48.76
4836630,512,602,45.96
4836660,3500,7901,30.7
4836750,781,919,45.94
4836780,669,681,49.56
4836930,771,486,61.34
4836960,675,742,47.64
4836970,1118,1313,45.99
4836990,297,310,48.93
4837020,40179,52639,43.29
4837080,115,167,40.78
4837110,281,531,34.61
4837140,8388,3517,70.46
4837170,1656,1077,60.59
4837200,517,1094,32.09
4837230,241,245,49.59
4837260,1430,1101,56.5
4837320,343,216,61.36
4837380,317,333,48.77
4837410,1432,2791,33.91
4837440,2163,3075,41.29
4837470,252,256,49.61
4837500,143,150,48.81
4837590,1667,1831,47.66
4837650,11727,20426,36.47
4837710,623,965,39.23
4837740,5321,2232,70.45
4837800,858,1246,40.78
4837830,266,231,53.52
4837860,335,340,49.63
4837900,786,875,47.32
4838040,332,336,49.7
4838080,27983,92971,23.14
4838100,281,418,40.2
4838190,2110,2477,46.0
4838220,4232,7716,35.42
4838280,155,157,49.68
4838310,231,255,47.53
4838360,1972,2020,49.4
4838400,907,1359,40.03
4838430,427,266,61.62
4838460,1273,1327,48.96
4838490,47,65,41.96
4838520,263,321,45.03
4838580,1390,2193,38.79
4838610,256,225,53.22
4838640,408,611,40.04
4838700,16292,22073,42.47
4838730,69655,43068,61.79
4838760,1080,783,57.97
4838790,8902,5922,60.05
4838820,1278,588,68.49
4838850,2908,1761,62.28
4838900,9643,6012,61.6
4838910,177,74,70.52
4838970,13756,17867,43.5
4839000,209,132,61.29
4839030,658,958,40.72
4839060,31,32,49.21
4839120,119,126,48.57
4839150,714,915,43.83
4839180,1580,4409,26.38
4839210,292,296,49.66
4839270,5684,6218,47.76
4839300,43,27,61.43
4839330,580,390,59.79
4839360,958,643,59.84
4839390,581,684,45.93
4839450,289,433,40.03
4839480,10657,18916,36.04
4839510,455,478,48.77
4839540,741,1100,40.25
4839570,596,1097,35.2
4839600,475,481,49.69
4839630,2513,2950,46.0
4839690,6190,10495,37.1
4839750,3356,3414,49.57
4839780,602,722,45.47
4839870,1016,1474,40.8
4839900,348,445,43.88
4839930,10450,6765,60.7
4839960,705,511,57.98
4839990,8150,6934,54.03
4840020,1833,1538,54.38
4840080,7376,11050,40.03
4840110,762,840,47.57
4840170,108,110,49.54
4840200,242,247,49.49
4840230,2738,3610,43.13
4840290,148,190,43.79
4840320,994,1169,45.95
4840350,1746,1778,49.55
4840380,85,127,40.09
4840410,484,493,49.54
4840440,1207,1749,40.83
4840470,338,498,40.43
4840500,411,381,51.89
4840550,1887,2804,40.23
4840590,312,271,53.52
4840620,590,648,47.66
4840650,2963,3004,49.66
4840680,10011,4566,68.68
4840710,44299,34626,56.13
4840740,2825,2855,49.74
4840770,792,869,47.68
4840800,625,657,48.75
4840890,46,42,52.27
4840920,5280,4753,52.63
4840950,12433,9845,55.81
4841010,563,721,43.85
4841070,2421,3444,41.28
4841100,29683,44600,39.96
4841130,22,28,44.0
4841190,1715,1787,48.97
4841220,33767,37679,47.26
4841250,299,269,52.64
4841280,2790,5790,32.52
4841340,389,282,57.97
4841350,2158,4152,34.2
4841400,606,614,49.67
4841430,813,855,48.74
4841520,5271,6202,45.94
4841550,254,267,48.75
4841580,364,466,43.86
4841610,887,978,47.56
4841670,367,469,43.9
4841700,117,137,46.06
4841760,275,239,53.5
4841790,250,219,53.3
4841820,5024,4404,53.29
4841850,268,233,53.49
4841880,1082,1457,42.62
4841910,288,369,43.84
4841970,1463,2146,40.54
4842000,169,186,47.61
4842030,2361,2393,49.66
4842060,848,864,49.53
