sduni20,Num Eligible,Num Ineligible,Percentage Eligible
1812240,2960,4058,42.18
1812360,10955,13442,44.9
1812390,8258,17364,32.23
1812420,6463,9885,39.53
1812450,3531,3659,49.11
1812720,12807,26440,32.63
1812810,17119,14930,53.42
1812870,4674,5627,45.37
1812880,2578,2500,50.77
1812900,2029,2768,42.3
1812930,801,1308,37.98
1812990,938,2942,24.18
1813050,1159,1125,50.74
1813080,4902,15369,24.18
1813110,3418,4663,42.3
1813200,1018,656,60.81
1813230,1593,2483,39.08
1899997,44,106,29.33
1900006,1336,2272,37.03
1900009,544,1203,31.14
1900015,613,1172,34.34
1900021,970,1853,34.36
1900022,1035,1392,42.65
1900023,453,664,40.56
1900024,1202,1522,44.13
1900025,752,1079,41.07
1900026,567,1081,34.41
1900027,686,926,42.56
1900028,606,888,40.56
1900031,244,309,44.12
1900032,243,372,39.51
1900040,598,887,40.27
1900060,277,406,40.56
1903060,734,1124,39.5
1903090,343,463,42.56
1903150,1199,3062,28.14
1903220,520,710,42.28
1903270,1221,1572,43.72
1903300,423,901,31.95
1903360,1816,2398,43.09
1903390,1305,2220,37.02
1903450,605,916,39.78
1903480,859,1088,44.12
1903540,9499,15225,38.42
1903570,1623,2272,41.67
1903630,243,394,38.15
1903690,7485,20558,26.69
1903750,762,1166,39.52
1903780,365,462,44.14
1903850,436,726,37.52
1903930,1446,1953,42.54
1903960,575,777,42.53
1904080,862,1164,42.55
1904200,1291,2072,38.39
1904380,228,493,31.62
1904440,523,793,39.74
1904560,567,730,43.72
1904620,536,783,40.64
1904650,721,1167,38.19
1904680,718,1062,40.34
1904740,212,301,41.33
1904830,1503,2199,40.6
1904860,3907,5950,39.64
1904950,894,1079,45.31
1905070,994,2762,26.46
1905130,2180,3494,38.42
1905190,594,1134,34.38
1905430,683,905,43.01
1905490,541,792,40.59
1905750,541,714,43.11
1905790,5526,6106,47.51
1905940,504,681,42.53
1905970,239,366,39.5
1906000,411,570,41.9
1906060,941,1297,42.05
1906240,624,750,45.41
1906270,1223,2400,33.76
1906330,2626,3324,44.13
1906510,7725,9685,44.37
1906540,16692,35513,31.97
1906660,885,1641,35.04
1906750,1538,1981,43.71
1906780,364,775,31.96
1906810,1602,2208,42.05
1906840,483,822,37.01
1906900,705,909,43.68
1906930,972,1073,47.53
1906960,610,1165,34.37
1907050,1452,1871,43.7
1907080,2010,2674,42.91
1907110,319,403,44.18
1907170,1171,1483,44.12
1907350,1298,1672,43.7
1907380,928,1421,39.51
1907410,1480,1907,43.7
1907440,329,503,39.54
1907470,294,562,34.35
1907590,2341,4599,33.73
1907620,1554,2052,43.09
1907710,4138,5703,42.05
1907860,3830,8007,32.36
1907900,414,702,37.1
1907920,460,734,38.53
1907980,817,926,46.87
1908070,457,590,43.65
1908130,491,633,43.68
1908220,10248,13843,42.54
1908310,1769,2279,43.7
1908520,1854,4811,27.82
1908550,546,603,47.52
1908580,17708,26955,39.65
1908610,1562,1876,45.43
1908730,2025,3444,37.03
1908880,197,272,42.0
1908910,1881,2381,44.13
1908940,647,1049,38.15
1908970,38696,51721,42.8
1909060,127,163,43.79
1909120,719,1095,39.64
1909480,12396,20069,38.18
1909540,431,540,44.39
1909570,454,595,43.28
1909600,517,721,41.76
1909990,794,1215,39.52
1910050,351,896,28.15
1910110,470,761,38.18
1910130,588,932,38.68
1910340,435,575,43.07
1910350,521,693,42.92
1910410,406,690,37.04
1910500,461,764,37.63
1910690,634,970,39.53
1910950,646,1234,34.36
1910980,496,683,42.07
1911040,214,276,43.67
1911070,1025,1959,34.35
1911250,540,729,42.55
1911340,2541,3051,45.44
1911790,1384,1827,43.1
1911820,4851,7429,39.5
1911850,3239,3578,47.51
1912120,408,529,43.54
1912230,486,615,44.14
1912330,1061,1401,43.1
1912480,345,659,34.36
1912510,1219,1954,38.42
1912600,155,224,40.9
1912660,659,981,40.18
1912690,1855,2505,42.55
1912750,341,431,44.17
1912810,312,597,34.32
1913110,742,1003,42.52
1913200,1950,2971,39.63
1913230,541,723,42.8
1913290,640,980,39.51
1913320,450,608,42.53
1913350,755,1285,37.01
1913380,333,487,40.61
1913440,232,299,43.69
1913470,1112,1702,39.52
1913500,1449,1957,42.54
1913660,603,1153,34.34
1914010,688,840,45.03
1914160,500,683,42.27
1914280,1381,2349,37.02
1914310,454,696,39.48
1914340,692,867,44.39
1914370,1248,1911,39.51
1914580,1400,2266,38.19
1914640,2522,5579,31.13
1914670,581,1339,30.26
1914700,15887,32522,32.82
1914730,1105,1692,39.51
1914850,576,842,40.62
1914880,782,1007,43.71
1915180,416,627,39.88
1915210,1351,1711,44.12
1915330,823,1267,39.38
1915450,4595,11912,27.84
1915630,2330,2575,47.5
1915660,335,402,45.45
1915750,418,569,42.35
1915840,1373,3036,31.14
1916110,705,931,43.09
1916140,255,487,34.37
1916320,474,610,43.73
1916420,370,475,43.79
1916440,548,748,42.28
1916530,2336,3189,42.28
1916620,400,516,43.67
1916680,2877,3887,42.53
1917100,874,1205,42.04
1917220,5524,11748,31.98
1917250,479,921,34.21
1917460,516,697,42.54
1917550,312,623,33.37
1917820,740,914,44.74
1917880,256,341,42.88
1918030,357,744,32.43
1918120,793,1349,37.02
1918180,575,965,37.34
1918240,561,757,42.56
1918330,711,970,42.3
1918480,676,885,43.31
1918510,1390,2250,38.19
1918540,716,1159,38.19
1918630,500,636,44.01
1918690,1734,3689,31.97
1918720,4917,7192,40.61
1918750,353,810,30.35
1918780,5214,6885,43.09
1918840,1500,2865,34.36
1918930,984,1087,47.51
1918960,219,484,31.15
1919140,1576,2157,42.22
1919200,588,822,41.7
1919440,897,1212,42.53
1919590,511,747,40.62
1919650,1132,1570,41.89
1919710,378,488,43.65
1919740,283,365,43.67
1919770,234,259,47.46
1919800,259,332,43.82
1919860,695,896,43.68
1919890,2684,2966,47.5
1920040,867,1832,32.12
1920100,289,373,43.66
1920130,5101,7030,42.05
1920190,598,992,37.61
1920250,1314,2107,38.41
1920340,1047,1782,37.01
1920460,609,673,47.5
1920580,446,565,44.11
1920610,2611,5775,31.14
1920760,978,1291,43.1
1920820,477,950,33.43
1920830,395,522,43.08
1920850,496,599,45.3
1920910,1013,2668,27.52
1920940,2644,4026,39.64
1921000,474,694,40.58
1921090,504,694,42.07
1921210,630,832,43.09
1921240,1852,4095,31.14
1921600,1035,1311,44.12
1921630,1294,2179,37.26
1921660,567,909,38.41
1921720,242,333,42.09
1921810,204,318,39.08
1921840,1109,1464,43.1
1921870,2809,3373,45.44
1922110,5167,6205,45.44
1922380,196,248,44.14
1922440,622,747,45.43
1922470,1955,4098,32.3
1922530,1145,2855,28.62
1923110,4262,6490,39.64
1923160,423,935,31.15
1923190,868,1099,44.13
1923340,552,938,37.05
1924000,1230,1585,43.69
1924120,477,653,42.21
1924150,438,653,40.15
1924660,736,1406,34.36
1924870,890,1426,38.43
1924960,510,673,43.11
1925050,195,372,34.39
1925200,720,951,43.09
1925320,859,2387,26.46
1925380,391,495,44.13
1925410,272,345,44.08
1925590,1085,1482,42.27
1925620,474,610,43.73
1925920,833,1157,41.86
1925980,1011,1931,34.36
1926070,1240,1598,43.69
1926250,406,523,43.7
1926280,618,742,45.44
1926370,1359,2596,34.36
1926400,14336,19572,42.28
1926580,968,1982,32.81
1926640,612,939,39.46
1926670,238,306,43.75
1926730,1475,2157,40.61
1926790,687,1168,37.04
1926820,4096,11375,26.48
1926850,374,806,31.69
1926910,1714,3274,34.36
1927000,1140,2178,34.36
1927060,328,698,31.97
1927240,206,265,43.74
1927270,551,928,37.25
1927390,2338,2960,44.13
1927480,205,315,39.42
1927500,879,1495,37.03
1927600,750,1276,37.02
1927870,883,1217,42.05
1927960,561,757,42.56
1927990,626,846,42.53
1928020,291,352,45.26
1928050,364,619,37.03
1928110,440,748,37.04
1928170,275,560,32.93
1928200,194,297,39.51
1928230,704,951,42.54
1928560,451,723,38.42
1928680,2546,6632,27.74
1928980,1332,1590,45.59
1929010,428,1093,28.14
1929280,343,442,43.69
1929310,1633,2390,40.59
1929490,549,622,46.88
1929580,1044,1321,44.14
1929730,703,776,47.53
1929760,590,978,37.63
1930240,1815,2180,45.43
1930480,13961,17503,44.37
1930510,7798,19908,28.15
1930540,2240,3752,37.38
1930560,695,896,43.68
1930630,1798,2754,39.5
1930720,278,493,36.06
1930750,755,1098,40.74
1930780,570,630,47.5
1930870,251,426,37.08
1930900,1453,2353,38.18
1930930,7529,19605,27.75
1930960,437,584,42.8
1930990,1080,1493,41.97
1931020,657,1256,34.34
1931080,754,1103,40.6
1931110,741,939,44.11
1931290,585,1118,34.35
1931350,3550,5704,38.36
1931470,535,726,42.43
1931620,198,250,44.2
1931680,1073,1573,40.55
1931800,821,1131,42.06
1931830,352,390,47.44
1931860,1183,3020,28.15
1931920,450,608,42.53
1931950,494,674,42.29
1932010,677,1624,29.42
1999017,708,1565,31.15
1999019,544,841,39.28
2000001,521,732,41.58
2000002,1039,1582,39.64
2000003,1401,1722,44.86
2000004,1057,1254,45.74
2000006,666,1501,30.73
2000007,492,669,42.38
2000012,442,620,41.62
2000013,87,119,42.23
2000014,514,586,46.73
2000015,2705,3089,46.69
2000016,944,1324,41.62
2000017,932,1268,42.36
2000020,194,264,42.36
2000023,397,540,42.37
2000028,432,606,41.62
2000029,457,641,41.62
2000030,624,876,41.6
2000346,261,356,42.3
2000348,275,621,30.69
2000349,595,838,41.52
2000350,1095,1612,40.45
2000351,394,888,30.73
2000353,704,988,41.61
2003180,1448,2032,41.61
2003200,6608,8580,43.51
2003210,619,646,48.93
2003240,429,966,30.75
2003270,149,203,42.33
2003300,1377,1572,46.69
2003360,3483,7443,31.88
2003390,765,1058,41.96
2003430,155,214,42.01
2003450,2656,3600,42.46
2003480,734,839,46.66
2003510,146,221,39.78
2003540,1416,3192,30.73
2003570,121,167,42.01
2003630,1483,3097,32.38
2003720,1515,2117,41.71
2003780,1847,3618,33.8
2003810,815,930,46.7
2003870,799,1121,41.61
2003900,495,684,41.98
2003960,419,589,41.57
2004020,204,281,42.06
2004050,3228,2433,57.02
2004080,107,145,42.46
2004140,174,263,39.82
2004170,305,315,49.19
2004200,2137,3307,39.25
2004230,346,358,49.15
2004260,195,439,30.76
2004290,829,855,49.23
2004350,174,348,33.33
2004380,232,321,41.95
2004410,748,772,49.21
2004440,427,658,39.35
2004470,424,586,41.98
2004500,151,156,49.19
2004560,479,672,41.62
2004590,1939,2215,46.68
2004620,1023,1413,42.0
2004650,128,197,39.38
2004670,566,849,40.0
2004710,783,894,46.69
2004740,786,828,48.7
2004770,459,524,46.69
2004790,180,245,42.35
2004800,431,653,39.76
2004830,217,485,30.91
2004890,1361,1909,41.62
2004920,914,1384,39.77
2004950,307,431,41.6
2004980,2424,2502,49.21
2005010,1220,1660,42.36
2005040,283,391,41.99
2005070,1228,1402,46.69
2005100,1154,1619,41.62
2005130,388,544,41.63
2005190,103,156,39.77
2005250,521,538,49.2
2005280,917,1029,47.12
2005310,190,266,41.67
2005370,205,284,41.92
2005400,138,209,39.77
2005460,5772,8793,39.63
2005490,3716,11821,23.92
2005520,121,125,49.19
2005550,236,322,42.29
2005580,4329,6562,39.75
2005610,504,762,39.81
2005640,417,818,33.77
2005700,487,1098,30.73
2005730,1676,3600,31.77
2005760,143,148,49.14
2005790,287,436,39.7
2005800,292,410,41.6
2005820,445,615,41.98
2005850,453,617,42.34
2005870,803,1133,41.48
2005940,5232,5400,49.21
2006000,668,763,46.68
2006060,372,824,31.1
2006090,1342,1895,41.46
2006120,809,837,49.15
2006180,2212,2526,46.69
2006210,112,170,39.72
2006240,425,903,32.0
2006270,842,869,49.21
2006300,729,832,46.7
2006330,1070,2095,33.81
2006360,614,701,46.69
2006390,4835,7328,39.75
2006420,3388,7416,31.36
2006450,1261,1439,46.7
2006480,941,1075,46.68
2006510,235,329,41.67
2006540,3906,7543,34.12
2006570,311,339,47.85
2006580,1056,1436,42.38
2006630,149,203,42.33
2006660,2876,3975,41.98
2006690,232,316,42.34
2006720,259,358,41.98
2006780,99,134,42.49
2006840,564,1151,32.89
2006870,81,84,49.09
2006930,548,566,49.19
2006960,897,1442,38.35
2006990,142,197,41.89
2007020,4453,6059,42.36
2007050,3640,5545,39.63
2007080,56,76,42.42
2007110,447,614,42.13
2007170,531,1080,32.96
2007260,418,569,42.35
2007290,831,858,49.2
2007320,584,806,42.01
2007350,429,651,39.72
2007380,707,1594,30.73
2007440,348,421,45.25
2007470,372,838,30.74
2007500,443,457,49.22
2007530,387,527,42.34
2007560,649,984,39.74
2007590,507,578,46.73
2007620,5178,7986,39.33
2007650,2470,2549,49.21
2007680,101,153,39.76
2007710,404,623,39.34
2007740,1503,1717,46.68
2007750,416,786,34.61
2007800,230,348,39.79
2007860,289,438,39.75
2007890,7678,9111,45.73
2007950,25598,19005,57.39
2007970,1177,1846,38.93
2008040,227,259,46.71
2008070,990,1370,41.95
2008100,328,455,41.89
2008130,225,311,41.98
2008190,364,552,39.74
2008220,339,468,42.01
2008250,727,1424,33.8
2008280,411,622,39.79
2008310,351,540,39.39
2008340,1876,3674,33.8
2008370,998,1379,41.99
2008400,17188,24073,41.66
2008430,3536,6926,33.8
2008550,457,934,32.85
2008610,389,530,42.33
2008670,297,306,49.25
2008700,119,164,42.05
2008730,2814,4265,39.75
2008790,370,519,41.62
2008880,231,357,39.29
2008910,155,211,42.35
2008940,253,263,49.03
2008970,1220,2390,33.8
2009000,312,703,30.74
2009030,644,993,39.34
2009060,189,261,42.0
2009090,259,267,49.24
2009140,4939,10085,32.87
2009180,10812,12829,45.73
2009240,694,716,49.22
2009320,509,1148,30.72
2009360,390,852,31.4
2009390,2533,3906,39.34
2009420,271,410,39.79
2009450,477,660,41.95
2009480,161,360,30.9
2009510,588,1327,30.7
2009570,569,799,41.59
2009600,144,218,39.78
2009630,211,320,39.74
2009660,287,328,46.67
2009720,82,124,39.81
2009780,554,872,38.85
2009840,1557,2300,40.37
2009850,118,161,42.29
2009900,672,694,49.19
2009930,298,406,42.33
2009960,2697,5504,32.89
2009990,1166,1798,39.34
2010020,877,1194,42.35
2010050,473,643,42.38
2010080,469,638,42.37
2010140,17821,44230,28.72
2010170,340,420,44.74
2010230,424,956,30.72
2010260,793,1554,33.79
2010290,376,511,42.39
2010320,438,988,30.72
2010350,370,423,46.66
2010410,720,1583,31.26
2010440,309,417,42.56
2010470,124,169,42.32
2010500,1501,2935,33.84
2010560,1716,1959,46.69
2010590,384,440,46.6
2010620,931,1606,36.7
2010650,575,783,42.34
2010680,2990,2220,57.39
2010710,4295,4904,46.69
2010740,405,551,42.36
2010770,254,497,33.82
2010800,884,1060,45.47
2010890,1331,1839,41.99
2010920,272,418,39.42
2010950,265,361,42.33
2010980,298,356,45.57
2011040,116,158,42.34
2011080,1261,2280,35.61
2011100,917,1088,45.74
2011130,657,750,46.7
2011190,82,124,39.81
2011220,159,342,31.74
2011250,1262,1923,39.62
2011280,94,130,41.96
2011310,1021,1389,42.37
2011370,8380,11758,41.61
2011400,205,311,39.73
2011430,158,219,41.91
2011490,2765,5286,34.34
2011520,454,468,49.24
2011550,257,526,32.82
2011610,219,298,42.36
2011640,24019,76002,24.01
2011700,403,909,30.72
2011760,345,483,41.67
2011790,126,174,42.0
2011820,164,249,39.71
2011850,2200,4930,30.86
2011880,349,474,42.41
2011910,295,408,41.96
2011970,222,306,42.05
2012000,9448,42367,18.23
2012030,479,739,39.33
2012060,370,503,42.38
2012090,300,455,39.74
2012120,276,383,41.88
2012150,345,523,39.75
2012180,3190,4967,39.11
2012210,1408,2757,33.81
2012260,20099,20954,48.96
2012300,1284,2758,31.77
2012330,218,492,30.7
2012360,4106,3048,57.39
2012390,382,400,48.85
2012420,1002,1519,39.75
2012450,410,468,46.7
2012510,1879,3885,32.6
2012540,256,578,30.7
2012600,316,430,42.36
2012630,480,654,42.33
2012780,375,525,41.67
2012810,538,567,48.69
2012840,1499,2071,41.99
2012870,862,1062,44.8
2012900,56,76,42.42
2012990,57997,71749,44.7
2013020,258,581,30.75
2013050,2894,2987,49.21
2013110,535,552,49.22
2100030,4329,3020,58.91
2100070,4432,3551,55.52
2100078,2646,2173,54.91
2100079,1479,1859,44.31
2100081,7219,5304,57.65
2100120,4464,5638,44.19
2100150,4676,3810,55.1
2100180,287,220,56.61
2100210,1461,1582,48.01
2100240,814,361,69.28
2100270,2211,2877,43.46
2100300,6048,4847,55.51
2100330,2669,2047,56.59
2100360,969,1598,37.75
2100390,3392,1504,69.28
2100420,929,1243,42.77
2100480,1651,1012,62.0
2100510,14422,33571,30.05
2100540,2574,3179,44.74
2100570,5276,5916,47.14
2100620,4898,3991,55.1
2100630,3171,2954,51.77
2100660,1469,1126,56.61
2100690,3509,977,78.22
2100720,3169,4125,43.45
2100750,12676,18842,40.22
2100780,535,676,44.18
2100810,2663,2134,55.51
2100840,2951,2168,57.65
2100870,5103,5526,48.01
2100900,8418,11267,42.76
2100930,2071,1445,58.9
2100960,911,986,48.02
2100990,1832,2452,42.76
2101020,5718,4660,55.1
2101050,3653,2548,58.91
2101110,1226,983,55.5
2101150,12357,10147,54.91
2101200,6507,8036,44.74
2101230,5095,2807,64.48
2101260,2119,1478,58.91
2101290,226,294,43.46
2101320,2768,1228,69.27
2101350,4940,8147,37.75
2101380,2098,1541,57.65
2101410,1348,941,58.89
2101440,2885,2687,51.78
2101470,12012,17530,40.66
2101500,571,420,57.62
2101530,898,1202,42.76
2101620,2610,2091,55.52
2101650,2053,2528,44.82
2101680,1580,1287,55.11
2101710,370,797,31.71
2101740,2751,4538,37.74
2101760,3419,2095,62.01
2101800,788,642,55.1
2101860,58613,80690,42.08
2101920,3156,2421,56.59
2101950,9704,4386,68.87
2101980,855,1080,44.19
2102010,8787,11099,44.19
2102040,2744,3673,42.76
2102070,461,499,48.02
2102100,766,829,48.03
2102130,1469,1966,42.77
2102160,3354,3124,51.78
2102220,2877,2305,55.52
2102250,3645,4879,42.76
2102280,5118,5543,48.01
2102300,4390,5714,43.45
2102340,2545,1775,58.91
2102400,3994,3255,55.1
2102460,1525,2022,42.99
2102490,15531,19123,44.82
2102520,731,324,69.29
2102540,6265,2778,69.28
2102580,3290,4062,44.75
2102640,3576,2866,55.51
2102670,1330,370,78.24
2102710,7515,9962,43.0
2102760,1396,3005,31.72
2102790,855,926,48.01
2102860,10030,7370,57.64
2102910,315,88,78.16
2102940,3245,1787,64.49
2102990,148985,180951,45.16
2103000,805,224,78.23
2103030,10484,9765,51.78
2103060,5134,2320,68.88
2103090,16105,26559,37.75
2103120,3973,1105,78.24
2103150,6747,2992,69.28
2103180,2471,3216,43.45
2103210,15351,8455,64.48
2103240,3497,2850,55.1
2103270,2060,573,78.24
2103330,2930,815,78.24
2103360,5202,1448,78.23
2103390,2737,2099,56.6
2103480,4804,4474,51.78
2103510,2075,1525,57.64
2103540,4608,3692,55.52
2103630,765,1261,37.76
2103690,1791,1470,54.92
2103720,20729,12705,62.0
2103750,3143,1420,68.88
2103780,3254,4235,43.45
2103810,5977,6472,48.01
2103840,3048,1378,68.87
2103870,3582,2747,56.6
2103900,1803,1952,48.02
2103960,8872,9608,48.01
2103990,4109,2288,64.23
2104020,1535,2034,43.01
2104050,4455,5799,43.45
2104080,1280,981,56.61
2104110,3702,4676,44.19
2104140,2212,1773,55.51
2104170,2480,1099,69.29
2104200,2441,1956,55.52
2104250,5884,4512,56.6
2104290,2872,2203,56.59
2104380,1903,2061,48.01
2104410,5558,7234,43.45
2104440,2384,3191,42.76
2104470,1327,1638,44.76
2104500,3989,5288,43.0
2104530,7618,16397,31.72
2104560,1912,2560,42.75
2104590,4885,7129,40.66
2104620,1128,314,78.22
2104650,3944,4271,48.01
2104680,988,447,68.85
2104710,990,1223,44.74
2104740,2483,3324,42.76
2104770,6606,1838,78.23
2104800,13850,6260,68.87
2104830,1992,900,68.88
2104860,412,183,69.24
2104890,3169,1943,61.99
2104950,12933,7202,64.23
2104980,933,760,55.11
2105040,458,351,56.61
2105070,4019,2213,64.49
2105100,5160,3957,56.6
2105130,2795,2278,55.1
2105160,4122,2876,58.9
2105190,1299,1041,55.51
2105260,10062,12425,44.75
2105320,5417,11659,31.72
2105400,4218,3380,55.51
2105430,2321,1292,64.24
2105490,3004,4466,40.21
2105520,3891,2714,58.91
2105550,2524,2072,54.92
2105580,2899,2381,54.91
2105610,955,2055,31.73
2105640,2292,3039,42.99
2105700,958,2200,30.34
2105730,19753,22148,47.14
2105760,1999,2601,43.46
2105790,4758,2650,64.23
2105820,2184,2895,43.0
2105880,5672,2515,69.28
2105910,1444,640,69.29
2105940,585,783,42.76
2105970,1829,509,78.23
2106000,5027,6350,44.19
2199997,0,0,
2199999,1802,2099,46.19
2200030,11917,10259,53.74
2200039,5479,3804,59.02
2200040,2598,1804,59.02
2200060,3693,3885,48.73
2200090,23256,24897,48.3
2200120,4247,4010,51.44
2200150,7779,5926,56.76
2200180,5932,6242,48.73
2200210,3048,1824,62.56
2200240,3347,2456,57.68
2200270,24105,25078,49.01
2200300,56968,39536,59.03
2200330,38394,33864,53.13
2200360,2228,1241,64.23
2200390,1055,821,56.24
2200420,1746,1330,56.76
2200450,3327,1990,62.57
2200480,3663,2790,56.76
2200510,6296,3766,62.57
2200540,80608,70441,53.37
2200570,1724,960,64.23
2200600,3534,3497,50.26
2200630,8676,3880,69.1
2200660,4572,2546,64.23
2200690,4345,3310,56.76
2200720,15099,10650,58.64
2200750,5470,5413,50.26
2200780,3474,1935,64.23
2200810,6049,4706,56.24
2200840,92824,86591,51.74
2200870,40502,57505,41.33
2200900,19692,18593,51.44
2200960,2898,2207,56.77
2200990,11369,6801,62.57
2201020,23337,28769,44.79
2201050,2314,1289,64.22
2201080,10649,7694,58.05
2201110,5923,3299,64.23
2201140,8811,5271,62.57
2201170,88313,70513,55.6
2201200,25146,18169,58.05
2201230,4657,4007,53.75
2201260,3755,3715,50.27
2201290,27643,20410,57.53
2201320,1789,1070,62.57
2201350,4634,2581,64.23
2201380,5204,3113,62.57
2201410,8668,7458,53.75
2201440,8923,9957,47.26
2201470,1792,2209,44.79
2201500,3430,3827,47.26
2201530,7213,8049,47.26
2201560,22132,9898,69.1
2201590,11178,7885,58.64
2201620,9814,9441,50.97
2201650,41784,61756,40.36
2201680,28878,21188,57.68
2201710,959,534,64.23
2201740,21764,20935,50.97
2201770,4878,2717,64.23
2201800,11875,10222,53.74
2201830,10365,7653,57.53
2201860,6512,4778,57.68
2201890,6922,7202,49.01
2201920,4920,4869,50.26
2201950,2255,1256,64.23
2201980,2769,2740,50.26
2202010,2696,2054,56.76
2206840,6510,4520,59.02
2300001,77,81,48.73
2300002,181,162,52.77
2300003,164,147,52.73
2300004,127,114,52.7
2300005,88,78,53.01
2300008,212,293,41.98
2300009,41,70,36.94
2300052,11,10,52.38
2300057,8,8,50.0
2300058,15,13,53.57
2300059,37,32,53.62
2300061,18,16,52.94
2300062,314,281,52.77
2300063,88,78,53.01
2300065,125,111,52.97
2300067,229,205,52.76
2300068,113,101,52.8
2302220,343,758,31.15
2302280,125,111,52.97
2302500,83,127,39.52
2302610,3962,6067,39.51
2302640,3455,4772,42.0
2302730,314,281,52.77
2302820,6629,7023,48.56
2302880,48,43,52.75
2302960,33,29,53.23
2302980,14,13,51.85
2303150,2421,7086,25.47
2303210,499,767,39.42
2303290,899,1384,39.38
2303390,33,29,53.23
2303510,2021,2141,48.56
2303600,508,781,39.41
2303610,147,226,39.41
2303640,168,259,39.34
2303780,2562,6593,27.98
2303870,734,656,52.81
2303930,1023,2996,25.45
2303980,162,140,53.64
2303990,34,30,53.12
2304080,236,362,39.46
2304110,71,63,52.99
2304160,79,71,52.67
2304440,40,35,53.33
2304500,29,25,53.7
2304620,28,42,40.0
2304650,23,20,53.49
2304860,274,605,31.17
2304880,17,15,53.12
2304890,294,452,39.41
2304895,581,894,39.39
2304897,15,13,53.57
2304900,71,63,52.99
2305160,6,5,54.55
2305280,374,334,52.82
2305310,314,281,52.77
2305360,306,273,52.85
2305400,214,329,39.41
2305500,1502,2311,39.39
2305670,1337,3912,25.47
2305970,125,320,28.09
2305980,48,41,53.93
2306000,971,1028,48.57
2306030,0,0,
2306060,1968,5760,25.47
2306150,28,25,52.83
2306180,302,320,48.55
2306250,342,296,53.61
2306260,441,678,39.41
2306330,195,169,53.57
2306510,1349,1429,48.56
2306600,11,10,52.38
2306780,15,24,38.46
2306810,104,160,39.39
2306870,456,701,39.41
2306900,139,124,52.85
2307110,7,6,53.85
2307140,1294,2857,31.17
2307200,25,23,52.08
2307250,309,475,39.41
2307320,6113,9359,39.51
2307440,11,10,52.38
2307530,1600,2449,39.52
2307590,6,9,40.0
2307710,490,438,52.8
2307770,14,13,51.85
2307800,921,823,52.81
2307980,125,111,52.97
2308135,34,30,53.12
2308140,55,48,53.4
2308160,283,253,52.8
2308250,642,680,48.56
2308280,977,874,52.78
2308340,12,19,38.71
2308580,6,5,54.55
2308700,136,122,52.71
2308940,321,494,39.39
2309090,42,38,52.5
2309240,37,33,52.86
2309330,795,842,48.56
2309390,119,184,39.27
2309560,187,167,52.82
2309630,202,311,39.38
2309650,190,170,52.78
2309810,22,19,53.66
2309930,12028,20641,36.82
2309990,178,160,52.66
2310140,31,28,52.54
2310190,127,114,52.7
2310320,71,63,52.99
2310380,2188,6405,25.46
2310500,2823,6234,31.17
2310530,2377,6957,25.47
2310560,57,51,52.78
2310590,2605,3598,42.0
2310620,231,200,53.6
2310650,320,277,53.6
2310680,198,177,52.8
2310710,1643,4228,27.99
2310770,5280,4996,51.38
2310830,295,263,52.87
2310860,2856,2552,52.81
2310890,790,706,52.81
2310950,2846,3447,45.22
2310980,1212,1284,48.56
2311010,544,486,52.82
2311100,1332,1190,52.82
2311160,1876,1676,52.82
2311220,399,357,52.78
2311250,724,664,52.16
2311280,439,392,52.83
2311310,425,380,52.8
2311370,1820,4019,31.17
2311430,1045,934,52.8
2311520,1952,3003,39.39
2311550,2710,4170,39.39
2311580,936,836,52.82
2311610,482,430,52.85
2311670,1197,1037,53.58
2311700,507,453,52.81
2311730,1102,955,53.57
2311790,3505,7739,31.17
2311820,73,113,39.25
2311850,229,353,39.35
2311880,4058,3571,53.19
2311910,64,99,39.26
2312140,214,329,39.41
2312180,59,51,53.64
2312300,202,311,39.38
2312330,4658,7993,36.82
2312360,110,169,39.43
2312750,291,447,39.43
2312810,17,15,53.12
2312980,285,438,39.42
2313070,15,13,53.57
2313080,25,23,52.08
2313110,827,1142,42.0
2313140,378,401,48.52
2313200,17,15,53.12
2313350,2892,3995,41.99
2313490,1656,3656,31.17
2313500,28,25,52.83
2313530,225,578,28.02
2313560,3587,6156,36.82
2313590,20,18,52.63
2313710,48,43,52.75
2313740,33,29,53.23
2313860,1453,2007,41.99
2313970,1118,1545,41.98
2313980,670,1031,39.39
2314010,289,258,52.83
2314040,48,43,52.75
2314100,1059,2725,27.99
2314130,1761,3888,31.17
2314160,2052,3141,39.51
2314190,1383,2030,40.52
2314210,1628,3752,30.26
2314240,1389,3897,26.28
2314300,815,706,53.58
2314330,3021,3377,47.22
2314410,9,14,39.13
2314440,1678,1778,48.55
2314470,1319,1397,48.56
2314530,1323,1380,48.95
2314560,1263,1095,53.56
2314590,4051,3510,53.58
2314610,1335,1287,50.92
2314670,2990,6602,31.17
2314700,2490,5498,31.17
2314760,1428,1276,52.81
2314761,1679,1517,52.53
2314762,856,765,52.81
2314765,1987,1722,53.57
2314767,1172,1015,53.59
2314768,2447,6295,27.99
2314771,43,125,25.6
2314772,1703,4383,27.98
2314773,2494,5508,31.17
2314775,1940,2970,39.51
2314776,2484,3973,38.47
2314778,2454,2600,48.56
2314779,3597,4968,42.0
2314780,2064,3019,40.61
2314782,1925,2039,48.56
2314783,1751,2584,40.39
