sduni20,Num Eligible,Num Ineligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible,English less than very well Eligible,Percentage Eligible
4601026,260,646,20,8,13,2,250,12,33,90,84,9,28.7
4601027,120,194,7,5,1,0,109,7,8,46,44,1,38.22
4601028,201,444,31,5,12,3,181,10,32,93,70,11,31.16
4602070,4202,9277,639,114,260,53,3781,217,671,1944,1465,230,31.17
4602640,278,448,16,11,3,0,252,17,20,106,101,3,38.29
4603720,286,462,16,11,3,0,259,17,20,109,104,3,38.24
4603780,155,246,13,6,1,0,137,10,11,60,57,1,38.65
4603932,182,294,10,7,2,0,165,11,13,69,66,2,38.24
4604270,176,276,20,6,2,0,152,10,14,69,65,1,38.94
4604680,241,605,19,7,13,2,233,11,31,84,78,8,28.49
4605610,1316,2161,215,49,30,2,1204,116,260,650,612,4,37.85
4606240,527,616,286,5,20,1,277,31,82,225,210,6,46.11
4606360,388,974,30,12,20,4,375,18,50,135,126,14,28.49
4606960,88,194,13,2,5,1,79,5,14,41,31,5,31.21
4607050,145,237,24,5,3,0,132,13,29,71,67,0,37.96
4607400,709,1143,40,28,7,0,641,42,50,270,257,6,38.28
4607670,127,148,69,1,5,0,67,7,20,54,51,1,46.18
4607800,95,209,14,3,6,1,85,5,15,44,33,5,31.25
4607950,2525,6358,213,62,214,19,2363,178,308,829,812,101,28.43
4608520,4080,6574,231,163,39,0,3690,245,288,1555,1480,37,38.3
4609300,211,346,34,8,5,0,193,19,42,104,98,1,37.88
4609512,183,214,100,2,7,0,96,11,29,78,73,2,46.1
4610320,138,346,11,4,7,1,133,6,18,48,45,5,28.51
4610560,617,1547,48,18,32,6,596,29,80,215,200,22,28.51
4611280,191,422,29,5,12,2,172,10,31,88,67,10,31.16
4611760,174,436,13,5,9,2,168,8,22,61,56,6,28.52
4612000,922,1319,234,25,19,1,691,55,98,368,347,9,41.14
4612300,266,442,15,10,3,0,241,16,20,100,96,3,37.57
4612940,321,709,49,9,20,4,289,17,51,149,112,18,31.17
4614100,248,400,14,10,2,0,224,15,17,95,90,2,38.27
4614130,188,220,102,2,7,0,99,11,29,80,75,2,46.08
4616950,1307,2146,213,49,30,2,1196,115,258,646,608,4,37.85
4617850,264,426,15,11,3,0,239,16,19,101,96,2,38.26
4618120,672,1613,51,20,32,6,644,33,82,237,221,22,29.41
4619170,124,272,19,3,8,2,111,6,19,57,43,7,31.31
4619410,2473,4060,403,92,57,4,2262,217,488,1222,1150,8,37.85
4619450,262,306,142,2,10,1,137,15,41,112,104,3,46.13
4619580,144,169,78,1,5,0,76,8,23,62,57,2,46.01
4620100,716,837,389,6,27,1,376,42,112,306,285,8,46.1
4620850,168,196,91,1,6,0,88,10,26,72,67,2,46.15
4621300,45,74,7,2,1,0,41,4,9,22,21,0,37.82
4621340,479,1202,37,14,25,5,463,22,62,167,155,17,28.49
4621390,226,364,13,9,2,0,205,14,16,86,82,2,38.31
4621400,112,246,17,3,7,1,100,6,18,52,39,6,31.28
4621420,237,476,15,8,6,1,220,13,23,87,82,5,33.24
4622410,201,425,28,6,10,2,181,11,29,90,71,9,32.11
4622500,128,206,7,5,1,0,116,8,9,49,46,1,38.32
4622560,159,351,24,4,10,2,143,8,25,74,55,9,31.18
4622940,122,198,22,4,3,0,109,10,24,60,57,0,38.12
4624030,238,516,37,7,14,3,214,12,36,108,83,12,31.56
4624390,555,893,31,22,5,0,501,33,39,211,201,5,38.33
4624540,103,228,16,3,6,1,93,5,16,48,36,6,31.12
4624850,464,542,252,4,17,1,244,27,72,198,185,5,46.12
4625500,355,608,21,14,5,0,323,21,27,134,127,4,36.86
4626370,291,730,23,9,15,3,281,14,38,102,94,10,28.5
4626490,110,275,8,3,6,1,106,5,14,38,36,4,28.57
4626970,169,373,26,5,10,2,152,9,27,78,59,9,31.18
4629880,332,388,180,3,12,1,174,19,52,142,132,4,46.11
4630490,255,299,139,2,10,1,134,15,40,109,102,3,46.03
4630800,450,991,68,12,28,6,405,23,71,208,157,24,31.23
4631350,3806,9664,375,56,586,10,3317,459,409,1088,1204,190,28.26
4631710,763,1912,59,23,40,7,737,36,99,266,247,27,28.52
4632340,64,142,10,2,4,1,58,3,10,30,22,4,31.07
4632430,85,187,13,2,5,1,76,4,14,39,29,5,31.25
4633360,515,846,84,19,12,1,471,45,102,255,240,2,37.84
4634440,113,250,17,3,7,1,102,6,18,52,39,6,31.13
4634480,914,1095,476,9,33,2,502,55,145,395,368,10,45.5
4634600,164,362,25,4,10,2,148,8,26,76,57,9,31.18
4635480,2484,4003,141,99,24,0,2247,149,175,947,901,22,38.29
4636060,316,698,48,9,20,4,284,16,51,146,110,17,31.16
4636150,184,297,10,7,2,0,167,11,13,70,67,2,38.25
4636990,911,2286,70,27,47,9,881,43,118,318,295,32,28.5
4638220,207,331,14,8,2,0,185,12,15,79,75,2,38.48
4639540,329,385,179,3,12,1,173,19,51,141,131,4,46.08
4639600,1267,2042,72,51,12,0,1146,76,89,483,460,11,38.29
4639990,168,271,10,7,2,0,152,10,12,64,61,2,38.27
4640860,186,410,28,5,11,2,167,10,30,86,65,10,31.21
4641300,1009,1657,165,38,23,2,923,89,199,499,469,3,37.85
4641520,316,503,64,11,8,0,276,27,61,154,145,1,38.58
4641550,671,1683,52,20,35,6,648,31,86,234,218,23,28.5
4641640,157,347,24,4,10,2,141,8,25,73,55,9,31.15
4644770,470,550,255,4,18,1,247,27,73,201,187,5,46.08
4644940,679,1714,60,15,70,4,624,56,80,215,218,28,28.37
4645450,177,444,14,5,9,2,171,8,23,62,57,6,28.5
4646260,108,126,59,1,4,0,57,6,17,46,43,1,46.15
4646380,379,443,206,3,14,1,199,22,59,162,151,4,46.11
4647100,233,398,14,9,3,0,212,14,18,88,84,3,36.93
4647942,426,687,24,17,4,0,386,26,30,163,155,4,38.27
4648390,2811,4529,159,112,27,0,2542,169,198,1072,1019,25,38.3
4648780,108,271,8,3,6,1,104,5,14,38,35,4,28.5
4649650,138,223,8,6,1,0,125,8,10,53,50,1,38.23
4650670,187,307,30,7,4,0,171,16,37,92,87,1,37.85
4650850,340,559,56,13,8,1,311,30,67,168,158,1,37.82
4651750,213,470,32,6,13,3,192,11,34,99,74,12,31.19
4652770,60,70,32,1,2,0,31,3,9,25,24,1,46.15
4654270,249,624,19,7,13,2,241,12,32,87,81,9,28.52
4654300,446,719,25,18,4,0,404,27,31,170,162,4,38.28
4655260,2617,3060,1421,23,98,5,1375,153,409,1119,1042,29,46.1
4655710,196,316,11,8,2,0,177,12,14,75,71,2,38.28
4659820,15930,26153,2598,594,366,28,14570,1399,3144,7873,7409,51,37.85
4660450,427,933,63,12,25,5,384,22,67,196,149,23,31.4
4663360,110,243,17,3,7,1,99,6,18,51,38,6,31.16
4664140,92,148,5,4,1,0,83,6,6,35,33,1,38.33
4665180,243,427,15,9,4,0,223,14,19,92,87,3,36.27
4665460,2131,2492,1157,18,79,4,1119,125,333,911,849,24,46.1
4666270,19828,50577,2101,185,3771,4,16619,2910,1982,5227,6214,1091,28.16
4666300,553,890,31,22,5,0,500,33,39,211,200,5,38.32
4666930,2780,4564,453,104,64,5,2543,244,549,1374,1293,9,37.85
4669930,3166,5197,516,118,73,6,2895,278,625,1564,1472,10,37.86
4670140,83,183,13,2,5,1,75,4,13,38,29,5,31.2
4671880,219,256,119,2,8,0,115,13,34,94,87,2,46.11
4672090,1453,1698,789,13,54,3,763,85,227,621,578,16,46.11
4672450,203,316,24,7,3,0,174,12,17,79,75,2,39.11
4674370,1461,3664,113,43,76,14,1412,68,189,509,474,51,28.51
4674520,255,640,20,8,13,2,247,12,33,89,83,9,28.49
4675420,632,738,343,5,24,1,332,37,99,270,251,7,46.13
4675600,78,92,43,1,3,0,41,5,12,34,31,1,45.88
4675660,238,391,39,9,5,0,218,21,47,118,111,1,37.84
4676020,135,299,21,4,8,2,122,7,22,63,47,7,31.11
4676620,3343,7382,509,90,207,42,3008,173,534,1547,1166,183,31.17
4676680,140,310,21,4,9,2,126,7,22,65,49,8,31.11
4676740,127,280,19,3,8,2,114,7,20,59,44,7,31.2
4676990,453,1000,69,12,28,6,408,23,72,210,158,25,31.18
4677460,232,366,23,8,3,0,203,14,18,90,85,2,38.8
4678300,287,513,24,10,7,1,259,16,28,116,102,7,35.88
4678510,106,171,6,4,1,0,96,6,7,40,38,1,38.27
4678570,252,295,137,2,9,1,133,15,39,108,100,3,46.07
4679350,169,360,24,5,9,2,152,9,25,77,59,8,31.95
4679710,724,846,393,6,27,1,380,42,113,310,288,8,46.11
4680100,204,329,12,8,2,0,185,12,14,78,74,2,38.27
4680190,178,287,10,7,2,0,161,11,13,68,65,2,38.28
4680430,2310,5792,179,68,120,22,2232,108,298,805,749,81,28.51
4680437,475,555,258,4,18,1,249,28,74,203,189,5,46.12
4680438,510,624,247,6,18,1,291,30,74,216,201,6,44.97
4680439,221,554,17,7,11,2,213,10,29,77,72,8,28.52
4680440,262,306,142,2,10,1,137,15,41,112,104,3,46.13
4680441,531,1172,81,14,33,7,478,27,85,246,185,29,31.18
4680445,296,477,17,12,3,0,268,18,21,113,107,3,38.29
4700001,13301,11200,452,92,846,4,12646,1111,1821,6547,6450,942,54.29
4700060,1528,2963,101,6,64,0,1501,122,270,672,458,38,34.02
4700078,1246,1539,55,63,390,0,926,201,368,366,547,81,44.74
4700090,7033,8772,427,59,412,6,6836,437,812,3519,3458,140,44.5
4700148,155024,139122,3087,3120,112825,74,38277,11373,11891,57380,44173,11529,52.7
4700149,4658,15665,20,412,2757,0,1559,72,382,1975,1890,86,22.92
4700150,2396,3204,46,109,1097,0,1204,98,241,1120,918,293,42.79
4700151,3885,12485,16,325,2349,0,1260,74,316,1605,1527,83,23.73
4700152,2183,3089,41,103,1004,0,1091,111,208,979,793,275,41.41
4700153,9874,10275,208,304,5993,13,3675,334,971,4105,3590,938,49.0
4700180,8223,11711,213,60,1549,0,6978,715,988,3573,3536,281,41.25
4700240,3225,3166,129,48,382,0,2952,94,343,1442,1565,36,50.46
4700270,2782,3017,146,16,167,0,2701,177,348,1412,1423,103,47.97
4700300,12891,24989,855,53,542,0,12658,1026,2276,5667,3859,322,34.03
4700330,11238,12603,457,95,795,0,10641,867,1905,5825,5510,672,47.14
4700360,5757,5760,278,49,144,2,5705,155,653,2868,2718,36,49.99
4700420,9260,7022,577,194,318,39,9131,214,983,4202,4853,48,56.87
4700450,3182,2571,100,16,213,0,3014,166,219,1568,1381,130,55.31
4700510,9180,8048,497,125,384,14,9004,438,1256,4634,4422,113,53.29
4700570,6405,9294,514,76,842,0,5856,354,707,2949,3199,173,40.8
4700600,3381,3539,23,43,1686,0,1817,144,299,1511,1483,89,48.86
4700630,7556,5730,471,158,260,32,7451,175,802,3429,3960,39,56.87
4700660,1691,1473,26,18,99,0,1609,97,184,839,714,13,53.45
4700690,8934,10020,363,75,632,0,8460,689,1515,4631,4381,534,47.14
4700750,5633,5404,253,78,229,3,5414,442,727,2845,2552,382,51.04
4700780,4946,5756,129,88,543,0,4462,236,701,2539,2068,156,46.22
4700850,1194,1181,64,15,328,0,915,62,129,529,547,23,50.27
4700900,12961,13409,256,27,153,27,12765,666,1426,5925,5579,110,49.15
4700960,2507,1967,81,15,522,0,2033,141,292,1242,1171,48,56.03
4700990,4406,3560,139,22,296,0,4173,230,303,2172,1913,181,55.31
4701020,8470,12291,680,101,1113,0,7745,468,936,3900,4230,228,40.8
4701050,4169,4019,236,50,850,0,3491,189,372,1858,1903,72,50.92
4701080,3256,3139,184,39,664,0,2727,148,290,1451,1486,56,50.91
4701110,3193,2799,173,43,134,5,3132,152,437,1612,1538,39,53.29
4701170,7090,8806,296,149,2838,0,4577,181,1099,2938,3544,79,44.6
4701200,1158,1649,30,8,218,0,982,101,139,503,498,40,41.25
4701230,3919,4054,77,8,46,8,3860,201,431,1791,1687,33,49.15
4701290,7576,8817,197,135,832,0,6835,361,1073,3890,3168,240,46.21
4701390,644,637,35,8,177,0,494,33,70,286,295,13,50.27
4701400,3858,3818,208,50,1059,0,2957,200,418,1711,1767,76,50.26
4701410,5314,6284,291,62,521,0,5081,100,661,2673,2191,139,45.82
4701440,4853,4086,165,34,309,1,4614,405,664,2389,2353,343,54.29
4701470,12272,10199,606,106,489,6,12095,532,1654,5786,6246,135,54.61
4701500,3492,2902,172,30,139,2,3442,151,471,1647,1777,38,54.61
4701530,2722,2569,130,10,151,0,2646,141,213,1342,1317,77,51.45
4701590,58699,93070,1149,1714,18726,0,40211,4387,6419,27783,24345,3018,38.68
4701620,1571,1191,98,33,54,7,1549,36,167,713,823,8,56.88
4701650,5581,4377,180,33,1163,0,4524,314,650,2765,2607,106,56.05
4701680,5883,4613,190,35,1225,0,4768,331,685,2914,2747,112,56.05
4701740,11084,9211,547,96,441,5,10924,480,1494,5226,5641,122,54.61
4701770,3491,3455,188,45,958,0,2676,181,379,1548,1598,69,50.26
4701800,4358,3418,141,26,908,0,3533,245,507,2159,2036,83,56.04
4701830,4154,4078,167,61,492,0,3802,121,442,1858,2016,47,50.46
4701860,3887,5640,312,46,511,0,3554,215,429,1790,1941,105,40.8
4701890,773,759,31,11,92,0,708,22,82,346,375,9,50.46
4701920,1683,1652,67,25,199,0,1541,49,179,753,817,19,50.46
4701950,1521,1505,82,20,417,0,1166,79,165,675,696,30,50.26
4701980,3860,3790,155,57,457,0,3533,112,411,1726,1874,44,50.46
4702010,1585,1556,64,23,188,0,1451,46,169,709,769,18,50.46
4702070,2550,2060,80,13,171,0,2415,133,175,1257,1107,105,55.31
4702100,11277,9495,383,78,717,3,10721,942,1544,5551,5468,798,54.29
4702130,12003,15779,616,378,1082,173,11556,557,1406,4800,4630,320,43.2
4702160,3941,3455,213,54,165,6,3865,188,539,1989,1898,49,53.29
4702190,11780,11682,570,100,304,4,11668,326,1349,5853,5584,77,50.21
4702220,76302,122765,3554,2214,10028,72,67734,4872,6995,29893,26533,3770,38.33
4702280,1414,1364,80,17,288,0,1184,64,126,630,646,24,50.9
4702310,4914,4862,265,63,1348,0,3766,255,533,2179,2250,97,50.27
4702340,7733,9145,423,90,758,0,7394,146,961,3890,3189,202,45.82
4702400,1622,2427,104,5,46,0,1577,127,169,904,797,61,40.06
4702430,2204,2607,121,26,216,0,2107,41,274,1109,909,58,45.81
4702490,4624,6586,120,33,871,0,3925,402,556,2010,1988,158,41.25
4702520,7376,11042,474,22,211,0,7174,578,767,4114,3627,277,40.05
4702550,5533,4470,175,27,371,0,5240,289,381,2727,2402,227,55.31
4702580,19265,20166,131,245,9606,0,10351,818,1706,8612,8453,506,48.86
4702640,5602,5287,267,20,312,1,5447,289,439,2762,2711,159,51.45
4702670,5617,8000,146,41,1058,0,4767,488,675,2441,2415,192,41.25
4702700,4449,8625,295,18,187,0,4369,354,786,1956,1332,111,34.03
4702760,15685,24355,405,31,3562,0,12896,1666,1716,6204,6836,555,39.17
4702790,1540,1512,62,23,182,0,1409,45,164,689,747,17,50.46
4702820,6640,7201,347,37,398,0,6448,422,832,3370,3396,245,47.97
4702880,5671,4448,183,34,1181,0,4597,319,660,2810,2649,108,56.04
4702910,2380,2582,125,13,143,0,2312,151,298,1208,1217,88,47.96
4702970,2157,2134,116,28,592,0,1653,112,234,956,987,42,50.27
4703000,5508,8245,354,17,157,0,5356,432,573,3072,2708,207,40.05
4703030,36401,44946,1617,1841,11408,0,27033,5882,10731,10673,16009,2366,44.75
4703060,1185,1380,31,21,130,0,1069,57,168,609,496,38,46.2
4703090,3763,4694,228,32,221,3,3658,234,435,1883,1850,75,44.5
4703180,118563,197130,1846,6626,47324,135,67027,13671,7182,37648,36144,18897,37.56
4703240,5618,7006,341,47,329,5,5460,349,649,2811,2762,111,44.5
4703270,3976,3833,225,47,811,0,3330,180,355,1772,1815,69,50.92
4703300,691,524,43,14,24,3,681,16,73,314,362,4,56.87
4703330,5016,4370,77,54,293,0,4773,288,546,2489,2119,37,53.44
4703390,1465,1732,80,17,144,0,1401,28,182,737,604,38,45.82
4703420,1114,971,17,12,65,0,1060,64,121,553,471,8,53.43
4703450,3259,3655,133,28,231,0,3086,251,553,1690,1598,195,47.14
4703480,17798,15504,272,190,1040,0,16935,1023,1938,8832,7517,132,53.44
4703510,4814,5221,252,27,289,0,4675,306,603,2443,2462,178,47.97
4703540,197,186,9,1,11,0,192,10,15,97,95,6,51.44
4703590,8901,11101,540,75,522,8,8651,553,1028,4454,4376,177,44.5
4703600,10821,17528,600,368,1426,0,9571,855,1188,4907,4581,508,38.17
4703690,24284,41690,662,2111,6771,0,16520,3893,2412,7301,8077,4307,36.81
4703720,4462,3384,278,93,153,19,4400,103,474,2025,2339,23,56.87
4703750,3184,3004,152,11,177,0,3095,164,249,1570,1540,90,51.45
4703780,19022,18250,853,264,775,10,18281,1494,2455,9608,8618,1288,51.04
4703870,4368,3529,138,22,293,0,4137,228,301,2153,1896,179,55.31
4703900,482,473,19,7,57,0,441,14,51,216,234,5,50.47
4703960,2776,2726,111,41,329,0,2541,81,295,1242,1348,31,50.45
4703990,16879,16888,816,143,423,6,16725,454,1915,8410,7969,106,49.99
4704020,28330,48910,1133,1355,3722,0,24544,2658,3100,12731,10646,1678,36.68
4704080,10295,12788,429,216,4121,0,6646,263,1595,4266,5146,115,44.6
4704100,1676,1659,90,22,460,0,1285,87,182,743,768,33,50.25
4704170,2548,2058,80,13,171,0,2413,133,175,1256,1106,104,55.32
4704200,3733,4345,97,67,410,0,3368,178,529,1917,1561,118,46.21
4704230,3936,3451,213,54,165,6,3861,188,539,1987,1896,49,53.28
4704260,2236,2156,127,27,456,0,1873,101,199,996,1021,39,50.91
4704290,4668,3540,291,98,160,20,4603,108,496,2118,2447,24,56.87
4704320,1241,1171,59,4,69,0,1207,64,97,612,601,35,51.45
4704350,8237,7774,393,29,458,1,8009,425,645,4062,3985,234,51.45
4704380,12979,15792,674,356,1031,151,12548,607,1577,5493,5284,305,45.11
4704440,2842,3360,155,33,279,0,2717,53,353,1429,1172,74,45.82
4704470,6639,6401,376,79,1354,0,5560,301,592,2958,3031,115,50.91
4704490,1399,1373,56,21,166,0,1281,41,149,626,679,16,50.47
4704500,5799,5999,115,12,68,12,5711,298,638,2651,2496,49,49.15
4704530,13939,62834,683,369,1230,53,12400,820,1014,6289,4137,1308,18.16
4704550,11576,29126,696,171,1963,0,10381,744,1731,5762,5602,343,28.44
4799999,45451,83802,1769,1596,7140,13,38400,4373,4691,19630,18451,3752,35.16
4800001,371,323,11,1,18,0,299,258,20,137,147,87,53.46
4800002,280,243,9,1,13,0,225,194,15,103,111,66,53.54
4800003,243,152,9,1,3,0,202,217,29,117,122,124,61.52
4800005,168,174,7,2,13,0,150,65,18,71,73,18,49.12
4800006,234,238,13,2,15,0,219,80,25,103,110,22,49.58
4800007,198,201,11,2,13,0,185,68,21,87,93,19,49.62
4800008,6358,8060,441,213,667,36,5545,3246,676,1915,2262,970,44.1
4800009,2676,3385,185,89,280,15,2334,1366,284,805,952,407,44.15
4800010,19900,25233,1383,662,2102,112,17323,10129,2132,6029,7105,3048,44.09
4800011,2396,5105,75,92,183,14,2131,609,240,1102,917,359,31.94
4800012,1048,919,74,11,165,2,877,227,147,457,427,96,53.28
4807350,23101,24487,893,1916,4726,0,17475,6836,1425,5764,4733,2587,48.54
4807380,179,196,8,5,31,2,137,41,18,87,79,18,47.73
4807410,636,647,23,4,42,1,517,404,43,230,254,128,49.57
4807440,18913,21762,503,904,2889,0,15562,7408,3009,5590,6378,1373,46.5
4807470,1246,1966,83,56,227,0,996,413,298,529,567,95,38.79
4807500,38,48,3,0,2,0,34,18,3,15,14,9,44.19
4807530,244,269,6,3,10,0,228,189,23,87,87,42,47.56
4807590,4847,7291,305,112,926,26,3468,3137,511,1659,1770,1397,39.93
4807650,1062,1224,43,17,94,0,932,192,239,539,496,79,46.46
4807680,458,464,26,4,29,0,428,156,49,202,215,43,49.67
4807710,56170,39338,1481,2561,19537,81,23895,31690,2887,19070,19590,24692,58.81
4807780,3807,8286,212,75,211,0,3498,899,625,1891,1561,441,31.48
4807800,5033,3175,95,33,72,0,4727,4300,214,1764,1605,1193,61.32
4807830,59133,43184,1275,10475,21426,88,19703,23939,2376,18444,16700,26353,57.79
4807890,7600,30613,229,1047,980,0,5731,2086,938,3557,2623,1712,19.89
4807950,1458,1484,64,9,84,0,1210,996,149,678,456,581,49.56
4807980,560,574,34,4,143,0,417,90,52,285,219,56,49.38
4808090,13819,32358,689,779,1936,53,10676,6368,2379,6232,5350,3318,29.93
4808100,719,866,31,20,35,0,672,145,90,362,352,84,45.36
4808130,29538,35417,1165,1120,3429,0,24600,12762,3791,10134,10247,4524,45.47
4808160,176,153,5,1,8,0,142,123,9,65,70,42,53.5
4808190,1027,1233,24,21,181,0,734,428,160,412,400,286,45.44
4808230,705,774,41,14,134,0,551,200,54,345,318,60,47.67
4808280,3345,3403,148,20,192,0,2775,2284,341,1556,1045,1332,49.57
4808310,5622,8743,223,125,867,20,4254,2624,969,2042,2303,1298,39.14
4808340,1726,5548,106,63,356,0,1287,494,204,655,510,356,23.73
4808400,714,723,41,6,45,0,668,244,77,315,335,67,49.69
4808430,585,781,13,20,42,0,389,473,81,240,176,303,42.83
4808460,222,193,7,1,10,0,179,154,12,82,88,52,53.49
4808490,215,181,11,3,49,0,171,40,25,86,101,13,54.29
4808520,252,278,11,7,44,3,193,58,25,123,112,25,47.55
4808550,3895,3968,134,71,91,43,3452,2553,552,1725,1675,552,49.54
4808580,1990,2027,68,36,46,22,1763,1304,282,881,855,282,49.54
4808610,452,544,20,13,22,0,422,91,56,227,221,53,45.38
4808670,1076,4817,50,164,113,0,891,262,125,373,335,142,18.26
4808700,55493,78922,1670,4105,16050,85,31142,23892,3653,15991,14237,17922,41.28
4808730,751,1205,41,10,103,0,643,182,79,307,283,127,38.39
4808870,4177,3909,202,11,650,2,3601,621,580,2015,2131,193,51.66
4808880,1750,2059,32,5,486,0,1295,159,151,780,609,86,45.94
4808910,1354,3777,102,102,192,0,1159,407,178,494,547,258,26.39
4808940,103047,238959,3183,9727,14246,64,74215,43956,6171,27577,26558,22247,30.13
4809000,132,134,5,2,3,1,117,86,19,58,57,19,49.62
4809030,98,222,5,2,16,0,69,38,9,40,38,22,30.63
4809060,289,253,20,3,45,1,242,63,40,126,118,26,53.32
4809090,199,231,3,1,55,0,148,18,19,90,71,10,46.28
4809150,414,773,10,8,49,0,352,104,67,171,178,57,34.88
4809200,4872,11228,230,309,377,0,3882,1476,655,1989,1689,833,30.26
4809280,465,471,27,4,30,0,435,159,50,205,218,44,49.68
4809300,995,1008,57,8,63,0,931,340,107,439,467,93,49.68
4809330,107,108,5,1,6,0,88,73,11,50,33,42,49.77
4809360,2776,3286,63,34,42,14,2484,1748,568,1397,1226,460,45.79
4809390,1157,1173,66,9,73,0,1082,395,125,510,544,109,49.66
4809410,625,888,16,9,38,0,584,456,83,226,242,80,41.31
4809450,3804,4566,89,76,670,0,2719,1584,591,1527,1482,1060,45.45
4809540,389,692,23,10,60,0,310,136,69,177,161,47,35.99
4809570,9596,14254,821,176,1641,0,7019,3568,1738,4668,4435,2152,40.23
4809630,3576,4197,91,22,765,23,2386,1478,437,1901,1451,838,46.01
4809670,24556,26489,297,773,14152,0,9033,4172,3119,10098,9425,3268,48.11
4809690,411,421,25,3,105,0,305,66,38,208,161,41,49.4
4809720,4743,4832,163,86,111,52,4204,3109,672,2100,2039,673,49.54
4809750,123,148,5,3,6,0,115,25,15,62,60,14,45.39
4809780,656,982,59,13,67,0,590,106,77,297,256,73,40.05
4809810,2298,2698,58,14,492,14,1534,950,281,1222,933,539,46.0
4809860,9486,14964,630,425,1730,1,7580,3141,2264,4028,4318,724,38.8
4809870,488,308,9,3,7,0,458,417,21,171,156,116,61.31
4809980,50,51,3,0,3,0,47,17,5,22,24,5,49.5
4810140,800,711,18,9,204,0,590,96,167,403,417,53,52.95
4810170,464,389,25,7,105,1,368,85,54,184,218,27,54.4
4810200,5258,5527,150,68,390,0,4200,2771,477,2424,1890,982,48.75
4810230,17890,33267,709,853,2448,0,11364,8306,1132,5980,4938,5411,34.97
4810260,759,1079,20,11,46,0,710,554,101,275,294,97,41.29
4810320,1127,2085,73,8,21,0,1009,370,112,543,428,140,35.09
4810350,549,994,21,17,81,0,465,109,60,267,212,48,35.58
4810380,216,219,12,2,14,0,202,74,23,95,102,20,49.66
4810440,225,265,4,1,63,0,167,21,19,100,78,11,45.92
4810470,817,898,36,23,143,8,625,189,80,399,362,81,47.64
4810500,708,759,24,6,73,0,601,401,115,263,279,99,48.26
4810590,395,1237,25,14,79,0,298,110,46,151,119,79,24.2
4810620,244,287,14,4,7,0,220,63,30,114,83,37,45.95
4810650,301,331,13,9,52,3,230,70,30,147,133,30,47.63
4810710,7026,15181,386,205,274,0,6155,2651,1036,3119,2764,886,31.64
4810740,92,161,3,3,13,0,79,18,10,45,36,8,36.36
4810780,764,897,19,5,164,5,510,316,93,406,310,179,46.0
4810800,2650,3970,237,52,273,2,2385,427,310,1200,1036,296,40.03
4810830,256,328,23,2,12,1,228,122,19,104,97,63,43.84
4810860,117,123,3,2,9,0,94,62,11,54,42,22,48.75
4810890,2124,2720,190,19,98,9,1892,1012,156,865,808,523,43.85
4810910,296,582,6,6,33,0,255,76,50,119,127,42,33.71
4810950,315,404,28,3,15,1,281,150,23,128,120,78,43.81
4810990,1871,2253,82,52,91,0,1749,377,233,941,916,219,45.37
4811010,1173,1413,51,33,57,0,1097,236,146,590,575,137,45.36
4811040,19,24,2,0,1,0,17,9,1,8,7,5,44.19
4811070,640,399,24,4,9,0,530,571,76,307,322,325,61.6
4811110,1233,1296,35,16,91,0,985,650,112,568,443,230,48.75
4811190,9025,13255,195,183,1513,0,6307,3744,896,2900,3683,1576,40.51
4811220,1712,1736,98,14,109,0,1602,585,185,755,804,161,49.65
4811250,403,444,23,9,75,1,315,111,32,198,182,35,47.58
4811280,5927,6510,347,116,1124,0,4631,1681,456,2901,2677,505,47.66
4811310,2599,3427,130,61,310,0,2330,318,322,1146,1170,193,43.13
4811340,2186,2632,96,61,106,0,2044,440,272,1100,1071,256,45.37
4811400,119,152,11,1,5,0,106,57,9,48,45,29,43.91
4811430,599,434,52,3,118,0,475,62,100,272,236,29,57.99
4811460,837,1878,48,12,22,0,793,195,142,426,348,92,30.83
4811490,268,282,8,3,20,0,218,137,25,123,99,47,48.73
4811520,464,337,41,2,92,0,368,48,77,211,183,22,57.93
4811550,168,173,9,1,11,0,157,57,20,75,79,16,49.27
4811580,1474,930,28,10,21,0,1385,1260,63,517,470,349,61.31
4811610,1923,1670,59,7,91,0,1549,1335,103,709,761,453,53.52
4811640,3129,2917,151,8,491,2,2696,464,429,1508,1598,143,51.75
4811680,39770,19821,445,85,188,0,35720,38478,1618,17306,12495,25575,66.74
4811700,4102,4158,234,33,260,0,3837,1402,443,1809,1927,385,49.66
4811730,500,924,13,10,61,1,425,127,81,207,216,68,35.11
4811790,18473,19582,714,1533,3779,0,13976,5467,1140,4612,3787,2069,48.54
4811820,198,238,9,6,10,0,185,40,25,99,97,23,45.41
4811850,129,141,8,3,24,0,101,36,10,63,58,11,47.78
4811910,82,86,2,1,6,0,65,43,7,38,29,15,48.81
4811990,885,972,51,18,167,1,690,247,70,433,399,76,47.66
4812060,2031,2785,117,22,375,0,1646,427,203,911,776,286,42.17
4812090,1719,1247,150,8,339,0,1363,177,286,781,676,83,57.96
4812120,3441,4317,186,78,549,5,2917,1000,424,1365,1352,225,44.35
4812150,457,332,40,2,90,0,363,47,76,208,180,22,57.92
4812180,7786,14782,247,339,1604,30,5805,2143,797,3364,3081,1465,34.5
