SERIALNO,POVPIP,has_pap,has_ssip,has_hins4,has_snap,PUMA_person,WGTP,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well
2021HU0000006,420,0,0,0,0,3701900,123,0,0,0,0,0,123,0,0,123,0,0
2021HU0000010,501,0,0,0,0,3700100,11,0,0,0,0,0,11,0,0,11,0,0
2021HU0000034,501,0,0,0,0,3703101,50,0,0,0,0,0,50,0,0,0,0,0
2021HU0000088,316,0,0,0,1,3702100,228,0,0,0,0,0,228,0,0,0,0,0
2021HU0000107,116,0,0,0,0,3701207,31,0,0,0,0,0,31,0,0,31,0,0
2021HU0000173,501,0,0,0,0,3704000,79,0,0,79,0,0,79,0,79,0,0,0
2021HU0000187,501,0,0,0,0,3705100,84,84,0,0,0,0,0,0,0,0,0,0
2021HU0000287,43,0,0,0,0,3703107,184,0,0,0,0,0,184,0,0,0,184,0
2021HU0000322,501,0,0,0,0,3701803,48,0,0,0,0,0,48,0,0,48,48,0
2021HU0000339,501,0,0,0,0,3700800,67,0,0,0,0,0,67,0,0,67,67,0
2021HU0000368,501,0,0,0,0,3700700,63,0,0,0,0,0,63,0,63,63,63,0
2021HU0000372,401,0,0,0,0,3700900,53,0,0,0,0,0,53,0,0,53,0,0
2021HU0000385,313,0,0,0,0,3701803,61,0,0,0,0,0,61,0,61,61,61,0
2021HU0000386,501,0,0,0,0,3701208,64,0,0,0,0,0,64,0,0,0,64,0
2021HU0000407,0,0,0,1,1,3700200,34,0,0,34,0,0,0,34,0,34,34,0
2021HU0000421,200,0,0,0,0,3702600,84,0,84,0,0,0,84,0,84,84,84,0
2021HU0000437,501,0,0,0,0,3701600,59,0,0,0,0,0,59,0,0,0,0,0
2021HU0000447,236,0,0,0,0,3704700,48,0,0,0,0,0,48,0,0,0,0,0
2021HU0000485,501,0,0,0,0,3701205,81,0,0,0,0,0,81,0,0,0,0,0
